Quarter,Time,Down,ToGo,Location,MIA,DET,Detail,EPB,EPA
2,8:28,1,10,MIA 31,14,21,Jared Goff pass incomplete deep left intended for Josh Reynolds,3.510,2.970
2,8:23,2,10,MIA 31,14,21,Jamaal Williams up the middle for no gain (tackle by Duke Riley),2.970,2.280
2,7:46,3,10,MIA 31,14,21,Jared Goff pass complete short middle to Maurice Alexander for 7 yards (tackle by Xavien Howard),2.280,1.970
2,7:07,4,3,MIA 24,14,24,Michael Badgley 42 yard field goal good,1.970,3.000
2,7:02,,,DET 35,14,24,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
2,7:02,1,10,MIA 25,14,24,Salvon Ahmed up the middle for 2 yards (tackle by Alex Anzalone),0.610,0.330
2,6:42,2,8,MIA 27,14,24,"Tua Tagovailoa pass complete to Hunter Long for no gain. Penalty on Tyreek Hill: Illegal Motion, 5 yards (accepted) (no play)",0.330,-0.340
2,6:15,2,13,MIA 22,14,24,Tua Tagovailoa pass incomplete intended for Cedrick Wilson (defended by Benito Jones),-0.340,-1.020
2,6:08,3,13,MIA 22,14,24,Tua Tagovailoa pass complete short right to Trent Sherfield for 14 yards (tackle by Amani Oruwariye),-1.020,1.330
2,5:29,1,10,MIA 36,14,24,Chase Edmonds left tackle for 4 yards (tackle by Alex Anzalone and Malcolm Rodriguez),1.330,1.330
2,4:50,2,6,MIA 40,14,24,"Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill Penalty on MIA: Illegal Shift, 5 yards (declined)",1.330,0.630
2,4:42,3,6,MIA 40,14,24,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 13 yards (tackle by Juju Hughes),0.630,2.460
2,4:01,1,10,DET 47,14,24,Tua Tagovailoa pass complete short right to Tyreek Hill for 18 yards (tackle by Kerby Joseph),2.460,3.640
2,3:20,1,10,DET 29,14,24,"Tua Tagovailoa sacked by Juju Hughes for -5 yards. Penalty on Terron Armstead: Offensive Holding, 10 yards (declined)",3.640,2.420
2,3:00,2,15,DET 34,14,24,"Tua Tagovailoa pass incomplete short middle. Penalty on Brandon Shell: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Hunter Long: Offensive Pass Interference, 10 yards (declined)",2.420,1.750
2,2:56,3,15,DET 34,14,24,Tua Tagovailoa pass complete short right to Tyreek Hill for 7 yards (tackle by Kerby Joseph),1.750,1.670
2,2:10,4,8,DET 27,17,24,Jason Sanders 45 yard field goal good,1.670,3.000
2,2:06,,,MIA 35,17,24,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,2:06,1,10,DET 25,17,24,D'Andre Swift up the middle for 1 yard (tackle by Zach Sieler),0.610,0.200
2,2:00,2,9,DET 26,17,24,Jared Goff pass incomplete short middle intended for Craig Reynolds,0.200,-0.490
2,1:55,3,9,DET 26,17,24,"Jared Goff pass complete short middle to D'Andre Swift for 7 yards (tackle by Jevon Holland). Penalty on Jonah Jackson: Ineligible Downfield Pass, 5 yards (declined)",-0.490,-1.180
2,1:49,4,2,DET 33,17,24,C.J. Moore left end for 13 yards (tackle by Keion Crossen and Elijah Campbell),-1.180,1.990
2,1:08,1,10,DET 46,17,24,Jared Goff pass complete short middle to Jared Goff for 5 yards (tackle by Jevon Holland),1.990,2.130
2,0:41,2,5,MIA 49,17,24,Jared Goff pass complete short middle to Josh Reynolds for 9 yards (tackle by Jerome Baker and Duke Riley),2.130,2.920
2,0:30,1,10,MIA 40,17,24,Jared Goff pass complete to Amon-Ra St. Brown for 8 yards (tackle by Kader Kohou),2.920,3.450
2,0:24,2,2,MIA 32,17,24,Jared Goff pass complete short right to T.J. Hockenson for 11 yards (tackle by Kader Kohou),3.450,4.170
2,0:12,1,10,MIA 21,17,24,"Jared Goff pass complete to Amon-Ra St. Brown for 4 yards. Penalty on Justin Bethel: Illegal Contact, 5 yards (accepted) (no play)",4.170,4.510
2,0:12,1,10,MIA 16,17,24,"Jared Goff pass complete short right to D'Andre Swift for 8 yards (tackle by Jevon Holland). Penalty on Melvin Ingram: Defensive Offside, 5 yards (declined)",4.510,5.350
2,0:06,2,2,MIA 8,17,24,Jared Goff pass incomplete short left intended for Josh Reynolds,5.350,4.620
2,0:03,3,2,MIA 8,17,27,Michael Badgley 26 yard field goal good,4.620,3.000
Quarter,Time,Down,ToGo,Location,MIA,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,17,27,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,17,27,Tua Tagovailoa pass complete deep left to Mike Gesicki for 20 yards (tackle by Kerby Joseph),0.610,1.930
3,14:21,1,10,MIA 45,17,27,Raheem Mostert right tackle for 5 yards (tackle by Will Harris and Alim McNeill),1.930,2.060
3,13:44,2,5,MIA 50,17,27,Tua Tagovailoa pass complete deep left to Tyreek Hill for 17 yards (tackle by Malcolm Rodriguez),2.060,3.380
3,13:04,1,10,DET 33,17,27,Tua Tagovailoa pass complete short right to Tyreek Hill for 4 yards (tackle by Amani Oruwariye),3.380,3.380
3,12:21,2,6,DET 29,17,27,Raheem Mostert left end for 13 yards (tackle by Alex Anzalone and Kerby Joseph),3.380,4.510
3,11:35,1,10,DET 16,17,27,Raheem Mostert left tackle for 1 yard (tackle by Malcolm Rodriguez),4.510,4.050
3,11:01,2,9,DET 15,17,27,Tua Tagovailoa scrambles right end for 3 yards (tackle by Malcolm Rodriguez),4.050,3.730
3,10:14,3,6,DET 12,17,27,Tua Tagovailoa pass complete short left to Trent Sherfield for 11 yards (tackle by Amani Oruwariye),3.730,6.970
3,9:42,1,1,DET 1,17,27,Raheem Mostert up the middle for no gain (tackle by Kerby Joseph). Penalty on Amani Oruwariye: Defensive Offside (accepted) (no play),6.970,6.970
3,9:14,1,1,DET 1,23,27,"Alec Ingold up the middle for 1 yard, touchdown. Penalty on Amani Oruwariye: Defensive Offside (declined)",6.970,7.000
3,9:11,,,DET 15,24,27,Jason Sanders kicks extra point good,0.000,0.000
3,9:11,,,MIA 35,24,27,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,9:11,1,10,DET 25,24,27,Jared Goff pass complete short left to Kalif Raymond for 6 yards (tackle by Jerome Baker),0.610,0.870
3,8:38,2,4,DET 31,24,27,D'Andre Swift left end for 7 yards (tackle by Jerome Baker and Elandon Roberts),0.870,1.470
3,8:00,1,10,DET 38,24,27,"Penalty on Penei Sewell: False Start, 5 yards (accepted) (no play)",1.470,1.140
3,7:42,1,15,DET 33,24,27,"D'Andre Swift left tackle for no gain (tackle by Andrew Van Ginkel). Penalty on Penei Sewell: Offensive Holding, 10 yards (accepted) (no play)",1.140,0.480
3,7:12,1,25,DET 23,24,27,"Penalty on Taylor Decker: False Start, 5 yards (accepted) (no play)",0.480,-0.110
3,6:51,1,30,DET 18,24,27,Jared Goff pass incomplete short left intended for T.J. Hockenson (defended by Zach Sieler),-0.110,-1.890
3,6:47,2,30,DET 18,24,27,Jared Goff pass complete short left to D'Andre Swift for 3 yards (tackle by Jerome Baker),-1.890,-2.010
3,6:08,3,27,DET 21,24,27,Jared Goff pass complete short left to D'Andre Swift for 2 yards (tackle by Zach Sieler),-2.010,-1.830
3,5:29,4,25,DET 23,24,27,"Jack Fox punts 57 yards, returned by Cedrick Wilson for 13 yards (tackle by Justin Jackson)",-1.830,-1.140
3,5:16,1,10,MIA 33,24,27,Tua Tagovailoa pass complete short left to Jaylen Waddle for 16 yards (tackle by Amani Oruwariye),1.140,2.190
3,4:37,1,10,MIA 49,24,27,Tua Tagovailoa pass incomplete short middle intended for Tyreek Hill (defended by Malcolm Rodriguez),2.190,1.650
3,4:32,2,10,MIA 49,24,27,Tua Tagovailoa pass complete short right to Braylon Sanders for 4 yards (tackle by Malcolm Rodriguez),1.650,1.490
3,3:50,3,6,DET 47,24,27,Tua Tagovailoa scrambles up the middle for 18 yards (tackle by Jeff Okudah),1.490,3.640
3,3:03,1,10,DET 29,24,27,Raheem Mostert left end for 4 yards (tackle by Will Harris),3.640,3.640
3,2:21,2,6,DET 25,24,27,Tyreek Hill right end for 7 yards (tackle by Juju Hughes and Amani Oruwariye),3.640,4.370
3,1:39,1,10,DET 18,24,27,Raheem Mostert up the middle for 4 yards (tackle by Alex Anzalone and Malcolm Rodriguez),4.370,4.430
3,0:58,2,6,DET 14,24,27,Tua Tagovailoa pass complete short right to Raheem Mostert for 3 yards,4.430,4.260
3,0:17,3,3,DET 11,30,27,"Tua Tagovailoa pass complete short left to Mike Gesicki for 11 yards, touchdown",4.260,7.000
3,0:12,,,DET 15,31,27,Jason Sanders kicks extra point good,0.000,0.000
3,0:12,,,MIA 35,31,27,"Jason Sanders kicks off 66 yards, returned by Maurice Alexander for 17 yards (tackle by Trent Sherfield)",0.000,-0.140
3,0:07,1,10,DET 16,31,27,Jared Goff pass complete short middle to Brock Wright for 6 yards (tackle by Elandon Roberts),-0.140,0.280
Quarter,Time,Down,ToGo,Location,MIA,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,DET 22,31,27,Jamaal Williams up the middle for 4 yards (tackle by Raekwon Davis),0.280,0.670
4,14:27,1,10,DET 26,31,27,"Penalty on Taylor Decker: False Start, 5 yards (accepted) (no play)",0.670,0.340
4,14:27,1,15,DET 21,31,27,Jared Goff scrambles up the middle for 3 yards (tackle by Kader Kohou),0.340,-0.140
4,13:42,2,12,DET 24,31,27,"Jared Goff pass incomplete deep left intended for Kalif Raymond (defended by Keion Crossen). Penalty on Xavien Howard: Defensive Offside, 5 yards (accepted) (no play)",-0.140,0.540
4,13:42,2,7,DET 29,31,27,D'Andre Swift left end for -2 yards (tackle by Kader Kohou),0.540,-0.430
4,13:03,3,9,DET 27,31,27,Jared Goff sacked by Zach Sieler for -10 yards,-0.430,-2.320
4,12:21,4,19,DET 17,31,27,"Jack Fox punts 60 yards, returned by Cedrick Wilson for 11 yards (tackle by Chris Board). Penalty on Jaelan Phillips: Illegal Block Above the Waist, 10 yards (accepted)",-2.320,-0.540
4,12:06,1,10,MIA 24,31,27,Raheem Mostert left end for 12 yards (tackle by Juju Hughes),0.540,1.330
4,11:24,1,10,MIA 36,31,27,Tua Tagovailoa pass complete short right to Tyreek Hill for -2 yards (tackle by Will Harris),1.330,0.520
4,10:44,2,12,MIA 34,31,27,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 18 yards (tackle by Jeff Okudah),0.520,2.390
4,10:01,1,10,DET 48,31,27,Chase Edmonds right end for no gain (tackle by Derrick Barnes),2.390,1.850
4,9:16,2,10,DET 48,31,27,Chase Edmonds right end for 2 yards (tackle by Alex Anzalone and Derrick Barnes),1.850,1.420
4,8:33,3,8,DET 46,31,27,"Tua Tagovailoa pass incomplete Penalty on MIA: Illegal Shift, 5 yards (declined) . Penalty on Tua Tagovailoa: Illegal Motion, 5 yards (declined)",1.420,0.200
4,8:28,4,8,DET 46,31,27,"Thomas Morstead punts 38 yards, returned by Kalif Raymond for 4 yards (tackle by Keion Crossen)",0.200,0.350
4,8:19,1,10,DET 12,31,27,Jared Goff pass complete short left to Jamaal Williams for 8 yards (tackle by Jevon Holland),-0.350,0.290
4,7:51,2,2,DET 20,31,27,Jamaal Williams right end for 8 yards (tackle by Jaelan Phillips),0.290,0.810
4,7:17,1,10,DET 28,31,27,Jared Goff pass complete to Amon-Ra St. Brown for 8 yards (tackle by Jevon Holland),0.810,1.340
4,6:31,2,2,DET 36,31,27,Jared Goff pass complete short right to Jamaal Williams for 5 yards (tackle by Elandon Roberts and Kader Kohou),1.340,1.660
4,5:55,1,10,DET 41,31,27,Craig Reynolds left tackle for 2 yards (tackle by John Jenkins and Zach Sieler),1.660,1.390
4,5:15,2,8,DET 43,31,27,"Jared Goff pass complete short right to D'Andre Swift for no gain (tackle by Duke Riley). Penalty on Christian Wilkins: Defensive Offside, 5 yards (accepted) (no play)",1.390,2.070
4,4:51,2,3,DET 48,31,27,Jared Goff pass complete short middle to Amon-Ra St. Brown for 8 yards (tackle by Elandon Roberts and Jevon Holland),2.070,2.650
4,4:21,1,10,MIA 44,31,27,D'Andre Swift right tackle for -2 yards (tackle by Christian Wilkins),2.650,1.840
4,3:47,2,12,MIA 46,31,27,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown,1.840,1.160
4,3:43,3,12,MIA 46,31,27,Jared Goff pass complete short left to T.J. Hockenson for 11 yards (tackle by Duke Riley and Keion Crossen),1.160,1.000
4,3:00,4,1,MIA 35,31,27,Jared Goff pass incomplete intended for Josh Reynolds,1.000,-1.330
4,2:52,1,10,MIA 36,31,27,Raheem Mostert up the middle for 9 yards (tackle by Derrick Barnes),1.330,2.010
4,2:07,2,1,MIA 45,31,27,Raheem Mostert up the middle for 2 yards (tackle by Isaiah Buggs and Derrick Barnes),2.010,2.060
4,2:00,1,10,MIA 47,31,27,Tua Tagovailoa pass complete short left to Tyreek Hill for 19 yards (tackle by Julian Okwara),2.060,3.310
4,1:56,1,10,DET 34,31,27,Raheem Mostert up the middle for no gain (tackle by Alex Anzalone and Josh Paschal),3.310,2.770
4,1:51,,,,,,Timeout #1 by Detroit Lions,,
4,1:51,2,10,DET 34,31,27,Raheem Mostert right end for 2 yards (tackle by Isaiah Buggs),2.770,2.350
4,1:47,,,,,,Timeout #2 by Detroit Lions,,
4,1:47,3,8,DET 32,31,27,Tua Tagovailoa pass complete short right to Tyreek Hill for 8 yards (tackle by Jeff Okudah),2.350,3.970
4,1:40,,,,,,Timeout #3 by Detroit Lions,,
4,1:40,1,10,DET 24,31,27,Tua Tagovailoa kneels for no gain,3.970,3.430
4,0:58,2,10,DET 24,31,27,Tua Tagovailoa kneels for -1 yards,3.430,2.610
4,0:36,3,11,DET 25,31,27,Tua Tagovailoa kneels for -1 yards,2.610,1.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
