Quarter,Time,Down,ToGo,Location,JAX,BAL,Detail,EPB,EPA
1,9:38,3,5,BAL 37,0,0,Joe Flacco pass complete short left to Kamar Aiken for 10 yards (tackle by Jonathan Cyprien and Dwayne Gratz),0.500,2.060
1,9:08,1,10,BAL 47,0,0,Joe Flacco pass complete short middle to Kyle Juszczyk for 10 yards (tackle by Telvin Smith and Thurston Armbrister),2.060,2.720
1,8:28,1,10,JAX 43,0,0,Joe Flacco pass incomplete deep left intended for Kamar Aiken (defended by Davon House),2.720,2.180
1,8:20,2,10,JAX 43,0,0,Joe Flacco pass complete short right to Justin Forsett for 1 yard (tackle by Telvin Smith),2.180,1.620
1,7:40,3,9,JAX 42,0,0,Joe Flacco pass complete short right to Crockett Gillmore for 6 yards (tackle by Telvin Smith and Davon House),1.620,0.890
1,7:03,4,3,JAX 36,0,0,Joe Flacco pass complete short left to Crockett Gillmore for 1 yard (tackle by Paul Posluszny),0.890,-1.270
1,6:56,1,10,JAX 35,0,0,Blake Bortles pass complete short left to Bryan Walters for 3 yards (tackle by Za'Darius Smith),1.270,1.130
1,6:23,2,7,JAX 38,0,0,Blake Bortles pass incomplete short right intended for Bryan Walters,1.130,0.430
1,6:15,3,7,JAX 38,0,0,Blake Bortles pass complete short middle to Bryan Walters for 17 yards (tackle by Will Hill),0.430,2.590
1,5:39,1,10,BAL 45,0,0,T.J. Yeldon right end for 11 yards (tackle by Brandon Williams),2.590,3.310
1,5:04,1,10,BAL 34,0,0,"Blake Bortles pass complete short left to T.J. Yeldon for 6 yards (tackle by C.J. Mosley). Penalty on Will Hill: Illegal Contact, 5 yards (no play)",3.310,3.640
1,4:34,1,10,BAL 29,0,0,T.J. Yeldon left guard for 4 yards (tackle by Kendrick Lewis),3.640,3.640
1,3:55,2,6,BAL 25,0,0,"Blake Bortles left guard for 14 yards (tackle by Jimmy Smith). Penalty on Daryl Smith: Defensive Holding, 5 yards",3.640,5.830
1,3:23,1,6,BAL 6,0,0,Denard Robinson left guard for 1 yard (tackle by Daryl Smith),5.830,5.150
1,2:34,2,5,BAL 5,6,0,"Blake Bortles pass complete short right to Allen Hurns for 5 yards, touchdown",5.150,7.000
1,2:34,,,BAL 5,7,0,Jason Myers kicks extra point good,0.000,0.000
1,2:34,,,JAX 35,7,0,"Jason Myers kicks off 73 yards, returned by Raheem Mostert for 50 yards (tackle by Jason Myers)",0.000,-1.730
1,2:21,1,10,BAL 42,7,0,Joe Flacco pass complete short right to Justin Forsett for 4 yards (tackle by Telvin Smith),1.730,1.730
1,1:45,2,6,BAL 46,7,0,Justin Forsett right tackle for 2 yards (tackle by Paul Posluszny),1.730,1.290
1,1:03,3,4,BAL 48,7,0,Joe Flacco pass incomplete deep right intended for Kamar Aiken (defended by Davon House),1.290,-0.190
1,0:56,4,4,BAL 48,7,0,"Sam Koch punts 36 yards, fair catch by Bryan Walters",-0.190,0.140
1,0:48,1,10,JAX 16,7,0,T.J. Yeldon left guard for 6 yards (tackle by Courtney Upshaw and Kendrick Lewis),-0.140,0.280
1,0:09,2,4,JAX 22,7,0,Blake Bortles sacked by Elvis Dumervil for -5 yards,0.280,-1.200
Quarter,Time,Down,ToGo,Location,JAX,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,JAX 17,7,0,"Penalty on Blake Bortles: Delay of Game, 5 yards (no play)",-1.200,-1.200
2,15:00,3,9,JAX 17,7,0,Timeout #1 by Jacksonville Jaguars,-1.200,-1.890
2,15:00,3,14,JAX 12,7,0,Blake Bortles pass incomplete deep left intended for Allen Hurns (defended by Jimmy Smith),-1.890,-2.490
2,14:55,4,14,JAX 12,7,0,"Bryan Anger punts 56 yards, returned by Jeremy Ross for 14 yards (tackle by Carson Tinker). Penalty on Brynden Trawick: Illegal Block Above the Waist, 10 yards",-2.490,-0.410
2,14:43,1,10,BAL 22,7,0,Joe Flacco pass complete short left to Kamar Aiken for 14 yards (tackle by Telvin Smith),0.410,1.330
2,14:14,1,10,BAL 36,7,0,Joe Flacco pass complete short left to Kamar Aiken for 3 yards (tackle by Aaron Colvin),1.330,1.200
2,13:46,2,7,BAL 39,7,0,Javorius Allen right guard for 2 yards (tackle by Sen'Derrick Marks and Tyson Alualu),1.200,0.760
2,13:14,3,5,BAL 41,7,0,Joe Flacco pass complete short right to Nick Boyle for 3 yards (tackle by Davon House and Telvin Smith),0.760,-0.460
2,12:35,4,2,BAL 44,7,0,"Sam Koch punts 45 yards, returned by Bryan Walters for 2 yards (tackle by Raheem Mostert)",-0.460,0.320
2,12:24,1,10,JAX 13,7,0,Blake Bortles pass incomplete deep right intended for Allen Hurns is intercepted by Lardarius Webb at JAX-29 and returned for 3 yards,-0.320,-3.840
2,12:17,1,10,JAX 26,7,0,Joe Flacco for 16 yards (tackle by Josh Evans),3.840,4.910
2,11:38,1,10,JAX 10,7,6,"Joe Flacco pass complete short middle to Crockett Gillmore for 10 yards, touchdown",4.910,7.000
2,11:38,,,JAX 10,7,7,Justin Tucker kicks extra point good,0.000,0.000
2,11:38,,,BAL 35,7,7,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,11:32,1,10,JAX 20,7,7,T.J. Yeldon right guard for no gain (tackle by Courtney Upshaw and Za'Darius Smith),0.280,-0.270
2,10:59,2,10,JAX 20,7,7,T.J. Yeldon left tackle for no gain (tackle by Daryl Smith),-0.270,-0.960
2,10:17,3,10,JAX 20,7,7,Blake Bortles pass complete short right to Allen Hurns for 13 yards (tackle by Shareece Wright),-0.960,1.140
2,9:35,1,10,JAX 33,7,7,T.J. Yeldon right tackle for 6 yards (tackle by Timmy Jernigan),1.140,1.400
2,8:53,2,4,JAX 39,7,7,T.J. Yeldon right guard for 4 yards (tackle by Chris Canty and Carl Davis),1.400,1.800
2,8:06,1,10,JAX 43,7,7,Blake Bortles pass complete short right to T.J. Yeldon for no gain,1.800,1.250
2,7:35,2,10,JAX 43,7,7,T.J. Yeldon right end for -1 yards (tackle by Brandon Williams),1.250,0.430
2,6:54,3,11,JAX 42,7,7,Blake Bortles pass complete short left to Julius Thomas for 12 yards (tackle by Will Hill),0.430,2.520
2,6:20,1,10,BAL 46,7,7,"T.J. Yeldon right end for 6 yards (tackle by Lardarius Webb). Penalty on Marcedes Lewis: Offensive Holding, 10 yards",2.520,2.260
2,5:45,1,14,BAL 50,7,7,Blake Bortles pass complete short left to Marcedes Lewis for 9 yards (tackle by Jimmy Smith and Daryl Smith),2.260,2.650
2,5:09,2,5,BAL 41,7,7,"Blake Bortles pass incomplete deep left intended for Allen Robinson. Penalty on Jimmy Smith: Defensive Pass Interference, 27 yards (no play)",2.650,4.650
2,5:03,1,10,BAL 14,7,7,Blake Bortles pass complete short right to Allen Robinson for 11 yards (tackle by Lardarius Webb),4.650,6.510
2,4:24,1,3,BAL 3,7,7,Blake Bortles pass incomplete short left intended for Allen Robinson,6.510,5.530
2,4:19,2,3,BAL 3,7,7,Blake Bortles pass incomplete short right intended for Julius Thomas,5.530,4.720
2,4:15,3,3,BAL 3,7,7,T.J. Yeldon right guard for no gain (tackle by C.J. Mosley and Elvis Dumervil),4.720,3.040
2,3:32,4,3,BAL 3,10,7,Jason Myers 21 yard field goal good,3.040,3.000
2,3:32,,,JAX 35,10,7,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
2,3:28,1,10,BAL 20,10,7,Joe Flacco pass complete deep right to Kamar Aiken for 29 yards (tackle by Sergio Brown),0.280,2.190
2,3:01,1,10,BAL 49,10,7,Joe Flacco pass complete short left to Chris Givens for 5 yards (tackle by Paul Posluszny),2.190,2.320
2,2:30,2,5,JAX 46,10,7,Joe Flacco pass complete short left to Kamar Aiken for 7 yards (tackle by Dwayne Gratz),2.320,2.980
2,2:00,1,10,JAX 39,10,7,Joe Flacco pass complete short right to Chris Givens for 10 yards (tackle by Davon House),2.980,3.640
2,1:27,1,10,JAX 29,10,7,Joe Flacco pass incomplete short middle intended for Chris Givens,3.640,3.100
2,1:23,2,10,JAX 29,10,7,Joe Flacco pass complete short left to Chris Givens for 8 yards (tackle by Dwayne Gratz),3.100,3.470
2,1:17,3,2,JAX 21,10,13,"Joe Flacco pass complete deep right to Maxx Williams for 21 yards, touchdown",3.470,7.000
2,1:17,,,JAX 21,10,14,Justin Tucker kicks extra point good,0.000,0.000
2,1:17,,,BAL 35,10,14,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,1:11,1,10,JAX 20,10,14,Blake Bortles pass incomplete deep left intended for Allen Robinson (defended by Jimmy Smith),0.280,0.280
2,1:06,1,10,JAX 20,10,14,Timeout #1 by Baltimore Ravens,0.280,-0.270
2,1:06,2,10,JAX 20,10,14,Blake Bortles pass incomplete short middle intended for Julius Thomas,-0.270,-0.960
2,1:01,3,10,JAX 20,10,14,Blake Bortles pass incomplete short right intended for Denard Robinson,-0.960,-2.030
2,0:57,4,10,JAX 20,10,14,"Bryan Anger punts 51 yards, out of bounds",-2.030,-0.870
2,0:47,1,10,BAL 29,10,14,Joe Flacco pass complete short right to Justin Forsett for 2 yards (tackle by Aaron Colvin),0.870,0.870
2,0:40,1,10,BAL 29,10,14,Timeout #2 by Baltimore Ravens,0.870,0.600
2,0:40,2,8,BAL 31,10,14,Joe Flacco pass complete short middle to Justin Forsett for 4 yards (tackle by Paul Posluszny),0.600,0.430
2,0:20,3,4,BAL 35,10,14,Joe Flacco pass complete deep middle to Crockett Gillmore for 25 yards (tackle by Jonathan Cyprien),0.430,0.430
2,0:15,3,4,BAL 35,10,14,Timeout #3 by Baltimore Ravens,0.430,2.920
2,0:15,1,10,JAX 40,10,14,Joe Flacco pass incomplete deep right intended for Kamar Aiken,2.920,2.370
2,0:10,2,10,JAX 40,10,14,Joe Flacco pass incomplete short left intended for Chris Givens,2.370,1.680
2,0:05,3,10,JAX 40,10,14,Justin Tucker 58 yard field goal no good,1.680,2.060
Quarter,Time,Down,ToGo,Location,JAX,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,10,14,"Jason Myers kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,10,14,Joe Flacco pass incomplete short right intended for Kamar Aiken is intercepted by Davon House at BAL-28 and returned for 1 yard,0.280,-3.780
3,14:51,1,10,BAL 27,10,14,Blake Bortles pass incomplete short middle intended for Marqise Lee,3.780,3.230
3,14:42,2,10,BAL 27,10,14,Blake Bortles pass incomplete short left intended for Allen Robinson,3.230,2.540
3,14:38,3,10,BAL 27,10,14,Blake Bortles pass incomplete deep left intended for Allen Robinson (defended by Jimmy Smith),2.540,1.670
3,14:31,4,10,BAL 27,13,14,Jason Myers 45 yard field goal good,1.670,3.000
3,14:31,,,JAX 35,13,14,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,14:27,1,10,BAL 20,13,14,Justin Forsett left tackle for 2 yards (tackle by Sen'Derrick Marks and Davon House),0.280,0.000
3,13:54,2,8,BAL 22,13,14,Joe Flacco pass complete short left to Nick Boyle for 7 yards (tackle by Telvin Smith and Paul Posluszny),0.000,0.230
3,13:16,3,1,BAL 29,13,14,Justin Forsett right end for 16 yards (tackle by Josh Evans),0.230,1.930
3,12:45,1,10,BAL 45,13,14,Joe Flacco pass incomplete short left intended for Javorius Allen,1.930,1.380
3,12:41,2,10,BAL 45,13,14,Joe Flacco pass complete short right to Kyle Juszczyk for 3 yards (tackle by Thurston Armbrister and Abry Jones),1.380,1.090
3,12:00,3,7,BAL 48,13,14,Joe Flacco pass complete short middle to Kamar Aiken for 9 yards (tackle by Davon House),1.090,2.720
3,11:21,1,10,JAX 43,13,14,Justin Forsett right guard for 2 yards (tackle by Tyson Alualu),2.720,2.450
3,10:40,2,8,JAX 41,13,14,Joe Flacco pass incomplete deep right intended for Chris Givens is intercepted by Davon House at JAX-6,2.450,0.380
3,10:30,1,10,JAX 6,13,14,"Blake Bortles pass complete short right to T.J. Yeldon for 7 yards (tackle by Shareece Wright). Penalty on Kendrick Lewis: Unnecessary Roughness, 15 yards",-0.380,0.810
3,10:03,1,10,JAX 28,13,14,Blake Bortles pass complete short right to Allen Robinson for 7 yards (tackle by Lardarius Webb),0.810,1.210
3,9:29,2,3,JAX 35,13,14,T.J. Yeldon right tackle for 1 yard (tackle by Elvis Dumervil and Timmy Jernigan),1.210,0.630
3,8:44,3,2,JAX 36,13,14,Blake Bortles sacked by Brandon Williams for -10 yards,0.630,-1.630
3,8:05,4,12,JAX 26,13,14,"Bryan Anger punts 56 yards, returned by Jeremy Ross for 42 yards (tackle by Jordan Tripp). Penalty on Asa Jackson: Unnecessary Roughness, 15 yards",-1.630,-1.930
3,7:49,1,10,BAL 45,13,14,Javorius Allen left guard for 12 yards (tackle by Aaron Colvin and Paul Posluszny),1.930,2.720
3,7:13,1,10,JAX 43,13,14,Joe Flacco pass complete short right to Maxx Williams for 7 yards (tackle by Sergio Brown),2.720,3.120
3,6:38,2,3,JAX 36,13,14,Javorius Allen right guard for 2 yards (tackle by Telvin Smith and Roy Miller),3.120,2.680
3,5:57,3,1,JAX 34,13,14,Joe Flacco middle for 1 yard (tackle by Roy Miller and Abry Jones),2.680,3.380
3,5:14,1,10,JAX 33,13,14,"Joe Flacco sacked by Abry Jones for -6 yards. Joe Flacco fumbles (forced by Abry Jones), recovered by Tyson Alualu at JAX-41 (tackle by Eugene Monroe)",3.380,-1.660
3,5:05,1,10,JAX 41,13,14,Blake Bortles pass complete short left to T.J. Yeldon for -5 yards (tackle by C.J. Mosley),1.660,0.450
3,4:28,2,15,JAX 36,13,14,Blake Bortles pass incomplete short right intended for Allen Hurns (defended by Courtney Upshaw),0.450,-0.230
3,4:24,3,15,JAX 36,13,14,Blake Bortles pass complete deep middle to Allen Hurns for 17 yards (tackle by Kendrick Lewis and Shareece Wright),-0.230,2.460
3,3:48,1,10,BAL 47,13,14,T.J. Yeldon right guard for 16 yards (tackle by Anthony Levine),2.460,3.510
3,3:03,1,10,BAL 31,13,14,Blake Bortles pass complete deep right to Allen Hurns for 21 yards (tackle by Shareece Wright),3.510,4.910
3,2:17,1,10,BAL 10,13,14,Blake Bortles pass incomplete short right intended for Allen Robinson,4.910,4.190
3,2:13,2,10,BAL 10,13,14,T.J. Yeldon left guard for 2 yards (tackle by Daryl Smith and Kendrick Lewis),4.190,3.580
3,1:29,3,8,BAL 8,13,14,Blake Bortles pass incomplete short right intended for Bryan Walters,3.580,2.950
3,1:25,4,8,BAL 8,13,14,Jason Myers 26 yard field goal no good,2.950,-0.280
3,1:21,1,10,BAL 20,13,14,Joe Flacco pass complete short right to Maxx Williams for no gain,0.280,-0.270
3,0:50,2,10,BAL 20,13,14,Justin Forsett right tackle for 4 yards (tackle by Roy Miller and Davon House),-0.270,-0.430
3,0:16,3,6,BAL 24,13,14,Joe Flacco pass incomplete short middle intended for Kamar Aiken,-0.430,-1.770
3,0:11,4,6,BAL 24,13,14,"Sam Koch punts 41 yards, returned by Bryan Walters for 2 yards (tackle by Brynden Trawick). Penalty on Dwayne Gratz: Illegal Block Above the Waist, 10 yards",-1.770,-0.610
Quarter,Time,Down,ToGo,Location,JAX,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 25,13,14,Blake Bortles pass incomplete deep middle intended for Marcedes Lewis (defended by Will Hill),0.610,0.060
4,14:56,2,10,JAX 25,13,14,Blake Bortles pass incomplete short left intended for Denard Robinson (defended by Za'Darius Smith),0.060,-0.620
4,14:51,3,10,JAX 25,13,14,Blake Bortles sacked by Elvis Dumervil for -5 yards,-0.620,-2.030
4,14:14,4,15,JAX 20,13,14,"Bryan Anger punts 47 yards, muffed catch by Jeremy Ross, recovered by Nick Marshall and returned for no gain",-2.030,3.120
4,14:01,1,10,BAL 37,13,14,Blake Bortles pass incomplete short middle intended for T.J. Yeldon (defended by Elvis Dumervil),3.120,2.570
4,13:56,2,10,BAL 37,13,14,Blake Bortles pass complete short left to T.J. Yeldon for -2 yards (tackle by C.J. Mosley),2.570,1.620
4,13:18,3,12,BAL 39,13,14,"Blake Bortles pass complete short middle to Bryan Walters for 9 yards (tackle by Will Hill). Penalty on BAL: Unnecessary Roughness, 15 yards",1.620,4.580
4,13:13,1,10,BAL 15,13,14,Blake Bortles pass incomplete short middle intended for Marqise Lee (defended by Shareece Wright),4.580,3.950
4,13:08,2,10,BAL 15,19,14,"Blake Bortles pass complete short right to Allen Robinson for 15 yards, touchdown",3.950,7.000
4,13:08,2,,BAL 15,19,14,"Two Point Attempt: Blake Bortles pass incomplete intended for Allen Hurns, conversion fails",3.950,-1.000
4,13:08,,,JAX 35,19,14,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
4,13:01,1,10,BAL 20,19,14,Justin Forsett left guard for 7 yards (tackle by Josh Evans),0.280,0.680
4,12:30,2,3,BAL 27,19,14,Justin Forsett left tackle for 6 yards (tackle by Telvin Smith),0.680,1.140
4,11:55,1,10,BAL 33,19,14,Joe Flacco pass complete short right to Kamar Aiken for 1 yard (tackle by Jonathan Cyprien),1.140,0.730
4,11:10,2,9,BAL 34,19,14,Joe Flacco pass complete short left to Marlon Brown for 6 yards (tackle by Aaron Colvin),0.730,0.830
4,10:52,3,3,BAL 40,19,14,Joe Flacco pass complete short middle to Maxx Williams for 12 yards (tackle by Davon House and Jonathan Cyprien),0.830,2.390
4,10:06,1,10,JAX 48,19,14,Joe Flacco pass complete deep right to Jeremy Butler for 21 yards (tackle by Davon House),2.390,3.780
4,9:37,1,10,JAX 27,19,14,Justin Forsett left guard for 8 yards (tackle by Paul Posluszny and Josh Evans),3.780,4.350
4,9:14,2,2,JAX 19,19,14,Justin Forsett left guard for 1 yard (tackle by Telvin Smith and Abry Jones),4.350,3.840
4,8:29,3,1,JAX 18,19,14,Javorius Allen right end for 4 yards (tackle by Paul Posluszny),3.840,4.650
4,7:36,1,10,JAX 14,19,20,"Joe Flacco pass complete short middle to Chris Givens for 14 yards, touchdown. Penalty on Jonathan Cyprien: Defensive Holding (Declined)",4.650,7.000
4,7:36,1,,JAX 14,19,20,"Two Point Attempt: Joe Flacco pass incomplete intended for Kamar Aiken, conversion fails",4.650,-1.000
4,7:36,,,BAL 35,19,20,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,7:30,1,10,JAX 20,19,20,T.J. Yeldon right tackle for 9 yards (tackle by Daryl Smith),0.280,0.950
4,6:52,2,1,JAX 29,19,20,T.J. Yeldon right guard for 1 yard (tackle by Kendrick Lewis),0.950,0.940
4,6:11,1,10,JAX 30,19,20,Blake Bortles pass complete short right to Allen Robinson for 16 yards (tackle by Lawrence Guy),0.940,1.990
4,5:28,1,10,JAX 46,19,20,T.J. Yeldon right guard for -2 yards (tackle by Lardarius Webb),1.990,1.180
4,4:47,2,12,JAX 44,19,20,Blake Bortles pass complete short middle to T.J. Yeldon for 6 yards (tackle by C.J. Mosley),1.180,1.290
4,4:10,3,6,JAX 50,19,20,Blake Bortles pass incomplete short left intended for Marqise Lee (defended by Zach Orr),1.290,-0.060
4,4:05,4,6,JAX 50,19,20,"Bryan Anger punts 50 yards, touchback",-0.060,-0.280
4,3:57,1,10,BAL 20,19,20,Joe Flacco pass complete short right to Kyle Juszczyk for 6 yards (tackle by Jonathan Cyprien),0.280,0.540
4,3:51,2,4,BAL 26,19,20,Justin Forsett left guard for 6 yards (tackle by Andre Branch),0.540,1.070
4,3:06,1,10,BAL 32,19,20,Justin Forsett left guard for -2 yards (tackle by Jared Odrick),1.070,1.070
4,3:02,1,10,BAL 32,19,20,Timeout #1 by Jacksonville Jaguars,1.070,0.260
4,3:02,2,12,BAL 30,19,20,Joe Flacco pass complete short right to Kyle Juszczyk for 22 yards (tackle by Sergio Brown),0.260,0.260
4,2:50,2,12,BAL 30,19,20,Timeout #2 by Jacksonville Jaguars,0.260,2.390
4,2:50,1,10,JAX 48,19,20,Justin Forsett right tackle for no gain (tackle by Telvin Smith and Paul Posluszny),2.390,2.390
4,2:41,1,10,JAX 48,19,20,Timeout #3 by Jacksonville Jaguars,2.390,1.850
4,2:41,2,10,JAX 48,19,20,Justin Forsett left tackle for 1 yard (tackle by Jonathan Cyprien),1.850,1.290
4,2:00,3,9,JAX 47,19,20,Joe Flacco pass complete short right to Javorius Allen for 4 yards (tackle by Jonathan Cyprien),1.290,1.290
4,1:14,3,9,JAX 47,19,20,Timeout #1 by Baltimore Ravens,1.290,0.400
4,1:14,4,5,JAX 43,19,20,"Sam Koch punts 43 yards, touchback",0.400,-0.280
4,1:06,1,10,JAX 20,19,20,Blake Bortles pass complete short middle to Marqise Lee for 8 yards (tackle by C.J. Mosley),0.280,0.810
4,0:49,2,2,JAX 28,19,20,Blake Bortles pass complete short middle to Allen Hurns for 6 yards (tackle by Lardarius Webb),0.810,1.200
4,0:33,1,10,JAX 34,19,20,Blake Bortles for 11 yards,1.200,1.930
4,0:25,1,10,JAX 45,19,20,"Penalty on Zane Beadles: False Start, 5 yards (no play)",1.930,1.600
4,0:25,1,15,JAX 40,19,20,Blake Bortles pass incomplete short middle intended for Marqise Lee,1.600,0.710
4,0:20,2,15,JAX 40,19,20,Blake Bortles pass incomplete deep left intended for Allen Robinson (defended by Kendrick Lewis),0.710,0.040
4,0:14,3,15,JAX 40,19,20,Blake Bortles pass complete short left to Julius Thomas for 11 yards (tackle by C.J. Mosley),0.040,0.000
4,0:14,4,4,BAL 49,19,20,"Blake Bortles sacked by Elvis Dumervil for -6 yards. Penalty on Elvis Dumervil: Face Mask (15 Yards), 14 yards (no play)",0.000,3.250
4,0:00,1,10,BAL 35,22,20,Jason Myers 53 yard field goal good,3.250,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
