Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
2,13:37,3,2,ARI 33,0,14,Carson Palmer pass complete deep middle to Jaron Brown for 30 yards (tackle by Brent Grimes and Justin Evans),0.430,3.120
2,12:53,1,10,TAM 37,0,14,Carson Palmer pass complete deep left to Larry Fitzgerald for 26 yards (tackle by Justin Evans),3.120,4.840
2,12:09,1,10,TAM 11,0,20,"Carson Palmer pass complete short middle to Larry Fitzgerald for 11 yards, touchdown",4.840,7.000
2,12:04,,,TAM 15,0,21,Phil Dawson kicks extra point good,0.000,0.000
2,12:04,,,ARI 35,0,21,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
2,12:04,1,10,TAM 25,0,21,Jameis Winston pass incomplete short right intended for O.J. Howard,0.610,0.060
2,11:59,2,10,TAM 25,0,21,Jameis Winston pass incomplete deep right intended for DeSean Jackson,0.060,-0.620
2,11:50,3,10,TAM 25,0,21,Jameis Winston pass incomplete short left intended for Cameron Brate (defended by Tyvon Branch),-0.620,-1.700
2,11:44,4,10,TAM 25,0,21,"Bryan Anger punts 45 yards, returned by Patrick Peterson for no gain",-1.700,-0.940
2,11:33,1,10,ARI 30,0,21,Carson Palmer pass complete short right to Larry Fitzgerald for 13 yards (tackle by Brent Grimes),0.940,1.800
2,10:50,1,10,ARI 43,0,21,Carson Palmer pass complete short left to Larry Fitzgerald for 22 yards,1.800,3.250
2,10:07,1,10,TAM 35,0,21,Adrian Peterson for 8 yards (tackle by Justin Evans),3.250,3.780
2,9:35,2,2,TAM 27,0,21,Carson Palmer pass complete short right to Larry Fitzgerald for 15 yards,3.780,4.780
2,8:57,1,10,TAM 12,0,21,Adrian Peterson middle for 3 yards (tackle by Chris Conte and Kendell Beckwith),4.780,4.640
2,8:21,2,7,TAM 9,0,21,Adrian Peterson right end for -1 yards (tackle by Brent Grimes),4.640,3.480
2,7:43,3,8,TAM 10,0,21,Carson Palmer pass incomplete short left intended for Larry Fitzgerald,3.480,6.970
2,7:39,1,1,TAM 1,0,21,"Carson Palmer for no gain. Carson Palmer fumbles, recovered by Carson Palmer at TAM-3",6.970,0.000
2,6:59,,,,,,Timeout #1 by Arizona Cardinals,0.000,-5.530
2,6:59,2,3,TAM 3,0,21,Adrian Peterson right end for -1 yards (tackle by Justin Evans),5.530,4.490
2,6:16,3,4,TAM 4,0,21,Carson Palmer sacked by Clinton McDonald for -6 yards,4.490,2.760
2,5:33,4,10,TAM 10,0,24,Phil Dawson 28 yard field goal good. Penalty on Chris Conte: Defensive Offside (Declined),2.760,3.000
2,5:31,,,ARI 35,0,24,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
2,5:31,1,10,TAM 25,0,24,Ryan Fitzpatrick pass complete short left to Adam Humphries for no gain,0.610,0.060
2,5:00,2,10,TAM 25,0,24,Doug Martin middle for 4 yards (tackle by Rodney Gunter),0.060,0.000
2,4:24,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,0.100
2,4:24,3,6,TAM 29,0,24,Ryan Fitzpatrick pass complete short left to Cameron Brate for 9 yards (tackle by Patrick Peterson),-0.100,1.470
2,3:49,1,10,TAM 38,0,24,Ryan Fitzpatrick pass incomplete deep left intended for Adam Humphries,1.470,0.920
2,3:44,2,10,TAM 38,0,24,Doug Martin left end for 8 yards (tackle by Antoine Bethea and Tyvon Branch),0.920,1.290
2,2:59,3,2,TAM 46,0,24,Ryan Fitzpatrick pass complete short left to Chris Godwin for 9 yards (tackle by Justin Bethel),1.290,2.590
2,2:42,1,10,ARI 45,0,24,Ryan Fitzpatrick pass incomplete deep left intended for DeSean Jackson,2.590,2.040
2,2:35,2,10,ARI 45,0,24,Bernard Reedy left end for 4 yards (tackle by Justin Bethel),2.040,1.880
2,2:00,3,6,ARI 41,0,24,Ryan Fitzpatrick pass complete short right to Charles Sims for 2 yards (tackle by Karlos Dansby),1.880,0.000
2,1:23,,,,,,Timeout #2 by Arizona Cardinals,0.000,-0.660
2,1:23,4,4,ARI 39,0,24,Ryan Fitzpatrick pass complete deep right to Cameron Brate for 21 yards (tackle by Tyvon Branch),0.660,4.370
2,0:58,1,10,ARI 18,0,24,Ryan Fitzpatrick pass complete short middle to Doug Martin for 11 yards (tackle by Deone Bucannon),4.370,5.600
2,0:29,1,7,ARI 7,0,24,Ryan Fitzpatrick pass incomplete short left intended for Doug Martin,5.600,0.000
2,0:24,,,,,,Timeout #2 by Tampa Bay Buccaneers,0.000,-4.760
2,0:24,2,7,ARI 7,0,24,Ryan Fitzpatrick middle for 2 yards (tackle by Karlos Dansby),4.760,0.000
2,0:17,,,,,,Timeout #3 by Tampa Bay Buccaneers,0.000,-4.260
2,0:17,3,5,ARI 5,0,24,Ryan Fitzpatrick pass incomplete short left intended for O.J. Howard,4.260,3.010
2,0:11,4,5,ARI 5,0,24,Ryan Fitzpatrick pass incomplete short middle intended for Mike Evans (defended by Patrick Peterson),3.010,0.380
2,0:06,1,10,ARI 5,0,24,Carson Palmer kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,0,24,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,TAM 25,0,24,Doug Martin middle for no gain (tackle by Kareem Martin),0.610,0.060
3,14:23,2,10,TAM 25,0,24,Ryan Fitzpatrick pass incomplete deep left intended for DeSean Jackson is intercepted by Antoine Bethea at ARI-46 and returned for 21 yards,0.060,-3.380
3,14:09,1,10,TAM 33,0,24,Adrian Peterson right end for 9 yards (tackle by Kendell Beckwith),3.380,4.050
3,13:29,2,1,TAM 24,0,24,Adrian Peterson middle for 4 yards (tackle by Chris Baker),4.050,4.240
3,12:43,1,10,TAM 20,0,24,Adrian Peterson middle for 3 yards (tackle by Gerald McCoy),4.240,4.120
3,12:06,2,7,TAM 17,0,30,"Carson Palmer pass complete short right to John Brown for 17 yards, touchdown",4.120,7.000
3,11:58,,,TAM 15,0,31,Phil Dawson kicks extra point good,0.000,0.000
3,11:58,,,ARI 35,0,31,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
3,11:58,1,10,TAM 25,0,31,Ryan Fitzpatrick pass complete short left to DeSean Jackson for 27 yards (tackle by Tyrann Mathieu),0.610,2.390
3,11:22,1,10,ARI 48,0,31,Ryan Fitzpatrick pass incomplete deep middle intended for Mike Evans,2.390,1.850
3,11:16,2,10,ARI 48,0,31,Doug Martin right end for -2 yards (tackle by Chandler Jones),1.850,0.890
3,10:32,3,12,,0,31,Ryan Fitzpatrick pass complete short right to Mike Evans for 17 yards (tackle by Antoine Bethea),0.890,3.380
3,9:54,1,10,ARI 33,0,31,Doug Martin right end for 27 yards (tackle by Antoine Bethea),3.380,5.830
3,9:18,1,6,ARI 6,0,31,Doug Martin middle for 2 yards (tackle by Josh Mauro),5.830,5.340
3,8:36,2,4,ARI 4,0,31,Ryan Fitzpatrick pass incomplete short left intended for Mike Evans,5.340,4.490
3,8:31,3,4,ARI 4,6,31,"Ryan Fitzpatrick pass complete short right to DeSean Jackson for 4 yards, touchdown",4.490,7.000
3,8:27,,,ARI 2,6,31,"Two Point Attempt: Charles Sims, conversion fails",0.000,-1.000
3,8:27,,,TAM 35,6,31,"Patrick Murray kicks off 65 yards, touchback",0.000,-0.610
3,8:27,1,10,ARI 25,6,31,JJ Nelson left end for 16 yards (tackle by T.J. Ward),0.610,1.660
3,7:56,1,10,ARI 41,6,31,Carson Palmer pass incomplete deep middle intended for JJ Nelson is intercepted by Brent Grimes at TAM-19 and returned for 39 yards,1.660,-2.790
3,7:35,1,10,ARI 42,6,31,Doug Martin right end for 4 yards (tackle by Chandler Jones),2.790,2.780
3,7:00,2,6,ARI 38,6,31,Ryan Fitzpatrick pass complete short right to Luke Stocker for 5 yards (tackle by Deone Bucannon),2.780,2.740
3,6:22,3,1,ARI 33,6,31,"Doug Martin middle for 11 yards (tackle by Justin Bethel). Penalty on Donovan Smith: Offensive Holding, 10 yards (no play)",2.740,1.420
3,5:55,3,11,ARI 43,6,31,Ryan Fitzpatrick sacked by Chandler Jones for -5 yards,1.420,0.070
3,5:13,4,16,ARI 48,6,31,"Bryan Anger punts 41 yards, fair catch by Kerwynn Williams",0.070,0.380
3,5:05,1,10,ARI 7,6,31,Adrian Peterson middle for 2 yards (tackle by Chris Conte),-0.380,-0.630
3,4:23,2,8,ARI 9,6,31,Adrian Peterson right end for 4 yards (tackle by Brent Grimes),-0.630,-0.720
3,3:41,3,4,ARI 13,6,31,Carson Palmer pass complete short right to Larry Fitzgerald for 6 yards (tackle by Brent Grimes),-0.720,0.150
3,3:01,1,10,ARI 19,6,31,Carson Palmer sacked by Gerald McCoy for -5 yards,0.150,-1.110
3,2:18,2,15,ARI 14,6,31,Adrian Peterson left end for 6 yards (tackle by T.J. Ward),-1.110,-0.940
3,1:38,3,9,ARI 20,6,31,Carson Palmer pass incomplete short middle intended for Andre Ellington (defended by Chris Conte),-0.940,-2.030
3,1:31,4,9,ARI 20,6,31,"Andy Lee punts 53 yards, returned by Bernard Reedy for 10 yards (tackle by Budda Baker)",-2.030,-1.400
3,1:22,1,10,TAM 37,6,31,Ryan Fitzpatrick middle for 10 yards (tackle by Tyvon Branch),1.400,2.060
3,0:46,1,10,TAM 47,6,31,Doug Martin left tackle for 2 yards (tackle by Karlos Dansby),2.060,1.790
3,0:21,2,8,TAM 49,6,31,Ryan Fitzpatrick pass complete deep middle to Mike Evans for 41 yards (tackle by Tramon Williams),1.790,4.910
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 10,6,31,Jacquizz Rodgers right end for -1 yards (tackle by Corey Peters),4.910,4.020
4,14:20,2,11,ARI 11,6,31,Jacquizz Rodgers middle for 1 yard (tackle by Josh Mauro and Justin Bethel),4.020,3.130
4,13:38,3,10,ARI 10,12,31,"Ryan Fitzpatrick pass complete short middle to Cameron Brate for 10 yards, touchdown",3.130,7.000
4,13:32,,,ARI 2,12,31,"Two Point Attempt: Ryan Fitzpatrick pass incomplete intended for Mike Evans, conversion fails",0.000,-1.000
4,13:32,,,TAM 35,12,31,"Patrick Murray kicks off 65 yards, touchback",0.000,-0.610
4,13:31,1,10,ARI 25,12,31,"Adrian Peterson right tackle for 41 yards (tackle by Justin Evans). Penalty on Jaron Brown: Illegal Block Above the Waist, 10 yards, Penalty on Adrian Peterson: Taunting (Declined) (no play)",0.610,-0.410
4,13:05,1,20,ARI 15,18,31,"Carson Palmer pass complete short left to Larry Fitzgerald for 4 yards (tackle by Lavonte David). Larry Fitzgerald fumbles (forced by Lavonte David), recovered by Lavonte David at ARI-21 and returned for 21 yards, touchdown",-0.410,-7.000
4,,,,,20,31,"Two Point Attempt: Doug Martin, conversion succeeds",,
4,12:56,,,TAM 35,20,31,"Patrick Murray kicks off 70 yards, returned by Kerwynn Williams for 28 yards (tackle by Isaiah Johnson)",0.000,-0.480
4,12:50,1,10,ARI 23,20,31,Adrian Peterson middle for 1 yard,0.480,0.070
4,12:11,2,9,ARI 24,20,31,"Carson Palmer pass incomplete short middle intended for Jermaine Gresham. Penalty on Robert McClain: Defensive Pass Interference, 5 yards (no play)",0.070,0.870
4,12:07,1,10,ARI 29,20,31,Adrian Peterson right tackle for 6 yards (tackle by Robert McClain),0.870,1.140
4,11:25,2,4,ARI 35,20,31,Adrian Peterson middle for -4 yards (tackle by Chris Baker),1.140,-0.100
4,10:45,3,8,ARI 31,20,31,Carson Palmer pass complete short left to John Brown for 31 yards (tackle by Justin Evans),-0.100,3.050
4,10:24,1,10,TAM 38,20,31,"Adrian Peterson middle for 2 yards (tackle by T.J. Ward). Penalty on Earl Watford: Offensive Holding, 10 yards (no play)",3.050,2.390
4,10:00,1,20,TAM 48,20,31,Adrian Peterson right tackle for 11 yards (tackle by Brent Grimes),2.390,2.640
4,9:14,2,9,TAM 37,20,31,"Penalty on William Gholston: Neutral Zone Infraction, 5 yards (no play)",2.640,3.320
4,8:54,2,4,TAM 32,20,31,"Adrian Peterson left end for 2 yards (tackle by Noah Spence). Penalty on Jermaine Gresham: Offensive Holding, 10 yards",3.320,2.240
4,8:34,2,12,TAM 40,20,31,Carson Palmer pass incomplete short right intended for Larry Fitzgerald (defended by Brent Grimes),2.240,1.550
4,8:29,3,12,TAM 40,20,31,"Carson Palmer pass complete short right to Andre Ellington for 8 yards (tackle by Lavonte David). Penalty on Jermaine Gresham: Face Mask (15 Yards), 15 yards (no play)",1.550,-0.430
4,8:14,3,27,ARI 45,20,31,Carson Palmer pass complete short middle to Jermaine Gresham for 14 yards (tackle by Kendell Beckwith),-0.430,0.530
4,7:38,4,13,TAM 41,20,31,Andy Lee punts 40 yards,0.530,0.380
4,7:28,1,10,TAM 1,20,31,Ryan Fitzpatrick pass incomplete short right intended for Mike Evans is intercepted by Tramon Williams at TAM-1,-0.380,-6.970
4,7:22,1,1,TAM 1,20,37,"Adrian Peterson right tackle for 1 yard, touchdown. Penalty on Chris Baker: Defensive Offside (Declined)",6.970,7.000
4,7:17,,,TAM 15,20,38,Phil Dawson kicks extra point good,0.000,0.000
4,7:17,,,ARI 35,20,38,"Phil Dawson kicks off 65 yards, touchback. Penalty on Justin Bethel: Offside on Free Kick, 5 yards",0.000,-0.940
4,7:17,1,10,TAM 30,20,38,Ryan Fitzpatrick pass complete short middle to Adam Humphries for 7 yards (tackle by Haason Reddick),0.940,1.340
4,6:53,2,3,TAM 37,20,38,Ryan Fitzpatrick pass complete short left to Adam Humphries for 5 yards (tackle by Tyrann Mathieu),1.340,1.730
4,6:29,1,10,TAM 42,20,38,"Ryan Fitzpatrick pass incomplete deep left intended for Chris Godwin. Penalty on Rodney Gunter: Defensive Offside, 5 yards (no play)",1.730,2.460
4,6:24,1,5,TAM 47,20,38,Ryan Fitzpatrick pass complete short left to Charles Sims for 25 yards (tackle by Antoine Bethea),2.460,3.710
4,6:02,1,10,ARI 28,20,38,Ryan Fitzpatrick pass complete short middle to Charles Sims for 9 yards (tackle by Deone Bucannon),3.710,4.420
4,5:32,2,1,ARI 19,20,38,Ryan Fitzpatrick pass incomplete short right intended for Cameron Brate,4.420,3.720
4,5:27,3,1,ARI 19,20,38,"Penalty on Ryan Fitzpatrick: Delay of Game, 5 yards (no play)",3.720,3.010
4,5:27,3,6,ARI 24,20,38,Ryan Fitzpatrick pass complete short left to Adam Humphries for 10 yards (tackle by Tyrann Mathieu),3.010,4.650
4,5:08,1,10,ARI 14,20,38,"Ryan Fitzpatrick pass complete short right to Adam Humphries for 2 yards (tackle by Deone Bucannon). Penalty on Haason Reddick: Roughing the Passer, 6 yards",4.650,5.830
4,4:48,1,6,ARI 6,20,38,Ryan Fitzpatrick sacked by Chandler Jones for -2 yards,5.830,4.570
4,4:17,2,8,ARI 8,20,38,Ryan Fitzpatrick pass complete short middle to Jacquizz Rodgers for 6 yards (tackle by Deone Bucannon),4.570,4.950
4,3:47,3,2,ARI 2,20,38,Jacquizz Rodgers middle for 1 yard (tackle by Kareem Martin),4.950,3.550
4,3:06,4,1,ARI 1,26,38,"Doug Martin middle for 1 yard, touchdown",3.550,7.000
4,3:02,,,,,,Timeout #1 by Arizona Cardinals,0.000,0.000
4,3:02,,,ARI 2,26,38,"Two Point Attempt: Ryan Fitzpatrick pass incomplete intended for DeSean Jackson, conversion fails",0.000,-1.000
4,3:02,,,TAM 35,26,38,--,0.000,-2.720
4,3:02,1,10,TAM 43,26,38,Adrian Peterson left tackle for 4 yards,2.720,0.000
4,2:55,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,-2.720
4,2:55,2,6,TAM 39,26,38,"Adrian Peterson middle for no gain (tackle by Lavonte David). Adrian Peterson fumbles (forced by Lavonte David), recovered by Earl Watford at TAM-35",2.720,0.000
4,2:44,,,,,,Timeout #2 by Tampa Bay Buccaneers,0.000,-2.540
4,2:44,3,2,TAM 35,26,38,Adrian Peterson right end for no gain (tackle by Kendell Beckwith and Chris Baker),2.540,0.990
4,2:38,4,2,TAM 35,26,38,Carson Palmer pass incomplete short right intended for John Brown (defended by Justin Evans),0.990,-1.270
4,2:34,1,10,TAM 35,26,38,Ryan Fitzpatrick pass complete short right to Cameron Brate for 6 yards (tackle by Tyrann Mathieu),1.270,1.530
4,2:28,2,4,TAM 41,26,38,"Penalty on Donovan Smith: False Start, 5 yards (no play)",1.530,0.860
4,2:28,2,9,TAM 36,26,38,Ryan Fitzpatrick pass complete short middle to Adam Humphries for 27 yards (tackle by Tyrann Mathieu),0.860,3.120
4,2:09,1,10,ARI 37,32,38,"Ryan Fitzpatrick pass complete deep right to Mike Evans for 37 yards, touchdown",3.120,7.000
4,2:02,,,ARI 15,33,38,Patrick Murray kicks extra point good,0.000,0.000
4,2:02,,,TAM 35,33,38,"Patrick Murray kicks onside 13 yards, recovered by Larry Fitzgerald",0.000,-2.390
4,1:59,1,10,TAM 48,33,38,Carson Palmer kneels for -1 yards,2.390,1.710
4,1:18,2,11,TAM 49,33,38,Carson Palmer kneels for -1 yards,1.710,0.890
4,0:38,3,12,,33,38,Carson Palmer kneels for -1 yards,0.890,-0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
