Quarter,Time,Down,ToGo,Location,CLE,JAX,Detail,EPB,EPA
1,7:23,2,7,CLE 11,0,3,Peyton Hillis middle for 6 yards (tackle by Daryl Smith),-0.560,-0.370
1,6:36,3,1,CLE 17,0,3,Peyton Hillis right end for 2 yards (tackle by Courtney Greene),-0.370,0.150
1,5:57,1,10,CLE 19,0,3,Colt McCoy pass complete short right to Mohamed Massaquoi for 8 yards (tackle by Daryl Smith and Don Carey),0.150,0.750
1,5:17,2,2,CLE 27,0,3,Peyton Hillis middle for 3 yards (tackle by Tyson Alualu),0.750,0.940
1,4:32,1,10,CLE 30,0,3,Colt McCoy pass incomplete short right intended for Robert Royal,0.940,0.390
1,4:27,2,10,CLE 30,0,3,Peyton Hillis left end for 5 yards (tackle by Derek Cox),0.390,0.370
1,3:56,3,5,CLE 35,0,3,Colt McCoy pass complete short right to Peyton Hillis for 12 yards (tackle by Rashean Mathis),0.370,2.060
1,3:19,1,10,CLE 47,0,3,Peyton Hillis middle for 3 yards (tackle by Justin Durant and Courtney Greene),2.060,1.920
1,2:41,2,7,,0,3,Peyton Hillis for 1 yard (tackle by Daryl Smith),1.920,1.360
1,2:10,3,6,JAX 49,0,3,"Colt McCoy pass complete short middle to Chansi Stuckey for no gain. Penalty on Jeremy Mincey: Roughing the Passer (Offsetting), Penalty on Shawn Lauvao: Offensive Holding (Offsetting) (no play)",1.360,1.360
1,1:43,3,6,JAX 49,0,3,Colt McCoy pass complete short right to Chansi Stuckey for 16 yards (tackle by Sean Considine and Rashean Mathis),1.360,3.380
1,0:58,1,10,JAX 33,0,3,Colt McCoy sacked by Terrance Knighton and Daryl Smith for -6 yards,3.380,2.030
1,0:21,2,16,JAX 39,0,3,"Penalty on John St. Clair: False Start, 5 yards (no play)",2.030,1.350
Quarter,Time,Down,ToGo,Location,CLE,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,21,JAX 44,0,3,Colt McCoy right end for 10 yards (tackle by Larry Hart and Justin Durant),1.350,2.010
2,14:14,3,11,JAX 34,0,3,Colt McCoy pass complete short right to Mohamed Massaquoi for 14 yards,2.010,4.240
2,13:59,1,10,JAX 20,0,3,Colt McCoy pass complete short right to Evan Moore for 9 yards (tackle by William Middleton),4.240,5.260
2,13:20,2,1,JAX 11,6,3,"Colt McCoy pass complete short right to Peyton Hillis for 11 yards, touchdown",5.260,7.000
2,13:20,,,JAX 2,7,3,Phil Dawson kicks extra point good,0.000,0.000
2,13:11,,,CLE 30,7,3,"Phil Dawson kicks off 72 yards, returned by Tiquan Underwood for 20 yards (tackle by Eric King)",0.000,0.040
2,13:03,1,10,JAX 18,7,3,"David Garrard pass complete short right to Kassim Osgood for 11 yards (tackle by Joe Haden). Penalty on Joe Haden: Personal Foul, 15 yards",0.040,1.860
2,12:34,1,10,JAX 44,7,3,Maurice Jones-Drew middle for 6 yards (tackle by Ahtyba Rubin),1.860,2.130
2,11:56,2,4,,7,3,Maurice Jones-Drew right end for 2 yards (tackle by Eric Barton),2.130,1.690
2,11:14,3,2,CLE 48,7,3,David Garrard pass incomplete short middle intended for Marcedes Lewis,1.690,0.070
2,11:08,4,2,CLE 48,7,3,"Adam Podlesh punts 29 yards, fair catch by Clifton Smith",0.070,-0.150
2,11:01,1,10,CLE 19,7,3,Colt McCoy pass incomplete short right intended for Mohamed Massaquoi,0.150,-0.390
2,10:54,2,10,CLE 19,7,3,Peyton Hillis middle for 4 yards (tackle by Daryl Smith),-0.390,-0.550
2,10:13,3,6,CLE 23,7,3,Colt McCoy pass complete short left to Peyton Hillis for 47 yards (tackle by Courtney Greene),-0.550,3.580
2,9:39,1,10,JAX 30,7,3,Mike Bell middle for 1 yard (tackle by Kirk Morrison),3.580,3.170
2,9:02,2,9,JAX 29,7,3,"Colt McCoy pass incomplete short left intended for Mike Bell. Penalty on Brian Robiskie: Offensive Pass Interfere, 10 yards (no play)",3.170,1.820
2,8:55,2,19,JAX 39,7,3,Peyton Hillis left end for 6 yards (tackle by Justin Durant),1.820,1.950
2,8:12,3,13,JAX 33,7,3,Colt McCoy pass incomplete deep left intended for Mohamed Massaquoi,1.950,1.150
2,8:05,4,13,JAX 33,7,3,Phil Dawson 51 yard field goal no good,1.150,-1.660
2,8:01,1,10,JAX 41,7,3,David Garrard pass complete short left to Marcedes Lewis for 16 yards (tackle by Matt Roth),1.660,2.720
2,7:33,1,10,CLE 43,7,3,Maurice Jones-Drew pass incomplete deep right intended for Mike Thomas is intercepted by Abram Elam at CLE-20,2.720,-0.280
2,7:24,1,10,CLE 20,7,3,Peyton Hillis middle for 4 yards (tackle by Austen Lane),0.280,0.270
2,6:46,2,6,CLE 24,7,3,Peyton Hillis right end for -2 yards (tackle by Justin Durant),0.270,-0.690
2,6:02,3,8,CLE 22,7,3,Colt McCoy sacked by Tyson Alualu for -7 yards,-0.690,-2.440
2,5:32,4,15,CLE 15,7,3,"Reggie Hodges punts 53 yards, returned by Mike Thomas for no gain",-2.440,-1.070
2,5:23,1,10,JAX 32,7,3,Maurice Jones-Drew middle for 5 yards (tackle by Matt Roth),1.070,1.200
2,4:45,2,5,JAX 37,7,3,David Garrard pass incomplete short left intended for Tiquan Underwood,1.200,0.500
2,4:41,3,5,JAX 37,7,3,David Garrard pass complete short right to Zach Miller for 9 yards (tackle by Abram Elam),0.500,1.990
2,4:03,1,10,JAX 46,7,3,David Garrard pass incomplete short left intended for Mike Thomas (defended by Joe Haden),1.990,1.450
2,3:58,2,10,JAX 46,7,3,David Garrard pass complete short left to Mike Thomas for 5 yards (tackle by Ahtyba Rubin),1.450,1.420
2,3:21,3,5,CLE 49,7,3,David Garrard right end for 6 yards (tackle by Derreck Robinson),1.420,2.720
2,2:38,1,10,CLE 43,7,3,Maurice Jones-Drew middle for 10 yards (tackle by T.J. Ward),2.720,3.380
2,2:00,1,10,CLE 33,7,3,David Garrard pass incomplete short right intended for Kassim Osgood,3.380,2.840
2,1:52,2,10,CLE 33,7,3,David Garrard pass complete short left to Marcedes Lewis for 17 yards (tackle by Sheldon Brown),2.840,4.510
2,1:25,1,10,CLE 16,7,3,David Garrard pass complete short right to Mike Thomas for 7 yards (tackle by Eric Barton),4.510,5.160
2,1:14,,,,7,3,Timeout #1 by Jacksonville Jaguars,0.000,5.160
2,1:14,2,3,CLE 9,7,3,Maurice Jones-Drew middle for 4 yards (tackle by Matt Roth),5.160,6.060
2,0:38,1,5,CLE 5,7,3,David Garrard pass incomplete short middle intended for Kassim Osgood,6.060,5.150
2,0:35,2,5,CLE 5,7,9,"David Garrard pass complete short left to Mike Thomas for 5 yards, touchdown",5.150,7.000
2,0:35,,,CLE 2,7,10,Josh Scobee kicks extra point good,0.000,0.000
2,0:30,,,JAX 30,7,10,"Josh Scobee kicks off 66 yards, muffed catch by Clifton Smith, recovered by Clifton Smith at CLV-4, and returned for 15 yards",0.000,0.150
2,0:23,1,10,CLE 19,7,10,Colt McCoy kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,CLE,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,7,10,"Phil Dawson kicks off 67 yards, returned by Tiquan Underwood for 25 yards (tackle by Titus Brown)",0.000,0.810
3,14:54,1,10,JAX 28,7,10,Maurice Jones-Drew right end for 8 yards (tackle by Joe Haden),0.810,1.340
3,14:27,2,2,JAX 36,7,10,"Greg Jones middle for 2 yards (tackle by Kenyon Coleman). Penalty on Mike Thomas: Illegal Motion, 5 yards (no play)",1.340,0.670
3,14:06,2,7,JAX 31,7,10,David Garrard pass incomplete short left intended for Zach Miller (defended by Abram Elam),0.670,-0.030
3,13:59,3,7,JAX 31,7,10,David Garrard sacked by Marcus Benard for -5 yards,-0.030,-1.630
3,13:28,4,12,JAX 26,7,10,"Adam Podlesh punts 38 yards, fair catch by Clifton Smith",-1.630,-1.330
3,13:20,1,10,CLE 36,7,10,"Colt McCoy middle for 12 yards. Penalty on Derek Cox: Defensive Holding, 5 yards",1.330,2.460
3,12:58,1,10,JAX 47,7,10,Colt McCoy sacked by Jeremy Mincey for -11 yards,2.460,0.430
3,12:23,2,21,CLE 42,7,10,Colt McCoy pass complete short left to Peyton Hillis for 11 yards (tackle by Derek Cox),0.430,1.220
3,11:37,3,10,JAX 47,7,10,Colt McCoy pass incomplete short left intended for Mohamed Massaquoi,1.220,0.130
3,11:33,4,10,JAX 47,7,10,"Reggie Hodges punts 37 yards, fair catch by Mike Thomas",0.130,0.380
3,11:26,1,10,JAX 10,13,10,"Maurice Jones-Drew middle for 8 yards (tackle by Abram Elam). Maurice Jones-Drew fumbles (forced by Abram Elam), recovered by Abram Elam at JAX-18 and returned for 18 yards, touchdown",-0.380,-7.000
3,,,,JAX 2,14,10,Phil Dawson kicks extra point good,0.000,0.000
3,11:14,,,CLE 30,14,10,"Phil Dawson kicks off 69 yards, returned by Tiquan Underwood for 16 yards (tackle by Blake Costanzo)",0.000,-0.060
3,11:08,1,10,JAX 17,14,10,David Garrard pass complete short right to Maurice Jones-Drew for 6 yards (tackle by Eric Barton),-0.060,0.350
3,10:29,2,4,JAX 23,14,10,David Garrard pass complete short left to Mike Thomas for 4 yards (tackle by Abram Elam),0.350,0.740
3,9:44,1,10,JAX 27,14,10,Maurice Jones-Drew middle for 4 yards (tackle by Kenyon Coleman),0.740,0.740
3,9:09,2,6,JAX 31,14,10,David Garrard pass incomplete short right intended for Mike Thomas,0.740,0.040
3,9:02,3,6,JAX 31,14,10,David Garrard pass complete short middle to Marcedes Lewis for 5 yards (tackle by Raymond Ventrone),0.040,-0.980
3,8:16,4,1,JAX 36,14,10,Maurice Jones-Drew middle for 3 yards (tackle by Ahtyba Rubin),-0.980,1.530
3,7:40,1,10,JAX 39,14,10,David Garrard pass incomplete deep middle intended for Mike Thomas is intercepted by T.J. Ward at CLE-36 and returned for 16 yards,1.530,-2.390
3,7:25,1,10,JAX 48,14,10,Peyton Hillis left end for 3 yards (tackle by Daryl Smith),2.390,2.250
3,6:50,2,7,JAX 45,14,10,Peyton Hillis middle for 1 yard (tackle by Terrance Knighton),2.250,1.690
3,6:09,3,6,JAX 44,14,10,Colt McCoy sacked by Daryl Smith for -8 yards,1.690,-0.190
3,5:43,4,14,CLE 48,14,10,"Reggie Hodges punts 43 yards, returned by Mike Thomas for 2 yards (tackle by Nick Sorensen)",-0.190,0.370
3,5:31,1,10,JAX 11,14,10,Maurice Jones-Drew middle for 3 yards (tackle by Eric Barton),-0.370,-0.530
3,4:58,2,7,JAX 14,14,10,David Garrard pass complete short right to Mike Thomas for 15 yards (tackle by Eric Barton),-0.530,0.870
3,4:26,1,10,JAX 29,14,10,David Garrard pass incomplete short right intended for Tiquan Underwood,0.870,0.330
3,4:20,2,10,JAX 29,14,10,Maurice Jones-Drew middle for 6 yards (tackle by Shaun Rogers),0.330,0.430
3,3:40,3,4,JAX 35,14,10,"David Garrard pass incomplete short middle intended for Marcedes Lewis is intercepted by Joe Haden at JAX-46 and returned for 31 yards. Joe Haden fumbles (forced by Kassim Osgood), recovered by Chris Gocong at JAX-19",0.430,-4.310
3,3:22,1,10,JAX 19,14,10,Peyton Hillis left end for no gain (tackle by Terrance Knighton),4.310,3.750
3,2:43,2,10,JAX 19,14,10,Peyton Hillis middle for -1 yards (tackle by Kirk Morrison),3.750,2.940
3,2:01,3,11,JAX 20,14,10,Colt McCoy pass incomplete short middle intended for Peyton Hillis,2.940,2.120
3,1:54,4,11,JAX 20,17,10,Phil Dawson 38 yard field goal good,2.120,3.000
3,1:50,,,CLE 30,17,10,"Phil Dawson kicks off 66 yards, returned by Tiquan Underwood for 22 yards (tackle by Nick Sorensen)",0.000,0.670
3,1:44,1,10,JAX 26,17,10,David Garrard pass complete short left to Zach Miller for 13 yards,0.670,1.530
3,1:07,1,10,JAX 39,17,10,David Garrard pass complete short right to Zach Miller for 5 yards (tackle by David Bowens),1.530,1.660
3,0:35,2,5,JAX 44,17,10,Maurice Jones-Drew middle for no gain (tackle by Brian Schaefering),1.660,0.960
Quarter,Time,Down,ToGo,Location,CLE,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,JAX 44,17,10,"David Garrard middle for 3 yards (tackle by Raymond Ventrone). David Garrard fumbles (forced by Raymond Ventrone), recovered by Chris Gocong at CLE-43 (tackle by Uche Nwaneri)",0.960,-1.800
4,14:50,1,10,CLE 43,17,10,Colt McCoy sacked by Derrick Harvey for -7 yards,1.800,0.310
4,14:18,2,17,CLE 36,17,10,Colt McCoy pass incomplete short right intended for Mohamed Massaquoi,0.310,-0.360
4,14:09,3,17,CLE 36,17,10,Peyton Hillis for 6 yards (tackle by William Middleton),-0.360,-0.590
4,13:44,4,11,CLE 42,17,10,"Reggie Hodges punts 42 yards, returned by Mike Thomas for 8 yards (tackle by Nick Sorensen)",-0.590,-0.540
4,13:33,1,10,JAX 24,17,10,Maurice Jones-Drew for 5 yards (tackle by T.J. Ward),0.540,0.670
4,12:58,2,5,JAX 29,17,10,Maurice Jones-Drew left end for 9 yards (tackle by Matt Roth and David Bowens),0.670,1.470
4,12:14,1,10,JAX 38,17,10,Maurice Jones-Drew left end for 2 yards (tackle by Brian Schaefering),1.470,1.190
4,11:30,2,8,JAX 40,17,10,David Garrard pass incomplete deep left intended for Marcedes Lewis is intercepted by T.J. Ward at CLE-42 and returned for 23 yards,1.190,-3.250
4,11:18,1,10,JAX 35,17,10,Peyton Hillis left end for no gain (tackle by Kirk Morrison),3.250,2.700
4,10:38,2,10,JAX 35,17,10,Peyton Hillis right end for 2 yards (tackle by Kirk Morrison),2.700,2.280
4,9:56,3,8,JAX 33,17,10,Colt McCoy pass incomplete short left intended for Brian Robiskie,2.280,1.150
4,9:52,4,8,JAX 33,17,10,Phil Dawson 51 yard field goal no good,1.150,-1.660
4,9:47,1,10,JAX 41,17,10,David Garrard pass incomplete deep right intended for Mike Thomas (defended by Joe Haden),1.660,1.120
4,9:39,2,10,JAX 41,17,10,David Garrard pass complete short left to Tiquan Underwood for 7 yards (tackle by Abram Elam),1.120,1.360
4,9:03,3,3,JAX 48,17,10,Maurice Jones-Drew middle for 4 yards (tackle by Raymond Ventrone),1.360,2.390
4,8:24,1,10,CLE 48,17,10,David Garrard sacked by Ahtyba Rubin for -8 yards,2.390,0.770
4,7:47,2,18,JAX 44,17,10,David Garrard pass complete short middle to Marcedes Lewis for 14 yards (tackle by Abram Elam),0.770,1.950
4,7:01,3,4,CLE 42,17,10,Rashad Jennings middle for 3 yards (tackle by Chris Gocong),1.950,0.660
4,6:17,,,,17,10,Timeout #1 by Cleveland Browns,0.000,0.660
4,6:17,4,1,CLE 39,17,10,Maurice Jones-Drew for 5 yards (tackle by T.J. Ward),0.660,3.310
4,5:48,1,10,CLE 34,17,10,Maurice Jones-Drew middle for 7 yards (tackle by Chris Gocong),3.310,3.720
4,5:09,2,3,CLE 27,17,10,Maurice Jones-Drew middle for 22 yards (tackle by Abram Elam),3.720,6.060
4,4:24,,,,17,10,Timeout #2 by Cleveland Browns,0.000,6.060
4,4:24,1,5,CLE 5,17,10,David Garrard sacked by Matt Roth and Shaun Rogers for -9 yards,6.060,3.580
4,3:47,2,14,CLE 14,17,10,David Garrard pass incomplete short left intended for Tiquan Underwood,3.580,3.000
4,3:41,3,14,CLE 14,17,16,"David Garrard pass complete short middle to Marcedes Lewis for 14 yards, touchdown",3.000,7.000
4,3:41,,,CLE 2,17,17,Josh Scobee kicks extra point good,0.000,0.000
4,3:34,,,JAX 30,17,17,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
4,3:34,1,10,CLE 20,17,17,Colt McCoy pass complete deep right to Evan Moore for 38 yards (tackle by Courtney Greene),0.280,2.790
4,3:23,1,10,JAX 42,17,17,Colt McCoy pass incomplete short right intended for Peyton Hillis (defended by Tyson Alualu),2.790,2.240
4,3:19,2,10,JAX 42,17,17,Colt McCoy pass complete short left to Chansi Stuckey for 6 yards (tackle by Justin Durant),2.240,2.340
4,3:14,3,4,JAX 36,17,17,Colt McCoy for 18 yards (tackle by Don Carey),2.340,4.370
4,3:06,,,,17,17,Timeout #3 by Cleveland Browns,0.000,4.370
4,3:06,1,10,JAX 18,17,17,Peyton Hillis middle for no gain (tackle by Kirk Morrison),4.370,3.800
4,3:00,,,,17,17,Timeout #1 by Jacksonville Jaguars,0.000,3.800
4,3:00,2,10,JAX 18,17,17,Peyton Hillis middle for 2 yards (tackle by Jeremy Mincey),3.800,3.300
4,2:55,,,,17,17,Timeout #2 by Jacksonville Jaguars,0.000,3.300
4,2:55,3,8,JAX 16,17,17,Colt McCoy sacked by Jeremy Mincey for -7 yards,3.300,1.930
4,2:51,,,,17,17,Timeout #3 by Jacksonville Jaguars,0.000,1.930
4,2:51,4,15,JAX 23,20,17,Phil Dawson 41 yard field goal good,1.930,3.000
4,2:46,,,CLE 30,20,17,"Phil Dawson kicks off 64 yards, muffed catch by Tiquan Underwood, recovered by Tiquan Underwood at JAX-8, and returned for 5 yards",0.000,-0.320
4,2:40,1,10,JAX 13,20,17,David Garrard pass incomplete deep right intended for Tiquan Underwood,-0.320,-0.770
4,2:32,2,10,JAX 13,20,17,David Garrard pass complete short right to Kassim Osgood for 11 yards,-0.770,0.540
4,2:27,1,10,JAX 24,20,17,David Garrard pass complete short right to Maurice Jones-Drew for 75 yards (tackle by Joe Haden),0.540,6.970
4,2:00,1,1,CLE 1,20,17,Rashad Jennings right end for no gain (tackle by T.J. Ward),6.970,5.910
4,1:20,2,1,CLE 1,20,23,"Maurice Jones-Drew right end for 1 yard, touchdown",5.910,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,1:20,,,CLE 2,20,24,Josh Scobee kicks extra point good,0.000,0.000
4,1:16,,,JAX 30,20,24,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
4,1:16,1,10,CLE 20,20,24,Colt McCoy pass complete deep middle to Mohamed Massaquoi for 17 yards (tackle by Justin Durant),0.280,1.400
4,0:55,1,10,CLE 37,20,24,Colt McCoy pass complete short left to Mohamed Massaquoi for 12 yards (tackle by Derek Cox),1.400,2.190
4,0:33,1,10,CLE 49,20,24,Colt McCoy pass complete short right to Chansi Stuckey for no gain,2.190,1.650
4,0:18,2,10,CLE 49,20,24,Colt McCoy spiked the ball,1.650,0.960
4,0:18,3,10,CLE 49,20,24,Colt McCoy pass complete short right to Evan Moore for 22 yards,0.960,3.640
4,0:13,1,10,JAX 29,20,24,Colt McCoy pass incomplete deep middle intended for Ben Watson is intercepted by Sean Considine at JAX-5 and returned for -2 yards,3.640,0.380
4,0:05,1,10,JAX 3,20,24,David Garrard kneels for no gain,-0.380,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
