#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:14,PHI 34,5,1:25,66,Touchdown
2,1,10:11,PHI 4,7,3:51,31,Punt
3,1,0:56,PHI 11,2,1:11,83,Fumble
4,2,9:57,PHI 11,3,1:22,9,Punt
5,2,7:03,PHI 43,7,4:07,27,Missed FG
6,2,0:18,PHI 34,1,0:18,3,End of Half
7,3,15:00,PHI 35,8,4:17,45,Field Goal
8,3,8:37,PHI 35,3,1:06,4,Punt
9,3,2:50,PHI 32,7,2:25,68,Touchdown
10,4,14:35,PHI 46,3,0:59,4,Interception
11,4,12:04,PHI 21,3,1:51,6,Punt
12,4,8:52,PHI 24,3,1:00,4,Punt
13,4,4:59,PHI 20,3,1:01,7,Punt
14,4,1:46,PHI 20,3,1:03,4,Punt
15,4,0:07,WAS 8,1,0:07,-1,End of Game
