Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
2,13:46,3,2,IND 25,0,3,Jamal Lewis up the middle for 1 yard (tackle by Mike Doss and Gilbert Gardner),3.200,2.020
2,13:08,4,1,IND 24,3,3,Matt Stover 42 yard field goal good,2.020,3.000
2,,,,BAL 30,3,3,"Wade Richey kicks off 72 yards, returned by Dominic Rhodes for 23 yards (tackle by Harold Morrow)",0.000,0.340
2,12:58,1,10,IND 21,3,3,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Chad Williams),0.340,0.880
2,12:27,2,2,IND 29,3,3,Edgerrin James right end for no gain (tackle by Ray Lewis and Will Demps),0.880,0.170
2,11:50,3,2,IND 29,3,3,Peyton Manning pass complete to Marvin Harrison for 21 yards (tackle by Ray Lewis),0.170,2.260
2,11:07,1,10,IND 50,3,3,Edgerrin James right tackle for -1 yards (tackle by Jarret Johnson and Ray Lewis),2.260,1.580
2,10:27,2,11,IND 49,3,3,"Peyton Manning pass incomplete intended for Brandon Stokley (defended by Deion Sanders). Penalty on Jarret Johnson: Defensive Offside, 5 yards (no play)",1.580,2.250
2,10:22,2,6,BAL 46,3,3,Peyton Manning pass incomplete intended for Reggie Wayne,2.250,1.550
2,10:18,3,6,BAL 46,3,3,Peyton Manning pass incomplete intended for Marvin Harrison,1.550,0.200
2,10:14,4,6,BAL 46,3,3,"Hunter Smith punts 33 yards, fair catch by B.J. Sams",0.200,0.320
2,10:06,1,10,BAL 13,3,3,Jamal Lewis right tackle for 4 yards (tackle by Raheem Brock),-0.320,-0.300
2,9:28,2,6,BAL 17,3,3,Chester Taylor left end for 1 yard (tackle by Rob Morris and Larry Tripplett),-0.300,-0.830
2,8:54,,,,3,3,Timeout #1 by Baltimore Ravens,0.000,-0.830
2,8:54,3,5,BAL 18,3,3,Kyle Boller pass complete to Kevin Johnson for 10 yards (tackle by Jason David),-0.830,0.810
2,8:21,1,10,BAL 28,3,3,Kyle Boller pass complete to Travis Taylor for 6 yards (tackle by Nick Harper),0.810,1.070
2,7:43,2,4,BAL 34,3,3,Chester Taylor right tackle for 5 yards (tackle by Mike Doss),1.070,1.530
2,7:06,1,10,BAL 39,3,3,Chester Taylor left tackle for 9 yards (tackle by Nick Harper),1.530,2.200
2,6:25,2,1,BAL 48,3,3,Jamal Lewis up the middle for 2 yards (tackle by Brad Scioli),2.200,2.260
2,5:46,1,10,IND 50,3,3,Kyle Boller pass incomplete intended for Travis Taylor,2.260,1.710
2,5:41,2,10,IND 50,3,3,Jamal Lewis up the middle for 7 yards (tackle by Mike Doss and Rob Morris),1.710,1.950
2,5:03,3,3,IND 43,3,3,Chester Taylor up the middle for 1 yard (tackle by David Thornton),1.950,0.460
2,4:19,4,2,IND 42,3,3,"Dave Zastudil punts 32 yards. Penalty on Brad Scioli: Unnecessary Roughness, 5 yards",0.460,0.380
2,4:08,1,10,IND 5,3,3,Edgerrin James left end for 5 yards (tackle by Kelly Gregg),-0.380,-0.420
2,3:42,2,5,IND 10,3,3,Peyton Manning pass incomplete intended for Dallas Clark,-0.420,-0.840
2,3:39,3,5,IND 10,3,3,Peyton Manning pass incomplete intended for Brandon Stokley,-0.840,-2.490
2,3:33,4,5,IND 10,3,3,"Hunter Smith punts 51 yards, returned by B.J. Sams for 1 yard (tackle by Waine Bacon)",-2.490,-1.600
2,3:21,1,10,BAL 40,3,3,Kyle Boller pass complete to Travis Taylor for 33 yards (tackle by Idrees Bashir),1.600,3.780
2,2:41,1,10,IND 27,3,3,Kyle Boller pass incomplete intended for Darnell Dinkins,3.780,3.230
2,2:35,2,10,IND 27,3,3,Jamal Lewis right tackle for 1 yard (tackle by Montae Reagor),3.230,2.680
2,2:00,3,9,IND 26,3,3,Kyle Boller sacked by Dwight Freeney for -9 yards,2.680,0.970
2,1:31,,,,3,3,Timeout #1 by Indianapolis Colts,0.000,0.970
2,1:31,4,18,IND 35,3,3,Dave Zastudil punts 34 yards,0.970,0.380
2,1:23,1,10,IND 1,3,3,Edgerrin James up the middle for 3 yards (tackle by Ray Lewis). Penalty on Tarik Glenn: Offensive Holding (Declined),-0.380,-0.560
2,1:17,2,7,IND 4,3,3,Edgerrin James for 3 yards (tackle by Anthony Weaver),-0.560,-0.720
2,1:12,3,4,IND 7,3,3,"Penalty on Ryan Diem: False Start, 3 yards (no play)",-0.720,-1.070
2,1:12,3,7,IND 4,3,3,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Chris McAlister),-1.070,-2.490
2,1:06,,,,3,3,Timeout #2 by Baltimore Ravens,0.000,-2.490
2,1:06,4,3,IND 8,3,3,"Hunter Smith punts 55 yards, returned by B.J. Sams for 13 yards (tackle by Cory Bird)",-2.490,-2.260
2,0:51,1,10,IND 50,3,3,Kyle Boller pass complete to Chester Taylor for 11 yards (tackle by Jason David),2.260,2.980
2,0:28,1,10,IND 39,3,3,Kyle Boller spiked the ball,2.980,2.440
2,0:28,2,10,IND 39,3,3,"Penalty on Jonathan Ogden: False Start, 5 yards (no play)",2.440,1.770
2,0:28,2,15,IND 44,3,3,Kyle Boller pass incomplete intended for Clarence Moore,1.770,1.090
2,0:24,3,15,IND 44,3,3,Kyle Boller pass incomplete intended for Clarence Moore is intercepted by Mike Doss at IND-22 and returned for 32 yards (tackle by Kyle Boller),1.090,-2.520
2,0:13,1,10,BAL 46,3,3,Peyton Manning pass complete to Marcus Pollard for 31 yards (tackle by Ed Reed),2.520,4.580
2,0:05,,,,3,3,Timeout #2 by Indianapolis Colts,0.000,4.580
2,0:05,1,10,BAL 15,3,6,Mike Vanderjagt 33 yard field goal good,4.580,3.000
2,,,,IND 30,3,6,"Martin Gramatica kicks off 35 yards, returned by Jarret Johnson for 6 yards (tackle by David Thornton)",0.000,0.940
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,3,6,"Martin Gramatica kicks off 65 yards, returned by B.J. Sams for 19 yards (tackle by Jason David)",0.000,-0.540
3,14:55,1,10,BAL 24,3,6,Jamal Lewis up the middle for 5 yards (tackle by Larry Tripplett),0.540,0.670
3,14:16,2,5,BAL 29,3,6,Jamal Lewis left tackle for 6 yards (tackle by Mike Doss),0.670,1.270
3,13:37,1,10,BAL 35,3,6,Chester Taylor right end for 2 yards (tackle by Cato June and Nick Harper),1.270,0.990
3,13:11,2,8,BAL 37,3,6,Kyle Boller pass complete to Kevin Johnson for 6 yards (tackle by Cato June),0.990,1.090
3,12:34,3,2,BAL 43,3,6,Kyle Boller pass incomplete intended for Kevin Johnson (defended by Gary Brackett),1.090,-0.520
3,12:29,4,2,BAL 43,3,6,"Penalty on Chad Williams: False Start, 5 yards (no play)",-0.520,-0.850
3,12:29,4,7,BAL 38,3,6,"Dave Zastudil punts 53 yards, returned by Troy Walters for 14 yards (tackle by Harold Morrow)",-0.850,-0.480
3,12:18,1,10,IND 23,3,6,Edgerrin James right end for -1 yards (tackle by Anthony Weaver),0.480,-0.200
3,11:39,2,11,IND 22,3,6,Edgerrin James up the middle for 6 yards (tackle by Kelly Gregg),-0.200,-0.100
3,10:55,3,5,IND 28,3,6,Peyton Manning pass complete to Reggie Wayne for 8 yards (tackle by Terrell Suggs),-0.100,1.330
3,10:08,1,10,IND 36,3,6,Edgerrin James up the middle for 5 yards (tackle by Kelly Gregg),1.330,1.470
3,9:26,2,5,IND 41,3,6,Edgerrin James up the middle for 6 yards (tackle by Kelly Gregg),1.470,2.060
3,8:40,1,10,IND 47,3,6,"Edgerrin James right end for 2 yards (tackle by Ray Lewis). Edgerrin James fumbles (forced by Ray Lewis), recovered by Brandon Stokley at BAL-49",2.060,2.060
3,7:55,2,6,BAL 49,3,6,Peyton Manning pass complete to Marvin Harrison for 11 yards (tackle by Adalius Thomas),2.060,3.050
3,7:10,1,10,BAL 38,3,6,Peyton Manning pass complete to Reggie Wayne for 4 yards (tackle by Gary Baxter),3.050,3.050
3,6:42,2,6,BAL 34,3,6,Peyton Manning pass complete to Brandon Stokley for 5 yards (tackle by Chad Williams),3.050,3.010
3,6:00,3,1,BAL 29,3,12,"Peyton Manning pass complete to Marvin Harrison for 29 yards, touchdown",3.010,7.000
3,,,,BAL 2,3,13,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,3,13,"Martin Gramatica kicks off 61 yards, returned by B.J. Sams for 21 yards (tackle by Cory Bird)",0.000,-0.940
3,5:49,1,10,BAL 30,3,13,Kyle Boller pass complete to Todd Heap for 24 yards (tackle by Cory Bird),0.940,2.520
3,5:23,1,10,IND 46,3,13,Kyle Boller pass complete to Clarence Moore for 17 yards (tackle by Mike Doss),2.520,3.640
3,4:43,1,10,IND 29,3,13,Kyle Boller pass complete to Jamal Lewis for 6 yards (tackle by Josh Williams),3.640,3.910
3,4:02,2,4,IND 23,3,13,Jamal Lewis right guard for 6 yards (tackle by Mike Doss and Nick Harper),3.910,4.440
3,3:26,1,10,IND 17,3,13,Jamal Lewis up the middle for 4 yards (tackle by Cory Bird),4.440,4.500
3,2:45,2,6,IND 13,3,13,Kyle Boller pass incomplete intended for Todd Heap,4.500,3.680
3,2:40,3,6,IND 13,3,13,Kyle Boller pass incomplete intended for Chester Taylor,3.680,2.590
3,2:34,4,6,IND 13,3,13,"Matt Stover 31 yard field goal no good, blocked by Larry Tripplett, recovered by Von Hutchins and returned for 24 yards",2.590,-3.510
3,2:24,1,10,BAL 31,3,13,Peyton Manning pass incomplete intended for Edgerrin James,3.510,2.970
3,2:16,2,10,BAL 31,3,13,Peyton Manning pass complete to Brandon Stokley for 6 yards (tackle by Chad Williams),2.970,3.070
3,1:33,3,4,BAL 25,3,13,Peyton Manning pass complete to Reggie Wayne for 18 yards (tackle by Gary Baxter),3.070,5.600
3,1:05,1,7,BAL 7,3,13,Edgerrin James left tackle for 4 yards (tackle by Ray Lewis),5.600,5.530
3,0:31,2,3,BAL 3,3,19,"Edgerrin James up the middle for 3 yards, touchdown",5.530,7.000
3,,,,BAL 2,3,20,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,3,20,"Martin Gramatica kicks off 68 yards, returned by B.J. Sams for 64 yards (tackle by Gary Brackett)",0.000,-3.310
3,0:17,1,10,IND 34,3,20,Jamal Lewis up the middle for 7 yards (tackle by Mike Doss and Gary Brackett),3.310,3.720
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,IND 27,3,20,Kyle Boller pass incomplete intended for Clarence Moore (defended by Jason David),3.720,3.010
4,14:54,3,3,IND 27,3,20,Chester Taylor up the middle for 1 yard (tackle by Jim Nelson and Cato June),3.010,1.860
4,14:22,,,,3,20,Timeout #1 by Indianapolis Colts,0.000,1.860
4,14:22,4,2,IND 26,3,20,Kyle Boller pass complete to Kevin Johnson for 7 yards (tackle by Jim Nelson),1.860,4.310
4,13:45,1,10,IND 19,3,20,Kyle Boller pass incomplete intended for Todd Heap,4.310,3.750
4,13:45,2,10,IND 19,3,20,"Penalty on BAL: Illegal Substitution, 5 yards (no play)",3.750,3.090
4,13:39,2,15,IND 24,3,20,Jamal Lewis up the middle for 6 yards (tackle by Von Hutchins and Jim Nelson),3.090,3.140
4,13:01,3,9,IND 18,3,20,Kyle Boller pass incomplete intended for Todd Heap,3.140,2.250
4,12:57,4,9,IND 18,3,20,"Matt Stover 36 yard field goal good. Penalty on Larry Tripplett: Defensive Offside, 5 yards (no play)",2.250,2.640
4,12:54,4,4,IND 13,9,20,"Kyle Boller pass complete to Todd Heap for 13 yards, touchdown",2.640,7.000
4,,,,IND 2,10,20,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,10,20,"Wade Richey kicks off 73 yards, touchback",0.000,0.280
4,12:50,1,10,IND 20,10,20,Edgerrin James up the middle for 1 yard (tackle by Adalius Thomas),0.280,-0.130
4,12:06,2,9,IND 21,10,20,Peyton Manning pass incomplete intended for Brandon Stokley,-0.130,-0.820
4,12:02,3,9,IND 21,10,20,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Chris McAlister),-0.820,-1.960
4,11:58,4,9,IND 21,10,20,"Hunter Smith punts 39 yards, fair catch by B.J. Sams",-1.960,-1.600
4,11:50,1,10,BAL 40,10,20,Kyle Boller pass complete to Alan Ricard for 3 yards (tackle by Jason David),1.600,1.460
4,11:12,2,7,BAL 43,10,20,Jamal Lewis left tackle for 6 yards (tackle by Cato June and Josh Williams),1.460,1.550
4,10:34,3,1,BAL 49,10,20,Kyle Boller pass complete to Darnell Dinkins for 10 yards (tackle by David Thornton),1.550,2.850
4,9:51,1,10,IND 41,10,20,Kyle Boller pass complete to Todd Heap for 8 yards (tackle by David Thornton),2.850,3.390
4,9:13,2,2,IND 33,10,20,"Kyle Boller pass complete to Todd Heap for 18 yards (tackle by Joe Jefferson). Penalty on Casey Rabach: Ineligible Downfield Pass, 5 yards (no play)",3.390,2.710
4,8:48,2,7,IND 38,10,20,Kyle Boller pass incomplete intended for Travis Taylor,2.710,2.020
4,8:39,3,7,IND 38,10,20,Kyle Boller pass incomplete intended for Todd Heap (defended by Jason David),2.020,0.720
4,8:35,4,7,IND 38,10,20,Kyle Boller pass incomplete intended for Clarence Moore (defended by Jason David),0.720,-1.530
4,8:30,1,10,IND 39,10,20,Edgerrin James left tackle for -1 yards (tackle by Terrell Suggs),1.530,0.850
4,7:49,2,11,IND 38,10,20,"Peyton Manning pass complete to Edgerrin James for -3 yards (tackle by Adalius Thomas). Penalty on Deion Sanders: Illegal Contact, 5 yards (no play)",0.850,1.800
4,7:22,1,10,IND 43,10,20,"Peyton Manning pass complete to Brandon Stokley for 9 yards (tackle by Ed Reed). Penalty on Deion Sanders: Illegal Contact, 5 yards, Penalty on Ed Reed: Illegal Contact (Declined) (no play)",1.800,2.130
4,6:59,1,10,IND 48,10,20,Peyton Manning pass complete to Reggie Wayne for 12 yards (tackle by Chad Williams),2.130,2.920
4,6:13,1,10,BAL 40,10,20,Peyton Manning pass complete to Reggie Wayne for 16 yards (tackle by Will Demps). Penalty on Chad Williams: Illegal Contact (Declined),2.920,3.970
4,5:43,1,10,BAL 24,10,20,Edgerrin James left tackle for 2 yards (tackle by Will Demps),3.970,3.700
4,4:57,2,8,BAL 22,10,20,Peyton Manning pass incomplete intended for Marvin Harrison,3.700,3.010
4,4:50,3,8,BAL 22,10,20,Peyton Manning pass complete to Brandon Stokley for 7 yards (tackle by Ray Lewis),3.010,2.590
4,4:08,4,1,BAL 15,10,20,Mike Vanderjagt 33 yard field goal no good,2.590,-0.540
4,4:03,1,10,BAL 24,10,20,Kyle Boller pass complete to Kevin Johnson for 10 yards (tackle by Mike Doss),0.540,1.200
4,3:57,1,10,BAL 34,10,20,Kyle Boller for 2 yards (tackle by Montae Reagor),1.200,0.930
4,3:51,2,8,BAL 36,10,20,Kyle Boller sacked by Dwight Freeney for -7 yards,0.930,-0.690
4,3:22,3,15,BAL 29,10,20,Kyle Boller pass complete to Jamel White for 6 yards (tackle by Cato June),-0.690,-1.040
4,2:44,4,9,BAL 35,10,20,Kyle Boller pass complete to Jamal Lewis for 11 yards (tackle by Jim Nelson),-1.040,1.990
4,2:09,1,10,BAL 46,10,20,Kyle Boller pass incomplete intended for Travis Taylor,1.990,1.450
4,2:02,2,10,BAL 46,10,20,Jamel White up the middle for 6 yards (tackle by Cory Bird and Nick Harper),1.450,1.550
4,1:54,3,4,IND 48,10,20,Kyle Boller pass complete to Todd Heap for 13 yards (tackle by Jason David),1.550,3.250
4,1:46,,,,10,20,Timeout #1 by Baltimore Ravens,0.000,3.250
4,1:46,1,10,IND 35,10,20,Kyle Boller pass complete to Terry Jones for 7 yards (tackle by Nick Harper),3.250,3.650
4,1:21,2,3,IND 28,10,20,Kyle Boller pass incomplete intended for Travis Taylor (defended by Cato June),3.650,2.940
4,1:17,3,3,IND 28,10,20,Kyle Boller pass incomplete intended for Travis Taylor (defended by Cato June),2.940,1.680
4,1:12,4,3,IND 28,10,20,Kyle Boller pass incomplete intended for Travis Taylor is intercepted by Cato June at IND-25 and returned for 71 yards,1.680,-6.280
4,0:59,1,4,BAL 4,10,20,Peyton Manning kneels for -1 yards,6.280,5.150
4,0:18,2,5,BAL 5,10,20,Peyton Manning kneels for -1 yards,5.150,4.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
