Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Panthers won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,TAM 25,0,0,Ryan Fitzpatrick pass incomplete deep left intended for Mike Evans (defended by James Bradberry),0.610,0.060
1,14:54,2,10,TAM 25,0,0,Peyton Barber up the middle for 3 yards (tackle by Mario Addison and Thomas Davis),0.060,-0.230
1,14:15,3,7,TAM 28,0,0,Ryan Fitzpatrick pass incomplete short right intended for Mike Evans,-0.230,-1.500
1,14:10,4,7,TAM 28,0,0,Bryan Anger punts 40 yards out of bounds,-1.500,-1.070
1,14:02,1,10,CAR 32,0,0,Christian McCaffrey up the middle for 6 yards (tackle by Adarius Taylor),1.070,1.340
1,13:25,2,4,CAR 38,0,0,Cam Newton pass incomplete short left intended for Christian McCaffrey,1.340,0.630
1,13:19,3,4,CAR 38,0,0,Cam Newton up the middle for 2 yards (tackle by Vinny Curry and Carl Nassib),0.630,-0.720
1,12:39,4,2,CAR 40,0,0,"Michael Palardy punts 40 yards, fair catch by Adam Humphries at TB-20",-0.720,-0.280
1,12:33,1,10,TAM 20,0,0,Peyton Barber left guard for 2 yards (tackle by Thomas Davis and Luke Kuechly),0.280,0.000
1,11:58,2,8,TAM 22,0,0,Ryan Fitzpatrick pass deep left intended for Mike Evans is intercepted by Eric Reid at TB-49 and returned for 39 yards,0.000,-4.910
1,11:43,1,10,TAM 10,0,0,"Cam Newton left tackle for 2 yards (tackle by Justin Evans and Jordan Whitehead). Penalty on Devante Bond: Unnecessary Roughness, 4 yards",4.910,6.280
1,11:17,1,4,TAM 4,0,0,Cam Newton pass complete short left to Devin Funchess for 3 yards (tackle by Carlton Davis),6.280,5.910
1,10:39,2,1,TAM 1,0,6,"Alex Armah up the middle for 1 yard, touchdown",5.910,7.000
1,10:34,,,TAM 15,0,7,Graham Gano kicks extra point good,0.000,0.000
1,10:34,,,CAR 35,0,7,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
1,10:34,1,10,TAM 25,0,7,Peyton Barber left guard for 1 yard (tackle by Vernon Butler),0.610,0.200
1,10:00,2,9,TAM 26,0,7,Ryan Fitzpatrick pass complete short right to Peyton Barber for -1 yards (tackle by Luke Kuechly),0.200,-0.620
1,9:53,3,10,TAM 25,0,7,"Ryan Fitzpatrick pass complete short left to Adam Humphries for 13 yards (tackle by Captain Munnerlyn). Penalty on Cameron Brate: Illegal Shift, 5 yards (no play)",-0.620,-1.290
1,9:25,3,15,TAM 20,0,7,Jacquizz Rodgers right guard for 15 yards (tackle by Shaq Thompson and Captain Munnerlyn),-1.290,1.270
1,8:33,1,10,TAM 35,0,7,Ryan Fitzpatrick pass complete short right to Cameron Brate for 9 yards,1.270,1.940
1,8:11,2,1,TAM 44,0,7,Jacquizz Rodgers up the middle for -1 yards (tackle by Captain Munnerlyn and Kawann Short),1.940,1.090
1,7:24,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
1,7:24,3,2,TAM 43,0,7,Ryan Fitzpatrick pass incomplete short left intended for Mike Evans (defended by James Bradberry),1.090,-0.520
1,7:20,4,2,TAM 43,0,7,"Bryan Anger punts 45 yards, fair catch by Damiere Byrd at CAR-12",-0.520,0.350
1,7:12,1,10,CAR 12,0,7,Christian McCaffrey left tackle for 5 yards (tackle by Devante Bond and Adarius Taylor),-0.350,-0.230
1,6:34,2,5,CAR 17,0,7,Cam Newton pass incomplete short right intended for Curtis Samuel,-0.230,-0.840
1,6:28,3,5,CAR 17,0,7,Cam Newton pass complete short middle to Jarius Wright for 8 yards (tackle by Javien Elliott),-0.840,0.610
1,5:51,1,10,CAR 25,0,7,Cam Newton right end for 4 yards (tackle by Adarius Taylor),0.610,0.600
1,5:07,2,6,CAR 29,0,7,Cam Newton pass complete short left to Christian McCaffrey for 32 yards (tackle by Jordan Whitehead),0.600,2.980
1,4:20,1,10,TAM 39,0,7,"D.J. Moore left end for 32 yards (tackle by Brent Grimes). D.J. Moore fumbles, ball out of bounds at TB-7 (forced by Brent Grimes)",2.980,5.600
1,4:05,1,7,TAM 7,0,7,Cam Newton pass complete short middle to Christian McCaffrey for 4 yards (tackle by Justin Evans),5.600,5.530
1,3:19,2,3,TAM 3,0,13,"Christian McCaffrey right tackle for 3 yards, touchdown",5.530,7.000
1,3:14,,,TAM 15,0,14,Graham Gano kicks extra point good,0.000,0.000
1,3:14,,,CAR 35,0,14,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
1,3:14,1,10,TAM 25,0,14,Ryan Fitzpatrick left end for 10 yards (tackle by Mike Adams),0.610,1.270
1,2:35,1,10,TAM 35,0,14,"Ryan Fitzpatrick pass complete short left to O.J. Howard for 15 yards (tackle by Mike Adams). Penalty on Vernon Butler: Roughing the Passer, 15 yards",1.270,3.250
1,2:00,1,10,CAR 35,0,14,Ryan Fitzpatrick pass complete short right to Peyton Barber for 10 yards (tackle by Thomas Davis),3.250,3.910
1,1:39,1,10,CAR 25,0,14,Peyton Barber up the middle for 3 yards (tackle by Thomas Davis),3.910,3.770
1,1:01,2,7,CAR 22,0,14,Ryan Fitzpatrick pass complete short left to Adam Humphries for 5 yards (tackle by Captain Munnerlyn),3.770,3.850
1,0:19,3,2,CAR 17,0,14,Ryan Fitzpatrick pass complete short middle to Adam Humphries for 6 yards (tackle by Captain Munnerlyn),3.850,4.840
Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 11,0,14,Adam Humphries left end for 7 yards (tackle by Captain Munnerlyn and Thomas Davis),4.840,5.470
2,14:21,2,3,CAR 4,6,14,"Ryan Fitzpatrick pass complete short right to O.J. Howard for 4 yards, touchdown, touchdown",5.470,7.000
2,14:15,,,CAR 15,7,14,Chandler Catanzaro kicks extra point good,0.000,0.000
2,14:15,,,TAM 35,7,14,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
2,14:15,1,10,CAR 25,7,14,Christian McCaffrey up the middle for 4 yards (tackle by Carlton Davis),0.610,0.600
2,13:36,2,6,CAR 29,7,14,Cam Newton pass complete short left to Devin Funchess for 16 yards (tackle by Carlton Davis),0.600,1.930
2,12:56,1,10,CAR 45,7,14,Christian McCaffrey up the middle for -1 yards (tackle by Ryan Smith),1.930,1.250
2,12:15,2,11,CAR 44,7,14,Cam Newton pass complete short middle to Greg Olsen for 23 yards (tackle by Lavonte David),1.250,3.380
2,11:36,1,10,TAM 33,7,20,"Curtis Samuel left end for 33 yards, touchdown",3.380,7.000
2,11:20,,,TAM 15,7,21,Graham Gano kicks extra point good,0.000,0.000
2,11:20,,,CAR 35,7,21,"Graham Gano kicks off 70 yards, returned by Shaun Wilson for no gain (tackle by Rashaan Gaulden)",0.000,0.280
2,11:14,1,10,TAM 20,7,21,Ryan Fitzpatrick sacked by Mario Addison for -6 yards,0.280,-1.180
2,10:33,2,16,TAM 14,7,21,Shaun Wilson left guard for 5 yards (tackle by Luke Kuechly),-1.180,-1.140
2,9:50,3,11,TAM 19,7,21,Ryan Fitzpatrick sacked by Mario Addison for -13 yards,-1.140,-2.490
2,9:13,4,24,TAM 6,7,21,"Bryan Anger punts 48 yards, returned by Damiere Byrd for 12 yards (tackle by Garrison Sanborn)",-2.490,-2.790
2,9:01,1,10,TAM 42,7,21,Christian McCaffrey right end for 35 yards (tackle by Carl Nassib),2.790,5.600
2,8:37,1,7,TAM 7,7,21,Christian McCaffrey left end for 4 yards (tackle by Devante Bond),5.600,5.530
2,8:11,2,3,TAM 3,7,21,Christian McCaffrey up the middle for 2 yards (tackle by Jordan Whitehead),5.530,5.170
2,7:29,,,,,,Timeout #1 by Carolina Panthers,,
2,7:29,3,1,TAM 1,7,27,"Christian McCaffrey right guard for 1 yard, touchdown",5.170,7.000
2,7:24,,,TAM 15,7,28,Graham Gano kicks extra point good,0.000,0.000
2,7:24,,,CAR 35,7,28,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,7:24,1,10,TAM 25,7,28,Peyton Barber left tackle for 1 yard (tackle by Donte Jackson and Luke Kuechly),0.610,0.200
2,6:42,2,9,TAM 26,7,28,Ryan Fitzpatrick pass incomplete short left intended for Peyton Barber,0.200,-0.490
2,6:38,3,9,TAM 26,7,28,Ryan Fitzpatrick pass incomplete short left intended for Mike Evans,-0.490,-1.630
2,6:33,4,9,TAM 26,7,28,Bryan Anger pass incomplete short right intended for Alan Cross (defended by David Mayo),-1.630,-3.910
2,6:26,1,10,TAM 25,7,28,Cam Newton pass complete short right to Greg Olsen for 1 yard (tackle by Adarius Taylor),3.910,3.500
2,5:46,2,9,TAM 24,7,28,Cam Newton pass complete deep right to Devin Funchess for 23 yards (tackle by Justin Evans and Adarius Taylor),3.500,6.970
2,4:56,1,1,TAM 1,7,28,"Cam Newton left end for no gain Penalty on CAR: Illegal Shift, 5 yards (no play)",6.970,5.830
2,4:50,1,6,TAM 6,7,28,Christian McCaffrey up the middle for 4 yards (tackle by Jordan Whitehead),5.830,5.720
2,4:13,2,2,TAM 2,7,28,"Cam Newton pass incomplete short middle. Penalty on Cam Newton: Intentional Grounding, 15 yards",5.720,2.740
2,4:07,3,17,TAM 17,7,34,"Cam Newton pass complete deep middle to Greg Olsen for 17 yards, touchdown",2.740,7.000
2,4:01,,,TAM 15,7,35,Graham Gano kicks extra point good,0.000,0.000
2,4:01,,,CAR 35,7,35,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,4:01,1,10,TAM 25,7,35,Ryan Fitzpatrick pass complete short left to Adam Humphries for 12 yards (tackle by Captain Munnerlyn),0.610,1.400
2,3:23,1,10,TAM 37,7,35,Ryan Fitzpatrick pass complete short left to Jacquizz Rodgers for 4 yards (tackle by James Bradberry and Thomas Davis),1.400,1.400
2,2:51,2,6,TAM 41,7,35,Ryan Fitzpatrick pass complete short left to Adam Humphries for 7 yards (tackle by Captain Munnerlyn),1.400,2.130
2,2:18,1,10,TAM 48,7,35,Ryan Fitzpatrick pass complete short left to Adam Humphries for 4 yards (tackle by Eric Reid),2.130,2.120
2,2:00,2,6,CAR 48,7,35,Ryan Fitzpatrick pass complete deep left to DeSean Jackson for 20 yards (tackle by Donte Jackson),2.120,3.710
2,1:29,1,10,CAR 28,7,35,"Ryan Fitzpatrick pass incomplete short left intended for DeSean Jackson. Penalty on Wes Horton: Defensive Offside, 5 yards (no play)",3.710,4.440
2,1:25,1,5,CAR 23,7,35,Ryan Fitzpatrick pass incomplete deep left intended for Mike Evans,4.440,3.840
2,1:20,2,5,CAR 23,7,35,Ryan Fitzpatrick pass complete short right to Chris Godwin for 15 yards (tackle by Donte Jackson and Mike Adams),3.840,5.370
2,0:51,1,8,CAR 8,7,35,Ryan Fitzpatrick pass incomplete short middle intended for O.J. Howard,5.370,4.570
2,0:45,2,8,CAR 8,7,35,Ryan Fitzpatrick pass incomplete short right intended for Chris Godwin (defended by Julius Peppers),4.570,3.580
2,0:39,,,,,,Timeout #2 by Carolina Panthers,,
2,0:39,3,8,CAR 8,7,35,Ryan Fitzpatrick up the middle for 5 yards (tackle by Mario Addison and Thomas Davis),3.580,3.040
2,0:19,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
