Quarter,Time,Tm,Detail,NYJ,MIA
1.0,7:37,Dolphins,Raheem Mostert 2 yard rush (Jason Sanders kick),0,7
2.0,13:56,Dolphins,Jason Sanders 37 yard field goal,0,10
,7:45,Dolphins,Jaylen Waddle 60 yard pass from Tua Tagovailoa (Jason Sanders kick),0,17
,1:03,Dolphins,Raheem Mostert 1 yard rush (Jason Sanders kick),0,24
3.0,8:36,Dolphins,Jason Sanders 27 yard field goal,0,27
4.0,11:42,Dolphins,Jason Sanders 35 yard field goal,0,30
