Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
2,10:36,3,5,CHI 33,0,13,Jay Cutler pass complete short right to Devin Hester for 5 yards (tackle by Kelly Jennings),0.230,1.470
2,9:59,1,10,CHI 38,0,13,Jay Cutler pass complete short left to Matt Forte for 5 yards (tackle by David Hawthorne and Lawrence Jackson),1.470,1.600
2,9:17,2,5,CHI 43,0,13,Matt Forte middle for 1 yard (tackle by Brandon Mebane and Patrick Kerney),1.600,1.020
2,8:32,3,4,CHI 44,0,13,Jay Cutler pass incomplete short left intended for Greg Olsen (defended by Deon Grant),1.020,-0.460
2,8:27,4,4,CHI 44,0,13,"Brad Maynard punts 37 yards, returned by Justin Forsett for 6 yards (tackle by Rashied Davis)",-0.460,-0.610
2,8:16,1,10,SEA 25,0,13,Julius Jones right tackle for 1 yard (tackle by Alex Brown and Lance Briggs),0.610,0.200
2,7:45,2,9,SEA 26,0,13,Seneca Wallace pass incomplete short right intended for T.J. Houshmandzadeh (defended by Anthony Adams),0.200,-0.490
2,7:41,3,9,SEA 26,0,13,Seneca Wallace sacked by Lance Briggs for -7 yards,-0.490,-2.140
2,7:12,4,16,SEA 19,0,13,Jon Ryan punts 47 yards,-2.140,-1.200
2,6:58,1,10,CHI 34,0,13,"Penalty on Chris Williams: False Start, 5 yards (no play)",1.200,0.870
2,6:58,1,15,CHI 29,0,13,Jay Cutler pass complete short right to Earl Bennett for 23 yards (tackle by Deon Grant),0.870,2.390
2,6:37,1,10,SEA 48,0,13,Matt Forte left tackle for 5 yards (tackle by David Hawthorne),2.390,2.520
2,6:03,2,5,SEA 43,0,13,Jay Cutler pass complete deep right to Greg Olsen for 19 yards (tackle by Jordan Babineaux),2.520,3.970
2,5:24,1,10,SEA 24,0,13,Matt Forte left tackle for 8 yards (tackle by Will Herring),3.970,4.650
2,4:44,2,2,SEA 16,0,13,Matt Forte left tackle for 1 yard (tackle by Colin Cole),4.650,4.170
2,4:08,,,,0,13,Timeout #1 by Chicago Bears,0.000,4.170
2,4:08,3,1,SEA 15,0,13,Jay Cutler pass complete short middle to Greg Olsen for 6 yards (tackle by Aaron Curry),4.170,5.140
2,3:28,1,9,SEA 9,0,13,Matt Forte right end for -2 yards (tackle by David Hawthorne and Will Herring),5.140,4.020
2,2:48,2,11,SEA 11,0,13,Jay Cutler pass complete short middle to Matt Forte for 10 yards (tackle by Jordan Babineaux and David Hawthorne),4.020,5.170
,,,,,,,"CHI challenged the fumble ruling, and the original play was overturned.",,
2,2:23,3,1,SEA 1,0,13,Matt Forte middle for no gain (tackle by David Hawthorne and Cory Redding),5.170,3.550
2,2:00,4,1,SEA 1,6,13,"Jay Cutler pass complete short right to Greg Olsen for 1 yard, touchdown",3.550,7.000
2,,,,SEA 2,7,13,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,7,13,"Robbie Gould kicks off 70 yards, returned by Ben Obomanu for 45 yards (tackle by Zackary Bowman)",0.000,1.930
2,1:47,1,10,SEA 45,7,13,Seneca Wallace pass incomplete short middle intended for T.J. Houshmandzadeh,1.930,1.380
2,1:44,,,,7,13,Timeout #2 by Chicago Bears,0.000,1.380
2,1:44,2,10,SEA 45,7,13,Seneca Wallace pass complete short middle to John Carlson for 11 yards (tackle by Hunter Hillenmeyer),1.380,2.650
2,1:16,1,10,CHI 44,7,13,Seneca Wallace pass complete short left to Deion Branch for 7 yards,2.650,3.060
2,1:09,,,,7,13,Timeout #1 by Seattle Seahawks,0.000,3.060
2,1:09,2,3,CHI 37,7,13,Julius Jones right tackle for 14 yards (tackle by Adewale Ogunleye),3.060,4.040
2,0:45,1,10,CHI 23,7,13,Seneca Wallace pass incomplete short right intended for John Carlson,4.040,3.500
2,0:40,2,10,CHI 23,7,13,Seneca Wallace pass complete short right to Julius Jones for -3 yards (tackle by Tommie Harris),3.500,2.410
2,0:27,,,,7,13,Timeout #2 by Seattle Seahawks,0.000,2.410
2,0:27,3,13,CHI 26,7,13,Julius Jones right tackle for 1 yard (tackle by Mark Anderson),2.410,1.800
2,0:14,,,,7,13,Timeout #3 by Chicago Bears,0.000,1.800
2,0:14,4,12,CHI 25,7,13,Olindo Mare 43 yard field goal no good,1.800,-1.140
2,0:09,1,10,CHI 33,7,13,Matt Forte middle for -1 yards (tackle by Patrick Kerney),1.140,0.460
Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,7,13,"Robbie Gould kicks off 68 yards, returned by Justin Forsett for 27 yards (tackle by Tim Shaw)",0.000,0.870
3,14:51,1,10,SEA 29,7,13,Julius Jones left tackle for 6 yards (tackle by Lance Briggs),0.870,1.140
3,14:17,2,4,SEA 35,7,13,"Seneca Wallace pass complete short right to T.J. Houshmandzadeh for 5 yards (tackle by Charles Tillman). T.J. Houshmandzadeh fumbles (forced by Charles Tillman), recovered by Adewale Ogunleye at SEA-40 (tackle by T.J. Houshmandzadeh)",1.140,-2.790
3,14:08,1,10,SEA 42,7,13,Matt Forte right end for 7 yards (tackle by David Hawthorne),2.790,3.190
3,13:34,2,3,SEA 35,7,13,Jay Cutler pass complete deep middle to Devin Hester for 22 yards (tackle by Jordan Babineaux),3.190,4.710
3,13:00,1,10,SEA 13,7,13,Matt Forte middle for 5 yards (tackle by David Hawthorne and Colin Cole),4.710,4.960
3,12:18,2,5,SEA 8,7,13,Matt Forte left guard for 1 yard (tackle by Brandon Mebane),4.960,4.330
3,11:36,3,4,SEA 7,13,13,"Jay Cutler pass complete short right to Johnny Knox for 7 yards, touchdown",4.330,7.000
,,,,,,,"SEA challenged the runner broke the plane ruling, and the play was upheld.",,
3,,,,SEA 2,14,13,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,14,13,"Robbie Gould kicks off 65 yards, returned by Justin Forsett for 21 yards (tackle by Rashied Davis)",0.000,0.670
3,11:20,1,10,SEA 26,14,13,"Seneca Wallace sacked by Anthony Adams for -8 yards. Penalty on Anthony Adams: Face Mask (15 Yards), 15 yards",0.670,1.140
3,11:07,1,10,SEA 33,14,13,Edgerrin James right guard for 6 yards (tackle by Hunter Hillenmeyer),1.140,1.400
3,10:41,2,4,SEA 39,14,13,"Edgerrin James right end for 1 yard (tackle by Nick Roach). Penalty on Nick Roach: Face Mask (15 Yards), 15 yards",1.400,2.590
3,10:26,1,10,CHI 45,14,13,Seneca Wallace pass complete deep right to Nate Burleson for 24 yards (tackle by Charles Tillman),2.590,4.170
3,9:38,1,10,CHI 21,14,13,Edgerrin James left end for no gain (tackle by Tommie Harris),4.170,3.630
3,9:00,2,10,CHI 21,14,13,Seneca Wallace pass complete short right to Nate Burleson for 5 yards (tackle by Lance Briggs),3.630,3.630
3,8:17,,,,14,13,Timeout #1 by Chicago Bears,0.000,3.630
3,8:17,3,5,CHI 16,14,13,Seneca Wallace pass incomplete short right intended for Deion Branch,3.630,2.430
3,8:13,4,5,CHI 16,14,13,Olindo Mare 34 yard field goal no good,2.430,-0.540
3,8:08,1,10,CHI 24,14,13,Jay Cutler pass complete short right to Devin Hester for 4 yards (tackle by Deon Grant),0.540,0.540
3,8:03,2,6,CHI 28,14,13,Jay Cutler pass incomplete short left intended for Devin Hester,0.540,-0.160
3,8:00,3,6,CHI 28,14,13,Jay Cutler pass incomplete deep left intended for Johnny Knox,-0.160,-1.500
3,7:53,4,6,CHI 28,14,13,Brad Maynard punts 66 yards,-1.500,0.380
3,7:38,1,10,SEA 6,14,13,Seneca Wallace pass incomplete short right intended for John Carlson is intercepted by Lance Briggs at SEA-14,-0.380,-4.650
3,7:29,1,10,SEA 14,14,13,Matt Forte left guard for 2 yards (tackle by Will Herring and Jordan Babineaux),4.650,4.330
3,6:56,2,8,SEA 12,14,13,Jay Cutler pass complete short left to Greg Olsen for 4 yards (tackle by David Hawthorne and Aaron Curry),4.330,4.280
3,6:10,3,4,SEA 8,14,13,"Jay Cutler sacked by Patrick Kerney for -10 yards. Jay Cutler fumbles (forced by Patrick Kerney), recovered by Chris Williams at SEA-19",4.280,2.180
3,5:36,4,15,SEA 19,17,13,Robbie Gould 37 yard field goal good,2.180,3.000
3,,,,CHI 30,17,13,"Robbie Gould kicks off 71 yards, returned by Justin Forsett for 21 yards (tackle by Corey Graham)",0.000,0.280
3,5:26,1,10,SEA 20,17,13,Julius Jones right end for 4 yards (tackle by Danieal Manning),0.280,0.270
3,4:51,2,6,SEA 24,17,13,Julius Jones left end for 15 yards (tackle by Zackary Bowman),0.270,1.530
3,4:18,1,10,SEA 39,17,13,Julius Jones right tackle for 3 yards (tackle by Anthony Adams),1.530,1.390
3,3:43,2,7,SEA 42,17,13,Seneca Wallace pass complete short left to Nate Burleson for 13 yards (tackle by Zackary Bowman),1.390,2.590
3,3:04,1,10,CHI 45,17,13,Seneca Wallace pass incomplete short middle intended for John Carlson,2.590,2.040
3,2:59,2,10,CHI 45,17,13,Julius Jones middle for -1 yards (tackle by Lance Briggs and Nick Roach),2.040,1.220
3,2:23,3,11,CHI 46,17,13,Seneca Wallace pass complete short middle to T.J. Houshmandzadeh for 13 yards (tackle by Nick Roach),1.220,3.380
3,1:45,1,10,CHI 33,17,13,Justin Forsett left end for 3 yards (tackle by Jamar Williams),3.380,3.240
3,1:07,2,7,CHI 30,17,13,"Penalty on Nate Burleson: False Start, 5 yards (no play)",3.240,2.570
3,0:53,2,12,CHI 35,17,13,Seneca Wallace pass complete short right to T.J. Houshmandzadeh for 14 yards (tackle by Kevin Payne),2.570,4.170
3,0:10,1,10,CHI 21,17,13,Julius Jones middle for no gain (tackle by Nick Roach),4.170,3.630
Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,CHI 21,17,13,Seneca Wallace pass incomplete short middle intended for John Carlson,3.630,2.940
4,14:56,3,10,CHI 21,17,13,Seneca Wallace pass incomplete short right intended for Nate Burleson (defended by Kevin Payne),2.940,2.060
4,14:52,4,10,CHI 21,17,16,Olindo Mare 39 yard field goal good,2.060,3.000
4,,,,SEA 30,17,16,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,14:48,1,10,CHI 20,17,16,Garrett Wolfe left tackle for 3 yards (tackle by Deon Grant),0.280,0.140
4,14:14,2,7,CHI 23,17,16,Garrett Wolfe middle for 6 yards (tackle by David Hawthorne),0.140,0.230
4,13:32,3,1,CHI 29,17,16,Garrett Wolfe right tackle for -1 yards (tackle by Red Bryant),0.230,-1.500
4,12:55,4,2,CHI 28,17,16,"Brad Maynard punts 51 yards, returned by Nate Burleson for -3 yards (tackle by Adrian Peterson)",-1.500,-0.040
4,12:40,1,10,SEA 18,17,16,Seneca Wallace pass complete short left to Deon Butler for 8 yards (tackle by Zackary Bowman),0.040,0.680
4,12:11,2,2,SEA 26,17,16,Julius Jones right guard for 1 yard (tackle by Anthony Adams),0.680,-0.020
4,11:35,3,1,SEA 27,17,16,Deion Branch left end for -8 yards (tackle by Nick Roach),-0.020,-2.140
4,10:52,4,9,SEA 19,17,16,"Jon Ryan punts 61 yards, returned by Devin Hester for 9 yards (tackle by D.D. Lewis)",-2.140,-0.870
4,10:39,1,10,CHI 29,17,16,Jay Cutler pass complete short left to Devin Hester for 9 yards (tackle by Ken Lucas and Will Herring),0.870,1.540
4,10:21,2,1,CHI 38,17,16,Matt Forte right guard for 6 yards (tackle by Aaron Curry),1.540,1.860
4,9:45,1,10,CHI 44,17,16,Matt Forte right end for -2 yards (tackle by Aaron Curry),1.860,1.050
4,9:06,2,12,CHI 42,17,16,Jay Cutler pass complete short right to Matt Forte for 3 yards (tackle by Kelly Jennings and Colin Cole),1.050,0.760
4,8:20,3,9,CHI 45,17,16,"Jay Cutler sacked by Aaron Curry for -3 yards. Jay Cutler fumbles (forced by Aaron Curry), recovered by Cory Redding at CHI-42 and returned for 3 yards (tackle by Matt Forte)",0.760,-2.980
4,8:12,1,10,CHI 39,17,16,Julius Jones left tackle for 2 yards (tackle by Zackary Bowman),2.980,2.710
4,7:40,2,8,CHI 37,17,16,Seneca Wallace pass complete short right to Nate Burleson for 7 yards (tackle by Charles Tillman),2.710,2.940
4,7:02,3,1,CHI 30,17,16,Julius Jones left tackle for 2 yards (tackle by Danieal Manning),2.940,3.710
4,6:21,1,10,CHI 28,17,16,Seneca Wallace sacked by Mark Anderson for -3 yards,3.710,2.760
4,6:01,2,13,CHI 31,17,16,Seneca Wallace pass complete short right to T.J. Houshmandzadeh for 3 yards (tackle by Danieal Manning),2.760,2.480
4,5:24,3,10,CHI 28,17,16,Seneca Wallace pass incomplete deep left intended for T.J. Houshmandzadeh (defended by Al Afalava),2.480,1.590
4,5:17,4,10,CHI 28,17,19,Olindo Mare 46 yard field goal good,1.590,3.000
4,,,,SEA 30,17,19,"Olindo Mare kicks off 71 yards, returned by Johnny Knox for 30 yards (tackle by C.J. Wallace)",0.000,0.870
4,5:03,1,10,CHI 29,17,19,Jay Cutler pass complete short middle to Matt Forte for 5 yards (tackle by David Hawthorne),0.870,1.000
4,4:28,2,5,CHI 34,17,19,Matt Forte right tackle for 11 yards (tackle by Travis Fisher and Jordan Babineaux),1.000,1.930
4,3:47,1,10,CHI 45,17,19,Jay Cutler pass complete short right to Earl Bennett for 7 yards (tackle by Will Herring),1.930,2.330
4,3:06,2,3,SEA 48,17,19,Adrian Peterson right guard for 9 yards (tackle by Patrick Kerney),2.330,2.980
4,2:27,1,10,SEA 39,17,19,Adrian Peterson right tackle for 3 yards (tackle by Colin Cole),2.980,2.850
4,2:00,2,7,SEA 36,23,19,"Jay Cutler pass complete short left to Devin Hester for 36 yards, touchdown. Penalty on Patrick Kerney: Roughing the Passer, 15 yards",2.850,7.000
4,,,,,25,19,"Two Point Attempt: Jay Cutler pass complete to Earl Bennett, conversion succeeds",1.000,1.000
4,,,,CHI 45,25,19,"Robbie Gould kicks off 55 yards, touchback",0.000,0.280
4,1:52,1,10,SEA 20,25,19,Seneca Wallace pass incomplete deep middle intended for John Carlson (defended by Nick Roach),0.280,-0.270
4,1:47,2,10,SEA 20,25,19,Seneca Wallace pass complete short middle to John Carlson for 8 yards (tackle by Israel Idonije),-0.270,0.100
4,1:25,3,2,SEA 28,25,19,Julius Jones right guard for 20 yards (tackle by Kevin Payne),0.100,2.130
4,1:20,1,10,SEA 48,25,19,Seneca Wallace pass incomplete deep right intended for John Carlson,2.130,1.580
4,1:16,2,10,SEA 48,25,19,Seneca Wallace pass complete short right to John Carlson for 9 yards (tackle by Charles Tillman). Penalty on Danieal Manning: Defensive Offside (Declined),1.580,2.080
4,1:12,3,1,CHI 43,25,19,Julius Jones right tackle for no gain (tackle by Anthony Adams),2.080,0.400
4,0:52,,,,25,19,Timeout #2 by Chicago Bears,0.000,0.400
4,0:52,4,1,CHI 43,25,19,Seneca Wallace pass complete short right to John Owens for 6 yards (tackle by Adewale Ogunleye),0.400,3.120
4,0:46,,,,25,19,Timeout #2 by Seattle Seahawks,0.000,3.120
4,0:46,1,10,CHI 37,25,19,Seneca Wallace pass complete short right to Deion Branch for 6 yards (tackle by Kevin Payne),3.120,3.380
4,0:41,2,4,CHI 31,25,19,Seneca Wallace pass complete short right to Julius Jones for 2 yards (tackle by Lance Briggs),3.380,2.940
4,0:33,3,2,CHI 29,25,19,Seneca Wallace pass incomplete short left intended for John Carlson (defended by Al Afalava),2.940,1.600
4,0:30,4,2,CHI 29,25,19,Seneca Wallace pass incomplete short right intended for Julius Jones,1.600,-0.870
4,0:26,1,10,CHI 29,25,19,Jay Cutler kneels for -1 yards,0.870,0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
