Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Michael Carter,NYJ,11,37,0,2,11,1.0,26,2.4,1,11.0
Ty Johnson,NYJ,5,6,0,0,5,1.0,1,0.2,0,
Elijah Moore,NYJ,1,19,1,1,17,17.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Damien Harris,NWE,14,106,2,7,76,5.4,30,2.1,0,
J.J. Taylor,NWE,9,21,2,3,16,1.8,5,0.6,0,
Brian Hoyer,NWE,3,-3,0,0,-3,-1.0,0,0.0,0,
Mac Jones,NWE,3,19,0,2,19,6.3,0,0.0,0,
Brandon Bolden,NWE,2,0,0,0,0,0.0,0,0.0,0,
Jonnu Smith,NWE,1,5,0,0,4,4.0,1,1.0,0,
