0,1
Game Info,Game Info
Won Toss,Cardinals
Roof,outdoors
Surface,grass
Duration,3:30
Attendance,65750
Weather,"77 degrees, wind 18 mph"
Vegas Line,Arizona Cardinals -2.0
Over/Under,44.0 (over)
