Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Isiah Pacheco,KAN,20,115,1,5,94,4.7,21,1.1,4,5.0
Patrick Mahomes,KAN,7,51,0,4,51,7.3,0,0.0,0,
Clyde Edwards-Helaire,KAN,3,12,0,,9,3.0,3,1.0,0,
Jerick McKinnon,KAN,3,7,0,1,5,1.7,2,0.7,0,
Skyy Moore,KAN,2,19,0,1,16,8.0,3,1.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Breece Hall,NYJ,6,56,0,2,46,7.7,10,1.7,0,
Dalvin Cook,NYJ,5,16,0,,12,2.4,4,0.8,0,
Xavier Gipson,NYJ,2,13,0,1,7,3.5,6,3.0,1,2.0
Zach Wilson,NYJ,2,14,0,1,14,7.0,0,0.0,0,
Michael Carter,NYJ,1,9,0,1,9,9.0,0,0.0,0,
