Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
1,6:06,1,10,TAM 17,7,0,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Terry Cousin),-0.060,-0.580
1,5:56,2,10,TAM 17,7,0,Michael Pittman right tackle for 2 yards (tackle by Kemp Rasmussen and Shane Burton),-0.580,-1.000
1,5:17,3,8,TAM 19,7,0,"Penalty on Keyshawn Johnson: False Start, 5 yards (no play)",-1.000,-1.720
1,5:02,3,13,TAM 14,7,0,Brad Johnson pass complete to Aaron Stecker for 10 yards (tackle by Deon Grant),-1.720,-1.770
1,4:19,4,3,TAM 24,7,0,"Tom Tupa punts 42 yards, out of bounds",-1.770,-1.200
1,4:10,1,10,CAR 34,7,0,Lamar Smith left guard for 3 yards (tackle by Shelton Quarles),1.200,1.060
1,3:31,2,7,CAR 37,7,0,Lamar Smith middle for 5 yards (tackle by Shelton Quarles),1.060,1.030
1,2:49,3,2,CAR 42,7,0,Rodney Peete pass complete to Steve Smith for 6 yards (tackle by Dwight Smith),1.030,2.130
1,2:10,1,10,CAR 48,7,0,Rodney Peete pass incomplete intended for Muhsin Muhammad,2.130,1.580
1,2:03,2,10,CAR 48,7,0,Dee Brown left tackle for 6 yards (tackle by Shelton Quarles),1.580,1.680
1,1:18,3,4,TAM 46,7,0,"Rodney Peete sacked by Greg Spires for -8 yards. Rodney Peete fumbles (forced by Greg Spires), recovered by Rodney Peete at CAR-46",1.680,-0.320
1,1:02,4,12,CAR 46,7,0,"Todd Sauerbrun punts 46 yards, returned by Karl Williams for 6 yards (tackle by Brad Hoover)",-0.320,0.280
1,0:50,1,10,TAM 14,7,0,"Brad Johnson pass complete to Keyshawn Johnson for 9 yards (tackle by Emmanuel McDaniel). Brad Johnson fumbles, recovered by Brad Johnson at TAM-14",-0.280,0.550
1,0:22,2,1,TAM 23,7,0,Michael Pittman middle for 7 yards (tackle by Will Witherspoon),0.550,0.940
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 30,7,0,Brad Johnson pass complete to Michael Pittman for 9 yards (tackle by Hannibal Navies),0.940,1.610
2,14:30,2,1,TAM 39,7,0,Brad Johnson pass incomplete intended for Ken Dilger (defended by Mike Minter),1.610,0.890
2,14:24,3,1,TAM 39,7,0,Mike Alstott left guard for 8 yards (tackle by Mike Minter),0.890,2.060
2,13:42,1,10,TAM 47,7,0,Brad Johnson pass complete to Keenan McCardell for 12 yards (tackle by Mike Minter),2.060,2.850
2,12:59,1,10,CAR 41,7,0,Brad Johnson pass complete to Rickey Dudley for 21 yards (tackle by Deon Grant),2.850,4.240
2,12:16,1,10,CAR 20,7,0,Michael Pittman left tackle for 5 yards (tackle by Reggie Howard and Hannibal Navies),4.240,4.450
2,11:33,2,5,CAR 15,7,0,Brad Johnson pass complete to Keyshawn Johnson for 12 yards (tackle by Deon Grant and Emmanuel McDaniel),4.450,6.510
2,10:47,1,3,CAR 3,7,0,Brad Johnson pass incomplete intended for Keenan McCardell,6.510,5.530
2,10:41,2,3,CAR 3,7,0,Michael Pittman middle for 2 yards (tackle by Mark Fields),5.530,5.170
2,10:05,3,1,CAR 1,7,0,Mike Alstott middle for no gain (tackle by Will Witherspoon),5.170,3.550
2,9:33,4,1,CAR 1,7,6,"Brad Johnson pass complete to Keyshawn Johnson for 1 yard, touchdown",3.550,7.000
2,9:33,,,CAR 1,7,7,Martin Gramatica kicks extra point good,0.000,0.000
2,9:33,,,TAM 30,7,7,"Martin Gramatica kicks off 50 yards, returned by Jermaine Wiggins for 18 yards (tackle by Aaron Stecker)",0.000,1.470
2,9:20,1,10,CAR 38,7,7,Lamar Smith left end for no gain (tackle by Chartric Darby),1.470,0.920
2,8:45,2,10,CAR 38,7,7,Rodney Peete pass incomplete intended for Steve Smith (defended by Brian Kelly),0.920,0.230
2,8:37,3,10,CAR 38,7,7,Rodney Peete pass incomplete intended for Muhsin Muhammad,0.230,-0.850
2,8:31,4,10,CAR 38,7,7,"Todd Sauerbrun punts 44 yards, returned by Karl Williams for 4 yards (tackle by Rod Smart)",-0.850,-0.410
2,8:20,1,10,TAM 22,7,7,Brad Johnson pass complete to Mike Alstott for 10 yards (tackle by Reggie Howard),0.410,1.070
2,7:57,1,10,TAM 32,7,7,"Michael Pittman right end for -1 yards (tackle by Dante Wesley). Michael Pittman fumbles (forced by Dante Wesley), recovered by Mike Rucker at TAM-29 (tackle by Michael Pittman)",1.070,-3.640
2,7:46,1,10,TAM 29,7,7,Lamar Smith for -3 yards (tackle by Warren Sapp and Alshermond Singleton),3.640,2.700
2,7:07,2,13,TAM 32,7,7,Rodney Peete pass complete to Wesley Walls for 7 yards (tackle by Derrick Brooks and John Lynch),2.700,2.940
2,6:36,3,6,TAM 25,7,7,Rodney Peete pass incomplete intended for Steve Smith,2.940,1.830
2,6:30,4,6,TAM 25,10,7,Shayne Graham 42 yard field goal good,1.830,3.000
2,6:30,,,CAR 30,10,7,"Shayne Graham kicks off 62 yards, returned by Aaron Stecker for 31 yards (tackle by Deke Cooper)",0.000,1.530
2,6:16,1,10,TAM 39,10,7,Brad Johnson pass complete to Keyshawn Johnson for 18 yards (tackle by Terry Cousin),1.530,2.720
2,5:36,1,10,CAR 43,10,7,Brad Johnson pass complete to Keyshawn Johnson for 8 yards (tackle by Deon Grant),2.720,3.260
2,4:53,1,10,CAR 43,,,Timeout #1 by Tampa Bay Buccaneers,2.720,3.260
2,4:53,2,2,CAR 35,10,7,Brad Johnson pass incomplete intended for Keyshawn Johnson,3.260,2.540
2,4:46,3,2,CAR 35,10,7,Brad Johnson pass complete to Joe Jurevicius for 26 yards (tackle by Mike Minter and Dante Wesley),2.540,5.140
2,3:58,1,9,CAR 9,10,7,Brad Johnson pass incomplete intended for Keenan McCardell,5.140,4.380
2,3:52,2,9,CAR 9,10,7,Michael Pittman left end for 7 yards (tackle by Mike Minter),4.380,4.950
2,3:10,3,2,CAR 2,10,7,Brad Johnson pass incomplete,4.950,3.250
2,3:05,4,2,CAR 2,10,10,Martin Gramatica 20 yard field goal good,3.250,3.000
2,3:05,,,TAM 30,10,10,"Martin Gramatica kicks off 72 yards, muffed catch by Dee Brown, recovered by Nathan Black and returned for no gain",0.000,-0.220
2,3:00,1,10,CAR 15,10,10,Rodney Peete pass complete to Steve Smith for no gain,-0.220,-0.710
2,2:16,2,10,CAR 15,10,10,Lamar Smith middle for 3 yards (tackle by Alshermond Singleton and Shelton Quarles),-0.710,-1.000
2,2:07,2,10,CAR 15,,,Timeout #2 by Tampa Bay Buccaneers,-0.710,-1.000
2,2:06,3,7,CAR 18,10,10,Rodney Peete pass incomplete intended for Muhsin Muhammad is intercepted by Brian Kelly at CAR-37 and returned for -7 yards,-1.000,-2.650
2,1:57,1,10,CAR 44,10,10,Brad Johnson pass incomplete intended for Keenan McCardell,2.650,2.110
2,1:51,2,10,CAR 44,10,10,Brad Johnson pass incomplete intended for Michael Pittman (defended by Dante Wesley),2.110,1.420
2,1:46,3,10,CAR 44,10,10,Brad Johnson pass incomplete intended for Keyshawn Johnson,1.420,0.330
2,1:40,4,10,CAR 44,10,10,"Tom Tupa punts 44 yards, touchback",0.330,-0.280
2,1:30,1,10,CAR 20,10,10,Rodney Peete pass incomplete intended for Wesley Walls,0.280,-0.270
2,1:23,2,10,CAR 20,10,10,Lamar Smith middle for 1 yard (tackle by Derrick Brooks),-0.270,-0.820
2,1:16,2,10,CAR 20,,,Timeout #3 by Tampa Bay Buccaneers,-0.270,-0.820
2,1:16,3,9,CAR 21,10,10,Dee Brown left end for 11 yards (tackle by Shelton Quarles),-0.820,1.070
2,0:52,1,10,CAR 32,10,10,Rodney Peete pass complete to Dee Brown for 3 yards (tackle by Ronde Barber),1.070,0.930
2,0:44,1,10,CAR 32,,,Timeout #1 by Carolina Panthers,1.070,0.930
2,0:44,2,7,CAR 35,10,10,Rodney Peete pass complete to Dee Brown for 9 yards (tackle by Derrick Brooks),0.930,1.860
2,0:36,2,7,CAR 35,,,Timeout #2 by Carolina Panthers,0.930,1.860
2,0:36,1,10,CAR 44,10,10,"Rodney Peete pass complete to Dee Brown for 1 yard (tackle by Brian Kelly). Penalty on TAM: Defensive Offside, 5 yards (no play)",1.860,2.590
2,0:30,1,5,CAR 49,10,10,Rodney Peete pass complete to Dee Brown for 14 yards (tackle by Shelton Quarles),2.590,3.120
2,0:23,1,10,TAM 37,10,10,Rodney Peete pass incomplete,3.120,2.570
2,0:15,2,10,TAM 37,10,10,Rodney Peete pass incomplete intended for Muhsin Muhammad,2.570,1.880
2,0:09,3,10,TAM 37,10,10,Rodney Peete pass complete to Nick Goings for 11 yards (tackle by Dwight Smith),1.880,3.840
2,0:01,1,10,TAM 26,10,10,Shayne Graham 44 yard field goal no good,3.840,1.140
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,10,10,"Martin Gramatica kicks off 61 yards, returned by Dee Brown for 27 yards (tackle by Corey Ivy)",0.000,1.330
3,14:53,1,10,CAR 36,10,10,Rodney Peete pass incomplete intended for Steve Smith (defended by Brian Kelly),1.330,0.790
3,14:48,2,10,CAR 36,10,10,Rodney Peete pass incomplete intended for Steve Smith (defended by John Lynch),0.790,0.100
3,14:44,3,10,CAR 36,10,10,Rodney Peete pass complete to Lamar Smith for 4 yards (tackle by Derrick Brooks and Brian Kelly),0.100,-0.720
3,14:07,4,6,CAR 40,10,10,"Todd Sauerbrun punts 41 yards, returned by Karl Williams for 9 yards (tackle by Will Witherspoon). Penalty on Corey Ivy: Offensive Holding, 9 yards",-0.720,0.380
3,13:57,1,10,TAM 10,10,10,Brad Johnson pass complete to Keyshawn Johnson for 9 yards (tackle by Deon Grant),-0.380,0.240
3,13:31,2,1,TAM 19,10,10,Michael Pittman right guard for 1 yard (tackle by Mark Fields),0.240,0.280
3,12:51,1,10,TAM 20,10,10,Michael Pittman middle for no gain (tackle by Mike Minter),0.280,-0.270
3,12:15,2,10,TAM 20,10,10,Brad Johnson sacked by Shane Burton for -6 yards,-0.270,-2.030
3,11:45,3,16,TAM 14,10,10,Brad Johnson pass complete to Michael Pittman for -3 yards (tackle by Mike Rucker),-2.030,-2.490
3,10:58,4,19,TAM 11,10,10,"Tom Tupa punts 43 yards, out of bounds",-2.490,-1.990
3,10:49,1,10,CAR 46,10,10,Lamar Smith middle for 8 yards (tackle by Ellis Wyms),1.990,2.530
3,10:11,2,2,TAM 46,10,10,Dee Brown middle for -1 yards (tackle by Simeon Rice),2.530,1.690
3,9:29,3,3,TAM 47,10,10,Lamar Smith middle for 2 yards (tackle by Shelton Quarles),1.690,0.270
3,9:13,4,1,TAM 45,10,10,"Todd Sauerbrun punts 45 yards, touchback",0.270,-0.280
3,9:02,1,10,TAM 20,10,10,Brad Johnson pass complete to Aaron Stecker for 10 yards (tackle by Hannibal Navies and Mike Minter),0.280,0.940
3,8:19,1,10,TAM 30,10,10,Michael Pittman middle for no gain (tackle by Hannibal Navies),0.940,0.390
3,7:38,2,10,TAM 30,10,10,Brad Johnson pass incomplete intended for Karl Williams,0.390,-0.300
3,7:33,3,10,TAM 30,10,10,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Emmanuel McDaniel),-0.300,-1.370
3,7:27,4,10,TAM 30,10,10,"Tom Tupa punts 32 yards, returned by Steve Smith for 5 yards (tackle by Casey Crawford)",-1.370,-1.800
3,7:16,1,10,CAR 43,10,10,Rodney Peete pass complete to Nick Goings for 7 yards (tackle by Brian Kelly),1.800,2.200
3,6:54,2,3,,10,10,"Rodney Peete sacked by Simeon Rice for -7 yards. Rodney Peete fumbles (forced by Simeon Rice), recovered by Warren Sapp at CAR-45 (tackle by Kevin Donnalley)",2.200,-2.590
3,6:46,1,10,CAR 45,10,10,Michael Pittman left tackle for 8 yards (tackle by Dante Wesley and Shane Burton),2.590,3.120
3,6:07,2,2,CAR 37,10,10,Michael Pittman middle for 1 yard (tackle by Mike Minter),3.120,2.540
3,5:27,2,2,CAR 37,,,Timeout #1 by Tampa Bay Buccaneers,3.120,2.540
3,5:27,3,1,CAR 36,10,10,Brad Johnson middle for 2 yards (tackle by Will Witherspoon),2.540,3.310
3,4:55,1,10,CAR 34,10,10,Brad Johnson pass incomplete intended for Michael Pittman,3.310,2.770
3,4:50,2,10,CAR 34,10,10,Michael Pittman middle for no gain (tackle by Mark Fields),2.770,2.080
3,4:08,3,10,CAR 34,10,10,Brad Johnson pass incomplete intended for Rickey Dudley,2.080,1.060
3,4:03,4,10,CAR 34,10,10,Tom Tupa punts 19 yards,1.060,0.220
3,3:52,1,10,CAR 15,10,10,Dee Brown middle for 1 yard (tackle by Warren Sapp),-0.220,-0.580
3,3:12,2,9,CAR 16,10,10,Lamar Smith middle for 1 yard (tackle by Simeon Rice and Ellis Wyms),-0.580,-1.120
3,2:28,3,8,CAR 17,10,10,Rodney Peete pass incomplete intended for Steve Smith is intercepted by Dwight Smith at CAR-21 and returned for 2 yards,-1.120,-4.310
3,2:20,1,10,CAR 19,10,10,Michael Pittman right end for -3 yards (tackle by Hannibal Navies and Al Wallace),4.310,3.360
3,1:37,2,13,CAR 22,10,16,"Brad Johnson pass complete to Keenan McCardell for 22 yards, touchdown",3.360,7.000
3,1:37,,,CAR 22,10,17,Martin Gramatica kicks extra point good,0.000,0.000
3,1:37,,,TAM 30,10,17,"Martin Gramatica kicks off 55 yards, returned by Nathan Black for 15 yards (tackle by Dwight Smith)",0.000,0.940
3,1:21,1,10,CAR 30,10,17,Lamar Smith middle for -1 yards (tackle by Derrick Brooks and Shelton Quarles),0.940,0.260
3,0:38,2,11,CAR 29,10,17,Rodney Peete pass complete to Nick Goings for 10 yards (tackle by Derrick Brooks and Shelton Quarles),0.260,0.890
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,CAR 39,10,17,Rodney Peete pass incomplete intended for Steve Smith (defended by Brian Kelly),0.890,-0.780
4,14:53,4,1,CAR 39,10,17,Todd Sauerbrun punts 29 yards,-0.780,-1.070
4,14:41,1,10,TAM 32,10,17,Brad Johnson pass incomplete intended for Michael Pittman,1.070,0.530
4,14:34,2,10,TAM 32,10,17,Brad Johnson pass complete to Keyshawn Johnson for 17 yards (tackle by Dante Wesley and Mark Fields),0.530,2.190
4,13:48,1,10,TAM 49,10,17,"Brad Johnson sacked by Julius Peppers for -7 yards. Brad Johnson fumbles (forced by Julius Peppers), recovered by Michael Pittman at TAM-42 and returned for 9 yards",2.190,1.920
4,12:56,2,8,CAR 49,10,17,Brad Johnson pass complete to Michael Pittman for -1 yards (tackle by Hannibal Navies),1.920,1.090
4,12:08,3,9,,10,17,Brad Johnson pass complete to Keenan McCardell for 17 yards (tackle by Emmanuel McDaniel),1.090,3.380
4,11:22,1,10,CAR 33,10,17,Michael Pittman middle for 2 yards (tackle by Al Wallace),3.380,3.110
4,10:35,2,8,CAR 31,10,17,Brad Johnson middle for 6 yards (tackle by Deon Grant),3.110,3.200
4,9:47,3,2,CAR 25,10,17,Brad Johnson pass complete to Keenan McCardell for 5 yards (tackle by Mike Minter and Will Witherspoon),3.200,4.240
4,9:01,1,10,CAR 20,10,17,Michael Pittman right tackle for 6 yards (tackle by Will Witherspoon),4.240,4.640
4,8:19,2,4,CAR 14,10,17,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Deon Grant),4.640,3.890
4,8:13,3,4,CAR 14,10,17,Brad Johnson pass incomplete intended for Keenan McCardell,3.890,2.580
4,8:08,4,4,CAR 14,10,20,Martin Gramatica 32 yard field goal good,2.580,3.000
4,8:08,,,TAM 30,10,20,"Martin Gramatica kicks off 62 yards, returned by Dee Brown for 19 yards (tackle by Jermaine Phillips)",0.000,0.740
4,7:56,1,10,CAR 27,10,20,Rodney Peete pass incomplete intended for Dee Brown is intercepted by John Lynch at CAR-31,0.740,-3.510
4,7:49,1,10,CAR 31,10,20,Michael Pittman middle for 4 yards (tackle by Kris Jenkins),3.510,3.510
4,7:08,2,6,CAR 27,10,20,Michael Pittman right end for 4 yards (tackle by Mike Minter),3.510,3.340
4,6:23,3,2,CAR 23,10,20,Michael Pittman left end for 3 yards (tackle by Mike Rucker),3.340,4.240
4,5:36,1,10,CAR 20,10,20,"Mike Alstott right end for 5 yards (tackle by Mike Minter). Penalty on Jameel Cook: Offensive Holding, 10 yards (no play)",4.240,3.580
4,5:05,1,20,CAR 30,10,20,Aaron Stecker left end for 2 yards (tackle by Will Witherspoon),3.580,2.610
4,4:20,2,18,CAR 28,10,20,Michael Pittman middle for 5 yards (tackle by Mike Rucker),2.610,2.610
4,4:10,2,18,CAR 28,,,Timeout #1 by Carolina Panthers,2.610,2.610
4,4:10,3,13,CAR 23,10,20,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Deon Grant),2.610,1.930
4,4:02,4,13,CAR 23,10,23,Martin Gramatica 41 yard field goal good,1.930,3.000
4,4:02,,,TAM 30,10,23,"Martin Gramatica kicks off 70 yards, touchback",0.000,0.280
4,3:57,1,10,CAR 20,10,23,Rodney Peete pass complete to Dee Brown for 9 yards (tackle by Ronde Barber),0.280,0.950
4,3:39,2,1,CAR 29,10,23,"Rodney Peete pass complete to Steve Smith for 4 yards (tackle by Dwight Smith). Steve Smith fumbles (forced by Dwight Smith), ball out of bounds at CAR-30",0.950,0.940
,,,,,,,"CAR challenged the ruling, and the original play was overturned.",,
4,3:34,1,10,CAR 30,10,23,Rodney Peete pass complete to Dee Brown for 9 yards (tackle by Ellis Wyms and Shelton Quarles),0.940,1.610
4,3:22,2,1,CAR 39,10,23,Rodney Peete pass complete to Karl Hankton for 6 yards (tackle by Shelton Quarles),1.610,1.930
4,2:47,1,10,CAR 45,10,23,Rodney Peete pass complete to Dee Brown for no gain,1.930,1.380
4,2:43,1,10,CAR 45,,,Timeout #2 by Carolina Panthers,1.930,1.380
4,2:43,2,10,CAR 45,10,23,Rodney Peete sacked by Simeon Rice for -13 yards,1.380,-1.020
4,2:34,3,23,CAR 32,10,23,Rodney Peete pass complete to Nick Goings for 7 yards (tackle by Derrick Brooks),-1.020,-0.780
4,1:57,4,16,CAR 39,10,23,Rodney Peete pass complete to Muhsin Muhammad for 29 yards (tackle by Shelton Quarles),-0.780,3.450
4,1:40,1,10,TAM 32,10,23,Rodney Peete pass complete to Muhsin Muhammad for 21 yards (tackle by Dexter Jackson). Penalty on TAM: Defensive 12 On-field (Declined),3.450,4.840
4,1:33,1,10,TAM 11,10,23,Rodney Peete pass incomplete intended for Kris Mangum (defended by Derrick Brooks),4.840,4.140
4,1:28,2,10,TAM 11,10,23,Rodney Peete pass complete to Jermaine Wiggins for 6 yards (tackle by Derrick Brooks and Shelton Quarles),4.140,4.440
4,1:16,3,4,TAM 5,10,23,Rodney Peete pass incomplete intended for Muhsin Muhammad (defended by Alshermond Singleton),4.440,3.010
4,0:56,4,4,TAM 5,10,23,Rodney Peete sacked by Ellis Wyms for -9 yards,3.010,0.280
4,0:49,1,10,TAM 14,10,23,Brad Johnson kneels for -1 yards,-0.280,-0.850
4,0:29,2,11,TAM 13,10,23,Brad Johnson kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
