Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,18,112,1,6,56,3.1,56,3.1,1,18.0
D'Onta Foreman,TEN,5,37,0,2,24,4.8,13,2.6,1,5.0
Jeremy McNichols,TEN,4,49,0,2,22,5.5,27,6.8,1,4.0
Ryan Tannehill,TEN,2,20,0,2,13,6.5,7,3.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Giovani Bernard,CIN,15,62,1,3,30,2.0,32,2.1,2,7.5
Samaje Perine,CIN,10,32,1,3,15,1.5,17,1.7,0,
Joe Burrow,CIN,3,9,0,1,2,0.7,7,2.3,2,1.5
Tyler Boyd,CIN,2,9,0,0,9,4.5,0,0.0,0,
Tee Higgins,CIN,2,6,0,0,3,1.5,3,1.5,0,
