Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,Willis McGahee left guard for 4 yards (tackle by Rob Ninkovich),0.280,0.270
1,14:27,2,6,DEN 24,0,0,Tim Tebow up the middle for 2 yards (tackle by Jerod Mayo),0.270,-0.160
1,13:50,3,4,DEN 26,0,0,Tim Tebow up the middle for 7 yards (tackle by Tracy White),-0.160,1.140
1,13:21,1,10,DEN 33,0,0,Willis McGahee right tackle for 19 yards (tackle by Matt Slater),1.140,2.390
1,12:41,1,10,NWE 48,0,0,Willis McGahee up the middle for 3 yards (tackle by Jerod Mayo),2.390,2.250
1,12:05,2,7,NWE 45,0,0,Tim Tebow pass complete short middle to Lance Ball for 7 yards (tackle by Dane Fletcher),2.250,3.050
1,11:20,1,10,NWE 38,0,0,Jeremiah Johnson right guard for 25 yards (tackle by Kyle Arrington),3.050,4.710
1,10:35,1,10,NWE 13,0,0,Willis McGahee right guard for 4 yards (tackle by James Ihedigbo),4.710,4.770
1,9:56,2,6,NWE 9,0,6,"Tim Tebow right guard for 9 yards, touchdown",4.770,7.000
1,,,,,0,6,"Two Point Attempt: Britton Colquitt up the middle, conversion fails",1.000,-1.000
1,,,,DEN 35,0,6,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
1,9:49,1,10,NWE 20,0,6,Tom Brady pass incomplete short left intended for Kevin Faulk,0.280,-0.270
1,9:45,2,10,NWE 20,0,6,Kevin Faulk up the middle for 1 yard (tackle by Marcus Thomas),-0.270,-0.820
1,9:04,3,9,NWE 21,0,6,Tom Brady pass complete short middle to Aaron Hernandez for 46 yards (tackle by Chris Harris),-0.820,3.380
1,8:13,1,10,DEN 33,0,6,BenJarvus Green-Ellis left end for no gain (tackle by Brodrick Bunkley),3.380,2.840
1,7:30,2,10,DEN 33,6,6,"Tom Brady pass complete deep left to Chad Johnson for 33 yards, touchdown. Penalty on DEN: Defensive Holding (Declined)",2.840,7.000
1,,,,DEN 2,7,6,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 35,7,6,"Stephen Gostkowski kicks off 71 yards, returned by Quan Cosby for 24 yards (tackle by Julian Edelman)",0.000,0.040
1,7:18,1,10,DEN 18,7,6,Willis McGahee left end for 29 yards (tackle by Matt Slater),0.040,2.060
1,6:35,1,10,DEN 47,7,6,Lance Ball right guard for -1 yards (tackle by Vince Wilfork),2.060,1.380
1,5:52,2,11,DEN 46,7,6,Tim Tebow pass complete short left to Demaryius Thomas for 22 yards (tackle by Kyle Arrington and Devin McCourty),1.380,3.450
1,5:10,1,10,NWE 32,7,12,"Lance Ball right tackle for 32 yards, touchdown",3.450,7.000
1,,,,NWE 2,7,13,Matt Prater kicks extra point good,0.000,0.000
1,,,,DEN 35,7,13,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
1,5:01,1,10,NWE 20,7,13,Danny Woodhead left guard for 3 yards (tackle by Ryan McBean and Marcus Thomas),0.280,0.140
1,4:21,2,7,NWE 23,7,13,Tom Brady pass incomplete deep middle intended for Rob Gronkowski (defended by Rahim Moore),0.140,-0.560
1,4:16,3,7,NWE 23,7,13,"Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Chris Harris). Penalty on Chris Harris: Defensive Holding, 5 yards (no play)",-0.560,0.810
1,4:10,1,10,NWE 28,7,13,BenJarvus Green-Ellis up the middle for no gain (tackle by Chris Harris),0.810,0.260
1,3:33,2,10,NWE 28,7,13,Tom Brady pass incomplete deep left intended for Chad Johnson,0.260,-0.430
1,3:27,3,10,NWE 28,7,13,Tom Brady pass incomplete deep right intended for Tiquan Underwood,-0.430,-1.500
1,3:21,4,10,NWE 28,7,13,Zoltan Mesko punts 43 yards,-1.500,-0.870
1,3:11,1,10,DEN 29,7,13,Tim Tebow pass complete deep left to Eric Decker for 22 yards (tackle by Sergio Brown),0.870,2.320
1,2:33,1,10,NWE 49,7,13,Demaryius Thomas pass incomplete short right intended for Lance Ball,2.320,1.780
1,2:25,2,10,NWE 49,7,13,Lance Ball up the middle for 12 yards (tackle by Jerod Mayo),1.780,3.120
1,1:42,1,10,NWE 37,7,13,Lance Ball left guard for 1 yard (tackle by Jerod Mayo),3.120,2.710
1,1:03,2,9,NWE 36,7,13,Tim Tebow pass incomplete short right intended for Eric Decker (defended by Devin McCourty),2.710,2.010
1,0:58,,,,7,13,Timeout #1 by New England Patriots,0.000,2.010
1,0:58,3,9,NWE 36,7,13,Tim Tebow right guard for 19 yards (tackle by Nate Jones),2.010,4.440
1,0:22,1,10,NWE 17,7,13,Lance Ball left guard for 2 yards (tackle by Jerod Mayo),4.440,4.150
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NWE 15,7,13,Tim Tebow pass complete short middle to Demaryius Thomas for 2 yards (tackle by Jerod Mayo),4.150,3.680
2,14:15,3,6,NWE 13,7,13,Tim Tebow left guard for 5 yards (tackle by James Ihedigbo and Shaun Ellis). Penalty on Chris Kuper: Offensive Holding (Declined),3.680,2.990
2,13:50,4,1,NWE 8,7,16,Matt Prater 26 yard field goal good,2.990,3.000
2,,,,DEN 35,7,16,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
2,13:47,1,10,NWE 20,7,16,Tom Brady pass complete short left to Aaron Hernandez for 8 yards (tackle by Andre' Goodman),0.280,0.810
2,13:10,2,2,NWE 28,7,16,Tom Brady pass complete short left to Wes Welker for 5 yards (tackle by Quinton Carter),0.810,1.140
2,12:55,1,10,NWE 33,7,16,Tom Brady pass incomplete short left intended for Wes Welker,1.140,0.590
2,12:51,2,10,NWE 33,7,16,Danny Woodhead left guard for 8 yards (tackle by D.J. Williams and Wesley Woodyard),0.590,0.960
2,12:10,3,2,NWE 41,7,16,Aaron Hernandez left end for 16 yards (tackle by D.J. Williams and Rahim Moore),0.960,2.720
2,11:30,1,10,DEN 43,7,16,Tom Brady pass complete short right to Aaron Hernandez for 1 yard (tackle by Chris Harris),2.720,2.310
2,10:58,2,9,DEN 42,7,16,Tom Brady pass complete short left to Danny Woodhead for 12 yards (tackle by Andre' Goodman),2.310,3.580
2,10:28,1,10,DEN 30,7,16,Danny Woodhead left guard for 4 yards (tackle by D.J. Williams),3.580,3.570
2,10:03,2,6,DEN 26,7,16,Danny Woodhead right guard for 6 yards (tackle by Rahim Moore),3.570,4.240
2,9:32,1,10,DEN 20,7,16,"Tom Brady pass complete deep middle to Wes Welker for 19 yards (tackle by Chris Harris), touchdown",4.240,6.970
2,9:18,1,1,DEN 1,7,16,BenJarvus Green-Ellis left guard for no gain (tackle by Robert Ayers),6.970,5.910
2,8:48,2,1,DEN 1,13,16,"Tom Brady pass complete short middle to Aaron Hernandez for 1 yard, touchdown",5.910,7.000
2,,,,DEN 2,14,16,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 35,14,16,"Stephen Gostkowski kicks off 68 yards, returned by Quan Cosby for 26 yards (tackle by Antwaun Molden)",0.000,0.480
2,8:37,1,10,DEN 23,14,16,"Lance Ball right guard for -4 yards (tackle by Ron Brace). Lance Ball fumbles (forced by Ron Brace), recovered by Rob Ninkovich at DEN-19 (tackle by Daniel Fells)",0.480,-4.310
2,8:31,1,10,DEN 19,14,16,Stevan Ridley up the middle for 9 yards,4.310,5.360
2,7:52,2,1,DEN 10,14,16,Tom Brady up the middle for 2 yards (tackle by Marcus Thomas),5.360,5.370
2,7:11,1,8,DEN 8,14,16,Tom Brady pass complete short right to Aaron Hernandez for 2 yards (tackle by Rahim Moore),5.370,4.950
2,6:35,2,6,DEN 6,14,16,Danny Woodhead up the middle for 3 yards (tackle by Marcus Thomas and Wesley Woodyard),4.950,4.720
2,5:57,3,3,DEN 3,14,16,Tom Brady pass incomplete short left intended for Aaron Hernandez,4.720,3.040
2,5:52,4,3,DEN 3,17,16,Stephen Gostkowski 21 yard field goal good,3.040,3.000
2,,,,NWE 35,17,16,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,5:49,1,10,DEN 20,17,16,Tim Tebow pass complete short left to Demaryius Thomas for 15 yards (tackle by Sergio Brown),0.280,1.270
2,5:18,1,10,DEN 35,17,16,Lance Ball left guard for 11 yards (tackle by Sergio Brown),1.270,1.990
2,5:18,1,10,DEN 46,17,16,"Tim Tebow up the middle for -4 yards (tackle by Mark Anderson). Tim Tebow fumbles (forced by Mark Anderson), recovered by Mark Anderson at DEN-40 (tackle by Eddie Royal)",1.990,-2.920
2,4:32,1,10,DEN 40,17,16,Stevan Ridley left end for no gain (tackle by D.J. Williams and Elvis Dumervil),2.920,2.370
2,3:57,2,10,DEN 40,17,16,"Penalty on DEN: Neutral Zone Infraction, 5 yards (no play)",2.370,3.050
2,3:47,2,5,DEN 35,17,16,Tom Brady pass complete short left to Wes Welker for 4 yards (tackle by Chris Harris),3.050,2.870
2,3:13,3,1,DEN 31,17,16,BenJarvus Green-Ellis up the middle for no gain (tackle by Joe Mays and Marcus Thomas),2.870,1.410
2,2:16,,,,17,16,Timeout #2 by New England Patriots,0.000,1.410
2,2:16,4,1,DEN 31,17,16,Tom Brady pass complete short right to Aaron Hernandez for 25 yards (tackle by Wesley Woodyard),1.410,5.830
2,2:00,1,6,DEN 6,17,16,Stevan Ridley right tackle for 5 yards (tackle by Quinton Carter),5.830,5.910
2,1:17,2,1,DEN 1,23,16,"Tom Brady up the middle for 1 yard, touchdown",5.910,7.000
2,,,,DEN 2,24,16,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 35,24,16,"Stephen Gostkowski kicks off 70 yards, returned by Quan Cosby for 18 yards (tackle by Julian Edelman)",0.000,-0.320
2,1:08,1,10,DEN 13,24,16,Tim Tebow pass incomplete short right intended for Eddie Royal,-0.320,-0.770
2,1:04,2,10,DEN 13,24,16,Tim Tebow pass incomplete short right intended for Demaryius Thomas,-0.770,-1.420
2,0:58,3,10,DEN 13,24,16,Lance Ball right guard for 7 yards (tackle by Rob Ninkovich and Jerod Mayo),-1.420,-2.030
2,0:53,,,,24,16,Timeout #3 by New England Patriots,0.000,-2.030
2,0:53,4,3,DEN 20,24,16,"Britton Colquitt punts 60 yards, returned by Julian Edelman for 14 yards (tackle by Wesley Woodyard)",-2.030,-1.200
2,0:40,1,10,NWE 34,24,16,Tom Brady pass complete short right to Rob Gronkowski for 15 yards (tackle by Quinton Carter),1.200,2.190
2,0:24,1,10,NWE 49,24,16,Tom Brady spiked the ball,2.190,1.650
2,0:23,2,10,NWE 49,24,16,Tom Brady pass incomplete deep left intended for Aaron Hernandez,1.650,0.960
2,0:18,3,10,NWE 49,24,16,Tom Brady pass incomplete short left intended for Kevin Faulk,0.960,-0.130
2,0:14,4,10,NWE 49,24,16,"Zoltan Mesko punts 39 yards, muffed catch by Quan Cosby, recovered by Dane Fletcher and returned for no gain",-0.130,4.510
2,0:03,1,10,DEN 16,27,16,Stephen Gostkowski 34 yard field goal good,4.510,3.000
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,27,16,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,27,16,Tom Brady pass complete short left to Rob Gronkowski for -4 yards (tackle by Robert Ayers),0.280,-0.940
3,14:23,2,14,NWE 16,27,16,"Tom Brady for no gain. Tom Brady fumbles, recovered by Tom Brady at NWE-11",-0.940,-2.470
3,13:42,3,19,NWE 11,27,16,"Penalty on Tom Brady: Delay of Game, 5 yards (no play)",-2.470,-3.060
3,13:21,3,24,NWE 6,27,16,"Tom Brady pass complete short right to Wes Welker for 14 yards (tackle by D.J. Williams). Penalty on Robert Ayers: Illegal Use of Hands, 5 yards (no play)",-3.060,-0.370
3,12:56,1,10,NWE 11,27,16,Stevan Ridley right guard for 4 yards (tackle by Jason Hunter),-0.370,-0.430
3,12:19,2,6,NWE 15,27,16,Tom Brady pass incomplete short left intended for Chad Johnson,-0.430,-0.950
3,12:16,3,6,NWE 15,27,16,Tom Brady pass complete short left to Tiquan Underwood for 13 yards (tackle by Chris Harris),-0.950,0.810
3,11:41,1,10,NWE 28,27,16,Stevan Ridley right tackle for 24 yards (tackle by Rahim Moore),0.810,2.390
3,11:09,1,10,DEN 48,27,16,Stevan Ridley right guard for 3 yards (tackle by Brodrick Bunkley and Quinton Carter),2.390,2.250
3,10:24,2,7,DEN 45,27,16,Tom Brady pass incomplete short left intended for Wes Welker,2.250,1.550
3,10:19,3,7,DEN 45,27,16,Tom Brady sacked by Quinton Carter for -4 yards,1.550,0.000
3,9:51,4,11,DEN 49,27,16,"Zoltan Mesko punts 39 yards, fair catch by Eddie Royal",0.000,0.370
3,9:43,1,10,DEN 11,27,16,Willis McGahee up the middle for 5 yards (tackle by Vince Wilfork),-0.370,-0.300
3,9:11,2,5,DEN 16,27,16,Willis McGahee right tackle for 6 yards (tackle by James Ihedigbo),-0.300,0.410
3,8:31,1,10,DEN 22,27,16,Tim Tebow pass complete short left to Demaryius Thomas for 16 yards (tackle by Kyle Arrington),0.410,1.470
3,8:05,1,10,DEN 38,27,16,Lance Ball right guard for 2 yards (tackle by Vince Wilfork),1.470,1.190
3,7:31,2,8,DEN 40,27,16,Tim Tebow left end for 6 yards (tackle by Tracy White),1.190,1.290
3,7:00,3,2,DEN 46,27,16,Lance Ball right guard for 2 yards (tackle by James Ihedigbo),1.290,2.130
3,6:08,1,10,DEN 48,27,16,Tim Tebow up the middle for 2 yards (tackle by Gerard Warren and James Ihedigbo),2.130,1.850
3,5:26,2,8,,27,16,Tim Tebow pass incomplete deep left intended for Demaryius Thomas,1.850,1.160
3,5:16,3,8,,27,16,Tim Tebow sacked by Mark Anderson for -10 yards,1.160,-0.720
3,4:37,4,18,DEN 40,27,16,"Penalty on DEN: False Start, 5 yards (no play)",-0.720,-1.040
3,4:16,4,23,DEN 35,27,16,"Britton Colquitt punts 50 yards, returned by Julian Edelman for no gain",-1.040,0.220
3,4:07,1,10,NWE 15,27,16,Tom Brady pass complete short right to BenJarvus Green-Ellis for 21 yards (tackle by Rahim Moore). Penalty on Chris Harris: Defensive Holding (Declined),-0.220,1.330
3,3:49,1,10,NWE 36,27,16,BenJarvus Green-Ellis up the middle for 7 yards (tackle by D.J. Williams and Quinton Carter),1.330,1.740
3,3:20,2,3,NWE 43,27,16,BenJarvus Green-Ellis right tackle for 2 yards (tackle by Wesley Woodyard),1.740,1.290
3,2:40,3,1,NWE 45,27,16,BenJarvus Green-Ellis right tackle for 5 yards (tackle by Marcus Thomas),1.290,2.260
3,2:06,1,10,,27,16,Tom Brady pass complete short left to Wes Welker for 13 yards (tackle by Chris Harris),2.260,3.120
3,1:37,1,10,DEN 37,27,16,"Tom Brady pass complete short right to Aaron Hernandez for 8 yards (tackle by Wesley Woodyard). Penalty on Ryan McBean: Face Mask (15 Yards), 15 yards",3.120,4.650
3,1:13,1,10,DEN 14,27,16,Tom Brady pass complete short middle to Rob Gronkowski for 4 yards (tackle by Rahim Moore),4.650,4.710
3,0:45,2,6,DEN 10,33,16,"Danny Woodhead up the middle for 10 yards, touchdown",4.710,7.000
3,,,,DEN 2,34,16,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 35,34,16,"Stephen Gostkowski kicks off 69 yards, returned by Quan Cosby for no gain",0.000,-0.380
3,0:36,1,10,DEN 8,34,16,"Willis McGahee up the middle for 9 yards (tackle by Sergio Brown). Penalty on Orlando Franklin: Offensive Holding, 4 yards (no play)",-0.380,-0.530
3,0:09,1,14,DEN 4,34,16,Lance Ball right guard for no gain (tackle by Rob Ninkovich),-0.530,-1.070
Quarter,Time,Down,ToGo,Location,NWE,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,DEN 4,34,16,"Tim Tebow pass incomplete short left intended for Demaryius Thomas. Tim Tebow fumbles, recovered by Tim Tebow at DEN-0",-1.070,-1.890
4,14:51,3,14,DEN 4,34,16,Tim Tebow up the middle for 10 yards (tackle by Jerod Mayo),-1.890,-2.470
4,14:07,4,4,DEN 14,34,16,"Britton Colquitt punts 55 yards, returned by Julian Edelman for 9 yards (tackle by Matt Willis)",-2.470,-1.600
4,13:56,1,10,NWE 40,34,16,Tom Brady pass complete short left to BenJarvus Green-Ellis for 11 yards (tackle by Quinton Carter),1.600,2.320
4,13:21,1,10,DEN 49,34,16,BenJarvus Green-Ellis right end for no gain (tackle by Wesley Woodyard),2.320,1.780
4,12:49,2,10,DEN 49,34,16,Tom Brady sacked by Elvis Dumervil for -6 yards,1.780,0.300
4,12:09,3,16,NWE 45,34,16,Tom Brady pass complete short middle to Julian Edelman for 7 yards (tackle by Brodrick Bunkley),0.300,0.070
4,11:28,4,9,DEN 48,34,16,"Zoltan Mesko punts 41 yards, returned by Eddie Royal for 4 yards (tackle by Matt Slater)",0.070,0.370
4,11:19,1,10,DEN 11,34,16,Tim Tebow pass complete short left to Demaryius Thomas for 8 yards (tackle by Kyle Arrington),-0.370,0.170
4,10:47,2,2,DEN 19,34,16,Tim Tebow pass complete short left to Demaryius Thomas for 14 yards (tackle by Sergio Brown),0.170,1.140
4,10:18,1,10,DEN 33,34,16,Tim Tebow pass incomplete short right intended for Demaryius Thomas,1.140,0.590
4,10:13,2,10,DEN 33,34,16,Tim Tebow sacked by Mark Anderson for -8 yards,0.590,-1.150
4,9:39,3,18,DEN 25,34,16,Tim Tebow pass complete deep right to Demaryius Thomas for 39 yards (tackle by Sergio Brown),-1.150,3.180
4,9:20,1,10,NWE 36,34,16,Tim Tebow pass complete short left to Lance Ball for 34 yards (tackle by Sergio Brown and Kyle Arrington),3.180,6.740
4,8:46,1,2,NWE 2,34,22,"Tim Tebow right guard for 2 yards, touchdown",6.740,7.000
4,,,,NWE 2,34,23,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 35,34,23,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,8:41,1,10,NWE 20,34,23,Stevan Ridley right end for 4 yards (tackle by Marcus Thomas),0.280,0.270
4,8:10,2,6,NWE 24,34,23,Tom Brady pass complete short middle to Rob Gronkowski for 38 yards (tackle by Chris Harris),0.270,3.050
4,7:26,1,10,DEN 38,34,23,Stevan Ridley left guard for 3 yards (tackle by Marcus Thomas),3.050,2.910
4,6:47,2,7,DEN 35,34,23,Tom Brady pass complete short middle to Aaron Hernandez for 16 yards (tackle by Rahim Moore),2.910,4.310
4,6:27,1,10,DEN 19,34,23,Danny Woodhead left end for 6 yards (tackle by Wesley Woodyard),4.310,4.720
4,6:01,2,4,DEN 13,34,23,"Tom Brady pass complete short middle to Aaron Hernandez for 5 yards (tackle by Chris Harris). Penalty on Ryan Wendell: Offensive Holding, 10 yards (no play)",4.720,3.220
