0,1
Officials,Officials
Referee,Mike Carey
Umpire,Chad Brown
Head Linesman,Dana McKenzie
Line Judge,Tim Podraza
Back Judge,Kirk Dornan
Side Judge,Boris Cheek
Field Judge,Mike Weir
