Quarter,Time,Tm,Detail,BAL,PIT
1.0,6:15,Ravens,Justice Hill 14 yard rush (Justin Tucker kick),7,0
2.0,12:23,Ravens,Justin Tucker 23 yard field goal,10,0
,3:16,Steelers,Chris Boswell 43 yard field goal,10,3
4.0,11:12,Steelers,"Safety, blocked punt out of bounds in end zone",10,5
,7:10,Steelers,Chris Boswell 25 yard field goal,10,8
,1:17,Steelers,George Pickens 41 yard pass from Kenny Pickett (pass failed),10,14
,0:49,Steelers,Chris Boswell 42 yard field goal,10,17
