Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devin Singletary,BUF,15,75,0,3,47,3.1,28,1.9,2,7.5
Frank Gore,BUF,11,27,0,1,12,1.1,15,1.4,0,
Josh Allen,BUF,7,56,1,4,21,3.0,35,5.0,0,
Isaiah McKenzie,BUF,1,10,0,1,4,4.0,6,6.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kalen Ballage,MIA,9,9,1,2,-6,-0.7,15,1.7,0,
Ryan Fitzpatrick,MIA,1,0,0,0,0,0.0,0,0.0,0,
Myles Gaskin,MIA,1,0,0,,-2,-2.0,2,2.0,0,
Jakeem Grant,MIA,1,7,1,1,7,7.0,0,0.0,0,
Patrick Laird,MIA,1,7,0,0,4,4.0,3,3.0,0,
