Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
1,2:48,4,5,NYG 35,0,3,"Riley Dixon punts 55 yards, returned by Avery Williams for 15 yards (tackle by Carter Coughlin and Gary Brightwell). Penalty on Gary Brightwell: Unnecessary Roughness / Offense, 15 yards (accepted)",,
1,2:35,1,10,ATL 40,0,3,Matt Ryan pass incomplete short middle intended for Olamide Zaccheaus,,
1,2:31,2,10,ATL 40,0,3,Matt Ryan pass complete short right to Lee Smith for 3 yards (tackle by Oshane Ximines),,
1,1:45,3,7,ATL 43,0,3,Matt Ryan pass complete short left to Calvin Ridley for 4 yards (tackle by Xavier McKinney),,
1,0:59,4,3,ATL 47,0,3,"Cameron Nizialek punts 39 yards, fair catch by C.J. Board at NYG-14",,
1,0:51,1,10,NYG 14,0,3,Daniel Jones pass incomplete intended for Evan Engram (defended by Erik Harris),,
1,0:44,2,10,NYG 14,0,3,Saquon Barkley right tackle for 15 yards (tackle by Foyesade Oluokun),,
1,0:11,1,10,NYG 29,0,3,Elijhaa Penny right end for 2 yards (tackle by Grady Jarrett and T.J. Green),,
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NYG 31,0,3,Saquon Barkley right tackle for -1 yards (tackle by Tyeler Davison and Foyesade Oluokun),,
2,14:24,3,9,NYG 30,0,3,Daniel Jones pass complete short right to Kenny Golladay for 18 yards (tackle by Steven Means),,
2,13:46,1,10,NYG 48,0,3,Daniel Jones pass complete short left to Sterling Shepard for 12 yards (tackle by Fabian Moreau),,
2,13:08,1,10,ATL 40,0,3,Saquon Barkley left tackle for 3 yards (tackle by Marlon Davidson),,
2,12:37,2,7,ATL 37,0,3,Daniel Jones pass incomplete short right intended for Kenny Golladay (defended by T.J. Green),,
2,12:32,3,7,ATL 37,0,3,"Daniel Jones pass complete short middle to Kadarius Toney for 9 yards (tackle by Marlon Davidson). Penalty on Dante Fowler: Defensive Holding, 5 yards (declined)",,
2,12:13,1,10,ATL 28,0,3,Daniel Jones pass complete short left to Kadarius Toney for 7 yards (tackle by Foyesade Oluokun),,
2,11:27,2,3,ATL 21,0,3,Saquon Barkley left guard for 4 yards (tackle by Foyesade Oluokun),,
2,10:53,1,10,ATL 17,0,3,"Daniel Jones aborted snap, recovered by Daniel Jones at ATL-17 and returned for -11 yards Daniel Jones for no gain",,
2,10:10,2,21,ATL 28,0,3,Daniel Jones pass complete short right to Sterling Shepard for 4 yards (tackle by Foyesade Oluokun),,
2,9:30,3,17,ATL 24,0,3,"Penalty on Elijhaa Penny: False Start, 5 yards (accepted) (no play)",,
2,9:01,3,22,ATL 29,0,3,Daniel Jones pass complete short right to Collin Johnson for 16 yards (tackle by Deion Jones and Foyesade Oluokun),,
2,8:19,4,6,ATL 13,0,6,Graham Gano 31 yard field goal good,,
2,8:13,,,NYG 35,0,6,"Graham Gano kicks off 56 yards, returned by Keith Smith for 10 yards (tackle by Gary Brightwell and Julian Love)",,
2,8:07,1,10,ATL 19,0,6,Matt Ryan pass complete short right to Cordarrelle Patterson for 9 yards (tackle by Reggie Ragland),,
2,7:27,2,1,ATL 28,0,6,Cordarrelle Patterson left tackle for 11 yards (tackle by Xavier McKinney and Tae Crowder),,
2,6:53,1,10,ATL 39,0,6,Cordarrelle Patterson left end for 1 yard (tackle by Tae Crowder and Leonard Williams),,
2,6:27,2,9,ATL 40,0,6,Matt Ryan pass incomplete deep right intended for Calvin Ridley,,
2,6:21,3,9,ATL 40,0,6,Matt Ryan pass complete short middle to Calvin Ridley for 20 yards (tackle by Adoree' Jackson),,
2,5:49,1,10,NYG 40,0,6,"Mike Davis left end for no gain. Penalty on Hayden Hurst: Offensive Holding, 10 yards (accepted) (no play)",,
2,5:21,1,20,NYG 50,0,6,Matt Ryan pass complete short middle to Calvin Ridley for 4 yards (tackle by Tae Crowder),,
2,4:44,2,16,NYG 46,0,6,Matt Ryan pass complete short right to Calvin Ridley for 6 yards (tackle by Adoree' Jackson),,
2,4:00,3,10,NYG 40,0,6,"Matt Ryan pass incomplete deep right intended for Olamide Zaccheaus (defended by Julian Love) NYG challenged the fumble ruling, and the play was upheld.",,
2,3:51,4,10,NYG 40,0,6,Cameron Nizialek punts 37 yards downed by Cordarrelle Patterson,,
2,3:42,1,10,NYG 3,0,6,Daniel Jones pass incomplete short left intended for C.J. Board (defended by Mykal Walker),,
2,3:38,2,10,NYG 3,0,6,Saquon Barkley right guard for 4 yards (tackle by Marlon Davidson and Ta'Quon Graham),,
2,2:58,3,6,NYG 7,0,6,"Daniel Jones pass complete short right to C.J. Board for no gain (tackle by T.J. Green). Penalty on C.J. Board: Offensive Pass Interference, 3 yards (accepted) (no play)",,
2,2:27,3,9,NYG 4,0,6,Daniel Jones pass incomplete short left intended for Kadarius Toney (defended by Isaiah Oliver),,
2,2:22,,,,,,Timeout #2 by New York Giants,,
2,2:22,4,9,NYG 4,0,6,"Riley Dixon punts 49 yards, returned by Avery Williams for 9 yards (tackle by Cullen Gillaspia and Gary Brightwell)",,
2,2:09,1,10,NYG 44,0,6,Mike Davis right end for 3 yards (tackle by Tae Crowder and Azeez Ojulari),,
2,2:00,2,7,NYG 41,0,6,Matt Ryan pass complete short right to Mike Davis for 12 yards (tackle by Jabrill Peppers),,
2,1:54,1,10,NYG 29,0,6,"Matt Ryan pass complete short middle to Olamide Zaccheaus for 14 yards (tackle by Xavier McKinney). Penalty on Xavier McKinney: Unnecessary Roughness / Defense, 8 yards (accepted)",,
2,1:47,1,7,NYG 7,0,6,Matt Ryan pass complete short left to Calvin Ridley for 3 yards (tackle by Xavier McKinney),,
2,1:42,2,4,NYG 4,0,6,Matt Ryan pass incomplete short left intended for Calvin Ridley,,
2,1:38,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:38,,,,,,Timeout #3 by New York Giants,,
2,1:38,3,4,NYG 4,6,6,"Matt Ryan pass complete short middle to Olamide Zaccheaus for 4 yards, touchdown",,
2,1:33,,,NYG 15,7,6,Younghoe Koo kicks extra point good,,
2,1:33,,,ATL 35,7,6,"Cameron Nizialek kicks off 65 yards, touchback.",,
2,1:33,1,10,NYG 25,7,6,Daniel Jones pass complete short right to Saquon Barkley for no gain (tackle by Isaiah Oliver),,
2,1:10,2,10,NYG 25,7,6,"Daniel Jones pass complete short middle to Evan Engram for 13 yards. Evan Engram fumbles (forced by Isaiah Oliver), recovered by Isaiah Oliver at NYG-38 and returned for 2 yards (tackle by Kenny Golladay)",,
2,1:00,1,10,NYG 36,7,6,Matt Ryan pass incomplete short right intended for Cordarrelle Patterson,,
2,0:56,2,10,NYG 36,7,6,Matt Ryan pass complete short middle to Mike Davis for 1 yard (tackle by Jabrill Peppers),,
2,0:14,3,9,NYG 35,7,6,"Matt Ryan sacked by Azeez Ojulari for -4 yards. Matt Ryan fumbles (forced by Azeez Ojulari), recovered by Lorenzo Carter at NYG-39 (tackle by Azeez Ojulari)",,
2,0:07,1,10,NYG 39,7,6,Daniel Jones kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,7,6,"Cameron Nizialek kicks off 57 yards, recovered by C.J. Board at NYG-8 and returned for 6 yards (tackle by Dorian Etheridge and Mykal Walker)",,
3,14:54,1,10,NYG 14,7,6,Saquon Barkley up the middle for 6 yards (tackle by Deion Jones and Foyesade Oluokun),,
3,14:20,2,4,NYG 20,7,6,Saquon Barkley left guard for -3 yards (tackle by Foyesade Oluokun),,
3,13:37,3,7,NYG 17,7,6,Daniel Jones pass complete short right to Collin Johnson for 13 yards (tackle by T.J. Green),,
3,13:02,1,10,NYG 30,7,6,Daniel Jones pass complete short right to Kenny Golladay for 11 yards (tackle by T.J. Green),,
3,12:29,1,10,NYG 41,7,6,Daniel Jones pass incomplete short middle intended for Evan Engram (defended by Erik Harris),,
3,12:24,2,10,NYG 41,7,6,Daniel Jones pass incomplete short right intended for Collin Johnson (defended by Isaiah Oliver),,
3,12:03,3,10,NYG 41,7,6,Daniel Jones scrambles up the middle for 2 yards (tackle by Ta'Quon Graham),,
3,11:23,4,8,NYG 43,7,6,"Riley Dixon punts 41 yards, returned by Avery Williams for no gain",,
3,11:14,1,10,ATL 16,7,6,Matt Ryan sacked by Leonard Williams for -6 yards,,
3,10:28,2,16,ATL 10,7,6,Matt Ryan pass incomplete short middle intended for Hayden Hurst (defended by Tae Crowder),,
3,10:24,3,16,ATL 10,7,6,Matt Ryan pass complete short middle to Cordarrelle Patterson for 12 yards (tackle by Jabrill Peppers and Logan Ryan),,
3,9:50,4,4,ATL 22,7,6,"Cameron Nizialek punts 58 yards, returned by Jabrill Peppers for 19 yards (tackle by Erik Harris). Penalty on Christian Blake: Player Out of Bounds on Kick, 5 yards (accepted)",,
3,9:38,1,10,NYG 44,7,6,"Daniel Jones pass complete to Saquon Barkley for no gain. Penalty on Will Hernandez: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
3,9:12,1,15,NYG 39,7,6,Daniel Jones pass complete short left to Collin Johnson for 10 yards (tackle by Erik Harris),,
3,8:40,2,5,NYG 49,7,6,Gary Brightwell right guard for 4 yards (tackle by Brandon Copeland),,
3,8:02,3,1,ATL 47,7,6,Daniel Jones up the middle for 2 yards (tackle by Dante Fowler and Foyesade Oluokun),,
3,7:23,1,10,ATL 45,7,6,Daniel Jones pass incomplete short right intended for Saquon Barkley,,
3,7:19,2,10,ATL 45,7,6,Saquon Barkley right guard for 6 yards (tackle by Steven Means),,
3,6:34,3,3,ATL 39,7,6,"Daniel Jones pass incomplete deep right intended for Collin Johnson. Penalty on Ben Bredeson: Offensive Holding, 10 yards (declined)",,
3,6:29,4,3,ATL 39,7,6,Riley Dixon punts 34 yards downed by Keion Crossen,,
3,6:18,1,10,ATL 5,7,6,Mike Davis left tackle for 11 yards (tackle by Logan Ryan),,
3,6:01,1,10,ATL 16,7,6,Mike Davis right guard for 5 yards (tackle by Danny Shelton and Tae Crowder),,
3,5:22,2,5,ATL 21,7,6,Mike Davis right tackle for 10 yards (tackle by Logan Ryan and Tae Crowder),,
3,4:44,1,10,ATL 31,7,6,Mike Davis right end for 3 yards (tackle by Reggie Ragland and Julian Love),,
3,4:04,2,7,ATL 34,7,6,Matt Ryan pass complete short right to Lee Smith for 3 yards (tackle by Tae Crowder),,
3,3:21,3,4,ATL 37,7,6,Matt Ryan pass incomplete short middle intended for Olamide Zaccheaus (defended by Logan Ryan),,
3,3:15,4,4,ATL 37,7,6,"Cameron Nizialek punts 51 yards, returned by Jabrill Peppers for 17 yards (tackle by Keith Smith)",,
3,3:03,1,10,NYG 29,7,6,Daniel Jones scrambles up the middle for 11 yards (tackle by Deion Jones),,
3,2:30,1,10,NYG 40,7,6,Saquon Barkley up the middle for 4 yards (tackle by Jonathan Bullard and Erik Harris),,
3,1:57,2,6,NYG 44,7,6,Daniel Jones pass complete short left to Saquon Barkley for 12 yards (tackle by Ta'Quon Graham),,
3,1:23,1,10,ATL 44,7,6,Daniel Jones pass complete short right to Saquon Barkley for 3 yards (tackle by Deion Jones),,
3,0:47,2,7,ATL 41,7,6,Daniel Jones pass complete short right to Collin Johnson for 7 yards (tackle by T.J. Green),,
3,0:09,1,10,ATL 34,7,6,Elijhaa Penny up the middle for 4 yards (tackle by Grady Jarrett),,
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,ATL 30,7,6,Saquon Barkley left tackle for 1 yard (tackle by Grady Jarrett),,
4,14:22,3,5,ATL 29,7,6,Daniel Jones pass complete short middle to Collin Johnson for 5 yards (tackle by Foyesade Oluokun),,
4,13:33,,,,,,Timeout #1 by New York Giants,,
4,13:33,1,10,ATL 24,7,6,Daniel Jones pass complete short left to Kenny Golladay for 16 yards (tackle by Deion Jones),,
4,13:02,1,8,ATL 8,7,6,"Daniel Jones pass incomplete short left intended for Kenny Golladay. Penalty on Fabian Moreau: Defensive Pass Interference, 7 yards (accepted) (no play)",,
4,12:56,1,1,ATL 1,7,12,"Saquon Barkley left guard for 1 yard, touchdown",,
4,12:53,,,ATL 2,7,14,"Two Point Attempt: Daniel Jones rushes, conversion succeeds.",,
4,12:53,,,NYG 35,7,14,"Graham Gano kicks off 53 yards, returned by Cordarrelle Patterson for 16 yards (tackle by Darnay Holmes)",,
4,12:48,1,10,ATL 28,7,14,Mike Davis right end for 3 yards (tackle by Reggie Ragland),,
4,12:18,2,7,ATL 31,7,14,Matt Ryan pass complete short right to Cordarrelle Patterson for -1 yards (tackle by Lorenzo Carter),,
4,11:34,,,,,,Timeout #2 by New York Giants,,
4,11:34,3,8,ATL 30,7,14,Matt Ryan pass complete short middle to Kyle Pitts for 10 yards (tackle by Logan Ryan),,
4,11:03,1,10,ATL 40,7,14,Cordarrelle Patterson right end for 3 yards (tackle by Austin Johnson and Tae Crowder),,
4,10:22,2,7,ATL 43,7,14,Matt Ryan pass complete short middle to Cordarrelle Patterson for 26 yards (tackle by Xavier McKinney),,
4,9:38,1,10,NYG 31,7,14,Cordarrelle Patterson up the middle for 2 yards (tackle by Austin Johnson and Tae Crowder),,
4,9:00,2,8,NYG 29,7,14,Matt Ryan pass complete short right to Mike Davis for 4 yards (tackle by Tae Crowder),,
4,8:21,3,4,NYG 25,7,14,Matt Ryan pass complete short left to Tajae Sharpe for 6 yards (tackle by Rodarius Williams),,
4,7:42,1,10,NYG 19,7,14,Matt Ryan sacked by Austin Johnson for -6 yards,,
4,6:59,2,16,NYG 25,7,14,Matt Ryan pass complete short left to Olamide Zaccheaus for 14 yards (tackle by Jabrill Peppers),,
4,6:31,3,2,NYG 11,7,14,Matt Ryan pass complete short right to Calvin Ridley for 4 yards (tackle by Logan Ryan and Jabrill Peppers),,
4,5:56,1,7,NYG 7,7,14,Matt Ryan pass complete short right to Calvin Ridley for 1 yard (tackle by Adoree' Jackson),,
4,5:07,2,6,NYG 6,7,14,Matt Ryan pass incomplete short right intended for Kyle Pitts,,
4,5:01,3,6,NYG 6,7,14,"Matt Ryan pass incomplete short middle intended for Kyle Pitts. Penalty on Logan Ryan: Defensive Pass Interference, 5 yards (accepted) (no play)",,
4,4:55,1,1,NYG 1,7,14,Mike Davis left guard for no gain (tackle by Leonard Williams and Dexter Lawrence),,
4,4:16,2,1,NYG 1,13,14,"Matt Ryan pass complete short middle to Lee Smith for 1 yard, touchdown",,
4,4:13,,,NYG 15,14,14,Younghoe Koo kicks extra point good,,
4,4:13,,,ATL 35,14,14,"Cameron Nizialek kicks off 65 yards, touchback.",,
4,4:13,1,10,NYG 25,14,14,Daniel Jones pass complete short right to Saquon Barkley for 4 yards (tackle by T.J. Green),,
4,4:07,2,6,NYG 29,14,14,Saquon Barkley left guard for 6 yards (tackle by Foyesade Oluokun),,
4,3:37,1,10,NYG 35,14,14,Daniel Jones pass complete short middle to Kaden Smith for 9 yards (tackle by Deion Jones),,
4,3:06,2,1,NYG 44,14,14,Saquon Barkley right end for -1 yards (tackle by Steven Means and Foyesade Oluokun),,
4,2:19,3,2,NYG 43,14,14,"Daniel Jones pass incomplete short left intended for Kenny Golladay. Penalty on Fabian Moreau: Defensive Pass Interference, 6 yards (accepted) (no play)",,
4,2:15,1,10,NYG 49,14,14,Daniel Jones pass incomplete short middle intended for Evan Engram (defended by Avery Williams),,
4,2:12,2,10,NYG 49,14,14,"Daniel Jones sacked by Dante Fowler for -9 yards. Daniel Jones fumbles (forced by Dante Fowler), recovered by Daniel Jones at NYG-40 (tackle by Dante Fowler). Penalty on Nate Solder: Offensive Holding, 10 yards (declined)",,
4,2:05,3,19,NYG 40,14,14,Daniel Jones pass complete short left to Saquon Barkley for 10 yards (tackle by Deion Jones),,
4,1:58,4,9,NYG 50,14,14,"Riley Dixon punts 50 yards, touchback.",,
4,1:50,1,10,ATL 20,14,14,Matt Ryan pass complete short left to Cordarrelle Patterson for 28 yards (tackle by Xavier McKinney),,
4,1:42,1,10,ATL 48,14,14,Mike Davis right tackle for 2 yards (tackle by Leonard Williams),,
4,1:04,2,8,ATL 50,14,14,Matt Ryan pass complete deep right to Kyle Pitts for 25 yards (tackle by Jabrill Peppers and Logan Ryan),,
4,0:21,1,10,NYG 25,14,14,Mike Davis left tackle for 1 yard (tackle by Austin Johnson and Logan Ryan),,
4,0:15,,,,,,Timeout #1 by Atlanta Falcons,,
4,0:15,2,9,NYG 24,14,14,Mike Davis left tackle for 3 yards (tackle by Logan Ryan),,
4,0:09,,,,,,Timeout #2 by Atlanta Falcons,,
4,0:09,3,6,NYG 21,14,14,Matt Ryan right guard for -1 yards (tackle by Dexter Lawrence),,
4,0:03,,,,,,Timeout #3 by Atlanta Falcons,,
4,0:03,4,7,NYG 22,17,14,Younghoe Koo 40 yard field goal good,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
