Quarter,Time,Tm,Detail,CIN,BAL
1.0,3:33,Ravens,Matt Stover 34 yard field goal,0,3
2.0,5:56,Bengals,Rudi Johnson 1 yard rush (Shayne Graham kick),7,3
,1:50,Bengals,Tab Perry 8 yard pass from Carson Palmer (Shayne Graham kick),14,3
,0:11,Ravens,Matt Stover 32 yard field goal,14,6
4.0,12:46,Ravens,Matt Stover 31 yard field goal,14,9
,6:05,Bengals,Chris Henry 3 yard pass from Carson Palmer (Shayne Graham kick),21,9
