Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Adam Thielen,MIN,9,7,129,0,6,114,16.3,15,2.1,14.9,0,,1,11.1,0,118.7
Kyle Rudolph,MIN,7,4,31,1,2,12,3.0,19,4.8,6.6,1,4.0,0,0.0,0,107.7
Dalvin Cook,MIN,5,3,36,0,1,3,1.0,33,11.0,-0.8,0,,0,0.0,0,82.1
Stefon Diggs,MIN,3,2,19,0,2,16,8.0,3,1.5,14.3,0,,0,0.0,0,84.0
Olabisi Johnson,MIN,3,2,17,0,,8,4.0,9,4.5,4.3,0,,0,0.0,0,81.2
Alexander Mattison,MIN,2,1,10,0,0,-2,-2.0,12,12.0,-2.0,0,,0,0.0,0,64.6
Alexander Hollins,MIN,1,0,0,0,,0,,0,,31.0,0,,0,0.0,0,39.6
Tyler Conklin,MIN,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Alvin Kamara,NOR,9,8,34,0,0,-2,-0.3,36,4.5,-0.1,2,4.0,0,0.0,0,82.4
Michael Thomas,NOR,8,7,70,0,4,58,8.3,12,1.7,8.8,0,,0,0.0,0,103.1
Jared Cook,NOR,5,5,54,0,4,33,6.6,21,4.2,6.6,1,5.0,0,0.0,0,111.7
Taysom Hill,NOR,2,2,25,1,1,18,9.0,7,3.5,9.0,0,,0,0.0,0,158.3
Josh Hill,NOR,3,2,3,0,,3,1.5,0,0.0,1.0,0,,0,0.0,0,70.1
Deonte Harty,NOR,1,1,50,0,1,50,50.0,0,0.0,50.0,0,,0,0.0,0,118.7
Latavius Murray,NOR,2,1,4,0,1,-7,-7.0,11,11.0,-5.0,0,,0,0.0,0,56.2
Ted Ginn Jr.,NOR,2,1,18,0,1,18,18.0,0,0.0,32.5,0,,0,0.0,1,41.7
Tre'Quan Smith,NOR,1,0,0,0,,0,,0,,26.0,0,,0,0.0,0,39.6
