Quarter,Time,Tm,Detail,WAS,PHI
1.0,7:59,Redskins,Ola Kimrin 35 yard field goal,3,0
,0:36,Eagles,Chad Lewis 2 yard pass from Donovan McNabb (David Akers kick),3,7
2.0,0:42,Redskins,Ola Kimrin 24 yard field goal,6,7
3.0,3:06,Eagles,Terrell Owens 10 yard pass from Donovan McNabb (David Akers kick),6,14
4.0,8:56,Eagles,Brian Westbrook 1 yard pass from Donovan McNabb (David Akers kick),6,21
,6:54,Eagles,Brian Westbrook 14 yard pass from Donovan McNabb (David Akers kick),6,28
