Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
2,5:28,3,16,SDG 23,10,7,Philip Rivers pass complete short right to Darren Sproles for 5 yards (tackle by Tim Jennings),-1.150,-1.500
2,4:53,4,11,SDG 28,10,7,"Mike Scifres punts 67 yards, returned by Keiwan Ratliff for 2 yards (tackle by Cletis Gordon)",-1.500,0.380
2,4:41,1,10,IND 7,10,7,Dominic Rhodes up the middle for 3 yards (tackle by Jamal Williams),-0.380,-0.560
2,4:03,2,7,IND 10,10,7,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Antonio Cromartie),-0.560,-1.070
,,,,,,,"IND challenged the pass completion ruling, and the play was upheld.",,
2,3:55,3,7,IND 10,10,7,Peyton Manning pass complete short middle to Dallas Clark for 1 yard (tackle by Jyles Tucker),-1.070,-2.490
2,3:13,4,6,IND 11,10,7,Hunter Smith punts 34 yards,-2.490,-2.590
2,3:01,1,10,IND 45,10,7,Darren Sproles up the middle for 11 yards (tackle by Antoine Bethea),2.590,3.310
2,2:24,1,10,IND 34,10,7,Philip Rivers pass complete short left to Chris Chambers for 13 yards,3.310,4.170
2,2:00,1,10,IND 21,10,7,Darren Sproles right tackle for 1 yard (tackle by Tyjuan Hagler and Antonio Johnson),4.170,3.760
2,1:23,2,9,IND 20,10,7,Philip Rivers pass incomplete short right intended for Antonio Gates,3.760,3.070
2,1:19,3,9,IND 20,10,7,Philip Rivers pass complete short middle to Chris Chambers for 11 yards (tackle by Keiwan Ratliff),3.070,5.140
2,0:47,1,9,IND 9,10,13,"Darren Sproles left tackle for 9 yards, touchdown",5.140,7.000
2,,,,IND 2,10,14,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,10,14,"Nate Kaeding kicks off 61 yards, returned by Chad Simpson for 11 yards (tackle by Antoine Cason)",0.000,0.280
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
2,0:33,,,,10,14,Timeout #1 by San Diego Chargers,0.000,0.280
2,0:33,1,10,IND 20,10,14,Peyton Manning pass incomplete short left intended for Dallas Clark (defended by Eric Weddle),0.280,-0.270
2,0:28,2,10,IND 20,10,14,Joseph Addai right tackle for 3 yards (tackle by Stephen Cooper),-0.270,-0.560
2,0:21,,,,10,14,Timeout #2 by San Diego Chargers,0.000,-0.560
2,0:21,3,7,IND 23,10,14,Joseph Addai for 11 yards (tackle by Paul Oliver),-0.560,1.200
2,0:15,1,10,IND 34,10,14,Peyton Manning pass incomplete short left intended for Dallas Clark,1.200,0.660
2,0:11,2,10,IND 34,10,14,Peyton Manning pass incomplete short right intended for Anthony Gonzalez,0.660,-0.030
2,0:07,3,10,IND 34,10,14,Joseph Addai up the middle for 4 yards (tackle by Jacques Cesaire and Jyles Tucker),-0.030,-0.850
Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,10,14,"Nate Kaeding kicks off 68 yards, returned by Chad Simpson for 24 yards (tackle by Tim Dobbins)",0.000,0.670
3,14:55,1,10,IND 26,10,14,Peyton Manning pass complete deep right to Reggie Wayne for 31 yards (tackle by Steve Gregory),0.670,2.720
3,14:23,1,10,SDG 43,10,14,Joseph Addai left tackle for 2 yards (tackle by Jyles Tucker and Jamal Williams),2.720,2.450
3,13:46,2,8,SDG 41,10,14,Peyton Manning pass complete short left to Joseph Addai for 7 yards (tackle by Antonio Cromartie),2.450,2.680
3,13:16,3,1,SDG 34,10,14,Joseph Addai right tackle for no gain (tackle by Jamal Williams),2.680,1.100
3,12:33,4,1,SDG 34,10,14,Peyton Manning pass incomplete short right intended for Gijon Robinson (defended by Eric Weddle),1.100,-1.200
3,12:26,1,10,SDG 34,10,14,Darren Sproles up the middle for no gain (tackle by Antonio Johnson and Clint Session),1.200,0.660
3,11:48,2,10,SDG 34,10,14,Philip Rivers pass complete short left to Darren Sproles for 3 yards (tackle by Tyjuan Hagler),0.660,0.370
3,11:07,3,7,SDG 37,10,14,Philip Rivers pass complete short left to Chris Chambers for 8 yards (tackle by Tim Jennings). Penalty on Tim Jennings: Defensive Pass Interference (Declined),0.370,1.930
3,10:45,1,10,SDG 45,10,14,Philip Rivers pass incomplete short right intended for Darren Sproles,1.930,1.380
3,10:39,2,10,SDG 45,10,14,Darren Sproles left end for 8 yards (tackle by Tim Jennings and Antoine Bethea),1.380,1.750
3,9:53,3,2,IND 47,10,14,Philip Rivers pass incomplete short left intended for Chris Chambers (defended by Tim Jennings),1.750,0.130
3,9:47,4,2,IND 47,10,14,"Mike Scifres punts 38 yards, fair catch by Keiwan Ratliff",0.130,0.380
3,9:42,1,10,IND 9,10,14,Peyton Manning pass complete short right to Marvin Harrison for 9 yards (tackle by Quentin Jammer),-0.380,0.140
3,9:06,2,1,IND 18,10,14,Joseph Addai up the middle for 5 yards (tackle by Stephen Cooper),0.140,0.480
3,8:30,1,10,IND 23,10,14,Peyton Manning pass incomplete deep left intended for Reggie Wayne,0.480,-0.070
3,8:23,2,10,IND 23,10,14,"Penalty on Jyles Tucker: Defensive Offside, 5 yards (no play)",-0.070,0.610
3,8:23,2,5,IND 28,10,14,Peyton Manning pass incomplete short left intended for Reggie Wayne (defended by Eric Weddle),0.610,-0.100
3,8:16,3,5,IND 28,16,14,"Peyton Manning pass complete deep left to Reggie Wayne for 72 yards, touchdown",-0.100,7.000
3,,,,SDG 2,17,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,17,14,"Adam Vinatieri kicks off 75 yards, touchback",0.000,0.280
3,8:10,1,10,SDG 20,17,14,Philip Rivers pass complete short middle to Jacob Hester for 6 yards (tackle by Tyjuan Hagler),0.280,0.540
3,7:33,2,4,SDG 26,17,14,Darren Sproles right end for -2 yards (tackle by Kelvin Hayden),0.540,-0.430
3,6:50,3,6,SDG 24,17,14,Philip Rivers pass complete deep left to Chris Chambers for 25 yards (tackle by Tim Jennings),-0.430,2.190
3,6:00,1,10,SDG 49,17,14,Darren Sproles up the middle for 1 yard (tackle by Bob Sanders and Eric Foster),2.190,1.780
3,5:22,2,9,,17,14,Darren Sproles up the middle for 12 yards (tackle by Antoine Bethea),1.780,3.050
3,4:41,1,10,IND 38,17,14,Philip Rivers pass incomplete short right intended for Michael Bennett,3.050,2.510
3,4:35,2,10,IND 38,17,14,Michael Bennett right tackle for 14 yards (tackle by Bob Sanders),2.510,3.970
3,3:53,1,10,IND 24,17,14,Philip Rivers pass incomplete short right intended for Darren Sproles,3.970,3.430
3,3:46,2,10,IND 24,17,14,Philip Rivers pass complete short right to Legedu Naanee for 15 yards (tackle by Kelvin Hayden),3.430,5.140
3,3:05,1,9,IND 9,17,14,Darren Sproles left tackle for no gain (tackle by Clint Session),5.140,4.380
3,2:21,2,9,IND 9,17,14,"Philip Rivers pass complete short left to Darren Sproles for 7 yards (tackle by Tim Jennings). Darren Sproles fumbles (forced by Tim Jennings), recovered by Raheem Brock at IND-0",4.380,-0.280
3,2:05,1,10,IND 20,17,14,Peyton Manning pass complete short right to Dallas Clark for 4 yards (tackle by Quentin Jammer),0.280,0.270
3,1:21,2,6,IND 24,17,14,Peyton Manning pass incomplete short left intended for Dallas Clark,0.270,-0.430
3,1:17,3,6,IND 24,17,14,Peyton Manning pass incomplete short right intended for Marvin Harrison (defended by Steve Gregory),-0.430,-1.770
3,1:11,4,6,IND 24,17,14,"Hunter Smith punts 60 yards, returned by Darren Sproles for 28 yards (tackle by Philip Wheeler)",-1.770,-1.860
3,0:58,1,10,SDG 44,17,14,Darren Sproles right end for 9 yards (tackle by Bob Sanders),1.860,2.530
3,0:17,2,1,IND 47,17,14,Darren Sproles left tackle for 5 yards (tackle by Robert Mathis),2.530,2.790
Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 42,17,14,Philip Rivers sacked by Dwight Freeney for -7 yards,2.790,1.300
4,14:25,2,17,IND 49,17,14,Michael Bennett left end for 4 yards (tackle by Raheem Brock),1.300,1.160
4,13:42,3,13,IND 45,17,14,Philip Rivers left end for 12 yards (tackle by Melvin Bullitt),1.160,1.210
4,13:08,4,1,IND 33,17,14,Philip Rivers up the middle for 1 yard (tackle by Clint Session),1.210,3.450
4,12:33,1,10,IND 32,17,14,"Philip Rivers pass incomplete deep right intended for Chris Chambers is intercepted by Antoine Bethea at IND-0 and returned for 36 yards (tackle by Jeromey Clary). Penalty on Antonio Johnson: Low Block, 15 yards",3.450,-0.340
4,12:17,1,10,IND 21,17,14,"Peyton Manning pass complete short right to Dallas Clark for 25 yards (tackle by Antoine Cason). Penalty on Jeff Saturday: Tripping, 10 yards (no play)",0.340,-0.720
4,11:48,1,20,IND 11,17,14,Peyton Manning pass complete short right to Dallas Clark for 4 yards (tackle by Stephen Cooper),-0.720,-1.140
4,11:05,2,16,IND 15,17,14,Peyton Manning pass complete deep left to Reggie Wayne for 17 yards (tackle by Steve Gregory),-1.140,1.070
4,10:21,1,10,IND 32,17,14,Joseph Addai right tackle for 4 yards (tackle by Eric Weddle),1.070,1.070
4,9:46,2,6,IND 36,17,14,Peyton Manning pass complete short right to Dallas Clark for 7 yards (tackle by Quentin Jammer),1.070,1.800
4,9:17,1,10,IND 43,17,14,Dominic Rhodes right tackle for 5 yards (tackle by Matt Wilhelm and Steve Gregory),1.800,1.930
4,8:37,2,5,IND 48,17,14,Peyton Manning pass complete short right to Marvin Harrison for 3 yards (tackle by Eric Weddle),1.930,1.620
4,7:55,3,2,SDG 49,17,14,Dominic Rhodes left end for 3 yards (tackle by Antoine Cason and Matt Wilhelm),1.620,2.520
4,7:09,1,10,SDG 46,17,14,Peyton Manning pass incomplete short middle intended for Anthony Gonzalez,2.520,1.980
4,7:03,2,10,SDG 46,17,14,"Peyton Manning pass incomplete. Penalty on Tony Ugoh: Offensive Holding, 10 yards (no play)",1.980,0.630
4,6:57,2,20,IND 44,17,14,Joseph Addai left tackle for -1 yards (tackle by Eric Weddle and Jyles Tucker),0.630,-0.160
4,6:14,3,21,IND 43,17,14,Peyton Manning pass incomplete short middle intended for Joseph Addai. Penalty on Ryan Diem: Offensive Holding (Declined),-0.160,-0.520
4,6:08,4,21,IND 43,17,14,Hunter Smith punts 28 yards,-0.520,-0.870
4,5:58,1,10,SDG 29,17,14,Philip Rivers pass complete short middle to Darren Sproles for 17 yards (tackle by Clint Session),0.870,1.990
4,5:22,1,10,SDG 46,17,14,Darren Sproles right tackle for 3 yards (tackle by Tyjuan Hagler),1.990,1.860
4,4:43,2,7,SDG 49,17,14,Philip Rivers pass incomplete deep left intended for Vincent Jackson (defended by Tim Jennings),1.860,1.160
4,4:34,3,7,SDG 49,17,14,Philip Rivers pass complete short right to Michael Bennett for 7 yards (tackle by Melvin Bullitt),1.160,2.650
4,4:04,1,10,IND 44,17,14,Michael Bennett left tackle for no gain (tackle by Clint Session and Bob Sanders),2.650,2.110
4,3:24,2,10,IND 44,17,14,Philip Rivers pass incomplete deep right intended for Legedu Naanee (defended by Keiwan Ratliff),2.110,1.420
4,3:15,,,,17,14,Timeout #1 by San Diego Chargers,0.000,1.420
4,3:15,3,10,IND 44,17,14,Philip Rivers sacked by Robert Mathis for -9 yards,1.420,-0.260
4,2:50,4,19,SDG 47,17,14,Mike Scifres punts 52 yards,-0.260,0.380
4,2:41,1,10,IND 1,17,14,Joseph Addai right tackle for 6 yards (tackle by Stephen Cooper and Clinton Hart),-0.380,-0.340
4,2:36,,,,17,14,Timeout #2 by San Diego Chargers,0.000,-0.340
4,2:36,2,4,IND 7,17,14,Joseph Addai left tackle for 2 yards (tackle by Igor Olshansky and Jamal Williams),-0.340,-0.480
4,2:30,,,,17,14,Timeout #3 by San Diego Chargers,0.000,-0.480
4,2:30,3,2,IND 9,17,14,Peyton Manning sacked by Tim Dobbins for -8 yards,-0.480,-2.490
4,2:00,4,10,IND 1,17,14,"Hunter Smith punts 63 yards, returned by Darren Sproles for 26 yards (tackle by Roy Hall)",-2.490,-3.050
4,1:48,1,10,IND 38,17,14,Philip Rivers pass incomplete short right intended for Darren Sproles,3.050,2.510
4,1:44,2,10,IND 38,17,14,Philip Rivers pass complete short middle to Antonio Gates for 11 yards (tackle by Freddie Keiaho),2.510,3.780
4,1:16,1,10,IND 27,17,14,Philip Rivers pass complete short middle to Antonio Gates for 11 yards (tackle by Tyjuan Hagler),3.780,4.510
4,0:54,1,10,IND 16,17,14,Philip Rivers spiked the ball,4.510,3.900
4,0:53,2,10,IND 16,17,14,Philip Rivers pass incomplete short right intended for Brandon Manumaleuna,3.900,3.080
4,0:46,3,10,IND 16,17,14,Darren Sproles up the middle for 8 yards (tackle by Tim Jennings),3.080,2.990
4,0:33,,,,17,14,Timeout #1 by Indianapolis Colts,0.000,2.990
4,0:33,4,2,IND 8,17,17,Nate Kaeding 26 yard field goal good,2.990,3.000
4,,,,SDG 30,17,17,"Nate Kaeding kicks off 66 yards, returned by Chad Simpson for 15 yards (tackle by Antoine Cason)",0.000,0.150
4,0:24,1,10,IND 19,17,17,Peyton Manning pass complete short middle to Joseph Addai for 6 yards (tackle by Stephen Cooper),0.150,0.480
4,0:16,,,,17,17,Timeout #4 by San Diego Chargers,0.000,0.480
4,0:16,2,4,IND 25,17,17,Peyton Manning pass complete short right to Joseph Addai for 7 yards (tackle by Quentin Jammer),0.480,1.070
4,0:08,,,,17,17,Timeout #2 by Indianapolis Colts,0.000,1.070
4,0:08,1,10,IND 32,17,17,Peyton Manning pass incomplete deep left intended for Reggie Wayne,1.070,0.530
4,0:01,2,10,IND 32,17,17,Peyton Manning kneels for -1 yards,0.530,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,IND,SDG,Detail,EPB,EPA
,,,,,,,"Chargers won the coin toss, Chargers to receive the overtime kickoff.",,
OT,,,,IND 30,17,17,"Adam Vinatieri kicks off 76 yards, returned by Darren Sproles for 31 yards (tackle by Keiwan Ratliff)",0.000,0.610
OT,14:55,1,10,SDG 25,17,17,Darren Sproles up the middle for -1 yards (tackle by Raheem Brock),0.610,-0.070
OT,14:16,2,11,SDG 24,17,17,Philip Rivers pass incomplete short right intended for Darren Sproles,-0.070,-0.760
OT,14:11,3,11,SDG 24,17,17,Philip Rivers pass complete short left to Darren Sproles for 13 yards (tackle by Freddie Keiaho),-0.760,1.400
OT,13:29,1,10,SDG 37,17,17,Michael Bennett up the middle for 6 yards (tackle by Tyjuan Hagler and Josh Thomas),1.400,1.670
OT,12:51,2,4,SDG 43,17,17,"Darren Sproles right end for no gain (tackle by Tyjuan Hagler). Penalty on Eric Foster: Defensive Holding, 5 yards (no play)",1.670,2.130
OT,12:21,1,10,SDG 48,17,17,Darren Sproles up the middle for 2 yards (tackle by Clint Session),2.130,1.850
OT,11:41,2,8,,17,17,Philip Rivers pass complete short middle to Antonio Gates for 8 yards (tackle by Antoine Bethea),1.850,2.790
OT,10:54,1,10,IND 42,17,17,Philip Rivers pass incomplete short right intended for Jacob Hester,2.790,2.240
OT,10:49,2,10,IND 42,17,17,Darren Sproles left tackle for 2 yards (tackle by Darrell Reid),2.240,1.820
OT,10:04,3,8,IND 40,17,17,"Philip Rivers pass incomplete short left intended for Chris Chambers. Penalty on Tim Jennings: Defensive Holding, 5 yards (no play)",1.820,3.250
OT,9:58,1,10,IND 35,17,17,"Darren Sproles up the middle for no gain (tackle by Clint Session). Penalty on Clint Session: Face Mask (15 Yards), 15 yards (no play)",3.250,4.240
OT,9:34,1,10,IND 20,17,17,Darren Sproles left tackle for -2 yards (tackle by Clint Session),4.240,3.420
OT,8:48,2,12,IND 22,17,23,"Darren Sproles left end for 22 yards, touchdown",3.420,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
