Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
2,8:44,2,10,ARI 14,0,17,Josh McCown pass complete to Emmitt Smith for 8 yards (tackle by Robert W. Thomas),-0.750,-0.440
2,8:05,3,2,ARI 22,0,17,Josh McCown pass complete to Obafemi Ayanbadejo for 7 yards (tackle by Antuan Edwards),-0.440,0.870
2,7:21,1,10,ARI 29,0,17,Emmitt Smith left tackle for 1 yard (tackle by Tommy Polley and Damione Lewis),0.870,0.460
2,6:46,2,9,ARI 30,0,17,Josh McCown pass complete to Anquan Boldin for 17 yards (tackle by Travis Fisher),0.460,2.060
2,6:19,1,10,ARI 47,0,17,Josh Scobey up the middle for no gain (tackle by Jimmy Kennedy),2.060,1.520
2,5:43,2,10,ARI 47,0,17,Josh McCown pass complete to Freddie Jones for 5 yards (tackle by Pisa Tinoisamoa),1.520,1.490
2,4:59,3,5,STL 48,0,17,Josh McCown pass incomplete intended for Bryant Johnson,1.490,0.070
2,4:53,4,5,STL 48,0,17,Scott Player punts 43 yards,0.070,0.380
2,4:43,1,10,STL 5,0,17,Marshall Faulk up the middle for 1 yard (tackle by Karlos Dansby). Penalty on Blaine Saipaia: Offensive Holding (Declined),-0.380,-0.710
2,4:26,2,9,STL 6,0,17,Jamie Martin pass complete to Isaac Bruce for 8 yards (tackle by Duane Starks),-0.710,-0.370
2,3:39,3,1,STL 14,0,17,Marshall Faulk right end for 4 yards (tackle by Russell Davis),-0.370,0.040
2,3:01,1,10,STL 18,0,17,Marshall Faulk up the middle for 12 yards (tackle by Duane Starks),0.040,0.940
2,2:29,1,10,STL 30,0,17,Marshall Faulk up the middle for 2 yards (tackle by Peppi Zellner),0.940,0.660
2,2:00,2,8,STL 32,0,17,"Jamie Martin pass incomplete intended for Torry Holt. Penalty on Ifeanyi Ohalete: Defensive Pass Interference, 15 yards (no play)",0.660,2.060
2,1:55,1,10,STL 47,0,17,Jamie Martin pass incomplete intended for Isaac Bruce,2.060,1.520
2,1:45,2,10,STL 47,0,17,Jamie Martin pass incomplete intended for Shaun McDonald (defended by Robert Tate),1.520,0.830
2,1:45,3,10,STL 47,0,17,"Jamie Martin pass incomplete intended for Kevin Curtis (defended by Duane Starks). Penalty on Bertrand Berry: Defensive Offside, 5 yards (no play)",0.830,1.490
2,1:40,3,5,ARI 48,0,17,Marshall Faulk up the middle for 1 yard (tackle by Renaldo Hill and Karlos Dansby),1.490,0.130
2,0:54,4,4,ARI 47,0,17,"Kevin Stemke punts 47 yards, touchback",0.130,-0.280
2,0:45,1,10,ARI 20,0,17,Josh McCown pass complete to Larry Fitzgerald for 15 yards (tackle by DeJuan Groce),0.280,1.270
2,0:38,,,,0,17,Timeout #1 by Arizona Cardinals,0.000,1.270
2,0:38,1,10,ARI 35,0,17,Josh McCown pass complete to Obafemi Ayanbadejo for 9 yards (tackle by Tommy Polley),1.270,1.940
2,0:32,,,,0,17,Timeout #2 by Arizona Cardinals,0.000,1.940
2,0:32,2,1,ARI 44,0,17,Josh McCown pass complete to Bryant Johnson for 14 yards,1.940,2.790
2,0:26,1,10,STL 42,0,17,Josh McCown pass complete to Anquan Boldin for 13 yards (tackle by Travis Fisher),2.790,3.640
2,0:20,1,10,STL 29,6,17,"Josh McCown sacked by Anthony Hargrove for -11 yards. Josh McCown fumbles (forced by Anthony Hargrove), recovered by Leonard Little at STL-39 and returned for 61 yards, touchdown. Penalty on Reggie Wells: Offensive Holding (Declined)",3.640,-7.000
2,,,,ARI 2,7,17,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,7,17,"Jeff Wilkins kicks off 63 yards, returned by Josh Scobey for 19 yards (tackle by Brian Howard). Penalty on Antuan Edwards: Taunting, 15 yards",0.000,1.660
2,0:01,1,10,ARI 41,7,17,Josh McCown pass complete to Bryant Johnson for 25 yards (tackle by Tommy Polley),1.660,3.310
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,7,17,"Jeff Wilkins kicks off 59 yards, returned by Obafemi Ayanbadejo for 14 yards (tackle by Kevin Garrett)",0.000,0.610
3,14:55,1,10,ARI 25,7,17,"Josh McCown pass complete to Anquan Boldin for 16 yards (tackle by Pisa Tinoisamoa). Penalty on Leonard Davis: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,14:26,1,20,ARI 15,7,17,Emmitt Smith up the middle for 3 yards (tackle by Robert W. Thomas),-0.410,-0.980
3,13:50,2,17,ARI 18,7,17,Josh McCown pass incomplete intended for Anquan Boldin,-0.980,-1.720
3,13:45,3,17,ARI 18,7,17,"Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Antuan Edwards). Penalty on Leonard Little: Defensive Offside, 5 yards (no play)",-1.720,-0.890
3,13:36,3,12,ARI 23,7,17,Josh McCown pass complete to Josh Scobey for 3 yards (tackle by Tommy Polley),-0.890,-1.630
3,13:03,4,9,ARI 26,7,17,"Scott Player punts 52 yards, returned by Shaun McDonald for 5 yards (tackle by Peppi Zellner). Penalty on Rich Coady: Illegal Block Above the Waist, 10 yards",-1.630,0.060
3,12:51,1,10,STL 17,7,17,Marshall Faulk up the middle for -3 yards (tackle by Darnell Dockett),-0.060,-0.970
3,12:08,2,13,STL 14,7,17,Jamie Martin pass incomplete intended for Isaac Bruce,-0.970,-1.720
3,12:03,3,13,STL 14,7,17,Jamie Martin pass incomplete intended for Isaac Bruce (defended by Ifeanyi Ohalete),-1.720,-2.470
3,12:03,4,13,STL 14,7,17,"Kevin Stemke punts 46 yards, returned by Duane Starks for 6 yards (tackle by Brandon Chillar)",-2.470,-1.990
3,11:46,1,10,ARI 46,7,17,Josh McCown pass incomplete intended for Freddie Jones,1.990,1.450
3,11:41,2,10,ARI 46,7,17,Emmitt Smith up the middle for -5 yards (tackle by Anthony Hargrove),1.450,0.100
3,10:59,3,15,ARI 41,7,17,"Josh McCown left end for no gain (tackle by Tommy Polley). Penalty on Travis Fisher: Defensive Holding, 5 yards",0.100,1.990
3,10:40,1,10,ARI 46,7,17,Emmitt Smith up the middle for no gain (tackle by Leonard Little),1.990,1.450
3,10:09,,,,7,17,Timeout #1 by St. Louis Rams,0.000,1.450
3,10:09,2,10,ARI 46,7,17,Josh McCown pass incomplete intended for Anquan Boldin,1.450,0.760
3,10:03,,,,7,17,Timeout #1 by Arizona Cardinals,0.000,0.760
3,10:03,3,10,ARI 46,7,17,Josh McCown pass complete to Josh Scobey for 36 yards (tackle by DeJuan Groce),0.760,4.370
3,10:03,1,10,STL 18,7,17,"Penalty on Josh McCown: Delay of Game, 5 yards (no play)",4.370,4.040
3,9:08,1,15,STL 23,7,17,Emmitt Smith left end for -1 yards (tackle by Tommy Polley),4.040,3.020
3,8:42,2,16,STL 24,7,17,Emmitt Smith left tackle for 13 yards (tackle by Adam Archuleta),3.020,4.260
3,7:54,3,3,STL 11,7,17,Josh McCown up the middle for 7 yards (tackle by Tommy Polley),4.260,6.280
3,7:09,1,4,STL 4,7,23,"Josh McCown pass complete to Larry Fitzgerald for 4 yards, touchdown",6.280,7.000
3,,,,STL 2,7,24,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,7,24,"Neil Rackers kicks off 64 yards, returned by Arlen Harris for 22 yards (tackle by Quentin Harris)",0.000,0.810
3,6:54,1,10,STL 28,7,24,Jamie Martin pass complete to Torry Holt for 26 yards (tackle by Ifeanyi Ohalete),0.810,2.520
3,6:14,1,10,ARI 46,7,24,Jamie Martin pass incomplete intended for Torry Holt,2.520,1.980
3,6:08,2,10,ARI 46,7,24,Jamie Martin pass incomplete intended for Brandon Manumaleuna,1.980,1.290
3,6:05,3,10,ARI 46,7,24,Jamie Martin pass incomplete intended for Isaac Bruce,1.290,0.200
3,5:59,4,10,ARI 46,7,24,"Kevin Stemke punts 46 yards, touchback",0.200,-0.280
3,5:50,1,10,ARI 20,7,24,Josh McCown pass incomplete intended for Anquan Boldin,0.280,-0.270
3,5:47,2,10,ARI 20,7,24,Emmitt Smith up the middle for 4 yards (tackle by Bryce Fisher),-0.270,-0.430
3,5:06,3,6,ARI 24,7,24,Josh McCown left end for 5 yards (tackle by Leonard Little),-0.430,-1.440
3,4:29,4,1,ARI 29,7,24,"Scott Player punts 51 yards, returned by Shaun McDonald for 3 yards (tackle by Gerald Hayes)",-1.440,-0.480
3,4:16,1,10,STL 23,7,24,Jamie Martin pass incomplete intended for Kevin Curtis (defended by David Macklin),0.480,-0.070
3,4:09,2,10,STL 23,7,24,Jamie Martin pass complete to Torry Holt for 9 yards (tackle by Robert Tate),-0.070,0.430
3,3:24,3,1,STL 32,7,24,Marshall Faulk left end for 4 yards (tackle by Darnell Dockett),0.430,1.330
3,2:43,1,10,STL 36,7,24,Jamie Martin pass complete to Torry Holt for 25 yards (tackle by Duane Starks),1.330,2.980
3,2:02,1,10,ARI 39,7,24,Jamie Martin pass complete to Cam Cleeland for 9 yards (tackle by James Darling),2.980,3.660
3,1:33,2,1,ARI 30,7,24,Jamie Martin pass complete to Cam Cleeland for 7 yards (tackle by Karlos Dansby),3.660,4.040
3,0:48,1,10,ARI 23,7,24,Jamie Martin pass incomplete intended for Marshall Faulk,4.040,3.500
3,0:43,2,10,ARI 23,7,24,Jamie Martin pass complete to Torry Holt for 22 yards (tackle by Ifeanyi Ohalete). Torry Holt fumbles (forced by Ifeanyi Ohalete),3.500,-0.280
3,0:33,1,10,ARI 20,7,24,Josh McCown pass complete to Anquan Boldin for 6 yards (tackle by Travis Fisher),0.280,0.540
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,ARI 26,7,24,Josh McCown pass complete to Larry Fitzgerald for 10 yards (tackle by Jerametrius Butler),0.540,1.330
4,14:24,1,10,ARI 36,7,24,Josh McCown pass complete to Obafemi Ayanbadejo for 11 yards (tackle by Jerametrius Butler),1.330,2.060
4,13:49,1,10,ARI 47,7,24,Josh McCown pass incomplete intended for Larry Fitzgerald,2.060,1.520
4,13:43,2,10,ARI 47,7,24,Josh McCown pass incomplete intended for Freddie Jones (defended by Adam Archuleta),1.520,0.830
4,13:30,3,10,ARI 47,7,24,"Josh McCown pass complete to Obafemi Ayanbadejo for 18 yards (tackle by Tommy Polley). Penalty on Leonard Little: Roughing the Passer, 15 yards, Penalty on Tommy Polley: Disqualification (Declined)",0.830,4.240
4,13:05,1,10,STL 20,7,24,"Emmitt Smith left end for -6 yards (tackle by Travis Fisher). Emmitt Smith fumbles (forced by Travis Fisher), ball out of bounds at STL-26",4.240,2.880
4,12:45,2,16,STL 26,7,24,Emmitt Smith up the middle for 20 yards (tackle by Antuan Edwards),2.880,5.830
4,11:57,1,6,STL 6,7,24,Emmitt Smith up the middle for 2 yards (tackle by Trev Faulk),5.830,5.340
4,11:57,2,4,STL 4,7,24,"Penalty on Freddie Jones: False Start, 5 yards (no play)",5.340,4.380
4,11:04,2,9,STL 9,7,30,"Josh McCown right end for 9 yards, touchdown",4.380,7.000
4,,,,STL 2,7,31,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,7,31,"Neil Rackers kicks off 79 yards, touchback",0.000,0.280
4,10:54,1,10,STL 20,7,31,Jamie Martin pass complete to Shaun McDonald for 11 yards (tackle by Robert Tate),0.280,1.000
4,10:35,1,10,STL 31,7,31,Jamie Martin pass complete to Isaac Bruce for 9 yards (tackle by Duane Starks),1.000,1.680
4,10:04,2,1,STL 40,7,31,Jamie Martin pass complete to Kevin Curtis for 4 yards (tackle by Robert Tate),1.680,1.860
4,9:36,1,10,STL 44,7,31,"Jamie Martin pass complete to Kevin Curtis for 5 yards (tackle by Karlos Dansby). Penalty on Blaine Saipaia: Offensive Holding, 9 yards (no play)",1.860,1.270
4,9:07,1,19,STL 35,7,31,Jamie Martin pass incomplete intended for Kevin Curtis,1.270,0.100
4,9:02,,,,7,31,Timeout #2 by St. Louis Rams,0.000,0.100
4,9:02,2,19,STL 35,7,31,Jamie Martin sacked by Karlos Dansby for -5 yards,0.100,-1.220
4,8:32,3,24,STL 30,7,31,"Jamie Martin pass complete to Isaac Bruce for 8 yards (tackle by Ross Kolodziej). Penalty on Isaac Bruce: Illegal Shift, 5 yards (no play)",-1.220,-1.880
4,8:10,3,29,STL 25,7,31,"Jamie Martin pass complete to Marshall Faulk for 13 yards (tackle by Karlos Dansby). Marshall Faulk fumbles (forced by Karlos Dansby), recovered by Kevin Curtis at STL-38 and returned for 1 yards",-1.880,-0.780
4,7:23,4,15,STL 39,7,31,"Kevin Stemke punts 49 yards, returned by Duane Starks for 5 yards (tackle by Chris Massey)",-0.780,0.060
4,7:11,1,10,ARI 17,7,31,Josh Scobey right end for 7 yards (tackle by Antuan Edwards),-0.060,0.480
4,6:24,2,3,ARI 24,7,31,Josh Scobey up the middle for 6 yards (tackle by Anthony Hargrove),0.480,0.940
4,5:40,1,10,ARI 30,7,31,Josh Scobey right tackle for 1 yard (tackle by Anthony Hargrove and Damione Lewis),0.940,0.530
4,4:57,2,9,ARI 31,7,31,Josh Scobey right tackle for no gain (tackle by Damione Lewis and Anthony Hargrove),0.530,-0.160
4,4:11,3,9,ARI 31,7,31,Damien Anderson up the middle for 2 yards (tackle by Tyoka Jackson and Adam Archuleta),-0.160,-1.180
4,3:28,4,7,ARI 33,7,31,"Scott Player punts 52 yards, muffed catch by Shaun McDonald, recovered by Shaun McDonald and returned for no gain",-1.180,0.220
4,3:17,1,10,STL 15,7,31,Jamie Martin pass complete to Torry Holt for 12 yards (tackle by David Macklin),-0.220,0.740
4,2:51,1,10,STL 27,7,31,Jamie Martin pass incomplete intended for Isaac Bruce (defended by Duane Starks),0.740,0.200
4,2:23,2,10,STL 27,7,31,"Penalty on Orlando Pace: False Start, 5 yards (no play)",0.200,-0.480
4,2:23,2,15,STL 22,7,31,Jamie Martin pass complete to Shaun McDonald for 3 yards (tackle by Ifeanyi Ohalete),-0.480,-0.760
4,2:23,3,12,STL 25,7,31,"Jamie Martin sacked by Adrian Wilson for -5 yards. Jamie Martin fumbles (forced by Adrian Wilson), recovered by Blaine Saipaia at STL-24",-0.760,-1.770
4,2:00,4,13,STL 24,7,31,Kevin Stemke punts 49 yards,-1.770,-0.740
4,1:45,1,10,ARI 27,7,31,Josh Scobey up the middle for 4 yards (tackle by Ryan Pickett),0.740,0.740
4,1:45,,,,7,31,Timeout #3 by St. Louis Rams,0.000,0.740
4,1:37,2,6,ARI 31,7,31,Josh Scobey up the middle for 2 yards (tackle by Brandon Chillar),0.740,0.300
4,0:55,3,4,ARI 33,7,31,Josh Scobey up the middle for no gain (tackle by Ryan Pickett),0.300,-1.180
4,0:08,,,,7,31,Timeout #2 by Arizona Cardinals,0.000,-1.180
4,0:08,4,4,ARI 33,7,31,"Scott Player punts 53 yards, returned by Shaun McDonald for 13 yards (tackle by Nate Poole)",-1.180,1.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
