#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:11,STL 17,11,6:37,81,Field Goal
2,1,0:41,CAR 25,6,2:15,17,Field Goal
3,2,11:22,STL 46,8,4:24,48,Field Goal
4,2,1:07,STL 31,3,1:07,0,End of Half
5,3,15:00,STL 25,8,3:35,42,Field Goal
6,3,7:45,STL 39,3,0:33,-5,Punt
7,3,0:43,STL 22,5,2:35,10,Interception
8,4,8:50,STL 20,1,0:10,0,Interception
9,4,6:29,STL 43,15,3:50,57,Touchdown
10,4,2:39,STL 42,5,2:39,43,Field Goal
11,5,9:38,STL 35,6,2:51,30,Missed FG
12,5,4:29,STL 13,6,3:28,49,Interception
