Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,"Matt Prater kicks off 62 yards, returned by Darren Sproles for 16 yards (tackle by David Bruton)",0.000,0.540
1,14:57,1,10,SDG 24,0,0,LaDainian Tomlinson middle for 3 yards (tackle by Brian Dawkins),0.540,0.400
1,14:24,2,7,SDG 27,0,0,Philip Rivers pass incomplete short middle intended for Vincent Jackson,0.400,-0.300
1,14:19,3,7,SDG 27,0,0,Philip Rivers pass incomplete,-0.300,-1.570
1,14:13,4,7,SDG 27,0,0,"Mike Scifres punts 48 yards, returned by Eddie Royal for 1 yard (tackle by Brandon Siler)",-1.570,-0.670
1,13:59,1,10,DEN 26,0,0,Kyle Orton pass incomplete short right intended for Eddie Royal,0.670,0.130
1,13:52,2,10,DEN 26,0,0,Knowshon Moreno right end for 5 yards (tackle by Shaun Phillips),0.130,0.100
1,13:21,3,5,DEN 31,0,0,Kyle Orton pass complete short left to Brandon Marshall for 7 yards (tackle by Steve Gregory),0.100,1.470
1,12:46,1,10,DEN 38,0,0,Kyle Orton sacked by Larry English for -2 yards,1.470,0.650
1,12:14,2,12,DEN 36,0,0,Kyle Orton pass complete short right to Correll Buckhalter for 9 yards (tackle by Kevin Burnett and Quentin Jammer),0.650,1.160
1,11:39,3,3,DEN 45,0,0,Kyle Orton pass complete short right to Knowshon Moreno for -1 yards (tackle by Kevin Burnett and Tim Dobbins),1.160,-0.460
1,10:59,4,4,DEN 44,0,0,"Brett Kern punts 44 yards, fair catch by Darren Sproles. Penalty on Quentin Jammer: Offensive Holding, 6 yards",-0.460,0.380
1,10:49,1,10,SDG 6,0,0,Philip Rivers pass complete deep right to Malcom Floyd for 18 yards,-0.380,0.540
1,10:27,1,10,SDG 24,0,0,Philip Rivers pass incomplete deep middle intended for Vincent Jackson (defended by Champ Bailey),0.540,0.000
1,10:21,2,10,SDG 24,0,0,LaDainian Tomlinson middle for 1 yard (tackle by Andra Davis and Ronald Fields),0.000,-0.560
1,9:39,3,9,SDG 25,0,0,Philip Rivers pass complete short middle to Malcom Floyd for 20 yards (tackle by Champ Bailey),-0.560,1.930
1,8:56,1,10,SDG 45,0,0,Philip Rivers pass complete short middle to LaDainian Tomlinson for 25 yards (tackle by Andre' Goodman),1.930,3.580
1,8:09,1,10,DEN 30,0,0,Philip Rivers pass complete short left to Malcom Floyd for 13 yards (tackle by Andre' Goodman),3.580,4.440
1,7:38,1,10,DEN 17,0,0,LaDainian Tomlinson right tackle for 13 yards (tackle by Josh Barrett),4.440,6.280
1,6:54,1,4,DEN 4,0,0,LaDainian Tomlinson left end for -1 yards (tackle by Andra Davis and Renaldo Hill),6.280,5.150
1,6:16,2,5,DEN 5,0,0,LaDainian Tomlinson middle for 3 yards (tackle by Ryan McBean),5.150,4.950
1,5:36,,,,0,0,Timeout #1 by Denver Broncos,0.000,4.950
1,5:36,3,2,DEN 2,0,0,Darren Sproles middle for no gain (tackle by Robert Ayers and Darrell Reid),4.950,3.250
1,4:53,4,2,DEN 2,0,3,Nate Kaeding 20 yard field goal good,3.250,3.000
1,,,,SDG 30,6,3,"Nate Kaeding kicks off 63 yards, returned by Eddie Royal for 93 yards, touchdown",0.000,7.000
1,,,,SDG 2,7,3,Matt Prater kicks extra point good,0.000,0.000
1,,,,DEN 30,7,3,"Matt Prater kicks off 65 yards, returned by Darren Sproles for 21 yards (tackle by Darcel McBath)",0.000,0.670
1,4:33,1,10,SDG 26,7,3,Philip Rivers pass complete short right to LaDainian Tomlinson for 9 yards (tackle by Champ Bailey),0.670,1.350
1,4:08,2,1,SDG 35,7,3,Jacob Hester middle for 2 yards (tackle by Andra Davis),1.350,1.400
1,3:33,1,10,SDG 37,7,3,Philip Rivers pass complete short left to Vincent Jackson for 8 yards (tackle by Darcel McBath and Mario Haggan),1.400,1.940
1,2:58,2,2,SDG 45,7,3,LaDainian Tomlinson right end for 5 yards (tackle by Ronald Fields),1.940,2.260
1,2:12,1,10,,7,3,"Philip Rivers pass complete short middle to Mike Tolbert for 22 yards (tackle by Champ Bailey). Mike Tolbert fumbles (forced by Champ Bailey), ball out of bounds at DEN-28",2.260,3.710
1,1:40,1,10,DEN 28,7,3,Philip Rivers pass complete deep middle to Antonio Gates for 21 yards (tackle by Champ Bailey and Renaldo Hill),3.710,5.600
1,0:54,1,7,DEN 7,7,3,LaDainian Tomlinson left end for 4 yards (tackle by Darcel McBath),5.600,5.530
1,0:11,2,3,DEN 3,7,9,"Philip Rivers pass complete short middle to Vincent Jackson for 3 yards, touchdown",5.530,7.000
1,,,,DEN 2,7,10,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,7,10,"Nate Kaeding kicks off 62 yards, returned by Eddie Royal for 14 yards (tackle by Paul Oliver)",0.000,0.410
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 22,7,10,Correll Buckhalter middle for 3 yards (tackle by Antoine Cason),0.410,0.270
2,14:27,2,7,DEN 25,7,10,Correll Buckhalter right end for no gain (tackle by Quentin Jammer),0.270,-0.430
2,13:43,3,7,DEN 25,7,10,Kyle Orton pass complete short right to Correll Buckhalter for 11 yards (tackle by Eric Weddle),-0.430,1.330
2,13:03,1,10,DEN 36,7,10,Knowshon Moreno middle for 4 yards (tackle by Steve Gregory),1.330,1.330
2,12:29,2,6,DEN 40,7,10,Kyle Orton pass incomplete short left intended for Knowshon Moreno,1.330,0.630
2,12:26,3,6,DEN 40,7,10,Kyle Orton pass complete deep middle to Jabar Gaffney for 27 yards (tackle by Eric Weddle),0.630,3.380
2,11:51,1,10,SDG 33,7,10,Knowshon Moreno right end for 5 yards (tackle by Stephen Cooper and Shaun Phillips),3.380,3.510
2,11:09,2,5,SDG 28,7,10,Knowshon Moreno middle for 3 yards (tackle by Kevin Burnett),3.510,3.200
2,10:31,3,2,SDG 25,7,10,Knowshon Moreno left tackle for 6 yards (tackle by Jacques Cesaire and Kevin Burnett),3.200,4.310
2,9:49,1,10,SDG 19,7,10,Correll Buckhalter middle for 1 yard (tackle by Jacques Cesaire),4.310,3.880
2,9:06,2,9,SDG 18,7,10,"Penalty on Ryan Harris: False Start, 5 yards (no play)",3.880,3.220
2,8:46,2,14,SDG 23,7,10,Kyle Orton pass complete short left to Tony Scheffler for 7 yards (tackle by Kevin Ellison),3.220,3.410
2,8:08,3,7,SDG 16,7,10,"Kyle Orton pass incomplete intended for Brandon Marshall (defended by Steve Gregory). Penalty on Steve Gregory: Defensive Pass Interfere (Offsetting), Penalty on Brandon Marshall: Unsportsmanlike Conduct (Offsetting) (no play)",3.410,3.410
2,8:03,3,7,SDG 16,7,10,Kyle Orton pass incomplete short left intended for Eddie Royal,3.410,2.380
2,7:59,4,7,SDG 16,10,10,Matt Prater 34 yard field goal good,2.380,3.000
2,,,,DEN 30,10,10,"Matt Prater kicks off 59 yards, returned by Darren Sproles for 21 yards (tackle by David Bruton)",0.000,1.070
2,7:50,1,10,SDG 32,10,10,LaDainian Tomlinson right end for -1 yards (tackle by Marcus Thomas),1.070,0.390
2,7:13,2,11,SDG 31,10,10,Philip Rivers middle for 1 yard (tackle by Andra Davis),0.390,-0.160
2,6:26,3,10,SDG 32,10,10,Philip Rivers sacked by Andre' Goodman for -7 yards,-0.160,-1.700
2,6:11,4,17,SDG 25,16,10,"Mike Scifres punts 46 yards, returned by Eddie Royal for 71 yards, touchdown",-1.700,-7.000
2,,,,SDG 2,17,10,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,17,10,"Matt Prater kicks off 71 yards, returned by Darren Sproles for 30 yards (tackle by Peyton Hillis)",0.000,0.870
2,5:47,1,10,SDG 29,17,10,LaDainian Tomlinson middle for 4 yards (tackle by D.J. Williams),0.870,0.870
2,5:18,2,6,SDG 33,17,10,LaDainian Tomlinson middle for 3 yards (tackle by Darcel McBath),0.870,0.560
2,4:35,3,3,SDG 36,17,10,Philip Rivers pass complete short middle to Antonio Gates for 17 yards (tackle by D.J. Williams),0.560,2.460
