Quarter,Time,Tm,Detail,PHI,WAS
1.0,11:28,Eagles,Nelson Agholor 58 yard pass from Carson Wentz (Caleb Sturgis kick),7,0
2.0,13:23,Eagles,LeGarrette Blount 1 yard pass from Carson Wentz (Caleb Sturgis kick failed),13,0
,8:30,Redskins,Ryan Kerrigan 24 yard interception return (Dustin Hopkins kick),13,7
,1:17,Redskins,Chris Thompson 29 yard pass from Kirk Cousins (Dustin Hopkins kick),13,14
,0:00,Eagles,Caleb Sturgis 50 yard field goal,16,14
3.0,10:38,Eagles,Caleb Sturgis 42 yard field goal,19,14
,2:06,Redskins,Dustin Hopkins 33 yard field goal,19,17
4.0,1:59,Eagles,Caleb Sturgis 37 yard field goal,22,17
,1:29,Eagles,Fletcher Cox 20 yard fumble return (Alshon Jeffery pass from Carson Wentz),30,17
