Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
2,15:00,4,1,ATL 19,3,0,"Matthew Bosher punts 53 yards, returned by Golden Tate for 13 yards (tackle by Antone Smith)",-2.140,-1.660
2,14:49,1,10,SEA 41,3,0,Marshawn Lynch left guard for 7 yards (tackle by Corey Peters),1.660,2.070
2,14:13,2,3,SEA 48,3,0,Russell Wilson pass incomplete short right intended for Doug Baldwin,2.070,1.360
2,14:07,3,3,SEA 48,3,0,Russell Wilson pass complete deep left to Jermaine Kearse for 23 yards (tackle by Desmond Trufant),1.360,3.640
2,13:23,1,10,ATL 29,3,0,Marshawn Lynch left tackle for 6 yards (tackle by Paul Worrilow and William Moore),3.640,3.910
2,12:43,2,4,ATL 23,3,0,Marshawn Lynch right end for -2 yards (tackle by William Moore),3.910,2.940
2,12:05,3,6,ATL 25,3,0,Russell Wilson pass incomplete deep right intended for Golden Tate,2.940,1.830
,,,,,,,"ATL challenged the pass completion ruling, and the original play was overturned.",,
2,11:58,4,6,ATL 25,6,0,Steven Hauschka 43 yard field goal good,1.830,3.000
2,11:58,,,SEA 35,6,0,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,11:53,1,10,ATL 20,6,0,Matt Ryan pass complete short middle to Jason Snelling for 14 yards (tackle by Bruce Irvin),0.280,1.200
2,11:11,1,10,ATL 34,6,0,Matt Ryan pass complete short left to Jason Snelling for 4 yards (tackle by Bruce Irvin),1.200,1.200
2,10:41,2,6,ATL 38,6,0,Jacquizz Rodgers right guard for 17 yards (tackle by Richard Sherman),1.200,2.590
2,9:57,1,10,SEA 45,6,0,Matt Ryan pass complete short right to Jacquizz Rodgers for -4 yards (tackle by Walter Thurmond),2.590,1.500
2,9:25,2,14,SEA 49,6,0,Steven Jackson right tackle for 5 yards (tackle by Richard Sherman),1.500,1.490
2,8:42,3,9,SEA 44,6,0,Matt Ryan up the middle for 10 yards,1.490,3.310
2,8:03,1,10,SEA 34,6,0,Matt Ryan pass incomplete short left intended for Tony Gonzalez,3.310,2.770
2,7:58,2,10,SEA 34,6,0,Steven Jackson right end for 1 yard (tackle by Tony McDaniel),2.770,2.210
2,7:15,3,9,SEA 33,6,0,Matt Ryan pass complete short left to Harry Douglas for -2 yards (tackle by Walter Thurmond),2.210,0.970
2,6:37,4,11,SEA 35,6,3,Matt Bryant 53 yard field goal good,0.970,3.000
2,6:37,,,ATL 35,6,3,"Matt Bryant kicks off 65 yards, touchback",0.000,-0.280
2,6:30,1,10,SEA 20,6,3,Marshawn Lynch right end for 37 yards (tackle by Desmond Trufant and Thomas DeCoud),0.280,2.720
2,5:33,1,10,ATL 43,12,3,"Russell Wilson pass complete deep left to Jermaine Kearse for 43 yards, touchdown",2.720,7.000
2,5:33,,,ATL 2,13,3,Steven Hauschka kicks extra point good,0.000,0.000
2,5:33,,,SEA 35,13,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,5:33,1,10,ATL 20,13,3,Matt Ryan pass complete short left to Steven Jackson for 5 yards (tackle by Bobby Wagner),0.280,0.410
2,4:51,2,5,ATL 25,13,3,Matt Ryan pass complete short left to Harry Douglas for 4 yards (tackle by Walter Thurmond),0.410,0.230
2,4:06,3,1,ATL 29,13,3,Matt Ryan pass incomplete short right intended for Harry Douglas,0.230,-1.440
2,4:01,4,1,ATL 29,13,3,"Matthew Bosher punts 46 yards, fair catch by Golden Tate",-1.440,-0.610
2,3:53,1,10,SEA 25,13,3,Russell Wilson pass complete short right to Golden Tate for 46 yards (tackle by Akeem Dent and Joplo Bartu),0.610,3.640
2,3:00,1,10,ATL 29,13,3,Marshawn Lynch left end for 2 yards (tackle by Jonathan Babineaux),3.640,3.370
2,2:23,2,8,ATL 27,13,3,Marshawn Lynch up the middle for 1 yard (tackle by Akeem Dent),3.370,2.810
2,2:00,3,7,ATL 26,13,3,Russell Wilson pass incomplete short right intended for Doug Baldwin (defended by Desmond Trufant),2.810,1.740
2,1:56,4,7,ATL 26,16,3,Steven Hauschka 44 yard field goal good,1.740,3.000
2,1:56,,,SEA 35,16,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,1:52,1,10,ATL 20,16,3,Matt Ryan pass complete short middle to Jacquizz Rodgers for 10 yards (tackle by Bobby Wagner),0.280,0.940
2,1:32,1,10,ATL 30,16,3,Matt Ryan pass incomplete short left intended for Darius Johnson,0.940,0.390
2,1:28,2,10,ATL 30,16,3,Matt Ryan up the middle for 6 yards,0.390,0.390
2,1:21,2,10,ATL 30,16,3,Timeout #1 by Atlanta Falcons,0.390,0.500
2,1:21,3,4,ATL 36,16,3,Matt Ryan pass incomplete short left intended for Tony Gonzalez,0.500,-0.980
2,1:16,4,4,ATL 36,16,3,"Matthew Bosher punts 56 yards, returned by Golden Tate for 32 yards (tackle by Matthew Bosher)",-0.980,-1.600
2,1:03,1,10,SEA 40,16,3,Russell Wilson pass complete short left to Doug Baldwin for 4 yards (tackle by Robert Alford and Paul Worrilow),1.600,1.590
2,0:55,2,6,SEA 44,16,3,Russell Wilson pass complete short right to Doug Baldwin for 6 yards (tackle by Asante Samuel),1.590,2.260
2,0:36,1,10,,16,3,Russell Wilson pass complete short right to Jermaine Kearse for 9 yards (tackle by Asante Samuel),2.260,2.930
2,0:31,2,1,ATL 41,16,3,Russell Wilson pass complete short left to Doug Baldwin for 30 yards (tackle by Thomas DeCoud),2.930,2.930
2,0:23,2,1,ATL 41,16,3,Timeout #2 by Seattle Seahawks,2.930,4.840
2,0:23,1,10,ATL 11,16,3,"Penalty on Jermaine Kearse: False Start, 5 yards (no play)",4.840,4.340
2,0:23,1,15,ATL 16,16,3,Russell Wilson pass incomplete short middle intended for Jermaine Kearse,4.340,3.440
2,0:20,2,15,ATL 16,16,3,Russell Wilson left end for 10 yards (tackle by Robert Alford),3.440,3.440
2,0:08,2,15,ATL 16,16,3,Timeout #3 by Seattle Seahawks,3.440,4.210
2,0:08,3,5,ATL 6,22,3,"Russell Wilson pass complete short left to Golden Tate for 6 yards, touchdown",4.210,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:08,,,ATL 2,23,3,Steven Hauschka kicks extra point good,0.000,0.000
2,0:08,,,SEA 35,23,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,0:01,1,10,ATL 20,23,3,Matt Ryan kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,23,3,"Matt Bryant kicks off 67 yards, returned by Jermaine Kearse for 22 yards (tackle by Kevin Cone)",0.000,-0.280
3,14:53,1,10,SEA 20,23,3,Marshawn Lynch left guard for 11 yards (tackle by Desmond Trufant),0.280,1.000
3,14:15,1,10,SEA 31,23,3,Marshawn Lynch left tackle for 3 yards (tackle by Osi Umenyiora),1.000,0.870
3,13:35,2,7,SEA 34,23,3,Russell Wilson for 8 yards (tackle by Paul Worrilow),0.870,1.730
3,13:05,1,10,SEA 42,23,3,Marshawn Lynch left guard for 3 yards (tackle by Osi Umenyiora and Joplo Bartu),1.730,1.590
3,12:30,2,7,SEA 45,23,3,Marshawn Lynch left end for 2 yards (tackle by Jonathan Babineaux),1.590,1.160
3,11:49,3,5,SEA 47,23,3,"Penalty on Michael Bowie: False Start, 5 yards (no play)",1.160,0.500
3,11:35,3,10,SEA 42,23,3,Russell Wilson pass complete short right to Golden Tate for 11 yards (tackle by Asante Samuel),0.500,2.460
3,10:57,1,10,ATL 47,23,3,Marshawn Lynch right tackle for 4 yards (tackle by Thomas DeCoud and Paul Worrilow),2.460,2.450
3,10:07,2,6,ATL 43,23,3,Marshawn Lynch right end for 9 yards (tackle by Paul Worrilow),2.450,3.310
3,9:20,1,10,ATL 34,23,3,Russell Wilson pass incomplete deep right intended for Luke Willson (defended by Osi Umenyiora),3.310,2.770
3,9:15,2,10,ATL 34,23,3,Robert Turbin right end for -5 yards (tackle by Jonathan Babineaux),2.770,1.420
3,8:35,3,15,ATL 39,23,3,Russell Wilson pass complete short right to Golden Tate for 4 yards (tackle by Jonathan Massaquoi and Paul Worrilow),1.420,0.970
3,7:55,4,11,ATL 35,26,3,Steven Hauschka 53 yard field goal good,0.970,3.000
3,7:55,,,SEA 35,26,3,"Steven Hauschka kicks off 68 yards, returned by Jacquizz Rodgers for 21 yards (tackle by Heath Farwell)",0.000,-0.040
3,7:42,1,10,ATL 18,26,3,"Matt Ryan pass incomplete short left intended for Patrick DiMarco. Penalty on Bruce Irvin: Unnecessary Roughness, 15 yards (no play)",0.040,1.140
3,7:38,1,10,ATL 33,26,3,Steven Jackson right guard for 1 yard (tackle by Bobby Wagner),1.140,0.730
3,6:58,2,9,ATL 34,26,3,Matt Ryan pass complete short middle to Tony Gonzalez for 8 yards (tackle by Kam Chancellor),0.730,1.090
,,,,,,,"SEA challenged the first down ruling, and the original play was overturned.",,
3,6:16,3,1,ATL 42,26,3,Matt Ryan pass complete short right to Harry Douglas for 6 yards (tackle by Richard Sherman),1.090,2.130
3,5:40,1,10,ATL 48,26,3,Steven Jackson right end for -4 yards (tackle by Brandon Mebane),2.130,1.040
3,4:57,2,14,ATL 44,26,3,Matt Ryan pass complete short left to Jacquizz Rodgers for 6 yards (tackle by Bobby Wagner),1.040,1.160
3,4:16,3,8,,26,3,Matt Ryan pass complete short right to Tony Gonzalez for 9 yards (tackle by Kam Chancellor),1.160,2.850
3,3:41,1,10,SEA 41,26,3,Jacquizz Rodgers right guard for 11 yards (tackle by Kam Chancellor),2.850,3.580
3,3:12,1,10,SEA 30,26,3,Jacquizz Rodgers left guard for 3 yards (tackle by Bobby Wagner),3.580,3.440
3,2:30,2,7,SEA 27,26,3,"Matt Ryan sacked by Michael Bennett for -7 yards. Penalty on Michael Bennett: Roughing the Passer, 15 yards",3.440,4.310
3,2:14,1,10,SEA 19,26,3,Matt Ryan pass incomplete deep left intended for Roddy White (defended by Byron Maxwell),4.310,3.750
3,2:08,2,10,SEA 19,26,3,Matt Ryan pass incomplete short right intended for Roddy White,3.750,3.030
3,2:01,3,10,SEA 19,26,3,"Matt Ryan pass incomplete. Penalty on Chris Clemons: Defensive Offside, 5 yards (no play)",3.030,3.760
3,1:52,3,5,SEA 14,26,3,Matt Ryan pass complete short middle to Steven Jackson for 2 yards (tackle by Cliff Avril),3.760,2.730
3,1:07,4,3,SEA 12,26,9,"Matt Ryan pass complete short left to Darius Johnson for 12 yards, touchdown",2.730,7.000
3,1:07,,,SEA 2,26,10,Matt Bryant kicks extra point good,0.000,0.000
3,1:07,,,ATL 35,26,10,"Matt Bryant kicks off 65 yards, touchback",0.000,-0.280
3,1:02,1,10,SEA 20,26,10,Russell Wilson left end for 2 yards,0.280,0.000
3,0:22,2,8,SEA 22,26,10,Marshawn Lynch right end for 2 yards (tackle by Paul Worrilow),0.000,-0.430
Quarter,Time,Down,ToGo,Location,SEA,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,SEA 24,26,10,Russell Wilson pass complete deep left to Doug Baldwin for 27 yards (tackle by Desmond Trufant). Penalty on Robert Alford: Defensive Holding (Declined),-0.430,2.320
4,14:45,1,10,ATL 49,26,10,Marshawn Lynch left end for 13 yards (tackle by Akeem Dent and Paul Worrilow),2.320,3.180
4,13:59,1,10,ATL 36,26,10,Marshawn Lynch left tackle for 5 yards (tackle by Joplo Bartu and Jonathan Babineaux),3.180,3.310
4,13:14,2,5,ATL 31,26,10,Marshawn Lynch left end for 13 yards (tackle by Paul Worrilow),3.310,4.370
4,12:36,1,10,ATL 18,26,10,Robert Turbin right end for 4 yards (tackle by Paul Worrilow),4.370,4.430
4,11:40,2,6,ATL 14,26,10,Marshawn Lynch left end for 5 yards (tackle by Paul Worrilow),4.430,4.740
4,11:05,3,1,ATL 9,26,10,Robert Turbin right end for 1 yard (tackle by Jonathan Babineaux),4.740,4.740
4,10:19,3,1,ATL 9,26,10,Timeout #1 by Seattle Seahawks,4.740,5.370
4,10:19,1,8,ATL 8,26,10,Marshawn Lynch right guard for 5 yards (tackle by Osi Umenyiora and William Moore),5.370,5.530
4,9:40,2,3,ATL 3,26,10,Marshawn Lynch right guard for 2 yards (tackle by Corey Peters and Osi Umenyiora),5.530,5.170
4,8:54,3,1,ATL 1,32,10,"Marshawn Lynch left end for 1 yard, touchdown",5.170,7.000
4,8:54,,,ATL 2,33,10,Steven Hauschka kicks extra point good,0.000,0.000
4,8:54,,,SEA 35,33,10,"Steven Hauschka kicks off 71 yards, returned by Jacquizz Rodgers for 24 yards (tackle by Jermaine Kearse)",0.000,-0.040
4,8:42,1,10,ATL 18,33,10,"Matt Ryan sacked by Cliff Avril for -3 yards. Penalty on Cliff Avril: Horse Collar Tackle, 15 yards",0.040,0.940
4,8:11,1,10,ATL 30,33,10,Matt Ryan pass complete short middle to Harry Douglas for 6 yards (tackle by Walter Thurmond),0.940,1.200
4,7:36,2,4,ATL 36,33,10,Matt Ryan pass incomplete short right intended for Steven Jackson,1.200,0.500
4,7:31,3,4,ATL 36,33,10,"Matt Ryan sacked by Michael Bennett for -10 yards. Penalty on Kam Chancellor: Defensive Holding, 5 yards (no play)",0.500,1.660
4,7:16,1,10,ATL 41,33,10,Jason Snelling left guard for 7 yards (tackle by K.J. Wright and Kam Chancellor),1.660,2.070
4,6:51,2,3,ATL 48,33,10,Matt Ryan pass complete short middle to Harry Douglas for 1 yard (tackle by Walter Thurmond),2.070,1.490
4,6:16,3,2,ATL 49,33,10,"Matt Ryan pass complete short middle to Harry Douglas for 31 yards (tackle by Walter Thurmond). Harry Douglas fumbles (forced by Walter Thurmond), recovered by Walter Thurmond at SEA-14 (tackle by Jason Snelling)",1.490,0.350
4,6:02,1,10,SEA 12,33,10,Christine Michael right tackle for 3 yards (tackle by Travian Robertson),-0.350,-0.500
4,5:26,2,7,SEA 15,33,10,Russell Wilson pass complete short left to Golden Tate for 8 yards (tackle by Jonathan Massaquoi),-0.500,0.480
4,4:42,1,10,SEA 23,33,10,Christine Michael left tackle for 13 yards (tackle by Jonathan Massaquoi),0.480,1.330
4,3:59,1,10,SEA 36,33,10,Christine Michael for 7 yards (tackle by Paul Worrilow),1.330,1.740
4,3:52,2,3,SEA 43,33,10,Christine Michael right end for 1 yard (tackle by Peria Jerry),1.740,1.160
4,3:11,3,2,SEA 44,33,10,Christine Michael left tackle for 3 yards (tackle by William Moore),1.160,2.060
4,2:28,1,10,SEA 47,33,10,Christine Michael left end for 3 yards (tackle by Jonathan Babineaux),2.060,2.060
4,2:23,1,10,SEA 47,33,10,Timeout #1 by Atlanta Falcons,2.060,1.920
4,2:23,2,7,,33,10,"Christine Michael left tackle for 9 yards (tackle by Desmond Trufant). Penalty on Ricardo Lockette: Offensive Holding, 10 yards",1.920,1.790
4,2:10,2,8,SEA 49,33,10,Robert Turbin right end for 3 yards (tackle by Paul Worrilow),1.790,1.490
4,2:00,3,5,ATL 48,33,10,Christine Michael right end for -6 yards (tackle by Paul Worrilow),1.490,1.490
4,1:55,3,5,ATL 48,33,10,Timeout #2 by Atlanta Falcons,1.490,-0.320
4,1:55,4,11,SEA 46,33,10,"Jon Ryan punts 54 yards, touchback",-0.320,-0.280
4,1:46,1,10,ATL 20,33,10,Matt Ryan pass complete short middle to Jacquizz Rodgers for 8 yards (tackle by Bobby Wagner),0.280,0.810
4,1:24,2,2,ATL 28,33,10,Matt Ryan pass complete short middle to Jacquizz Rodgers for 8 yards (tackle by Bobby Wagner),0.810,0.810
4,1:17,2,2,ATL 28,33,10,Timeout #3 by Atlanta Falcons,0.810,1.330
4,1:17,1,10,ATL 36,33,10,Matt Ryan pass incomplete short right intended for Jacquizz Rodgers,1.330,0.790
4,1:11,2,10,ATL 36,33,10,Matt Ryan pass incomplete short left intended for Drew Davis (defended by Byron Maxwell),0.790,0.100
4,0:58,3,10,ATL 36,33,10,"Matt Ryan pass complete short middle to Tony Gonzalez for 12 yards (tackle by Bobby Wagner). Matt Ryan fumbles, recovered by Matt Ryan at ATL-30",0.100,2.130
4,0:44,1,10,ATL 48,33,10,Matt Ryan pass complete short left to Harry Douglas for 3 yards (tackle by Walter Thurmond),2.130,1.990
4,0:23,2,7,SEA 49,33,10,Matt Ryan pass complete short middle to Jason Snelling for 7 yards (tackle by Bobby Wagner),1.990,2.790
4,0:02,1,10,SEA 42,33,10,Matt Ryan pass incomplete short right intended for Jason Snelling,2.790,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
