Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Texans to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Andrew Franks kicks off 64 yards, returned by Keith Mumphery for 41 yards (tackle by Zach Vigil)",,
1,14:54,1,10,HOU 42,0,0,Brian Hoyer pass incomplete deep right intended for DeAndre Hopkins,1.730,1.190
1,14:49,2,10,HOU 42,0,0,Arian Foster left tackle for -2 yards (tackle by Jelani Jenkins),1.190,0.230
1,14:09,3,12,HOU 40,0,0,Brian Hoyer pass incomplete short right intended for Nate Washington (defended by Cameron Wake),0.230,-0.720
1,14:04,4,12,HOU 40,0,0,"Shane Lechler punts 55 yards, returned by Jarvis Landry for 7 yards (tackle by Akeem Dent)",-0.720,0.350
1,13:51,1,10,MIA 12,0,0,Ryan Tannehill pass complete short right to Lamar Miller for 1 yard (tackle by Brian Cushing),-0.350,-0.700
1,13:16,2,9,MIA 13,0,0,Ryan Tannehill pass complete short left to Jarvis Landry for 9 yards (tackle by Andre Hal),-0.700,0.410
1,12:44,1,10,MIA 22,0,0,Lamar Miller middle for 13 yards (tackle by Jadeveon Clowney and Rahim Moore),0.410,1.270
1,12:07,1,10,MIA 35,0,0,Ryan Tannehill pass complete short right to Jarvis Landry for 5 yards (tackle by Andre Hal),1.270,1.400
1,11:39,2,5,MIA 40,0,0,Lamar Miller for 7 yards (tackle by A.J. Bouye). Penalty on Jadeveon Clowney: Defensive Offside (Declined),1.400,2.060
1,11:06,1,10,MIA 47,0,6,"Ryan Tannehill pass complete short left to Rishard Matthews for 53 yards, touchdown",2.060,7.000
1,11:06,,,HOU 47,0,7,Andrew Franks kicks extra point good,0.000,0.000
1,11:06,,,MIA 35,0,7,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
1,10:57,1,10,HOU 20,0,7,Arian Foster right end for 2 yards (tackle by Michael Thomas),0.280,0.000
1,10:20,2,8,HOU 22,0,7,Arian Foster right tackle for -5 yards (tackle by Koa Misi),0.000,-1.510
1,9:49,3,13,HOU 17,0,7,Brian Hoyer pass incomplete short right intended for Jaelen Strong (defended by Jamar Taylor),-1.510,-2.320
1,9:38,4,13,HOU 17,0,7,"Shane Lechler punts 55 yards, fair catch by Jarvis Landry",-2.320,-0.810
1,9:34,1,10,MIA 28,0,7,Lamar Miller right tackle for no gain (tackle by Jared Crick and J.J. Watt),0.810,0.260
1,8:57,2,10,MIA 28,0,7,Ryan Tannehill pass complete short left to Jarvis Landry for 9 yards (tackle by Justin Tuggle),0.260,0.760
1,8:31,3,1,MIA 37,0,7,Jonas Gray right tackle for no gain (tackle by Brian Cushing),0.760,-0.910
1,8:03,4,1,MIA 37,0,7,Matt Darr punts 53 yards,-0.910,0.380
1,7:52,1,10,HOU 10,0,7,Brian Hoyer pass incomplete short left intended for DeAndre Hopkins (defended by Brent Grimes),-0.380,-0.780
1,7:49,2,10,HOU 10,0,7,Brian Hoyer pass complete short middle to Arian Foster for 7 yards (tackle by Koa Misi),-0.780,-0.600
1,7:15,3,3,HOU 17,0,7,Brian Hoyer pass incomplete deep left intended for DeAndre Hopkins,-0.600,-2.320
1,7:04,4,3,HOU 17,0,7,Shane Lechler punts 33 yards,-2.320,-2.260
1,7:00,1,10,HOU 50,0,13,"Ryan Tannehill pass complete short left to Jarvis Landry for 50 yards, touchdown",2.260,7.000
1,7:00,,,HOU 50,0,14,Andrew Franks kicks extra point good,0.000,0.000
1,7:00,,,MIA 35,0,14,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
1,6:45,1,10,HOU 20,0,14,Chris Polk right tackle for no gain (tackle by Terrence Fede),0.280,-0.270
1,6:09,2,10,HOU 20,0,14,Chris Polk middle for -3 yards (tackle by Ndamukong Suh),-0.270,-1.510
1,5:27,3,13,HOU 17,0,14,Brian Hoyer pass incomplete short right intended for Keith Mumphery. Penalty on Chris Clark: Illegal Use of Hands (Declined),-1.510,-2.320
1,5:20,4,13,HOU 17,0,14,"Shane Lechler punts 35 yards, returned by Jarvis Landry for 7 yards (tackle by Jon Weeks)",-2.320,-2.590
1,5:10,1,10,HOU 45,0,14,Lamar Miller right guard for 29 yards (tackle by Johnathan Joseph),2.590,4.510
1,4:31,1,10,HOU 16,0,14,Lamar Miller right guard for 3 yards (tackle by Jared Crick),4.510,4.390
1,3:52,2,7,HOU 13,0,14,Lamar Miller left guard for 3 yards (tackle by Justin Tuggle),4.390,4.170
1,3:11,3,4,HOU 10,0,20,"Ryan Tannehill pass complete short right to Jarvis Landry for 10 yards, touchdown",4.170,7.000
1,3:11,,,HOU 10,0,21,Andrew Franks kicks extra point good,0.000,0.000
1,3:11,,,MIA 35,0,21,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
1,3:03,1,10,HOU 20,0,21,Brian Hoyer pass incomplete short right intended for Arian Foster,0.280,-0.270
1,2:59,2,10,HOU 20,0,21,Arian Foster right guard for 1 yard (tackle by Earl Mitchell),-0.270,-0.820
1,2:22,3,9,HOU 21,0,21,Brian Hoyer pass incomplete short middle intended for Garrett Graham,-0.820,-1.960
1,2:17,4,9,HOU 21,0,21,"Shane Lechler punts 54 yards, returned by Jarvis Landry for -8 yards (tackle by Brian Peters)",-1.960,0.060
1,2:00,1,10,MIA 17,0,21,Lamar Miller left end for 8 yards (tackle by Kevin Johnson),-0.060,0.620
1,1:16,2,2,MIA 25,0,21,Lamar Miller middle for 6 yards (tackle by Whitney Mercilus),0.620,1.000
1,0:55,1,10,MIA 31,0,21,Ryan Tannehill middle for 3 yards (tackle by Brandon Dunn),1.000,0.870
1,0:19,2,7,MIA 34,0,21,Ryan Tannehill pass complete short right to Rishard Matthews for 10 yards (tackle by Johnathan Joseph),0.870,1.860
Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 44,0,21,Lamar Miller right guard for 2 yards (tackle by Jadeveon Clowney),1.860,1.590
2,14:23,2,8,MIA 46,0,27,"Ryan Tannehill pass complete short left to Lamar Miller for 54 yards, touchdown",1.590,7.000
2,14:23,,,HOU 46,0,28,Andrew Franks kicks extra point good,0.000,0.000
2,14:23,,,MIA 35,0,28,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
2,14:10,1,10,HOU 20,0,28,Brian Hoyer pass incomplete short right intended for C.J. Fiedorowicz,0.280,-0.270
2,14:03,2,10,HOU 20,0,34,"Brian Hoyer pass incomplete short left intended for C.J. Fiedorowicz is intercepted by Reshad Jones at HOU-23 and returned for 23 yards, touchdown",-0.270,-7.000
2,13:56,,,HOU 20,0,35,Andrew Franks kicks extra point good,0.000,0.000
2,13:56,,,MIA 35,0,35,"Andrew Franks kicks off 67 yards, returned by Keith Mumphery for 25 yards (tackle by Bobby McCain)",0.000,-0.480
2,13:51,1,10,HOU 23,0,35,Arian Foster right guard for 4 yards (tackle by Jamar Taylor),0.480,0.470
2,13:21,2,6,HOU 27,0,35,"Brian Hoyer sacked by Cameron Wake for -6 yards. Brian Hoyer fumbles (forced by Cameron Wake), recovered by Brian Hoyer at HOU-26",0.470,-0.360
2,12:34,3,7,HOU 26,0,35,Brian Hoyer pass incomplete short left intended for Nate Washington,-0.360,-1.630
2,12:26,4,7,HOU 26,0,35,"Shane Lechler punts 52 yards, returned by Jarvis Landry for 4 yards (tackle by Charles James)",-1.630,-0.670
2,12:17,1,10,MIA 26,0,35,Lamar Miller right tackle for 1 yard (tackle by J.J. Watt),0.670,0.270
2,11:41,2,9,MIA 27,0,35,Ryan Tannehill pass complete short middle to Rishard Matthews for 12 yards (tackle by John Simon),0.270,1.530
2,11:03,1,10,MIA 39,0,35,Lamar Miller middle for 7 yards (tackle by John Simon),1.530,1.930
2,10:20,2,3,MIA 46,0,35,Jarvis Landry right end for 5 yards (tackle by John Simon),1.930,2.320
2,9:43,1,10,HOU 49,0,35,"Ryan Tannehill pass incomplete. Penalty on Andre Hal: Illegal Contact, 5 yards (no play)",2.320,2.650
2,9:36,1,10,HOU 44,0,35,Lamar Miller right end for 5 yards (tackle by Akeem Dent),2.650,2.780
2,9:04,2,5,HOU 39,0,35,Ryan Tannehill sacked by John Simon for -8 yards. Penalty on MIA: Illegal Shift (Declined),2.780,1.030
2,8:30,3,13,HOU 47,0,35,Ryan Tannehill pass complete short right to Lamar Miller for 6 yards (tackle by Johnathan Joseph),1.030,0.530
2,8:15,4,7,HOU 41,0,35,"Matt Darr punts 41 yards, touchback. Penalty on MIA: Illegal Formation, 5 yards",0.530,-0.610
2,8:06,1,10,HOU 25,0,35,Brian Hoyer pass incomplete short middle intended for DeAndre Hopkins (defended by Ndamukong Suh),0.610,0.060
2,7:59,2,10,HOU 25,0,35,Brian Hoyer pass complete short right to Nate Washington for 10 yards (tackle by Jamar Taylor),0.060,1.270
2,7:44,1,10,HOU 35,0,35,Arian Foster right guard for no gain (tackle by Ndamukong Suh),1.270,0.720
2,7:10,2,10,HOU 35,0,35,Brian Hoyer pass complete short left to DeAndre Hopkins for 10 yards,0.720,1.930
2,7:10,1,10,HOU 45,0,35,Arian Foster left end for 3 yards (tackle by Earl Mitchell),1.930,1.790
2,6:41,2,7,HOU 48,0,35,Brian Hoyer pass complete short left to DeAndre Hopkins for 8 yards (tackle by Reshad Jones),1.790,2.650
2,6:10,1,10,MIA 44,0,35,Brian Hoyer pass incomplete short left intended for Chris Polk,2.650,2.110
2,6:02,2,10,MIA 44,0,35,Arian Foster left guard for 11 yards (tackle by Reshad Jones),2.110,3.380
2,5:39,1,10,MIA 33,0,35,Brian Hoyer pass incomplete short left intended for Keith Mumphery,3.380,2.840
2,5:35,2,10,MIA 33,0,35,Chris Polk left tackle for 2 yards (tackle by Reshad Jones),2.840,2.410
2,4:58,3,8,MIA 31,0,35,Brian Hoyer pass complete short right to Nate Washington for 15 yards (tackle by Reshad Jones),2.410,4.510
2,4:23,1,10,MIA 16,0,35,Brian Hoyer pass incomplete short middle intended for Garrett Graham (defended by Bobby McCain),4.510,3.900
2,4:17,2,10,MIA 16,0,35,Brian Hoyer pass incomplete short middle intended for Garrett Graham (defended by Reshad Jones),3.900,3.080
2,4:13,3,10,MIA 16,0,35,"Brian Hoyer sacked for -12 yards. Penalty on Olivier Vernon: Defensive Offside, 5 yards (no play)",3.080,3.940
2,3:56,3,5,MIA 11,0,35,Arian Foster left guard for 2 yards (tackle by Ndamukong Suh and C.J. Mosley),3.940,3.940
2,3:33,3,5,MIA 11,0,35,Timeout #1 by Houston Texans,3.940,3.940
2,3:33,3,5,MIA 11,0,35,Timeout #1 by Miami Dolphins,3.940,2.930
2,3:33,4,3,MIA 9,0,35,Brian Hoyer pass incomplete short left intended for Jonathan Grimes (defended by Bobby McCain),2.930,0.380
2,3:30,1,10,MIA 9,0,35,Lamar Miller middle for 6 yards (tackle by Jared Crick),-0.380,-0.280
2,3:02,2,4,MIA 15,0,41,"Lamar Miller right tackle for 85 yards, touchdown",-0.280,7.000
2,3:02,,,HOU 15,0,41,Andrew Franks kicks extra point no good,0.000,-1.000
2,3:02,,,MIA 35,0,41,"Andrew Franks kicks off 69 yards, returned by Keith Mumphery for 22 yards (tackle by Bobby McCain)",0.000,-0.040
2,2:33,1,10,HOU 18,0,41,Arian Foster middle for 11 yards (tackle by Terrence Fede and Earl Mitchell),0.040,0.870
2,2:14,1,10,HOU 29,0,41,Brian Hoyer pass complete short left to DeAndre Hopkins for 11 yards (tackle by Reshad Jones),0.870,1.600
2,2:00,1,10,HOU 40,0,41,Brian Hoyer sacked by Ndamukong Suh for -7 yards,1.600,0.110
2,1:45,2,17,HOU 33,0,41,Brian Hoyer sacked by Ndamukong Suh for -8 yards,0.110,0.110
2,1:31,2,17,HOU 33,0,41,Timeout #2 by Houston Texans,0.110,-1.620
2,1:31,3,25,HOU 25,0,41,"Brian Hoyer sacked by Cameron Wake for -5 yards. Brian Hoyer fumbles (forced by Cameron Wake), recovered by Chris Clark at HOU-19",-1.620,-1.620
