Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
2,1:24,3,25,HOU 25,0,41,Timeout #2 by Miami Dolphins,-1.620,-2.140
2,1:24,4,31,HOU 19,0,41,"Shane Lechler punts 47 yards, returned by Jarvis Landry for 2 yards (tackle by Charles James). Penalty on Charles James: Player Out of Bounds on Punt, 5 yards (no play)",-2.140,-2.470
2,1:16,4,36,HOU 14,0,41,"Shane Lechler punts 50 yards, returned by Jarvis Landry for 16 yards (tackle by Jay Prosch). Penalty on Michael Thomas: Offensive Holding, 10 yards",-2.470,-0.670
2,1:03,1,10,MIA 26,0,41,Ryan Tannehill pass complete short left to Jordan Cameron for 12 yards (tackle by Darryl Morris),0.670,1.470
2,0:56,1,10,MIA 38,0,41,"Ryan Tannehill pass complete deep right to DeVante Parker for 35 yards (tackle by A.J. Bouye). Penalty on Jordan Cameron: Illegal Formation (Offsetting), Penalty on A.J. Bouye: Defensive Pass Interference (Offsetting) (no play)",1.470,1.470
2,0:50,1,10,MIA 38,0,41,Ryan Tannehill sacked by Jadeveon Clowney for -13 yards,1.470,-0.830
2,0:14,2,23,MIA 25,0,41,Jonas Gray left guard for -1 yards (tackle by Jadeveon Clowney),-0.830,-1.620
Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,41,"Nick Novak kicks off 70 yards, returned by Damien Williams for 30 yards (tackle by Akeem Dent)",0.000,0.610
3,14:54,1,10,MIA 25,0,41,Damien Williams right guard for no gain (tackle by J.J. Watt),0.610,0.060
3,14:22,2,10,MIA 25,0,41,Damien Williams middle for -1 yards (tackle by Akeem Dent),0.060,-0.760
3,13:47,3,11,MIA 24,0,41,Jonas Gray right guard for 4 yards (tackle by John Simon and Eddie Pleasant),-0.760,-1.500
3,13:07,4,7,MIA 28,0,41,"Matt Darr punts 55 yards, returned by Keith Mumphery for 7 yards (tackle by Zackary Bowman)",-1.500,-0.540
3,12:56,1,10,HOU 24,0,41,Arian Foster left guard for 4 yards (tackle by Michael Thomas),0.540,0.540
3,12:31,2,6,HOU 28,0,41,Arian Foster left guard for 1 yard (tackle by Reshad Jones),0.540,-0.030
3,11:57,3,5,HOU 29,0,41,Brian Hoyer pass complete short left to Nate Washington for 9 yards (tackle by Jamar Taylor),-0.030,1.470
3,11:28,1,10,HOU 38,0,41,Arian Foster right tackle for 1 yard (tackle by Jelani Jenkins),1.470,1.060
3,10:48,2,9,HOU 39,0,41,Brian Hoyer pass incomplete short left intended for DeAndre Hopkins (defended by Brent Grimes),1.060,1.060
3,10:42,2,9,HOU 39,0,41,Timeout #1 by Houston Texans,1.060,0.370
3,10:42,3,9,HOU 39,0,41,Brian Hoyer pass incomplete short left intended for DeAndre Hopkins,0.370,-0.780
3,10:38,4,9,HOU 39,0,41,"Shane Lechler punts 50 yards, returned by Rishard Matthews for 9 yards (tackle by Charles James)",-0.780,-0.280
3,10:29,1,10,MIA 20,0,41,Ryan Tannehill sacked by J.J. Watt for -11 yards,0.280,-1.580
3,9:53,2,21,MIA 9,0,41,Damien Williams for 19 yards (tackle by Johnathan Joseph),-1.580,0.100
3,9:27,3,2,MIA 28,0,41,"Damien Williams right guard for 1 yard (tackle by Jared Crick). Damien Williams fumbles (forced by Jared Crick), recovered by Johnathan Joseph at MIA-31 (tackle by DeVante Parker)",0.100,-3.510
3,9:12,1,10,MIA 31,0,41,Brian Hoyer pass incomplete short right intended for Nate Washington,3.510,2.970
3,9:09,2,10,MIA 31,0,41,Brian Hoyer pass complete deep left to Arian Foster for 21 yards (tackle by Kelvin Sheppard),2.970,4.910
3,8:51,1,10,MIA 10,0,41,Arian Foster left guard for 3 yards (tackle by Derrick Shelby),4.910,4.760
3,8:28,2,7,MIA 7,6,41,"Brian Hoyer pass complete short left to Arian Foster for 7 yards, touchdown",4.760,7.000
3,8:28,,,MIA 7,6,41,Nick Novak kicks extra point no good,0.000,-1.000
3,8:28,,,HOU 35,6,41,"Nick Novak kicks off 74 yards, returned by Damien Williams for 34 yards (tackle by Eddie Pleasant)",0.000,-0.610
3,8:07,1,10,MIA 25,6,41,Jonas Gray right end for 15 yards (tackle by Justin Tuggle),0.610,1.600
3,7:28,1,10,MIA 40,6,41,Jonas Gray middle for no gain (tackle by J.J. Watt),1.600,1.050
3,6:54,2,10,MIA 40,6,41,Ryan Tannehill sacked by J.J. Watt for -9 yards,1.050,-0.820
3,6:14,3,19,MIA 31,6,41,Jonas Gray middle for 4 yards (tackle by Jadeveon Clowney). Penalty on Mike Pouncey: Offensive Holding (Declined),-0.820,-1.040
3,5:48,4,15,MIA 35,6,41,"Matt Darr punts 47 yards, out of bounds",-1.040,-0.040
3,5:41,1,10,HOU 18,6,41,Brian Hoyer pass complete deep left to Nate Washington for 23 yards (tackle by Jamar Taylor),0.040,1.660
3,5:27,1,10,HOU 41,6,41,Brian Hoyer pass complete short middle to Nate Washington for 9 yards (tackle by Kelvin Sheppard),1.660,2.340
3,5:03,2,1,MIA 50,6,41,Brian Hoyer pass complete short middle to Arian Foster for 26 yards (tackle by Brent Grimes and Jamar Taylor),2.340,3.970
3,4:34,1,10,MIA 24,6,41,"Brian Hoyer pass complete short middle to DeAndre Hopkins for 7 yards (tackle by Jelani Jenkins). DeAndre Hopkins fumbles (forced by Jelani Jenkins), recovered by Garrett Graham at MIA-15",3.970,4.850
3,3:56,2,1,MIA 15,6,41,Arian Foster left guard for 5 yards (tackle by Michael Thomas),4.850,4.910
3,3:14,1,10,MIA 10,6,41,Alfred Blue right guard for 3 yards (tackle by Spencer Paysinger),4.910,4.760
3,2:49,2,7,MIA 7,6,41,Alfred Blue right guard for 3 yards (tackle by Koa Misi),4.760,4.490
3,2:09,3,4,MIA 4,6,41,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 2 yards (no play)",4.490,4.950
3,1:51,3,2,MIA 2,12,41,"Arian Foster middle for 2 yards, touchdown. Penalty on Olivier Vernon: Defensive Offside (Declined)",4.950,7.000
3,1:51,,,MIA 2,13,41,Nick Novak kicks extra point good,0.000,0.000
3,1:51,,,HOU 35,13,41,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
3,1:45,1,10,MIA 20,13,41,Ryan Tannehill pass complete short middle to Damien Williams for 8 yards (tackle by Jadeveon Clowney),0.280,0.810
3,1:04,2,2,MIA 28,13,41,Ryan Tannehill pass complete short left to Dion Sims for -3 yards (tackle by Max Bullough),0.810,-0.300
3,0:35,3,5,MIA 25,13,41,"Ryan Tannehill pass complete short right to Damien Williams for 2 yards (tackle by Rahim Moore). Penalty on Ja'Wuan James: Offensive Holding, 10 yards",-0.300,-1.510
Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,MIA 17,13,41,Ryan Tannehill pass complete short right to Jonas Gray for 10 yards (tackle by John Simon and Jumal Rolle),-1.510,-1.570
4,14:16,4,3,MIA 27,13,41,"Matt Darr punts 50 yards, returned by Keith Mumphery for 14 yards (tackle by Neville Hewitt)",-1.570,-1.400
4,14:04,1,10,HOU 37,13,41,Brian Hoyer pass complete short right to Arian Foster for 5 yards (tackle by Bobby McCain),1.400,1.530
4,13:48,2,5,HOU 42,13,41,Brian Hoyer pass complete short left to Chris Polk for 6 yards (tackle by Zach Vigil),1.530,2.130
4,13:31,1,10,HOU 48,13,41,Brian Hoyer pass complete short middle to Chris Polk for 8 yards (tackle by Michael Thomas),2.130,2.660
4,13:02,2,2,MIA 44,13,41,Chris Polk middle for 5 yards (tackle by Jordan Phillips),2.660,2.980
4,12:33,1,10,MIA 39,13,41,"Brian Hoyer pass incomplete deep middle intended for DeAndre Hopkins is intercepted by Michael Thomas at MIA-15 and returned for 36 yards. Penalty on Derrick Shelby: Defensive Offside, 5 yards (no play)",2.980,3.710
4,12:16,1,5,MIA 34,13,41,Brian Hoyer pass incomplete short right intended for Garrett Graham,3.710,3.120
4,12:12,2,5,MIA 34,13,41,Brian Hoyer pass incomplete short right intended for Nate Washington,3.120,2.410
4,12:07,3,5,MIA 34,13,41,Brian Hoyer pass complete short left to Nate Washington for 7 yards (tackle by Jamar Taylor),2.410,3.780
4,11:36,1,10,MIA 27,19,41,"Brian Hoyer pass complete short left to Nate Washington for 27 yards, touchdown",3.780,7.000
4,11:36,,,MIA 27,20,41,Nick Novak kicks extra point good,0.000,0.000
4,11:36,,,HOU 35,20,41,"Nick Novak kicks off 65 yards, touchback",0.000,-0.280
4,11:27,1,10,MIA 20,20,41,"Ryan Tannehill pass incomplete deep left intended for Jordan Cameron (defended by Darryl Morris). Penalty on Jadeveon Clowney: Roughing the Passer, 15 yards (no play)",0.280,1.270
4,11:22,1,10,MIA 35,20,41,Jonas Gray right end for 2 yards (tackle by Jumal Rolle and Max Bullough),1.270,0.990
4,10:45,2,8,MIA 37,20,41,"Ryan Tannehill pass complete short left to Greg Jennings for 5 yards (tackle by Eddie Pleasant). Penalty on Dion Sims: Offensive Holding, 10 yards (no play)",0.990,-0.360
4,10:21,2,18,MIA 27,20,41,Ryan Tannehill pass complete short right to Greg Jennings for 23 yards (tackle by Charles James),-0.360,2.260
4,9:54,1,10,HOU 50,20,41,Ryan Tannehill pass complete short right to Jordan Cameron for 11 yards,2.260,2.980
4,9:17,1,10,HOU 39,20,41,Jonas Gray left guard for 1 yard (tackle by Jadeveon Clowney),2.980,2.580
4,8:39,2,9,HOU 38,20,41,Jonas Gray left guard for 3 yards (tackle by Brian Cushing and Christian Covington),2.580,2.280
4,7:51,3,6,HOU 35,20,41,Ryan Tannehill pass incomplete short right intended for Dion Sims,2.280,0.970
4,7:46,4,6,HOU 35,20,44,Andrew Franks 53 yard field goal good,0.970,3.000
4,7:46,,,MIA 35,20,44,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
4,7:41,1,10,HOU 20,20,44,Brian Hoyer pass complete deep left to Nate Washington for 22 yards (tackle by Jamar Taylor),0.280,1.730
4,7:25,1,10,HOU 42,20,44,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",1.730,2.460
4,7:25,1,5,HOU 47,20,44,Brian Hoyer pass incomplete short right intended for Nate Washington (defended by Ndamukong Suh),2.460,1.860
4,7:08,2,5,HOU 47,20,44,Alfred Blue right guard for 2 yards (tackle by Ndamukong Suh),1.860,1.860
4,6:35,2,5,HOU 47,20,44,Timeout #2 by Houston Texans,1.860,1.420
4,6:35,3,3,HOU 49,20,44,Brian Hoyer pass complete short right to DeAndre Hopkins for 7 yards (tackle by Brent Grimes),1.420,2.650
4,6:08,1,10,MIA 44,20,44,Brian Hoyer pass incomplete short right intended for Arian Foster,2.650,2.110
4,6:02,2,10,MIA 44,20,44,Arian Foster middle for 11 yards (tackle by Neville Hewitt),2.110,3.380
4,5:37,1,10,MIA 33,20,44,Brian Hoyer pass complete deep right to Keith Mumphery for 16 yards. Penalty on Ndamukong Suh: Defensive Offside (Declined),3.380,4.440
4,5:28,1,10,MIA 17,20,44,Arian Foster middle for 5 yards (tackle by C.J. Mosley),4.440,4.690
4,4:54,2,5,MIA 12,20,44,Brian Hoyer pass incomplete short middle intended for Nate Washington,4.690,3.880
4,4:48,3,5,MIA 12,20,44,Brian Hoyer pass complete short middle to DeAndre Hopkins for 7 yards (tackle by Reshad Jones),3.880,6.060
4,4:09,1,5,MIA 5,20,44,Brian Hoyer pass incomplete short right intended for Nate Washington,6.060,5.150
4,4:04,2,5,MIA 5,26,44,"Brian Hoyer pass complete short right to Nate Washington for 5 yards, touchdown",5.150,7.000
4,4:04,2,,MIA 5,26,44,"Two Point Attempt: Brian Hoyer pass incomplete intended for Jonathan Grimes, conversion fails",5.150,-1.000
4,4:04,,,HOU 35,26,44,"Nick Novak kicks onside 10 yards, recovered by Michael Thomas",0.000,-2.590
4,3:58,1,10,HOU 45,26,44,Jonas Gray left guard for 8 yards (tackle by Brian Cushing),2.590,3.120
4,3:21,2,2,HOU 37,26,44,Jonas Gray left end for 16 yards (tackle by Jadeveon Clowney),3.120,4.170
4,2:40,1,10,HOU 21,26,44,Jonas Gray middle for -4 yards (tackle by J.J. Watt),4.170,4.170
4,2:31,1,10,HOU 21,26,44,Timeout #3 by Houston Texans,4.170,3.090
4,2:31,2,14,HOU 25,26,44,Matt Moore pass complete short left to Greg Jennings for 14 yards (tackle by Whitney Mercilus and Darryl Morris),3.090,4.840
4,2:00,1,10,HOU 11,26,44,Matt Moore kneels for -1 yards,4.840,3.980
4,1:39,2,11,HOU 12,26,44,Matt Moore kneels for no gain,3.980,3.110
4,0:44,3,11,HOU 12,26,44,Matt Moore kneels for -1 yards,3.110,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
