Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
2,10:55,2,11,NYG 29,3,3,Brock Purdy pass complete short right to Elijah Mitchell for -2 yards (tackle by Micah McFadden),3.030,2.080
2,10:17,3,13,NYG 31,3,3,Brock Purdy pass complete short right to Christian McCaffrey for 17 yards (tackle by Leonard Williams),2.080,4.650
2,9:33,1,10,NYG 14,3,3,Christian McCaffrey left tackle for 4 yards (tackle by Micah McFadden),4.650,4.710
2,8:53,2,6,NYG 10,3,3,"Christian McCaffrey right tackle for no gain. Penalty on Colton McKivitz: Offensive Holding, 10 yards (offset) . Penalty on Jihad Ward: Face Mask (15 Yards), 15 yards (offset) (no play)",4.710,4.710
2,8:37,2,6,NYG 10,3,3,Christian McCaffrey left guard for 1 yard (tackle by Bobby Okereke and Kayvon Thibodeaux),4.710,4.050
2,7:53,3,5,NYG 9,3,9,"Brock Purdy pass complete short left to Ronnie Bell for 9 yards, touchdown. Penalty on Oshane Ximines: Defensive Offside, 5 yards (declined)",4.050,7.000
2,7:49,,,NYG 15,3,10,Jake Moody kicks extra point good,0.000,0.000
2,7:49,,,SFO 35,3,10,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
2,7:49,1,10,NYG 25,3,10,Daniel Jones pass incomplete short left,0.610,0.060
2,7:41,2,10,NYG 25,3,10,Daniel Jones pass complete short left to Matt Breida for 8 yards (tackle by Fred Warner),0.060,0.430
2,6:59,3,2,NYG 33,3,10,Daniel Jones sacked by Javon Hargrave for -8 yards,0.430,-1.700
2,6:21,4,10,NYG 25,3,10,"Jamie Gillan punts 48 yards, fair catch by Ray-Ray McCloud at SF-27",-1.700,-0.740
2,6:13,1,10,SFO 27,3,10,Brock Purdy pass incomplete short left intended for Deebo Samuel,0.740,0.200
2,6:08,2,10,SFO 27,3,10,Brock Purdy pass complete short right to Elijah Mitchell for 9 yards (tackle by Kayvon Thibodeaux and Isaiah Simmons),0.200,0.700
2,5:27,3,1,SFO 36,3,10,Christian McCaffrey left tackle for 12 yards (tackle by Deonte Banks),0.700,2.130
2,4:46,1,10,SFO 48,3,10,Elijah Mitchell right end for 18 yards (tackle by Xavier McKinney),2.130,3.310
2,4:06,1,10,NYG 34,3,10,Elijah Mitchell up the middle for 1 yard (tackle by Leonard Williams),3.310,2.910
2,3:22,2,9,NYG 33,3,10,Brock Purdy pass complete short middle to Ronnie Bell for 15 yards (tackle by Xavier McKinney),2.910,4.370
2,2:39,1,10,NYG 18,3,10,Elijah Mitchell right tackle for 5 yards (tackle by Micah McFadden),4.370,4.610
2,2:00,2,5,NYG 13,3,10,"Deebo Samuel left end for 2 yards (tackle by Deonte Banks). Penalty on Trent Williams: Offensive Holding, 10 yards (accepted)",4.610,3.420
2,1:56,2,13,NYG 21,3,10,Brock Purdy pass complete short right to Christian McCaffrey for 1 yard (tackle by Jihad Ward),3.420,2.870
2,1:51,,,,,,Timeout #1 by New York Giants,,
2,1:51,3,12,NYG 20,3,10,Brock Purdy pass complete short right to George Kittle for 11 yards (tackle by Isaiah Simmons and Tre Hawkins),2.870,2.930
2,1:51,4,3,NYG 9,3,10,"Penalty on Leonard Williams: Roughing the Passer, 5 yards (accepted) (no play)",2.930,6.280
2,1:44,,,,,,Timeout #2 by New York Giants,,
2,1:44,1,4,NYG 4,3,16,"Christian McCaffrey up the middle for 4 yards, touchdown",6.280,7.000
2,1:40,,,NYG 15,3,17,Jake Moody kicks extra point good,0.000,0.000
2,1:40,,,SFO 35,3,17,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
2,1:40,1,10,NYG 25,3,17,Daniel Jones pass complete short left to Parris Campbell for 2 yards (tackle by Tashaun Gipson),0.610,0.330
2,1:19,2,8,NYG 27,3,17,Daniel Jones pass complete short middle to Darren Waller for 6 yards (tackle by Fred Warner),0.330,0.430
2,0:58,3,2,NYG 33,3,17,Daniel Jones pass complete short left to Darren Waller for 5 yards (tackle by George Odum and Dre Greenlaw),0.430,1.470
2,0:38,1,10,NYG 38,3,17,Daniel Jones pass complete short left to Darius Slayton for 17 yards (tackle by Deommodore Lenoir),1.470,2.590
2,0:32,1,10,SFO 45,3,17,Daniel Jones pass complete short left to Parris Campbell for 7 yards (tackle by Deommodore Lenoir),2.590,2.990
2,0:25,,,,,,Timeout #3 by New York Giants,,
2,0:25,2,3,SFO 38,3,17,Daniel Jones pass incomplete short left intended for Darren Waller,2.990,2.280
2,0:22,3,3,SFO 38,3,17,Daniel Jones pass incomplete deep right intended for Isaiah Hodgins,2.280,0.720
2,0:18,4,3,SFO 38,6,17,Graham Gano 57 yard field goal good,0.720,3.000
2,0:13,,,NYG 35,6,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,0:13,1,10,SFO 25,6,17,"Brock Purdy kneels for -1 yards. Penalty on Trent Williams: Unnecessary Roughness / Offense, 15 yards (offset) . Penalty on A'Shawn Robinson: Unnecessary Roughness / Defense, 15 yards (offset)",0.610,0.540
2,0:06,1,10,SFO 24,6,17,Brock Purdy kneels for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,6,17,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,6,17,Gary Brightwell left tackle for 2 yards (tackle by Javon Hargrave and Nick Bosa),0.610,0.330
3,14:23,2,8,NYG 27,6,17,Daniel Jones pass complete short left to Gary Brightwell for 13 yards (tackle by Tashaun Gipson),0.330,1.600
3,13:52,1,10,NYG 40,6,17,Gary Brightwell left end for -1 yards (tackle by Oren Burks),1.600,0.920
3,13:13,2,11,NYG 39,6,17,Daniel Jones left end for 4 yards (tackle by Dre Greenlaw),0.920,0.760
3,12:32,3,7,NYG 43,6,17,Daniel Jones pass incomplete short right intended for Darius Slayton,0.760,-0.520
3,12:24,4,7,NYG 43,6,17,"Jamie Gillan punts 49 yards, returned by Ray-Ray McCloud for no gain (tackle by Cam Brown). Penalty on Tre Swilling: Offensive Holding, 4 yards (accepted)",-0.520,0.380
3,12:14,1,10,SFO 4,6,17,Christian McCaffrey right guard for 3 yards (tackle by A'Shawn Robinson),-0.380,-0.560
3,11:38,2,7,SFO 7,6,17,"Brock Purdy aborted snap, recovered by Brock Purdy at SF-6 and returned for -1 yards Brock Purdy for no gain",-0.560,-1.190
3,11:01,3,8,SFO 6,6,17,Brock Purdy pass incomplete short left intended for Jauan Jennings (defended by Darnay Holmes),-1.190,-2.490
3,10:46,4,8,SFO 6,6,17,"Mitch Wishnowsky punts 46 yards, fair catch by Eric Gray at NYG-48. Penalty on Shemar Jean-Charles: Fair Catch Interference, 15 yards (accepted)",-2.490,-3.120
3,10:46,1,10,SFO 37,6,17,Daniel Jones pass complete short right to Parris Campbell for 7 yards (tackle by Charvarius Ward and Oren Burks),3.120,3.520
3,10:11,2,3,SFO 30,6,17,"Daniel Jones pass incomplete deep left intended for Darren Waller. Penalty on Deommodore Lenoir: Defensive Pass Interference, 22 yards (accepted) (no play)",3.520,5.370
3,10:06,1,8,SFO 8,12,17,"Matt Breida right tackle for 8 yards, touchdown",5.370,7.000
3,10:00,,,SFO 2,12,17,"Two Point Attempt: Daniel Jones pass incomplete, sacked by Daniel Jones sacked by",1.000,-1.000
3,10:00,,,NYG 35,12,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,10:00,1,10,SFO 25,12,17,Brock Purdy pass complete deep middle to Deebo Samuel for 40 yards (tackle by Micah McFadden),0.610,3.250
3,9:09,1,10,NYG 35,12,17,Brock Purdy sacked by and D.J. Davidson for -6 yards and Leonard Williams for -6 yards,3.250,1.890
3,8:26,2,16,NYG 41,12,17,Brock Purdy pass complete short right to George Kittle for 12 yards (tackle by Xavier McKinney),1.890,2.810
3,7:42,3,4,NYG 29,12,17,"Brock Purdy pass incomplete deep left intended for Deebo Samuel. Penalty on Darnay Holmes: Defensive Holding, 5 yards (accepted) (no play)",2.810,3.970
3,7:37,1,10,NYG 24,12,17,Christian McCaffrey up the middle for 4 yards (tackle by Dexter Lawrence),3.970,3.970
3,6:56,2,6,NYG 20,12,17,Brock Purdy pass complete short left to Christian McCaffrey for 6 yards (tackle by Adoree' Jackson),3.970,4.650
3,6:26,1,10,NYG 14,12,17,Christian McCaffrey right guard for 6 yards (tackle by Bobby Okereke),4.650,5.090
3,5:46,2,4,NYG 8,12,17,Christian McCaffrey right end for -4 yards (tackle by Micah McFadden),5.090,3.430
3,5:02,3,8,NYG 12,12,17,"Brock Purdy pass incomplete short middle intended for George Kittle. Penalty on Kayvon Thibodeaux: Illegal Contact, 5 yards (accepted) (no play)",3.430,5.600
3,4:58,1,7,NYG 7,12,17,Christian McCaffrey up the middle for 4 yards (tackle by Jason Pinnock and Dexter Lawrence),5.600,5.530
3,4:20,2,3,NYG 3,12,17,Brock Purdy pass incomplete short left,5.530,4.720
3,4:15,3,3,NYG 3,12,17,Brock Purdy pass incomplete short right,4.720,3.040
3,4:12,4,3,NYG 3,12,20,Jake Moody 21 yard field goal good,3.040,3.000
3,4:08,,,SFO 35,12,20,"Jake Moody kicks off 62 yards, returned by Eric Gray for 16 yards (tackle by George Odum)",0.000,0.150
3,4:04,1,10,NYG 19,12,20,Daniel Jones pass complete short right to Wan'Dale Robinson for 2 yards (tackle by Oren Burks and Tashaun Gipson),0.150,-0.060
3,3:23,2,8,NYG 21,12,20,"Penalty on Daniel Bellinger: False Start, 5 yards (accepted) (no play)",-0.060,-0.870
3,3:14,2,13,NYG 16,12,20,Daniel Jones pass complete short left to Wan'Dale Robinson for 4 yards (tackle by Tashaun Gipson),-0.870,-0.940
3,2:45,3,9,NYG 20,12,20,"Daniel Jones pass incomplete short right intended for Darius Slayton. Penalty on Marcus McKethan: Offensive Holding, 10 yards (offset) . Penalty on Isaiah Oliver: Defensive Holding, 5 yards (offset) (no play)",-0.940,-0.940
3,2:27,3,9,NYG 20,12,20,Daniel Jones pass incomplete deep right intended for Darren Waller,-0.940,-2.030
3,2:22,4,9,NYG 20,12,20,"Jamie Gillan punts 49 yards, fair catch by Ray-Ray McCloud at SF-31",-2.030,-1.000
3,2:13,,,,,,Timeout #1 by San Francisco 49ers,,
3,2:13,1,10,SFO 31,12,20,Brock Purdy pass complete short left to George Kittle for 8 yards (tackle by Micah McFadden),1.000,1.540
3,1:37,2,2,SFO 39,12,20,Elijah Mitchell left end for 8 yards (tackle by Bobby Okereke),1.540,2.060
3,0:54,1,10,SFO 47,12,20,Elijah Mitchell left tackle for 1 yard (tackle by A'Shawn Robinson),2.060,1.650
3,0:24,2,9,SFO 48,12,20,Brock Purdy pass complete short left to George Kittle for 29 yards (tackle by Jason Pinnock and Bobby Okereke),1.650,4.040
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 23,12,20,"Brock Purdy pass incomplete deep left intended for Christian McCaffrey. Penalty on Tre Hawkins: Defensive Holding, 5 yards (accepted) (no play)",4.040,4.370
4,14:55,1,10,NYG 18,12,20,Elijah Mitchell right guard for -2 yards (tackle by Micah McFadden),4.370,3.560
4,14:13,2,12,NYG 20,12,20,Brock Purdy pass complete short left to Elijah Mitchell for -5 yards (tackle by Darnay Holmes),3.560,2.210
4,13:30,3,17,NYG 25,12,20,Brock Purdy pass complete short left to George Kittle for 7 yards (tackle by Isaiah Simmons),2.210,2.250
4,12:51,4,10,NYG 18,12,23,Jake Moody 36 yard field goal good,2.250,3.000
4,12:47,,,SFO 35,12,23,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
4,12:47,1,10,NYG 25,12,23,"Daniel Jones scrambles for no gain. Penalty on Joshua Ezeudu: Offensive Facemask, 12 yards (accepted) (no play)",0.610,-0.640
4,12:32,1,22,NYG 13,12,23,Daniel Jones pass complete short left to Darren Waller for 9 yards (tackle by Deommodore Lenoir),-0.640,-0.340
4,11:57,2,13,NYG 22,12,23,Daniel Jones pass complete short right to Parris Campbell for 2 yards (tackle by Isaiah Oliver),-0.340,-0.760
4,11:16,3,11,NYG 24,12,23,Daniel Jones pass incomplete short middle intended for Darren Waller,-0.760,-1.770
4,11:12,4,11,NYG 24,12,23,"Jamie Gillan punts 58 yards, returned by Ray-Ray McCloud for 12 yards (tackle by Darnay Holmes)",-1.770,-0.940
4,11:00,1,10,SFO 30,12,23,Brock Purdy pass complete short middle to Deebo Samuel for 19 yards (tackle by Adoree' Jackson and Bobby Okereke),0.940,2.190
4,10:20,1,10,SFO 49,12,23,Brock Purdy pass complete short right to George Kittle for 8 yards (tackle by Jason Pinnock),2.190,2.730
4,9:37,2,2,NYG 43,12,23,Kyle Juszczyk up the middle for 3 yards (tackle by Micah McFadden and Tre Hawkins),2.730,2.920
4,8:56,1,10,NYG 40,12,23,Christian McCaffrey right tackle for 4 yards (tackle by Jason Pinnock and Tre Hawkins),2.920,2.910
4,8:15,2,6,NYG 36,12,23,Christian McCaffrey left guard for 4 yards (tackle by Dexter Lawrence),2.910,2.740
4,7:31,3,2,NYG 32,12,23,Brock Purdy pass complete short left to Christian McCaffrey for 2 yards (tackle by Adoree' Jackson),2.740,3.580
4,6:51,1,10,NYG 30,12,23,Christian McCaffrey left guard for 3 yards (tackle by Dexter Lawrence and Tre Hawkins),3.580,3.440
4,6:05,2,7,NYG 27,12,29,"Brock Purdy pass complete deep right to Deebo Samuel for 27 yards, touchdown",3.440,7.000
4,5:58,,,NYG 15,12,30,Jake Moody kicks extra point good,0.000,0.000
4,5:58,,,SFO 35,12,30,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
4,5:58,1,10,NYG 25,12,30,Daniel Jones pass incomplete short right intended for Darius Slayton (defended by Charvarius Ward),0.610,0.060
4,5:53,2,10,NYG 25,12,30,"Daniel Jones pass complete short right to Darius Slayton for 3 yards (tackle by Charvarius Ward). Penalty on Dre Greenlaw: Unnecessary Roughness / Defense, 15 yards (accepted)",0.060,1.800
4,5:33,1,10,NYG 43,12,30,Daniel Jones pass complete short right to Darius Slayton for 12 yards (tackle by Charvarius Ward),1.800,2.590
4,4:56,1,10,SFO 45,12,30,Daniel Jones pass complete short right to Matt Breida for 2 yards (tackle by Oren Burks),2.590,2.310
4,4:26,2,8,SFO 43,12,30,Daniel Jones pass complete short right to Matt Breida for -9 yards (tackle by Oren Burks),2.310,0.430
4,3:49,3,17,NYG 48,12,30,Daniel Jones pass short right (defended by Charvarius Ward) intended for Darren Waller is intercepted by Talanoa Hufanga at SF-40 and returned for 8 yards (tackle by Matt Breida),0.430,-2.130
4,3:39,1,10,SFO 48,12,30,Elijah Mitchell up the middle for 2 yards (tackle by A'Shawn Robinson and Dexter Lawrence),2.130,1.850
4,3:35,,,,,,Timeout #1 by New York Giants,,
4,3:35,2,8,SFO 50,12,30,Elijah Mitchell left end for 3 yards (tackle by Tre Hawkins),1.850,1.550
4,3:30,,,,,,Timeout #2 by New York Giants,,
4,3:30,3,5,NYG 47,12,30,Elijah Mitchell for 3 yards (tackle by Dexter Lawrence),1.550,0.330
4,3:25,,,,,,Timeout #3 by New York Giants,,
4,3:25,4,2,NYG 44,12,30,Mitch Wishnowsky punts 39 yards out of bounds,0.330,0.380
4,3:18,1,10,NYG 5,12,30,Gary Brightwell up the middle for 2 yards (tackle by Isaiah Oliver),-0.380,-0.630
4,2:54,2,8,NYG 7,12,30,Tyrod Taylor scrambles up the middle for 2 yards (tackle by Clelin Ferrell),-0.630,-0.950
4,2:18,3,6,NYG 9,12,30,Tyrod Taylor pass incomplete short right intended for Wan'Dale Robinson,-0.950,-2.490
4,2:13,4,6,NYG 9,12,30,"Jamie Gillan punts 52 yards, returned by Ray-Ray McCloud for 10 yards (tackle by Carter Coughlin)",-2.490,-2.190
4,2:01,1,10,SFO 49,12,30,Jordan Mason right end for 5 yards (tackle by Isaiah Simmons),2.190,2.320
4,1:55,2,5,NYG 46,12,30,Jordan Mason up the middle for 1 yard (tackle by Leonard Williams and Rakeem Nunez-Roches),2.320,1.750
4,1:10,3,4,NYG 45,12,30,Jordan Mason up the middle for 5 yards (tackle by Leonard Williams),1.750,2.920
4,0:29,1,10,NYG 40,12,30,Sam Darnold kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
