Quarter,Time,Down,ToGo,Location,CLE,STL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss, Rams to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 71 yards, returned by Brandon Williams for 25 yards (tackle by Mike Adams)",0.000,0.540
1,14:54,1,10,STL 24,0,0,Marc Bulger pass complete deep left to Torry Holt for 39 yards (tackle by Leigh Bodden),0.540,3.120
1,14:12,1,10,CLE 37,0,0,Steven Jackson left end for 4 yards (tackle by D'Qwell Jackson),3.120,3.110
1,13:32,2,6,CLE 33,0,0,Steven Jackson left tackle for 22 yards (tackle by Leigh Bodden),3.110,4.840
1,13:03,1,10,CLE 11,0,0,Steven Jackson up the middle for 3 yards (tackle by Shaun Smith),4.840,4.700
1,12:19,2,7,CLE 8,0,0,Marc Bulger pass complete short left to Isaac Bruce for 6 yards (tackle by D'Qwell Jackson),4.700,5.120
1,11:41,,,,0,0,Timeout #1 by St. Louis Rams,0.000,5.120
1,11:41,3,1,CLE 2,0,6,"Steven Jackson right guard for 2 yards, touchdown",5.120,7.000
1,,,,CLE 2,0,7,Jeff Wilkins kicks extra point good,0.000,0.000
1,,,,STL 30,0,7,"Jeff Wilkins kicks off 73 yards, returned by Josh Cribbs for 26 yards (tackle by Eric Bassey)",0.000,0.480
1,11:32,1,10,CLE 23,0,7,Derek Anderson pass incomplete short left intended for Kellen Winslow Jr.,0.480,-0.070
1,11:28,2,10,CLE 23,0,7,Jamal Lewis up the middle for 2 yards (tackle by Will Witherspoon),-0.070,-0.490
1,10:44,3,8,CLE 25,0,7,Derek Anderson pass incomplete short right intended for Josh Cribbs (defended by Tye Hill),-0.490,-1.700
1,10:38,4,8,CLE 25,0,7,"Dave Zastudil punts 54 yards, returned by Brandon Williams for 8 yards (tackle by Jason Wright)",-1.700,-0.870
1,10:27,1,10,STL 29,0,7,Marc Bulger pass incomplete deep right intended for Drew Bennett (defended by Leigh Bodden),0.870,0.330
1,10:20,2,10,STL 29,0,7,Steven Jackson right end for 2 yards (tackle by Brodney Pool and Sean Jones),0.330,-0.100
1,9:39,3,8,STL 31,0,7,"Marc Bulger pass incomplete short right intended for Randy McMichael. Penalty on Kamerion Wimbley: Defensive Offside, 5 yards (no play)",-0.100,0.560
1,9:29,3,3,STL 36,0,7,Marc Bulger pass complete short left to Drew Bennett for 9 yards (tackle by Leigh Bodden),0.560,1.930
1,9:04,1,10,STL 45,0,7,"Marc Bulger pass incomplete short middle intended for Steven Jackson. Penalty on Leigh Bodden: Illegal Contact, 5 yards (no play)",1.930,2.260
1,8:57,1,10,,0,7,Marc Bulger pass complete short right to Steven Jackson for 1 yard (tackle by Willie McGinest),2.260,1.850
1,8:13,2,9,CLE 49,0,7,Steven Jackson right tackle for 7 yards (tackle by Andra Davis),1.850,2.080
1,7:31,3,2,CLE 42,0,7,Marc Bulger pass complete short left to Steven Jackson for 8 yards (tackle by D'Qwell Jackson),2.080,3.310
1,7:03,1,10,CLE 34,0,7,Brian Leonard up the middle for 6 yards (tackle by Brodney Pool and Kamerion Wimbley),3.310,3.580
1,6:16,2,4,CLE 28,0,7,"Marc Bulger pass complete deep right to Torry Holt for 25 yards (tackle by Eric Wright). Penalty on Shaun Smith: Roughing the Passer, 2 yards",3.580,6.970
1,5:49,1,1,CLE 1,0,7,Steven Jackson up the middle for no gain (tackle by Sean Jones),6.970,5.910
1,5:16,2,1,CLE 1,0,13,"Marc Bulger pass complete short middle to Torry Holt for 1 yard, touchdown",5.910,7.000
1,,,,CLE 2,0,14,Jeff Wilkins kicks extra point good,0.000,0.000
1,,,,STL 30,0,14,"Jeff Wilkins kicks off 51 yards, returned by Darnell Dinkins for 19 yards (tackle by Brandon Chillar)",0.000,1.470
1,5:00,1,10,CLE 38,0,14,Derek Anderson pass complete short left to Braylon Edwards for 12 yards (tackle by Corey Chavous),1.470,2.260
1,4:30,1,10,,0,14,Jamal Lewis right guard for 2 yards (tackle by Brandon Chillar),2.260,1.980
1,3:44,2,8,STL 48,0,14,Derek Anderson pass complete deep left to Braylon Edwards for 29 yards (tackle by Fakhir Brown),1.980,4.310
,,,,,,,"STL challenged the ruling, and the play was upheld.",,
1,3:34,1,10,STL 19,0,14,Derek Anderson pass incomplete deep right intended for Braylon Edwards (defended by O.J. Atogwe),4.310,3.750
1,3:29,2,10,STL 19,0,14,Jamal Lewis left guard for 2 yards (tackle by Will Witherspoon and Adam Carriker),3.750,3.260
1,2:47,3,8,STL 17,0,14,Derek Anderson pass incomplete short left intended for Joe Jurevicius,3.260,2.310
1,2:42,4,8,STL 17,3,14,Phil Dawson 35 yard field goal good,2.310,3.000
1,,,,CLE 30,3,14,"Phil Dawson kicks off 69 yards, returned by Brandon Williams for 22 yards (tackle by Leon Williams)",0.000,0.480
1,2:32,1,10,STL 23,3,14,Marc Bulger pass incomplete deep left intended for Isaac Bruce,0.480,-0.070
1,2:26,2,10,STL 23,3,14,Steven Jackson left end for 1 yard (tackle by Leon Williams and Robaire Smith),-0.070,-0.630
1,1:44,3,9,STL 24,3,14,Marc Bulger pass complete short middle to Randy McMichael for 20 yards (tackle by Brodney Pool),-0.630,1.860
1,1:00,1,10,STL 44,3,14,Brian Leonard up the middle for 5 yards (tackle by Antwan Peek),1.860,1.990
1,0:23,2,5,STL 49,3,14,Marc Bulger pass complete short right to Drew Bennett for 9 yards (tackle by Eric Wright),1.990,2.790
Quarter,Time,Down,ToGo,Location,CLE,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 42,3,14,"Penalty on Robaire Smith: Encroachment, 5 yards (no play)",2.790,3.520
2,15:00,1,5,CLE 37,3,14,Marc Bulger pass incomplete deep middle intended for Randy McMichael (defended by Leon Williams),3.520,2.920
2,14:55,2,5,CLE 37,3,14,Brian Leonard up the middle for 4 yards (tackle by Leon Williams and Shaun Smith),2.920,2.740
2,14:14,3,1,CLE 33,3,14,Brian Leonard left tackle for no gain (tackle by Shaun Smith and Willie McGinest),2.740,1.210
2,13:32,4,1,CLE 33,3,14,Brian Leonard up the middle for no gain (tackle by Robaire Smith),1.210,-1.140
2,13:26,1,10,CLE 33,3,14,Jamal Lewis left tackle for 12 yards (tackle by O.J. Atogwe),1.140,1.930
2,12:49,1,10,CLE 45,3,14,Jamal Lewis up the middle for 10 yards (tackle by Corey Chavous),1.930,2.590
2,12:16,1,10,STL 45,3,14,Jamal Lewis right guard for 3 yards (tackle by Adam Carriker and Corey Chavous),2.590,2.450
2,11:34,2,7,STL 42,3,14,Derek Anderson pass complete short middle to Jason Wright for 7 yards (tackle by Pisa Tinoisamoa),2.450,3.250
2,10:46,1,10,STL 35,3,14,Derek Anderson pass complete short right to Joe Jurevicius for 6 yards (tackle by Tye Hill),3.250,3.510
2,10:24,2,4,STL 29,3,14,Jason Wright up the middle for 8 yards (tackle by Corey Chavous),3.510,4.170
2,9:46,1,10,STL 21,3,14,Jamal Lewis right tackle for 3 yards (tackle by Will Witherspoon and James Hall),4.170,4.040
2,9:11,2,7,STL 18,3,14,Jamal Lewis up the middle for 6 yards (tackle by La'Roi Glover),4.040,4.490
2,8:29,3,1,STL 12,9,14,"Derek Anderson pass complete short left to Braylon Edwards for 12 yards, touchdown",4.490,7.000
2,,,,STL 2,10,14,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,10,14,"Phil Dawson kicks off 72 yards, returned by Brandon Williams for 25 yards (tackle by Josh Cribbs)",0.000,0.480
2,8:17,1,10,STL 23,10,14,Marc Bulger pass complete short right to Isaac Bruce for 12 yards (tackle by Eric Wright),0.480,1.270
