Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
1,0:23,1,10,PIT 44,7,0,Chris Wells up the middle for -1 yards (tackle by Steve McLendon),2.650,1.980
Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,PIT 45,7,0,Kevin Kolb pass incomplete deep right intended for Andre Roberts,1.980,1.290
2,14:52,3,11,PIT 45,7,0,Kevin Kolb sacked by LaMarr Woodley for -7 yards,1.290,-0.190
2,14:27,4,18,ARI 48,7,0,"Dave Zastudil punts 46 yards, fair catch by Antonio Brown",-0.190,0.380
2,14:19,1,10,PIT 6,7,0,Isaac Redman right tackle for 4 yards (tackle by Adrian Wilson),-0.380,-0.490
2,13:37,2,6,PIT 10,7,0,Ben Roethlisberger pass complete short right to Isaac Redman for 10 yards (tackle by Calais Campbell),-0.490,0.280
2,12:49,1,10,PIT 20,7,0,Isaac Redman right tackle for 5 yards (tackle by Richard Marshall),0.280,0.410
2,12:09,2,5,PIT 25,7,0,Isaac Redman right tackle for no gain (tackle by Daryl Washington),0.410,-0.300
2,11:30,3,5,PIT 25,7,0,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,-0.300,-1.700
2,11:22,4,5,PIT 25,7,0,"Daniel Sepulveda punts 33 yards, fair catch by Patrick Peterson. Penalty on Reggie Walker: Offensive Holding, 10 yards",-1.700,-1.070
2,11:17,1,10,ARI 32,7,0,Kevin Kolb pass complete short right to Early Doucet for 2 yards (tackle by William Gay),1.070,0.800
2,10:38,2,8,ARI 34,7,0,Kevin Kolb pass complete short left to Early Doucet for 8 yards (tackle by Lawrence Timmons),0.800,1.730
2,9:55,1,10,ARI 42,7,0,Chris Wells left tackle for 15 yards (tackle by Ryan Clark),1.730,2.720
2,9:16,1,10,PIT 43,7,0,Chris Wells left tackle for 4 yards (tackle by Evander Hood and Steve McLendon),2.720,2.720
2,8:41,2,6,PIT 39,7,0,Kevin Kolb pass incomplete deep right intended for Rob Housler,2.720,2.010
2,8:35,3,6,PIT 39,7,0,Kevin Kolb pass incomplete deep left intended for Larry Fitzgerald,2.010,0.660
2,8:30,4,6,PIT 39,7,0,Dave Zastudil punts 30 yards,0.660,0.380
2,8:21,1,10,PIT 9,7,0,"Penalty on David Johnson: False Start, 4 yards (no play)",-0.380,-0.530
2,8:21,1,14,PIT 5,13,0,"Ben Roethlisberger pass complete deep right to Mike Wallace for 95 yards, touchdown",-0.530,7.000
2,,,,ARI 2,14,0,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,PIT 35,14,0,"Shaun Suisham kicks off 65 yards, returned by LaRod Stephens-Howling for 20 yards (tackle by Stevenson Sylvester)",0.000,0.280
2,8:03,1,10,ARI 20,14,0,Kevin Kolb right tackle for 11 yards (tackle by Larry Foote),0.280,1.000
2,7:25,1,10,ARI 31,14,0,Chris Wells right tackle for 6 yards (tackle by LaMarr Woodley and Ike Taylor),1.000,1.270
2,6:42,2,4,ARI 37,14,0,Chris Wells left tackle for 2 yards (tackle by Lawrence Timmons and LaMarr Woodley),1.270,0.830
2,6:02,,,,14,0,Timeout #1 by Pittsburgh Steelers,0.000,0.830
2,6:02,3,2,ARI 39,14,0,Kevin Kolb pass complete short left to Larry Fitzgerald for 13 yards (tackle by Ryan Mundy and Evander Hood),0.830,2.390
2,5:18,1,10,PIT 48,14,0,Kevin Kolb pass complete short left to Rob Housler for 20 yards (tackle by Larry Foote),2.390,3.710
2,4:48,1,10,PIT 28,14,0,Chris Wells right tackle for 2 yards (tackle by Steve McLendon),3.710,3.440
2,4:08,2,8,PIT 26,14,0,Kevin Kolb pass incomplete short right intended for Andre Roberts,3.440,2.740
2,4:04,3,8,PIT 26,14,0,"Kevin Kolb pass incomplete. Penalty on Ike Taylor: Illegal Contact, 5 yards (no play)",2.740,4.170
2,3:57,1,10,PIT 21,14,0,Chris Wells left tackle for 4 yards (tackle by Steve McLendon),4.170,4.200
2,3:18,2,6,PIT 17,14,0,Kevin Kolb pass incomplete short right intended for Larry Fitzgerald,4.200,3.460
2,3:13,3,6,PIT 17,14,0,"Kevin Kolb pass incomplete short right intended for Early Doucet. Penalty on Ike Taylor: Defensive Holding, 5 yards (no play)",3.460,4.780
2,3:08,1,10,PIT 12,14,0,Alfonso Smith up the middle for 2 yards (tackle by James Farrior),4.780,4.450
2,2:35,2,8,PIT 10,14,0,Kevin Kolb pass complete short middle to Early Doucet for 9 yards (tackle by Brett Keisel and Troy Polamalu),4.450,6.970
2,2:00,1,1,PIT 1,14,0,Alfonso Smith up the middle for no gain (tackle by Steve McLendon),6.970,5.910
2,1:25,2,1,PIT 1,14,6,"Alfonso Smith left tackle for 1 yard, touchdown",5.910,7.000
2,,,,PIT 2,14,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,ARI 35,14,7,"Jay Feely kicks off 70 yards, returned by Antonio Brown for 30 yards (tackle by O'Brien Schofield)",0.000,0.610
2,1:14,1,10,PIT 25,14,7,Ben Roethlisberger pass incomplete short left intended for Jerricho Cotchery,0.610,0.060
2,1:09,2,10,PIT 25,14,7,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders,0.060,-0.620
2,1:01,3,10,PIT 25,14,7,"Ben Roethlisberger pass incomplete short middle intended for Hines Ward (defended by Richard Marshall). Penalty on Richard Marshall: Defensive Holding, 5 yards (no play)",-0.620,0.940
2,0:55,1,10,PIT 30,14,7,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,0.940,0.390
2,0:52,2,10,PIT 30,14,7,Ben Roethlisberger pass complete short left to Antonio Brown for 20 yards (tackle by A.J. Jefferson),0.390,2.260
2,0:45,,,,14,7,Timeout #2 by Pittsburgh Steelers,0.000,2.260
2,0:45,1,10,,14,7,"Ben Roethlisberger pass incomplete short right intended for Antonio Brown. Penalty on Patrick Peterson: Defensive Pass Interference, 14 yards (no play)",2.260,3.180
2,0:41,1,10,ARI 36,14,7,"Ben Roethlisberger pass complete short middle to Antonio Brown for 10 yards (tackle by A.J. Jefferson). Penalty on Patrick Peterson: Illegal Use of Hands, 5 yards (no play)",3.180,3.510
2,0:35,1,10,ARI 31,14,7,Ben Roethlisberger pass complete short left to Hines Ward for 9 yards (tackle by Rashad Johnson),3.510,4.180
2,0:17,2,1,ARI 22,14,7,Ben Roethlisberger spiked the ball,4.180,3.470
2,0:16,3,1,ARI 22,14,7,Mewelde Moore up the middle for -1 yards (tackle by Daryl Washington),3.470,2.050
2,0:03,,,,14,7,Timeout #3 by Pittsburgh Steelers,0.000,2.050
2,0:03,4,2,ARI 23,17,7,Shaun Suisham 41 yard field goal good,2.050,3.000
Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,17,7,"Jay Feely kicks off 72 yards, returned by Antonio Brown for 24 yards (tackle by O'Brien Schofield)",0.000,-0.060
3,14:56,1,10,PIT 17,17,7,Ben Roethlisberger pass complete short right to Hines Ward for 5 yards (tackle by A.J. Jefferson),-0.060,0.210
3,14:11,2,5,PIT 22,17,7,Ben Roethlisberger pass complete short left to Antonio Brown for 11 yards (tackle by Daryl Washington),0.210,1.140
3,13:47,1,10,PIT 33,17,7,Rashard Mendenhall right tackle for 6 yards (tackle by Paris Lenon),1.140,1.400
3,13:04,2,4,PIT 39,17,7,Rashard Mendenhall up the middle for 1 yard (tackle by Paris Lenon),1.400,0.830
3,12:19,3,3,PIT 40,17,7,Ben Roethlisberger pass incomplete short right intended for Hines Ward (defended by Adrian Wilson),0.830,-0.720
3,12:11,4,3,PIT 40,17,7,"Daniel Sepulveda punts 49 yards, fair catch by Patrick Peterson",-0.720,0.370
3,12:06,1,10,ARI 11,17,7,Kevin Kolb pass incomplete short right intended for Larry Fitzgerald (defended by James Farrior),-0.370,-0.780
3,12:03,2,10,ARI 11,17,7,Alfonso Smith up the middle for 11 yards (tackle by LaMarr Woodley),-0.780,0.410
3,11:28,1,10,ARI 22,17,7,Alfonso Smith right tackle for 3 yards (tackle by LaMarr Woodley),0.410,0.270
3,11:28,2,7,ARI 25,17,7,Kevin Kolb pass complete short left to Jeff King for 10 yards (tackle by Ryan Clark),0.270,1.270
3,10:06,1,10,ARI 35,17,7,Kevin Kolb sacked by LaMarr Woodley for -8 yards. Penalty on Jeff King: Offensive Holding (Declined),1.270,-0.360
3,9:35,2,18,ARI 27,17,13,"Kevin Kolb pass complete short right to LaRod Stephens-Howling for 73 yards, touchdown",-0.360,7.000
3,,,,PIT 2,17,14,Jay Feely kicks extra point good,0.000,0.000
3,,,,ARI 35,17,14,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
3,9:26,1,10,PIT 20,17,14,Rashard Mendenhall right tackle for 4 yards (tackle by Clark Haggans and Dan Williams),0.280,0.270
3,8:43,2,6,PIT 24,17,14,Ben Roethlisberger pass incomplete short left intended for Rashard Mendenhall,0.270,-0.430
3,8:39,3,6,PIT 24,17,14,Ben Roethlisberger pass complete deep right to Heath Miller for 21 yards (tackle by Daryl Washington). Penalty on Michael Adams: Illegal Use of Hands (Declined),-0.430,1.930
3,8:13,1,10,PIT 45,17,14,Ben Roethlisberger sacked by Clark Haggans for -2 yards,1.930,1.110
3,7:27,2,12,PIT 43,17,14,Ben Roethlisberger pass complete short middle to Heath Miller for 17 yards (tackle by Daryl Washington),1.110,2.920
3,6:43,1,10,ARI 40,17,14,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown (defended by A.J. Jefferson),2.920,2.370
3,6:36,2,10,ARI 40,17,14,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 5 yards (tackle by Clark Haggans),2.370,2.340
3,5:52,3,5,ARI 35,17,14,Ben Roethlisberger pass complete short right to Antonio Brown for 13 yards (tackle by A.J. Jefferson),2.340,4.110
3,5:25,,,,17,14,Timeout #1 by Pittsburgh Steelers,0.000,4.110
3,5:25,1,10,ARI 22,17,14,Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 20 yards (tackle by Richard Marshall),4.110,6.740
3,4:41,1,2,ARI 2,17,14,Rashard Mendenhall right tackle for -2 yards (tackle by Stewart Bradley),6.740,5.340
3,4:01,2,4,ARI 4,23,14,"Ben Roethlisberger pass complete short right to Emmanuel Sanders for 4 yards, touchdown",5.340,7.000
3,,,,ARI 2,24,14,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,PIT 35,24,14,"Shaun Suisham kicks off 73 yards, returned by LaRod Stephens-Howling for 32 yards (tackle by Chris Carter). Penalty on Nick Eason: Offensive Holding, 7 yards",0.000,-0.380
3,3:47,1,10,ARI 7,26,14,"Kevin Kolb pass incomplete, safety. Penalty on Kevin Kolb: Intentional Grounding, 7 yards",-0.380,-2.000
3,,,,ARI 20,26,14,"Dave Zastudil kicks off 57 yards, returned by Antonio Brown for 29 yards (tackle by Richard Marshall). Penalty on Stevenson Sylvester: Illegal Block Above the Waist, 10 yards",0.000,0.610
3,3:35,1,10,PIT 25,26,14,Mewelde Moore right tackle for 4 yards (tackle by Richard Marshall),0.610,0.600
3,2:50,2,6,PIT 29,26,14,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders (defended by Richard Marshall),0.600,-0.100
3,2:43,3,6,PIT 29,26,14,Ben Roethlisberger pass complete short right to Isaac Redman for 9 yards (tackle by Patrick Peterson),-0.100,1.470
3,2:03,1,10,PIT 38,26,14,Mewelde Moore up the middle for 5 yards (tackle by Paris Lenon),1.470,1.600
3,1:24,2,5,PIT 43,26,14,Mewelde Moore right tackle for 6 yards (tackle by Patrick Peterson),1.600,2.190
3,0:41,1,10,PIT 49,26,14,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 5 yards (tackle by Daryl Washington),2.190,2.320
Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,ARI 46,26,14,Ben Roethlisberger pass complete short right to Mike Wallace for 12 yards (tackle by Patrick Peterson),2.320,3.310
4,14:35,1,10,ARI 34,26,14,Ben Roethlisberger pass complete short left to Heath Miller for 9 yards (tackle by Rashad Johnson),3.310,3.990
4,13:54,2,1,ARI 25,26,14,Rashard Mendenhall right end for 10 yards (tackle by Richard Marshall),3.990,4.580
4,13:21,1,10,ARI 15,26,14,Ben Roethlisberger sacked by Sam Acho for -5 yards,4.580,3.350
4,12:47,2,15,ARI 20,26,14,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace (defended by Adrian Wilson),3.350,2.680
4,12:42,3,15,ARI 20,26,14,Ben Roethlisberger pass complete short right to Isaac Redman for -9 yards (tackle by Calais Campbell),2.680,1.500
4,11:57,4,24,ARI 29,26,14,"Penalty on Patrick Peterson: Defensive Offside, 5 yards (no play)",1.500,1.870
4,11:36,4,19,ARI 24,29,14,Shaun Suisham 42 yard field goal good,1.870,3.000
4,,,,PIT 35,29,14,"Shaun Suisham kicks off 71 yards, returned by LaRod Stephens-Howling for 19 yards (tackle by Bryant McFadden)",0.000,-0.320
4,11:25,1,10,ARI 13,29,14,Kevin Kolb pass incomplete short middle intended for Rob Housler,-0.320,-0.770
4,11:22,2,10,ARI 13,29,14,Kevin Kolb pass incomplete short right intended for LaRod Stephens-Howling (defended by William Gay),-0.770,-1.420
4,11:18,3,10,ARI 13,29,14,Kevin Kolb pass incomplete short left intended for Larry Fitzgerald,-1.420,-2.490
4,11:12,4,10,ARI 13,29,14,Dave Zastudil punts 58 yards (tackle by Jeff King),-2.490,-2.920
4,10:56,1,10,ARI 40,29,14,Rashard Mendenhall right tackle for 2 yards (tackle by Vonnie Holliday),2.920,2.640
4,10:19,2,8,ARI 38,29,14,Rashard Mendenhall right tackle for 6 yards (tackle by Richard Marshall),2.640,2.740
4,9:33,3,2,ARI 32,29,14,Isaac Redman left tackle for 3 yards (tackle by Richard Marshall and Joey Porter),2.740,3.640
4,8:49,1,10,ARI 29,29,14,"Penalty on David Johnson: False Start, 5 yards (no play)",3.640,3.310
4,8:26,1,15,ARI 34,29,14,Rashard Mendenhall right end for 2 yards (tackle by Patrick Peterson),3.310,2.700
4,7:42,2,13,ARI 32,29,14,Ben Roethlisberger pass incomplete short left intended for Weslye Saunders,2.700,2.020
4,7:38,3,13,ARI 32,29,14,Ben Roethlisberger pass complete short left to Mike Wallace for 11 yards (tackle by Patrick Peterson),2.020,2.180
4,6:51,,,,29,14,Timeout #2 by Pittsburgh Steelers,0.000,2.180
4,6:51,4,2,ARI 21,32,14,Shaun Suisham 39 yard field goal good,2.180,3.000
4,,,,PIT 35,,,"Shaun Suisham kicks off 67 yards, returned by LaRod Stephens-Howling for 31 yards (tackle by Will Allen)",,
4,6:40,1,10,ARI 29,32,14,Kevin Kolb pass complete short right to Larry Fitzgerald for 20 yards (tackle by Troy Polamalu),0.870,2.190
4,6:15,1,10,ARI 49,32,14,Kevin Kolb pass complete short right to Demarco Sampson for 12 yards (tackle by Keenan Lewis),2.190,2.980
4,5:47,1,10,PIT 39,32,14,Kevin Kolb pass complete short left to Larry Fitzgerald for 14 yards (tackle by Ike Taylor),2.980,3.910
4,5:23,1,10,PIT 25,32,14,Kevin Kolb pass incomplete short left intended for Larry Fitzgerald,3.910,3.360
4,5:18,2,10,PIT 25,32,14,Kevin Kolb pass incomplete short right intended for Andre Roberts,3.360,2.680
4,5:13,3,10,PIT 25,32,14,Kevin Kolb pass complete short left to Early Doucet for 9 yards (tackle by Cortez Allen and Ike Taylor),2.680,2.530
4,4:42,4,1,PIT 16,32,14,Kevin Kolb up the middle for 3 yards (tackle by Ryan Clark),2.530,4.710
4,4:19,1,10,PIT 13,32,14,Kevin Kolb pass incomplete short left intended for Andre Roberts,4.710,4.050
4,4:12,2,10,PIT 13,32,14,Kevin Kolb pass complete short right to LaRod Stephens-Howling for 3 yards (tackle by Lawrence Timmons),4.050,3.650
4,4:03,3,7,PIT 10,32,14,Kevin Kolb pass complete short right to Andre Roberts for 8 yards (tackle by Keenan Lewis),3.650,6.740
4,3:58,1,2,PIT 2,32,20,"Kevin Kolb pass complete short left to Early Doucet for 2 yards, touchdown",6.740,7.000
4,,,,,32,20,"Two Point Attempt: Kevin Kolb pass incomplete intended for Jeff King, conversion fails",1.000,-1.000
4,,,,ARI 35,32,20,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
4,3:53,1,10,PIT 20,32,20,Isaac Redman left tackle for 14 yards (tackle by Sam Acho),0.280,1.200
4,3:15,1,10,PIT 34,32,20,Ben Roethlisberger pass complete short right to Antonio Brown for 12 yards (tackle by Patrick Peterson),1.200,1.990
4,3:04,,,,32,20,Timeout #1 by Arizona Cardinals,0.000,1.990
4,3:04,1,10,PIT 46,32,20,Mewelde Moore left tackle for 3 yards (tackle by Rashad Johnson),1.990,1.860
4,2:59,,,,32,20,Timeout #2 by Arizona Cardinals,0.000,1.860
4,2:59,2,7,PIT 49,32,20,Isaac Redman up the middle for 3 yards (tackle by Dan Williams),1.860,1.550
4,2:55,,,,32,20,Timeout #3 by Arizona Cardinals,0.000,1.550
4,2:55,3,4,ARI 48,32,20,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 6 yards (tackle by Adrian Wilson),1.550,2.790
4,2:49,1,10,ARI 42,32,20,"Mewelde Moore for 9 yards (tackle by A.J. Jefferson). Penalty on Heath Miller: Offensive Holding, 10 yards (no play)",2.790,2.130
4,2:41,1,20,PIT 48,32,20,Mewelde Moore left end for 9 yards (tackle by A.J. Jefferson),2.130,2.110
4,2:00,2,11,ARI 43,32,20,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 11 yards (tackle by Patrick Peterson),2.110,3.450
4,1:16,1,10,ARI 32,32,20,Ben Roethlisberger kneels for -1 yards,3.450,2.770
4,0:34,2,11,ARI 33,32,20,Ben Roethlisberger kneels for -1 yards,2.770,1.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
