Player,Pos
Philip Rivers,QB
Donald Brown,RB
Malcom Floyd,WR
Dontrelle Inman,WR
David Johnson,TE
John Phillips,TE
Chris Hairston,LT
Kenny Wiggins,LG
Trevor Robinson,C
D.J. Fluker,RG
Joe Barksdale,RT
Kendall Reyes,DE
Ricardo Mathews,DT
Jeremiah Attaochu,OLB
Melvin Ingram,OLB
Denzel Perryman,ILB
Manti Te'o,ILB
Patrick Robinson,LCB
Craig Mager,RCB
Jahleel Addae,SS
Adrian Phillips,FS
Greg Ducre,DB
