Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
1,6:46,2,10,DEN 35,3,7,Brock Osweiler pass incomplete short middle intended for Cody Latimer (defended by Patrick Robinson),0.720,0.040
1,6:41,3,10,DEN 35,3,7,Brock Osweiler pass complete short middle to Demaryius Thomas for 14 yards (tackle by Patrick Robinson),0.040,2.190
1,6:06,1,10,DEN 49,3,7,C.J. Anderson middle for 6 yards (tackle by Jahleel Addae and Manti Te'o),2.190,2.460
1,5:35,2,4,SDG 45,3,7,Brock Osweiler pass complete short right to Bennie Fowler for 3 yards (tackle by Manti Te'o),2.460,2.150
1,4:55,3,1,SDG 42,3,7,Brock Osweiler pass incomplete short middle intended for Jordan Norwood is intercepted by Steve Williams at SDG-31 and returned for 6 yards,2.150,-1.400
1,4:46,1,10,SDG 37,3,7,Donald Brown right tackle for 1 yard (tackle by Malik Jackson),1.400,0.990
1,4:16,2,9,SDG 38,3,7,Philip Rivers pass complete short middle to Danny Woodhead for 8 yards (tackle by Todd Davis),0.990,1.360
1,3:34,3,1,SDG 46,3,7,Donald Brown left guard for 1 yard (tackle by Danny Trevathan),1.360,2.060
1,2:58,1,10,SDG 47,3,7,Donald Brown left tackle for 8 yards (tackle by Darian Stewart),2.060,2.600
1,2:22,2,2,DEN 45,3,7,Donald Brown left tackle for -2 yards (tackle by Darian Stewart),2.600,2.600
1,1:48,2,2,DEN 45,3,7,Timeout #1 by Los Angeles Chargers,2.600,1.620
1,1:48,3,4,DEN 47,3,7,Philip Rivers pass incomplete deep left intended for Antonio Gates (defended by Darian Stewart),1.620,1.620
1,1:42,3,4,DEN 47,3,7,Timeout #1 by Denver Broncos,1.620,0.130
1,1:42,4,4,DEN 47,3,7,"Mike Scifres punts 47 yards, touchback",0.130,-0.280
1,1:31,1,10,DEN 20,3,7,Brock Osweiler pass complete short middle to Demaryius Thomas for 5 yards (tackle by Patrick Robinson),0.280,0.410
1,0:59,2,5,DEN 25,3,7,Brock Osweiler pass incomplete deep left intended for Demaryius Thomas,0.410,-0.300
1,0:52,3,5,DEN 25,3,7,Brock Osweiler pass complete deep middle to Jordan Norwood for 34 yards (tackle by Jahleel Addae),-0.300,2.850
1,0:16,1,10,SDG 41,3,7,Ronnie Hillman middle for 21 yards (tackle by Greg Ducre),2.850,4.240
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SDG 20,3,7,Ronnie Hillman left guard for -1 yards (tackle by Denzel Perryman),4.240,3.560
2,14:27,2,11,SDG 21,3,7,"Brock Osweiler sacked by Steve Williams for -8 yards. Brock Osweiler fumbles (forced by Steve Williams), recovered by Damion Square at SDG-29 (tackle by Max Garcia)",3.560,-0.870
2,14:20,1,10,SDG 29,3,7,Philip Rivers pass incomplete short right intended for Donald Brown,0.870,0.330
2,14:14,2,10,SDG 29,3,7,Danny Woodhead left guard for 4 yards (tackle by Derek Wolfe),0.330,0.170
2,13:33,3,6,SDG 33,3,7,Philip Rivers pass incomplete short left intended for Malcom Floyd (defended by Bradley Roby),0.170,-1.180
2,13:28,4,6,SDG 33,3,7,"Mike Scifres punts 53 yards, returned by Jordan Norwood for 9 yards (tackle by Danny Woodhead)",-1.180,-0.480
2,13:16,1,10,DEN 23,3,7,Ronnie Hillman left tackle for 4 yards (tackle by Kendall Reyes),0.480,0.470
2,12:38,2,6,DEN 27,3,7,Ronnie Hillman left tackle for 2 yards (tackle by Jeremiah Attaochu),0.470,0.040
2,12:02,3,4,DEN 29,3,7,Brock Osweiler pass complete short middle to Owen Daniels for 15 yards (tackle by Adrian Phillips),0.040,1.860
2,11:30,1,10,DEN 44,3,7,C.J. Anderson middle for no gain (tackle by Kyle Emanuel),1.860,1.320
2,10:51,2,10,DEN 44,3,7,Brock Osweiler pass complete short left to C.J. Anderson for -5 yards (tackle by Darius Philon),1.320,-0.030
2,10:07,3,15,DEN 39,3,7,Brock Osweiler pass complete short right to Demaryius Thomas for 10 yards (tackle by Manti Te'o and Steve Williams),-0.030,-0.130
2,9:31,4,5,DEN 49,3,7,"Britton Colquitt punts 40 yards, fair catch by Javontee Herndon",-0.130,0.370
2,9:23,1,10,SDG 11,3,7,Donald Brown left tackle for no gain (tackle by Sylvester Williams),-0.370,-0.780
2,8:45,2,10,SDG 11,3,7,"Penalty on Tyreek Burwell: False Start, 5 yards (no play)",-0.780,-1.150
2,8:27,2,15,SDG 6,3,7,Philip Rivers pass complete short right to Javontee Herndon for 10 yards (tackle by Danny Trevathan),-1.150,-0.840
2,7:46,3,5,SDG 16,3,7,Philip Rivers sacked by Derek Wolfe for -8 yards,-0.840,-2.490
2,7:14,4,13,SDG 8,3,7,"Mike Scifres punts 55 yards, returned by Jordan Norwood for 12 yards (tackle by Nick Dzubnar)",-2.490,-2.190
2,7:02,1,10,DEN 49,3,7,Brock Osweiler pass incomplete deep middle intended for Demaryius Thomas is intercepted by Adrian Phillips at SDG-33 and returned for 39 yards,2.190,-3.710
2,6:50,1,10,DEN 28,3,7,Philip Rivers pass incomplete short left intended for Antonio Gates,3.710,3.170
2,6:45,2,10,DEN 28,3,7,Donald Brown middle for 4 yards (tackle by Danny Trevathan),3.170,3.010
2,6:01,3,6,DEN 24,3,7,Philip Rivers pass incomplete short left intended for Malcom Floyd,3.010,1.890
2,5:56,4,6,DEN 24,6,7,Josh Lambo 42 yard field goal good,1.890,3.000
2,5:56,,,SDG 35,6,7,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
2,5:52,1,10,DEN 20,6,7,Ronnie Hillman left guard for -2 yards (tackle by Denzel Perryman),0.280,-0.630
2,5:13,2,12,DEN 18,6,7,Brock Osweiler pass complete short middle to Ronnie Hillman for 2 yards (tackle by Denzel Perryman),-0.630,-0.960
2,4:28,3,10,DEN 20,6,7,Brock Osweiler pass incomplete short right intended for C.J. Anderson,-0.960,-2.030
2,4:22,4,10,DEN 20,6,7,"Britton Colquitt punts 41 yards, fair catch by Javontee Herndon",-2.030,-1.530
2,4:15,1,10,SDG 39,6,7,Donald Brown left tackle for 3 yards (tackle by Josh Bush),1.530,1.390
2,3:33,2,7,SDG 42,6,7,Philip Rivers pass complete short middle to Antonio Gates for 9 yards (tackle by Corey Nelson),1.390,2.320
2,2:57,1,10,DEN 49,6,7,"Philip Rivers pass incomplete short left intended for Antonio Gates. Penalty on Kenny Wiggins: Offensive Holding, 10 yards (no play)",2.320,1.660
2,2:50,1,20,SDG 41,6,7,"Philip Rivers pass complete short left to Danny Woodhead for no gain. Penalty on DeMarcus Ware: Defensive Offside, 5 yards (no play)",1.660,1.990
2,2:31,1,15,SDG 46,6,7,Philip Rivers middle for 5 yards (tackle by Shane Ray),1.990,1.780
2,2:00,2,10,DEN 49,6,7,Philip Rivers pass complete short left to Javontee Herndon for 3 yards (tackle by Aqib Talib),1.780,1.490
2,1:20,3,7,DEN 46,6,7,"Philip Rivers sacked by DeMarcus Ware for -5 yards. Penalty on Philip Rivers: Delay of Game, 5 yards",1.490,-0.460
2,1:10,4,17,SDG 44,6,7,"Mike Scifres punts 41 yards, returned by Jordan Norwood for 12 yards (tackle by Kyle Emanuel)",-0.460,-0.740
2,0:58,1,10,DEN 27,6,7,Brock Osweiler pass incomplete short middle intended for Ronnie Hillman,0.740,0.200
2,0:54,2,10,DEN 27,6,7,Brock Osweiler pass complete short left to Jordan Norwood for 8 yards (tackle by Cassius Vaughn),0.200,0.200
2,0:44,2,10,DEN 27,6,7,Timeout #2 by Denver Broncos,0.200,0.560
2,0:44,3,2,DEN 35,6,7,Brock Osweiler pass complete short right to Emmanuel Sanders for 10 yards (tackle by Steve Williams). Penalty on Craig Mager: Illegal Use of Hands (Declined),0.560,1.930
2,0:38,1,10,DEN 45,6,7,Brock Osweiler pass incomplete short right intended for C.J. Anderson,1.930,1.380
2,0:34,2,10,DEN 45,6,7,"Brock Osweiler pass complete short right to Demaryius Thomas for 5 yards (tackle by Denzel Perryman). Penalty on Michael Schofield: Offensive Holding, 10 yards (no play)",1.380,0.030
2,0:25,2,20,DEN 35,6,7,Ronnie Hillman middle for 7 yards (tackle by Jeremiah Attaochu),0.030,0.300
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,6,7,"Brandon McManus kicks off 62 yards, returned by Cassius Vaughn for 17 yards (tackle by Bennie Fowler)",0.000,-0.280
3,14:55,1,10,SDG 20,6,7,Donald Brown right tackle for 5 yards (tackle by DeMarcus Ware and Danny Trevathan),0.280,0.410
3,14:23,2,5,SDG 25,6,7,Donald Brown right tackle for 2 yards (tackle by Malik Jackson),0.410,-0.030
3,13:43,3,3,SDG 27,6,7,Philip Rivers pass complete short right to Danny Woodhead for 8 yards (tackle by Aqib Talib),-0.030,1.270
3,13:19,1,10,SDG 35,6,7,Danny Woodhead middle for 4 yards (tackle by Todd Davis),1.270,1.260
3,12:49,2,6,SDG 39,6,7,Danny Woodhead right guard for 1 yard (tackle by Shane Ray),1.260,0.700
3,12:07,3,5,SDG 40,6,7,Philip Rivers pass incomplete short middle intended for Dontrelle Inman (defended by Bradley Roby),0.700,-0.720
3,12:03,4,5,SDG 40,6,7,Mike Scifres punts 55 yards,-0.720,0.380
3,11:53,1,10,DEN 5,6,7,Brock Osweiler pass complete short right to Emmanuel Sanders for 10 yards (tackle by Steve Williams),-0.380,-0.220
3,11:31,1,10,DEN 15,6,7,"C.J. Anderson middle for 6 yards (tackle by Manti Te'o). C.J. Anderson fumbles (forced by Manti Te'o), recovered by Jahleel Addae at DEN-32 (tackle by Jordan Norwood)",-0.220,-3.450
3,11:23,1,10,DEN 32,6,7,Donald Brown left tackle for 20 yards (tackle by T.J. Ward),3.450,4.780
3,10:40,1,10,DEN 12,6,7,Philip Rivers sacked by Von Miller for -8 yards,4.780,3.140
3,9:57,2,18,DEN 20,6,7,"Philip Rivers pass complete short middle to Antonio Gates for 6 yards (tackle by Corey Nelson). Penalty on Corey Nelson: Defensive Holding, 5 yards (no play)",3.140,4.580
3,9:35,1,10,DEN 15,6,7,Donald Brown left tackle for no gain (tackle by Shane Ray and Corey Nelson),4.580,3.950
3,9:05,2,10,DEN 15,6,7,Donald Brown middle for 2 yards (tackle by Vance Walker),3.950,3.400
3,8:27,3,8,DEN 13,12,7,"Philip Rivers pass complete short left to Antonio Gates for 13 yards, touchdown",3.400,7.000
3,8:27,,,DEN 13,13,7,Josh Lambo kicks extra point good,0.000,0.000
3,8:27,,,SDG 35,13,7,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
3,8:18,1,10,DEN 20,13,7,Ronnie Hillman left tackle for 6 yards (tackle by Adrian Phillips and Jahleel Addae),0.280,0.540
3,7:55,2,4,DEN 26,13,7,Ronnie Hillman middle for 4 yards (tackle by Manti Te'o),0.540,0.940
3,7:28,1,10,DEN 30,13,7,Peyton Manning pass complete short left to Virgil Green for 14 yards (tackle by Denzel Perryman),0.940,1.860
3,7:08,1,10,DEN 44,13,7,Peyton Manning pass complete short middle to Jordan Norwood for 6 yards (tackle by Denzel Perryman),1.860,2.130
3,6:45,2,4,,13,7,C.J. Anderson left tackle for 27 yards (tackle by Jahleel Addae),2.130,4.040
3,6:06,1,10,SDG 23,13,7,"Penalty on Melvin Ingram: Neutral Zone Infraction, 5 yards (no play)",4.040,4.860
3,5:49,1,5,SDG 18,13,7,C.J. Anderson left tackle for 17 yards (tackle by Jahleel Addae),4.860,6.970
3,5:38,1,1,SDG 1,13,7,C.J. Anderson right tackle for no gain (tackle by Donald Butler),6.970,5.910
3,5:29,2,1,SDG 1,13,13,"C.J. Anderson left guard for 1 yard, touchdown",5.910,7.000
3,5:29,,,SDG 1,13,14,Brandon McManus kicks extra point good,0.000,0.000
3,5:29,,,DEN 35,13,14,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
3,5:24,1,10,SDG 20,13,14,"Philip Rivers pass complete short right to Dontrelle Inman for 8 yards (tackle by Shaquil Barrett). Dontrelle Inman fumbles (forced by Shaquil Barrett), ball out of bounds at SDG-28",0.280,0.810
3,4:40,2,2,SDG 28,13,14,Donald Brown middle for 3 yards (tackle by Todd Davis),0.810,1.000
3,4:10,1,10,SDG 31,13,14,Philip Rivers pass complete short left to Javontee Herndon for 5 yards (tackle by Shaquil Barrett),1.000,1.140
3,3:27,2,5,SDG 36,13,14,Philip Rivers pass complete short middle to Danny Woodhead for 3 yards (tackle by Bradley Roby),1.140,0.830
3,2:47,3,2,SDG 39,13,14,Philip Rivers pass complete short right to Danny Woodhead for 16 yards (tackle by T.J. Ward),0.830,2.590
3,2:03,1,10,DEN 45,13,14,Philip Rivers pass incomplete deep left intended for Tyrell Williams,2.590,2.040
3,1:57,2,10,DEN 45,13,14,Danny Woodhead middle for 3 yards (tackle by Vance Walker),2.040,1.750
3,1:17,3,7,DEN 42,13,14,Philip Rivers pass complete short right to Danny Woodhead for 4 yards (tackle by Kayvon Webster),1.750,0.720
3,0:34,4,3,DEN 38,13,14,Philip Rivers pass incomplete short right intended for Danny Woodhead (defended by Kayvon Webster),0.720,-1.470
3,0:29,1,10,DEN 38,13,14,Ronnie Hillman left tackle for 9 yards (tackle by Melvin Ingram),1.470,2.140
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,DEN 47,13,14,C.J. Anderson left tackle for 7 yards (tackle by Manti Te'o),2.140,2.520
4,14:28,1,10,SDG 46,13,14,Peyton Manning pass complete deep right to Demaryius Thomas for 16 yards,2.520,3.580
4,13:56,1,10,SDG 30,13,14,Peyton Manning pass incomplete deep left intended for Emmanuel Sanders,3.580,3.030
4,13:51,2,10,SDG 30,13,14,"Penalty on Emmanuel Sanders: False Start, 5 yards (no play)",3.030,2.360
4,13:51,2,15,SDG 35,13,14,Ronnie Hillman left tackle for 5 yards (tackle by Damion Square),2.360,2.340
4,13:17,3,10,SDG 30,13,14,Peyton Manning pass incomplete short right intended for Emmanuel Sanders (defended by Melvin Ingram),2.340,1.410
4,13:13,4,10,SDG 30,13,17,Brandon McManus 48 yard field goal good,1.410,3.000
4,13:13,,,DEN 35,13,17,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,13:09,1,10,SDG 20,19,17,"Philip Rivers pass complete deep middle to Tyrell Williams for 80 yards, touchdown",0.280,7.000
4,13:09,,,DEN 20,19,17,"Josh Lambo kicks extra point good. Penalty on Joe Barksdale: False Start, 5 yards (no play)",0.000,-1.000
4,13:09,,,DEN 20,20,17,Josh Lambo kicks extra point good,0.000,0.000
4,13:09,,,SDG 35,20,17,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
4,12:58,1,10,DEN 20,20,17,Peyton Manning pass complete deep right to Emmanuel Sanders for 18 yards (tackle by Steve Williams),0.280,1.470
4,12:29,1,10,DEN 38,20,17,Peyton Manning pass complete short right to Emmanuel Sanders for 15 yards (tackle by Manti Te'o),1.470,2.460
4,12:01,1,10,SDG 47,20,17,Ronnie Hillman right tackle for 23 yards (tackle by Jahleel Addae),2.460,3.970
4,11:32,1,10,SDG 24,20,17,Peyton Manning pass incomplete short left intended for Demaryius Thomas (defended by Cassius Vaughn),3.970,3.430
4,11:27,2,10,SDG 24,20,17,C.J. Anderson middle for 3 yards (tackle by Jahleel Addae),3.430,3.140
4,10:52,3,7,SDG 21,20,17,"Penalty on Damion Square: Encroachment, 5 yards (no play)",3.140,3.140
4,10:25,3,7,SDG 21,20,17,Timeout #1 by Denver Broncos,3.140,3.950
4,10:25,3,2,SDG 16,20,17,C.J. Anderson right guard for -1 yards (tackle by Cordarro Law),3.950,2.410
4,9:48,4,3,SDG 17,20,20,Brandon McManus 35 yard field goal good,2.410,3.000
4,9:48,,,DEN 35,20,20,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,9:45,1,10,SDG 20,20,20,Philip Rivers pass complete short right to Donald Brown for 6 yards (tackle by Danny Trevathan),0.280,0.540
4,9:18,2,4,SDG 26,20,20,"Philip Rivers pass incomplete short right intended for Antonio Gates. Penalty on J.D. Walton: Offensive Holding, 10 yards (no play)",0.540,-0.940
4,9:14,2,14,SDG 16,20,20,Philip Rivers pass complete short left to Tyrell Williams for 10 yards (tackle by Chris Harris),-0.940,-0.160
4,8:36,3,4,SDG 26,20,20,Philip Rivers pass complete short middle to Danny Woodhead for 3 yards (tackle by Bradley Roby),-0.160,-1.440
4,7:56,4,1,SDG 29,20,20,"Mike Scifres punts 48 yards, fair catch by Jordan Norwood",-1.440,-0.480
4,7:47,1,10,DEN 23,20,20,Peyton Manning pass incomplete deep middle intended for Emmanuel Sanders,0.480,-0.070
4,7:41,2,10,DEN 23,20,20,Ronnie Hillman middle for 2 yards (tackle by Kendall Reyes),-0.070,-0.490
4,7:06,3,8,DEN 25,20,20,Peyton Manning sacked by Melvin Ingram for 0 yards,-0.490,-1.700
4,6:32,4,8,DEN 25,20,20,"Britton Colquitt punts 44 yards, muffed catch by Javontee Herndon, recovered by Matt Daniels and returned for no gain",-1.700,-0.410
4,6:19,1,10,SDG 22,20,20,Danny Woodhead middle for -1 yards (tackle by Todd Davis),0.410,-0.270
4,5:45,2,11,SDG 21,20,20,Donald Brown left guard for 4 yards (tackle by Danny Trevathan),-0.270,-0.430
4,5:04,3,7,SDG 25,20,20,Philip Rivers pass incomplete deep middle intended for Tyrell Williams is intercepted by Shiloh Keo at SDG-45 and returned for 22 yards,-0.430,-4.040
4,4:50,1,10,SDG 23,20,26,"Ronnie Hillman right tackle for 23 yards, touchdown",4.040,7.000
4,4:50,,,SDG 23,20,27,Brandon McManus kicks extra point good,0.000,0.000
4,4:50,,,DEN 35,20,27,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,4:43,1,10,SDG 20,20,27,Philip Rivers pass incomplete short left intended for Javontee Herndon (defended by T.J. Ward),0.280,-0.270
4,4:39,2,10,SDG 20,20,27,Donald Brown middle for 6 yards (tackle by Danny Trevathan),-0.270,-0.160
4,4:03,3,4,SDG 26,20,27,Philip Rivers pass complete short right to Dontrelle Inman for 8 yards (tackle by Aqib Talib),-0.160,1.200
4,3:31,1,10,SDG 34,20,27,Donald Brown middle for 12 yards (tackle by Aqib Talib),1.200,1.990
4,2:53,1,10,SDG 46,20,27,"Donald Brown left guard for 5 yards (tackle by T.J. Ward). Penalty on Lerentee McCray: Defensive Offside, 5 yards (no play)",1.990,2.720
4,2:47,1,5,DEN 49,20,27,"Philip Rivers pass incomplete short right intended for Antonio Gates. Penalty on Sylvester Williams: Defensive Holding, 5 yards (no play)",2.720,2.650
4,2:43,1,10,DEN 44,20,27,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Danny Woodhead at DEN-49 and returned for 2 yards",2.650,1.710
4,2:12,2,13,DEN 47,20,27,Philip Rivers pass complete short right to Danny Woodhead for -2 yards (tackle by Danny Trevathan),1.710,0.760
4,2:00,3,15,DEN 49,20,27,Philip Rivers pass complete short right to Dontrelle Inman for 9 yards (tackle by Aqib Talib and Danny Trevathan),0.760,0.760
4,2:00,3,15,DEN 49,20,27,Timeout #1 by Los Angeles Chargers,0.760,0.590
4,1:47,4,6,DEN 40,20,27,Philip Rivers pass incomplete deep middle intended for Tyrell Williams (defended by Chris Harris),0.590,-1.600
4,1:40,1,10,DEN 40,20,27,C.J. Anderson left end for no gain (tackle by Craig Mager),1.600,1.600
4,1:34,1,10,DEN 40,20,27,Timeout #2 by Los Angeles Chargers,1.600,1.050
4,1:34,2,10,DEN 40,20,27,C.J. Anderson right guard for 3 yards (tackle by Damion Square),1.050,1.050
4,1:30,2,10,DEN 40,20,27,Timeout #3 by Los Angeles Chargers,1.050,0.760
4,1:30,3,7,DEN 43,20,27,C.J. Anderson left guard for 12 yards (tackle by Manti Te'o),0.760,2.590
4,0:47,1,10,SDG 45,20,27,Peyton Manning kneels for -1 yards,2.590,1.910
4,0:32,2,11,SDG 46,20,27,Peyton Manning kneels for -1 yards,1.910,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
