Quarter,Time,Tm,Detail,SDG,DEN
1.0,14:29,Broncos,Demaryius Thomas 72 yard pass from Brock Osweiler (Brandon McManus kick),0,7
,10:10,Chargers,Josh Lambo 50 yard field goal,3,7
2.0,5:52,Chargers,Josh Lambo 42 yard field goal,6,7
3.0,8:18,Chargers,Antonio Gates 13 yard pass from Philip Rivers (Josh Lambo kick),13,7
,5:24,Broncos,C.J. Anderson 1 yard rush (Brandon McManus kick),13,14
4.0,13:09,Broncos,Brandon McManus 48 yard field goal,13,17
,12:58,Chargers,Tyrell Williams 80 yard pass from Philip Rivers (Josh Lambo kick),20,17
,9:45,Broncos,Brandon McManus 35 yard field goal,20,20
,4:44,Broncos,Ronnie Hillman 23 yard rush (Brandon McManus kick),20,27
