Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alexander Mattison,MIN,18,44,0,1,32,1.8,12,0.7,1,18.0
Kirk Cousins,MIN,2,-5,0,1,-6,-3.0,1,0.5,0,
Cam Akers,MIN,1,8,0,1,7,7.0,1,1.0,0,
Brandon Powell,MIN,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Onta Foreman,CHI,15,65,0,2,36,2.4,29,1.9,1,15.0
Darrynton Evans,CHI,9,32,0,3,19,2.1,13,1.4,0,
Justin Fields,CHI,8,46,0,2,36,4.5,10,1.3,0,
Tyson Bagent,CHI,2,4,1,1,4,2.0,0,0.0,0,
Velus Jones Jr.,CHI,2,15,0,1,15,7.5,0,0.0,0,
