Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
1,3:43,3,1,CHI 44,3,0,"Penalty on Cody Whitehair: False Start, 4 yards (accepted) (no play)",1.220,0.700
1,3:21,3,5,CHI 40,3,0,Justin Fields pass complete short left to D.J. Moore for 7 yards (tackle by Josh Metellus and Byron Murphy),0.700,2.060
1,2:44,1,10,CHI 47,3,0,Velus Jones right end for 17 yards (tackle by Camryn Bynum),2.060,3.180
1,2:05,1,10,MIN 36,3,0,D'Onta Foreman right tackle for 6 yards (tackle by Khyiris Tonga),3.180,3.450
1,1:18,2,4,MIN 30,3,0,Darrynton Evans left end for 11 yards (tackle by Camryn Bynum),3.450,4.310
1,0:36,1,10,MIN 19,3,0,Darrynton Evans right guard for 12 yards (tackle by Jordan Hicks and Josh Metellus),4.310,5.600
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,7,MIN 7,3,0,D'Onta Foreman left tackle for 3 yards (tackle by Danielle Hunter and Harrison Phillips),5.600,5.340
2,14:18,2,4,MIN 4,3,0,Justin Fields pass incomplete short left intended for Cole Kmet,5.340,4.490
2,14:13,3,4,MIN 4,3,0,Justin Fields sacked by Harrison Phillips for no gain,4.490,3.030
2,13:45,4,4,MIN 4,3,3,Cairo Santos 22 yard field goal good,3.030,3.000
2,13:41,,,CHI 35,3,3,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,13:41,1,10,MIN 25,3,3,Alexander Mattison right guard for 2 yards (tackle by Justin Jones and Tremaine Edmunds),0.610,0.330
2,13:03,2,8,MIN 27,3,3,Kirk Cousins pass complete deep middle to K.J. Osborn for 21 yards (tackle by T.J. Edwards),0.330,2.130
2,12:24,1,10,MIN 48,3,3,Alexander Mattison left tackle for 6 yards (tackle by DeMarcus Walker),2.130,2.390
2,11:47,2,4,CHI 46,3,3,Brandon Powell left end for -1 yards (tackle by Yannick Ngakoue),2.390,1.550
2,11:04,3,5,CHI 47,3,3,Kirk Cousins pass complete short middle to K.J. Osborn for 12 yards (tackle by Jaylon Johnson),1.550,3.250
2,10:29,1,10,CHI 35,3,3,Kirk Cousins pass incomplete short left intended for Alexander Mattison,3.250,2.700
2,10:23,2,10,CHI 35,3,3,Alexander Mattison left end for -2 yards (tackle by Zacch Pickens and Dominique Robinson),2.700,1.750
2,9:44,3,12,CHI 37,3,3,Kirk Cousins pass complete short middle to Brandon Powell for 4 yards (tackle by Jaquan Brisker),1.750,1.150
2,9:02,4,8,CHI 33,6,3,Greg Joseph 51 yard field goal good,1.150,3.000
2,8:56,,,MIN 35,6,3,"Greg Joseph kicks off 70 yards, returned by Velus Jones for 34 yards (tackle by Josh Metellus and Brian Asamoah)",0.000,0.870
2,8:50,1,10,CHI 29,6,3,"D'Onta Foreman left end for -6 yards. D'Onta Foreman fumbles (forced by Akayleb Evans), recovered by Robert Tonyan at CHI-23 (tackle by Akayleb Evans)",0.870,-0.480
2,8:24,2,16,CHI 23,6,3,Justin Fields pass incomplete short middle intended for Trent Taylor (defended by Ivan Pace),-0.480,-1.150
2,8:10,3,16,CHI 23,6,3,Justin Fields scrambles left end for 10 yards (tackle by Harrison Smith),-1.150,-1.180
2,7:50,4,6,CHI 33,6,3,"Trenton Gill punts 50 yards, returned by Brandon Powell for 10 yards (tackle by Jaylon Jones)",-1.180,-0.740
2,7:42,1,10,MIN 27,6,3,Kirk Cousins pass incomplete deep left intended for Jordan Addison,0.740,0.200
2,7:34,2,10,MIN 27,6,3,Kirk Cousins pass complete short right to K.J. Osborn for 12 yards (tackle by Tyrique Stevenson),0.200,1.530
2,7:13,1,10,MIN 39,6,3,Kirk Cousins sacked by and Jaquan Brisker for -7 yards and DeMarcus Walker for -7 yards. Kirk Cousins fumbles (forced by Jaquan Brisker). Kirk Cousins fumbles out of bounds,1.530,-0.230
2,6:55,2,19,MIN 30,6,3,Kirk Cousins pass incomplete deep middle intended for T.J. Hockenson,-0.230,-0.890
2,6:52,3,19,MIN 30,6,3,Kirk Cousins pass complete short right to T.J. Hockenson for 7 yards (tackle by Jaylon Johnson and Kyler Gordon),-0.890,-0.910
2,6:14,4,12,MIN 37,6,3,"Ryan Wright punts 63 yards, touchback.",-0.910,-0.280
2,6:06,1,10,CHI 20,6,3,Justin Fields pass complete deep middle to Darnell Mooney for 39 yards (tackle by Harrison Smith),0.280,2.850
2,5:21,1,10,MIN 41,6,3,Darrynton Evans right guard for 1 yard (tackle by D.J. Wonnum),2.850,2.440
2,4:46,2,9,MIN 40,6,3,Justin Fields pass complete short left to Darrynton Evans for 2 yards (tackle by Akayleb Evans),2.440,2.020
2,3:37,3,7,MIN 38,6,3,Darrynton Evans up the middle for 3 yards (tackle by Harrison Phillips),2.020,0.980
2,3:23,4,4,MIN 35,6,6,Cairo Santos 53 yard field goal good,0.980,3.000
2,3:18,,,CHI 35,6,6,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,3:18,1,10,MIN 25,6,6,Alexander Mattison left end for 8 yards (tackle by Tyrique Stevenson),0.610,1.140
2,3:00,2,2,MIN 33,6,6,Kirk Cousins pass incomplete short middle intended for Alexander Mattison,1.140,0.430
2,2:53,3,2,MIN 33,6,6,"Kirk Cousins sacked by T.J. Edwards for no gain. Kirk Cousins fumbles (forced by T.J. Edwards), recovered by Tremaine Edmunds at MIN-35 (tackle by T.J. Hockenson)",0.430,-3.250
2,2:48,1,10,MIN 35,6,6,Justin Fields left end for 1 yard (tackle by D.J. Wonnum),3.250,2.840
2,2:09,2,9,MIN 34,6,6,Justin Fields pass complete short middle to Cole Kmet for 7 yards (tackle by Jordan Hicks and Akayleb Evans),2.840,3.070
2,1:59,3,2,MIN 27,6,6,Justin Fields pass short middle (defended by Danielle Hunter) intended for D.J. Moore is intercepted by Jordan Hicks at MIN-14 and returned for 9 yards (tackle by Darnell Mooney),3.070,-0.480
2,1:47,1,10,MIN 23,6,6,Alexander Mattison left tackle for 6 yards (tackle by Jaquan Brisker and Justin Jones),0.480,0.740
2,1:28,2,4,MIN 29,6,6,"Kirk Cousins pass complete short right to Brandon Powell for 9 yards (tackle by Kyler Gordon). Penalty on Tremaine Edmunds: Illegal Contact, 5 yards (declined)",0.740,1.470
2,1:23,1,10,MIN 38,6,6,Kirk Cousins pass complete deep right to T.J. Hockenson for 21 yards (tackle by Jaquan Brisker),1.470,2.850
2,1:02,1,10,CHI 41,6,6,Kirk Cousins pass complete short right to T.J. Hockenson for 2 yards (tackle by Jaquan Brisker),2.850,2.580
2,0:57,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:57,2,8,CHI 39,6,6,Kirk Cousins pass complete short right to Alexander Mattison for 5 yards (tackle by Tremaine Edmunds and Dominique Robinson),2.580,2.540
2,0:34,3,3,CHI 34,6,6,Kirk Cousins pass complete short middle to T.J. Hockenson for 12 yards (tackle by Elijah Hicks),2.540,4.110
2,0:28,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:28,1,10,CHI 22,6,6,"Kirk Cousins pass complete to Alexander Mattison for no gain. Penalty on Tyrique Stevenson: Defensive Holding, 5 yards (accepted) (no play)",4.110,4.440
2,0:22,1,10,CHI 17,6,6,Kirk Cousins pass complete short middle to Brandon Powell for 7 yards (tackle by Tremaine Edmunds),4.440,5.100
2,0:17,,,,,,Timeout #3 by Minnesota Vikings,,
2,0:17,2,3,CHI 10,12,6,"Kirk Cousins pass complete short left to Jordan Addison for 10 yards, touchdown",5.100,7.000
2,0:12,,,CHI 15,12,6,Greg Joseph kicks extra point blocked blocked by Rasheem Green,0.000,-1.000
2,0:12,,,MIN 35,12,6,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,0:12,1,10,CHI 25,12,6,Justin Fields kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,12,6,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,12,6,Alexander Mattison left end for 5 yards (tackle by T.J. Edwards and Elijah Hicks),0.610,0.740
3,14:28,2,5,MIN 30,12,6,Kirk Cousins pass complete short left to T.J. Hockenson for no gain (tackle by T.J. Edwards),0.740,0.040
3,13:50,3,5,MIN 30,12,6,Kirk Cousins pass incomplete deep right intended for K.J. Osborn,0.040,-1.370
3,13:42,4,5,MIN 30,12,6,"Ryan Wright punts 38 yards, fair catch by Trent Taylor at CHI-32",-1.370,-1.070
3,13:36,1,10,CHI 32,12,6,D'Onta Foreman right guard for 6 yards (tackle by Jonathan Bullard),1.070,1.340
3,12:55,2,4,CHI 38,12,6,Justin Fields scrambles left end for 11 yards (tackle by Camryn Bynum),1.340,2.190
3,12:14,1,10,CHI 49,12,6,Justin Fields scrambles right end for 3 yards (tackle by Danielle Hunter),2.190,2.050
3,11:27,2,7,MIN 48,12,6,Darrynton Evans left end for no gain (tackle by Jordan Hicks and Khyiris Tonga),2.050,1.360
3,10:44,3,7,MIN 48,12,6,Justin Fields sacked by Danielle Hunter for -5 yards,1.360,-0.260
3,9:56,4,12,CHI 47,12,6,Trenton Gill punts 48 yards downed by Velus Jones,-0.260,0.380
3,9:49,1,10,MIN 5,12,6,Alexander Mattison left tackle for -2 yards (tackle by Jack Sanborn and Andrew Billings),-0.380,-0.930
3,9:07,2,12,MIN 3,12,6,Kirk Cousins pass incomplete short middle intended for Alexander Mattison,-0.930,-1.650
3,9:00,3,12,MIN 3,12,6,"Penalty on MIN: Delay of Game, 2 yards (accepted) (no play)",-1.650,-1.890
3,9:00,3,14,MIN 1,12,6,Kirk Cousins pass complete short middle to T.J. Hockenson for 8 yards (tackle by Kyler Gordon),-1.890,-2.490
3,8:26,4,6,MIN 9,12,6,"Penalty on Dylan Cole: Neutral Zone Infraction, 5 yards (accepted) (no play)",-2.490,-2.470
3,8:14,4,1,MIN 14,12,6,"Ryan Wright punts 45 yards, fair catch by Trent Taylor at CHI-41",-2.470,-1.660
3,8:07,1,10,CHI 41,12,6,Tyson Bagent pass complete short left to Velus Jones for 5 yards (tackle by Byron Murphy),1.660,1.800
3,7:39,2,5,CHI 46,12,6,Darrynton Evans right guard for 6 yards (tackle by Jordan Hicks and Akayleb Evans),1.800,2.390
3,6:58,1,10,MIN 48,18,6,"Tyson Bagent sacked by Josh Metellus for -10 yards. Tyson Bagent fumbles (forced by Josh Metellus), recovered by Jordan Hicks at CHI-42 and returned for 42 yards, touchdown",2.390,-7.000
3,6:44,,,CHI 15,19,6,Greg Joseph kicks extra point good,0.000,0.000
3,6:44,,,MIN 35,19,6,"Greg Joseph kicks off 64 yards, returned by Velus Jones for 19 yards (tackle by Greg Joseph). Penalty on Joejuan Williams: Defensive Holding, 10 yards (accepted)",0.000,-0.380
3,6:36,1,10,CHI 10,19,6,D'Onta Foreman left guard for 2 yards (tackle by Dean Lowry and Jordan Hicks),-0.380,-0.630
3,5:57,2,8,CHI 12,19,6,D'Onta Foreman left guard for no gain (tackle by Akayleb Evans and Josh Metellus),-0.630,-1.190
3,5:19,3,8,CHI 12,19,6,"Tyson Bagent pass incomplete intended for Tyler Scott. Penalty on Akayleb Evans: Defensive Pass Interference, 36 yards (accepted) (no play)",-1.190,2.130
3,5:12,1,10,CHI 48,19,6,Tyson Bagent pass complete short left to Darnell Mooney for 9 yards (tackle by Camryn Bynum),2.130,2.800
3,5:04,2,1,MIN 43,19,6,Tyson Bagent pass complete short right to D.J. Moore for -2 yards (tackle by Byron Murphy),2.800,1.820
3,4:27,3,3,MIN 45,19,6,Tyson Bagent pass incomplete short left intended for Darnell Mooney (defended by D.J. Wonnum),1.820,0.270
3,4:26,4,3,MIN 45,19,6,Tyson Bagent pass incomplete deep left intended for Tyler Scott (defended by Byron Murphy),0.270,-1.930
3,4:21,1,10,MIN 45,19,6,Kirk Cousins pass complete short right to Cam Akers for 7 yards (tackle by Tremaine Edmunds),1.930,2.330
3,3:40,2,3,CHI 48,19,6,Cam Akers left tackle for 8 yards (tackle by Jack Sanborn),2.330,2.920
3,3:00,1,10,CHI 40,19,6,Kirk Cousins pass complete short right to Alexander Mattison for 7 yards (tackle by T.J. Edwards),2.920,3.320
3,2:10,2,3,CHI 33,19,6,Alexander Mattison right end for 1 yard (tackle by Zacch Pickens and Jack Sanborn),3.320,2.740
3,1:30,3,2,CHI 32,19,6,"Alexander Mattison left end for no gain. Penalty on T.J. Hockenson: Offensive Holding, 10 yards (accepted) (no play)",2.740,1.420
3,1:02,3,12,CHI 42,19,6,Kirk Cousins pass complete short left to Jordan Addison for 3 yards (tackle by Jaylon Johnson),1.420,0.660
3,0:19,4,9,CHI 39,19,6,Greg Joseph 57 yard field goal no good,0.660,-2.060
3,0:13,1,10,CHI 47,19,6,Darrynton Evans right end for no gain (tackle by Jonathan Bullard and Jordan Hicks),2.060,1.520
Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,CHI 47,19,6,Velus Jones left end for -2 yards (tackle by Josh Metellus),1.520,0.560
4,14:22,3,12,CHI 45,19,6,Tyson Bagent pass incomplete short middle intended for D.J. Moore (defended by Byron Murphy),0.560,-0.390
4,14:20,4,12,CHI 45,19,6,"Trenton Gill punts 38 yards, returned by Brandon Powell for 15 yards (tackle by T.J. Edwards)",-0.390,-1.070
4,14:11,1,10,MIN 32,19,6,Alexander Mattison right tackle for 6 yards (tackle by Yannick Ngakoue),1.070,1.340
4,13:29,2,4,MIN 38,19,6,Alexander Mattison right tackle for -4 yards (tackle by Justin Jones and Tremaine Edmunds),1.340,0.100
4,13:00,3,8,MIN 34,19,6,Kirk Cousins pass incomplete short right intended for Jordan Addison (defended by Tyrique Stevenson),0.100,-1.110
4,12:53,4,8,MIN 34,19,6,"Ryan Wright punts 55 yards, returned by Trent Taylor for 12 yards (tackle by Theo Jackson)",-1.110,-0.480
4,12:42,1,10,CHI 23,19,6,Darrynton Evans right guard for 4 yards (tackle by Patrick Jones),0.480,0.470
4,12:08,2,6,CHI 27,19,6,Tyson Bagent pass complete short right to D.J. Moore for 18 yards (tackle by Jordan Hicks and Byron Murphy),0.470,1.930
4,11:26,1,10,CHI 45,19,6,Tyson Bagent pass complete deep middle to D.J. Moore for 24 yards (tackle by Camryn Bynum),1.930,3.510
4,10:58,1,10,MIN 31,19,6,D'Onta Foreman left tackle for 3 yards (tackle by Patrick Jones and Jonathan Bullard),3.510,3.370
4,10:37,2,7,MIN 28,19,6,D'Onta Foreman left guard for 6 yards (tackle by Danielle Hunter),3.370,3.470
4,10:04,3,1,MIN 22,19,6,Tyson Bagent pass complete short right to D'Onta Foreman for 2 yards (tackle by Camryn Bynum),3.470,4.240
4,9:20,1,10,MIN 20,19,6,Tyson Bagent pass complete short right to Robert Tonyan for 11 yards (tackle by Andrew Booth),4.240,5.140
4,8:39,1,9,MIN 9,19,6,D'Onta Foreman left guard for 8 yards (tackle by Camryn Bynum and Harrison Smith),5.140,5.910
4,7:57,2,1,MIN 1,19,12,"Tyson Bagent up the middle for 1 yard, touchdown",5.910,7.000
4,7:46,,,MIN 15,19,13,Cairo Santos kicks extra point good,0.000,0.000
4,7:46,,,CHI 35,19,13,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,7:45,1,10,MIN 25,19,13,"Kirk Cousins pass incomplete short middle. Penalty on Kirk Cousins: Intentional Grounding, 10 yards (accepted)",0.610,-1.430
4,7:42,2,20,MIN 15,19,13,Kirk Cousins pass incomplete short middle intended for T.J. Hockenson (defended by Tremaine Edmunds),-1.430,-2.350
4,7:38,3,20,MIN 15,19,13,Kirk Cousins pass complete short middle to Alexander Mattison for 13 yards (tackle by Jaquan Brisker and Kyler Gordon),-2.350,-1.500
4,6:55,4,7,MIN 28,19,13,Ryan Wright punts 48 yards out of bounds,-1.500,-0.540
4,6:44,1,10,CHI 24,19,13,D'Onta Foreman right guard for 6 yards (tackle by Jordan Hicks),0.540,0.810
4,6:11,2,4,CHI 30,19,13,D'Onta Foreman left guard for no gain (tackle by Jonathan Bullard and Danielle Hunter),0.810,0.100
4,5:29,3,4,CHI 30,19,13,D'Onta Foreman left guard for 6 yards (tackle by Patrick Jones),0.100,1.330
4,4:52,1,10,CHI 36,19,13,Tyson Bagent pass complete short left to Tyler Scott for 5 yards (tackle by Akayleb Evans),1.330,1.470
4,4:12,2,5,CHI 41,19,13,D'Onta Foreman right guard for 10 yards (tackle by Josh Metellus and Harrison Smith),1.470,2.320
4,3:26,1,10,MIN 49,19,13,Tyson Bagent left end for 3 yards (tackle by Camryn Bynum),2.320,2.190
4,3:21,2,7,MIN 46,19,13,Tyson Bagent pass complete short right to D.J. Moore for 4 yards (tackle by Khyiris Tonga),2.190,2.020
4,2:41,3,3,MIN 42,19,13,Tyson Bagent pass complete short right to Tyler Scott for 7 yards (tackle by Andrew Booth),2.020,3.250
4,2:05,1,10,MIN 35,19,13,"Tyson Bagent pass deep left intended for D.J. Moore is intercepted by Byron Murphy at MIN-8 and returned for 37 yards. Byron Murphy fumbles (forced by D.J. Moore), recovered by Byron Murphy at MIN-45",3.250,-1.930
4,1:51,1,10,MIN 45,19,13,Alexander Mattison left guard for 3 yards (tackle by Justin Jones and DeMarcus Walker),1.930,1.790
4,1:45,,,,,,Timeout #1 by Chicago Bears,,
4,1:45,2,7,MIN 48,19,13,Alexander Mattison left guard for 8 yards (tackle by Tyrique Stevenson),1.790,2.650
4,1:40,,,,,,Timeout #2 by Chicago Bears,,
4,1:40,1,10,CHI 44,19,13,Alexander Mattison left tackle for 2 yards (tackle by Jack Sanborn),2.650,2.380
4,1:34,,,,,,Timeout #3 by Chicago Bears,,
4,1:34,2,8,CHI 42,19,13,Alexander Mattison right guard for -3 yards (tackle by Justin Jones),2.380,1.290
4,0:48,,,,,,Timeout #1 by Minnesota Vikings,,
4,0:48,3,11,CHI 45,19,13,Alexander Mattison right end for 2 yards (tackle by T.J. Edwards and Justin Jones),1.290,0.400
4,0:01,4,9,CHI 43,19,13,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",0.400,0.070
4,0:01,4,14,CHI 48,19,13,Kirk Cousins kneels for -6 yards,0.070,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
