Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,LAC 35,0,0,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,KAN 25,0,0,Clyde Edwards-Helaire right guard for 5 yards (tackle by Drue Tranquill),0.610,0.740
1,14:31,2,5,KAN 30,0,0,Clyde Edwards-Helaire up the middle for 4 yards (tackle by Sebastian Joseph-Day),0.740,0.560
1,13:51,3,1,KAN 34,0,0,Michael Burton left guard for 6 yards (tackle by Morgan Fox),0.560,1.600
1,13:20,1,10,KAN 40,0,0,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 10 yards (tackle by Drue Tranquill and Derwin James),1.600,2.260
1,12:41,1,10,KAN 50,0,0,Patrick Mahomes pass complete short left to Michael Burton for 2 yards (tackle by Kenneth Murray),2.260,1.980
1,12:07,2,8,LAC 48,0,0,Patrick Mahomes pass complete short right to Travis Kelce for 6 yards (tackle by Derwin James),1.980,2.080
1,11:31,3,2,LAC 42,0,0,Mecole Hardman right end for -4 yards (tackle by Joey Bosa),2.080,0.200
1,10:47,4,6,LAC 46,0,0,"Tommy Townsend punts 46 yards, touchback.",0.200,-0.280
1,10:39,1,10,LAC 20,0,0,Justin Herbert pass complete short left to Mike Williams for 9 yards (tackle by L'Jarius Sneed),0.280,0.950
1,10:11,2,1,LAC 29,0,0,Justin Herbert pass complete short left to Mike Williams for 15 yards (tackle by Rashad Fenton),0.950,1.860
1,9:47,1,10,LAC 44,0,0,Justin Herbert pass incomplete short left,1.860,1.320
1,9:42,2,10,LAC 44,0,0,Austin Ekeler left guard for 8 yards (tackle by Justin Reid),1.320,1.690
1,9:04,3,2,KAN 48,0,0,Justin Herbert pass complete short right to DeAndre Carter for 12 yards (tackle by L'Jarius Sneed),1.690,3.180
1,8:26,1,10,KAN 36,0,0,Joshua Kelley right tackle for 7 yards (tackle by Carlos Dunlap),3.180,3.580
1,7:46,2,3,KAN 29,0,0,Justin Herbert pass incomplete short right intended for Josh Palmer,3.580,2.870
1,7:40,3,3,KAN 29,0,0,"Justin Herbert pass incomplete short left intended for Josh Palmer. Penalty on Rashad Fenton: Defensive Pass Interference, 8 yards (accepted) (no play)",2.870,4.170
1,7:35,1,10,KAN 21,0,0,Justin Herbert pass incomplete deep right intended for Mike Williams,4.170,3.630
1,7:30,2,10,KAN 21,0,0,Justin Herbert pass complete short left to Austin Ekeler for -3 yards (tackle by Willie Gay),3.630,2.540
1,6:48,3,13,KAN 24,0,0,Justin Herbert pass complete short right to Gerald Everett for 11 yards (tackle by Bryan Cook),2.540,2.690
1,6:01,4,2,KAN 13,3,0,Dustin Hopkins 31 yard field goal good,2.690,3.000
1,5:58,,,LAC 35,3,0,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
1,5:58,1,10,KAN 25,3,0,Clyde Edwards-Helaire left guard for 3 yards (tackle by Kyle Van Noy),0.610,0.470
1,5:19,2,7,KAN 28,3,0,Patrick Mahomes sacked by Khalil Mack for -9 yards,0.470,-1.510
1,4:34,3,16,KAN 19,3,0,Patrick Mahomes pass complete short left to Jerick McKinnon for -5 yards (tackle by Derwin James and Joey Bosa),-1.510,-2.470
1,3:58,4,21,KAN 14,3,0,"Tommy Townsend punts 49 yards, returned by DeAndre Carter for 5 yards (tackle by Elijah Lee)",-2.470,-1.730
1,3:47,1,10,LAC 42,3,0,Justin Herbert pass complete short right to Mike Williams for 8 yards (tackle by Justin Reid),1.730,2.270
1,3:10,2,2,LAC 50,3,0,Austin Ekeler right tackle for -4 yards (tackle by Willie Gay),2.270,1.030
1,2:28,3,6,LAC 46,3,0,Justin Herbert pass complete short right to Mike Williams for 5 yards (tackle by Jaylen Watson),1.030,0.000
1,2:01,4,1,KAN 49,3,0,Justin Herbert up the middle for 2 yards (tackle by Nick Bolton),0.000,2.460
1,1:22,1,10,KAN 47,3,0,Sony Michel left guard for 7 yards (tackle by Willie Gay and Nick Bolton),2.460,2.860
1,0:40,2,3,KAN 40,3,0,"Justin Herbert pass complete deep left to Mike Williams for 39 yards (tackle by Rashad Fenton). Penalty on Rashad Fenton: Defensive Holding, 5 yards (declined) . Penalty on Rashad Fenton: Defensive Pass Interference, 15 yards (declined)",2.860,6.970
1,0:25,1,1,KAN 1,3,0,Sony Michel right end for no gain (tackle by L'Jarius Sneed and Willie Gay),6.970,5.910
Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
