Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
J.C. Jackson,LAC,0,6,5,83.3%,73,14.6,12.2,1,156.9,11.3,59,14,0,0,0,0.0,0,6,0,0.0%
Drue Tranquill,LAC,0,5,4,80.0%,34,8.5,6.8,0,95.0,3.6,17,17,1,0,0,0.0,0,6,1,14.3%
Asante Samuel Jr.,LAC,0,9,4,44.4%,39,9.8,4.3,0,57.2,10.7,31,8,0,0,0,0.0,0,3,0,0.0%
Derwin James,LAC,0,5,4,80.0%,4,1.0,0.8,0,79.2,4.4,1,3,1,0,0,0.0,0,9,1,10.0%
Joey Bosa,LAC,0,1,1,100.0%,21,21.0,21.0,0,118.7,5.0,5,16,2,0,1,0.0,1,3,0,0.0%
Khalil Mack,LAC,0,1,1,100.0%,2,2.0,2.0,0,79.2,-2.0,-2,4,2,0,0,1.0,1,2,0,0.0%
Nasir Adderley,LAC,0,2,1,50.0%,30,30.0,15.0,0,95.8,18.0,26,4,0,0,0,0.0,0,3,0,0.0%
Kenneth Murray,LAC,0,1,1,100.0%,10,10.0,10.0,0,108.3,-5.0,-5,15,1,0,0,0.0,0,3,0,0.0%
Austin Johnson,LAC,0,1,1,100.0%,9,9.0,9.0,1,143.7,7.0,7,2,0,0,0,0.0,0,1,0,0.0%
Sebastian Joseph-Day,LAC,0,1,1,100.0%,0,0.0,0.0,0,79.2,-4.0,-4,4,0,0,0,0.0,0,4,0,0.0%
Kyle Van Noy,LAC,0,0,0,,,,,,,,,,1,0,1,0.0,1,2,0,0.0%
Morgan Fox,LAC,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Bryce Callahan,LAC,0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,0,0,0.0,0,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Willie Gay Jr.,KAN,0,14,12,85.7%,92,7.7,6.6,0,94.0,1.5,10,82,5,0,1,0.0,1,11,2,15.4%
L'Jarius Sneed,KAN,0,8,7,87.5%,88,12.6,11.0,1,152.1,7.5,55,33,6,0,0,0.0,0,8,0,0.0%
Jaylen Watson,KAN,1,10,4,40.0%,35,8.8,3.5,0,10.4,7.7,27,8,0,0,0,0.0,0,4,0,0.0%
Rashad Fenton,KAN,0,5,4,80.0%,74,18.5,14.8,0,118.7,12.2,60,14,2,0,0,0.0,0,6,1,14.3%
Justin Reid,KAN,0,4,2,50.0%,8,4.0,2.0,2,95.8,6.0,8,0,1,0,0,0.0,0,4,0,0.0%
Nick Bolton,KAN,0,4,2,50.0%,14,7.0,3.5,0,58.3,1.8,9,5,0,0,0,0.0,0,10,0,0.0%
Chris Jones,KAN,0,1,1,100.0%,21,21.0,21.0,0,118.7,-7.0,-7,28,0,1,0,2.0,3,3,1,25.0%
Khalen Saunders,KAN,0,1,1,100.0%,2,2.0,2.0,0,79.2,-6.0,-6,8,0,0,0,0.0,0,2,0,0.0%
Carlos Dunlap,KAN,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
Frank Clark,KAN,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,1,33.3%
George Karlaftis III,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Michael Danna,KAN,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Leo Chenal,KAN,0,0,0,,,,,,,,,,1,0,1,0.0,1,2,0,0.0%
Bryan Cook,KAN,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
