Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,10,41,1,3,35,3.5,6,0.6,0,
Jamaal Williams,GNB,5,12,0,3,7,1.4,5,1.0,1,5.0
Aaron Rodgers,GNB,3,13,0,1,13,4.3,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,22,90,0,6,54,2.5,36,1.6,1,22.0
Nyheim Hines,IND,6,2,0,1,-3,-0.5,5,0.8,0,
Jordan Wilkins,IND,4,21,0,1,15,3.8,6,1.5,1,4.0
Jacoby Brissett,IND,2,9,0,1,5,2.5,4,2.0,0,
DeMichael Harris,IND,2,19,0,,,,,,,
Philip Rivers,IND,1,-1,0,0,-1,-1.0,0,0.0,0,
