Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jaire Alexander,GNB,0,10,6,60.0%,71,11.8,7.1,0,81.7,11.5,42,29,1,0,0,0.0,0,6,0,0.0%
Raven Greene,GNB,0,6,6,100.0%,47,7.8,7.8,1,138.9,2.2,13,34,0,0,0,0.0,0,9,0,0.0%
Adrian Amos,GNB,0,4,3,75.0%,22,7.3,5.5,0,87.5,5.5,3,19,0,0,0,0.0,0,7,0,0.0%
Chandon Sullivan,GNB,0,5,3,60.0%,44,14.7,8.8,0,88.7,10.6,34,10,1,0,0,0.0,0,5,0,0.0%
Preston Smith,GNB,0,2,2,100.0%,23,11.5,11.5,1,154.2,9.5,19,4,2,0,0,0.0,0,4,0,0.0%
Kamal Martin,GNB,0,1,1,100.0%,1,1.0,1.0,0,79.2,-3.0,-3,4,1,0,0,0.0,0,4,0,0.0%
Christian Kirksey,GNB,1,2,1,50.0%,45,45.0,22.5,1,95.8,6.5,5,40,0,0,0,0.0,0,11,0,0.0%
Kevin King,GNB,0,3,1,33.3%,20,20.0,6.7,0,57.6,5.3,15,5,0,0,0,0.0,0,7,1,12.5%
Kingsley Keke,GNB,0,1,1,100.0%,15,15.0,15.0,0,118.7,-4.0,-4,19,0,0,0,0.0,0,2,1,33.3%
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,1,1.0,3,6,0,0.0%
Rashan Gary,GNB,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
Za'Darius Smith,GNB,0,0,0,,,,,,,,,,5,0,2,0.0,2,6,1,14.3%
Darnell Savage Jr.,GNB,0,1,0,0.0%,,,0.0,,39.6,15.0,,,0,0,0,0.0,0,6,1,14.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Shaquille Leonard,IND,0,9,9,100.0%,80,8.9,8.9,1,140.7,2.6,23,57,3,0,0,0.0,0,6,1,14.3%
Kenny Moore,IND,0,8,5,62.5%,41,8.2,5.1,2,115.1,6.4,22,19,0,0,0,0.0,0,10,0,0.0%
Rock Ya-Sin,IND,1,7,5,71.4%,64,12.8,9.1,0,60.1,12.7,44,20,0,0,0,0.0,0,4,0,0.0%
Xavier Rhodes,IND,0,5,3,60.0%,25,8.3,5.0,0,72.9,10.2,22,3,0,0,0,0.0,0,1,0,0.0%
Bobby Okereke,IND,0,3,2,66.7%,55,27.5,18.3,0,109.7,20.0,52,3,1,0,0,0.0,0,1,0,0.0%
Anthony Walker,IND,0,2,2,100.0%,23,11.5,11.5,0,114.6,8.0,16,7,0,0,0,0.0,0,2,0,0.0%
Julian Blackmon,IND,0,1,1,100.0%,23,23.0,23.0,0,118.7,-2.0,-2,25,0,0,0,0.0,0,5,0,0.0%
Tyquan Lewis,IND,0,0,0,,,,,,,,,,0,2,0,0.0,2,3,1,25.0%
Justin Houston,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Al-Quadin Muhammad,IND,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Khari Willis,IND,0,0,0,,,,,,,,,,2,0,0,0.0,0,4,1,20.0%
