#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:21,MIA 43,6,2:50,16,Missed FG
2,1,6:13,NYJ 22,6,3:02,78,Touchdown
3,1,0:02,NYJ 9,4,1:35,12,Fumble
4,2,10:44,NYJ 21,7,4:00,79,Touchdown
5,2,5:30,NYJ 31,4,1:58,23,Punt
6,2,0:43,NYJ 18,1,0:43,-3,End of Half
7,3,15:00,MIA 12,4,1:55,9,Downs
8,3,12:51,NYJ 20,3,1:16,80,Touchdown
9,3,9:29,NYJ 36,7,2:54,56,Field Goal
10,3,4:20,NYJ 17,11,5:08,78,Field Goal
11,4,10:48,NYJ 43,3,1:51,8,Punt
12,4,5:46,NYJ 27,6,2:24,73,Touchdown
13,4,2:11,MIA 22,4,1:40,0,Field Goal
