Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Cardinals to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,ARI 20,0,0,Carson Palmer pass complete short right to Larry Fitzgerald for 15 yards (tackle by Richard Sherman),0.280,1.270
1,14:18,1,10,ARI 35,0,0,Carson Palmer pass complete short left to Larry Fitzgerald for 3 yards (tackle by Bobby Wagner),1.270,1.130
1,13:42,2,7,ARI 38,0,0,David Johnson middle for 1 yard (tackle by K.J. Wright),1.130,0.560
1,13:01,3,6,ARI 39,0,0,Carson Palmer pass incomplete deep right intended for Michael Floyd (defended by Richard Sherman),0.560,-0.780
1,13:01,4,6,ARI 39,0,0,"Drew Butler punts 39 yards, returned by Tyler Lockett for 22 yards (tackle by Drew Butler). Penalty on Richard Sherman: Illegal Block Above the Waist, 10 yards",-0.780,0.350
1,12:41,1,10,SEA 12,0,0,Russell Wilson pass complete short left to Jermaine Kearse for 8 yards (tackle by Deone Bucannon),-0.350,0.290
1,12:00,2,2,SEA 20,0,0,Tyler Lockett left end for 8 yards (tackle by Tony Jefferson),0.290,0.810
1,11:30,1,10,SEA 28,0,0,Russell Wilson pass complete short right to Cooper Helfet for 4 yards (tackle by Kevin Minter),0.810,0.800
1,11:00,2,6,SEA 32,0,0,Christine Michael middle for 1 yard (tackle by Calais Campbell),0.800,0.230
1,10:16,3,5,SEA 33,0,0,Russell Wilson pass complete short left to Doug Baldwin for 7 yards (tackle by Justin Bethel),0.230,1.600
1,9:50,1,10,SEA 40,0,0,Christine Michael right tackle for 1 yard (tackle by Kevin Minter),1.600,1.190
1,9:50,2,9,SEA 41,0,0,"Russell Wilson pass complete short left to Doug Baldwin for 6 yards (tackle by Jerraud Powers). Penalty on Tyler Lockett: Offensive Pass Interference, 10 yards (no play)",1.190,-0.160
1,8:43,2,19,SEA 31,0,0,Christine Michael right end for 45 yards (tackle by Rashad Johnson),-0.160,3.970
1,8:00,1,10,ARI 24,0,0,Bryce Brown middle for 3 yards (tackle by Patrick Peterson),3.970,3.840
1,7:29,2,7,ARI 21,0,0,Russell Wilson pass complete short right to Cooper Helfet for 20 yards (tackle by Deone Bucannon),3.840,6.970
1,6:44,1,1,ARI 1,0,0,Christine Michael middle for no gain (tackle by Kevin Minter),6.970,5.910
1,6:07,2,1,ARI 1,0,0,Russell Wilson right tackle for no gain (tackle by Tony Jefferson),5.910,5.170
,,,,,,,"SEA challenged the runner was down by contact ruling, and the play was upheld.",,
1,5:26,3,1,ARI 1,6,0,"Bryce Brown middle for 1 yard, touchdown",5.170,7.000
1,5:26,,,ARI 1,7,0,Steven Hauschka kicks extra point good,0.000,0.000
1,5:26,,,SEA 35,7,0,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
1,5:22,1,10,ARI 20,7,0,David Johnson middle for no gain (tackle by Frank Clark),0.280,-0.270
1,4:42,2,10,ARI 20,7,0,Carson Palmer pass incomplete deep middle intended for JJ Nelson is intercepted by Jeremy Lane at ARI-47 and returned for 6 yards,-0.270,-0.270
1,4:33,2,10,ARI 20,7,0,Timeout #1 by Arizona Cardinals,-0.270,-2.850
1,4:33,1,10,ARI 41,7,0,Christine Michael right end for 5 yards (tackle by Deone Bucannon),2.850,2.980
1,3:59,2,5,ARI 36,7,0,Russell Wilson pass incomplete deep middle intended for Tyler Lockett,2.980,2.280
1,3:51,3,5,ARI 36,7,0,Russell Wilson pass complete short left to Jermaine Kearse for 2 yards (tackle by Jerraud Powers),2.280,1.090
1,3:14,4,3,ARI 34,10,0,Steven Hauschka 52 yard field goal good,1.090,3.000
1,3:14,,,SEA 35,10,0,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
1,3:08,1,10,ARI 20,10,0,Carson Palmer pass incomplete short left intended for David Johnson,0.280,-0.270
1,3:02,2,10,ARI 20,10,0,David Johnson left end for no gain (tackle by Michael Bennett),-0.270,-0.960
1,2:19,3,10,ARI 20,10,0,Carson Palmer pass complete short middle to John Brown for 11 yards (tackle by DeShawn Shead),-0.960,1.000
1,1:40,1,10,ARI 31,10,0,David Johnson right tackle for 5 yards (tackle by Richard Sherman),1.000,1.140
1,1:01,2,5,ARI 36,10,0,"David Johnson left end for 2 yards (tackle by Ahtyba Rubin). Penalty on Ahtyba Rubin: Face Mask (15 Yards), 15 yards",1.140,2.460
1,0:32,1,10,SEA 47,10,0,David Johnson right tackle for 1 yard (tackle by Ahtyba Rubin),2.460,2.050
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,SEA 46,10,0,Carson Palmer pass incomplete short middle intended for David Johnson,2.050,1.350
2,14:56,3,9,SEA 46,10,0,Carson Palmer pass complete short left to John Brown for 11 yards (tackle by Jeremy Lane),1.350,3.250
2,14:18,1,10,SEA 35,10,0,David Johnson middle for 2 yards (tackle by Brandon Mebane),3.250,2.970
2,13:35,2,8,SEA 33,10,0,Carson Palmer pass complete short left to John Brown for 14 yards (tackle by Bruce Irvin),2.970,4.310
2,12:50,1,10,SEA 19,10,0,David Johnson left end for 2 yards (tackle by K.J. Wright),4.310,4.030
2,12:05,2,8,SEA 17,10,6,"Carson Palmer pass complete short right to Larry Fitzgerald for 17 yards, touchdown",4.030,7.000
2,12:05,,,SEA 17,10,6,Chandler Catanzaro kicks extra point no good,0.000,-1.000
2,12:05,,,ARI 35,10,6,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,11:59,1,10,SEA 20,10,6,Tyler Lockett right end for -1 yards (tackle by Alex Okafor),0.280,0.280
