Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,OAK 35,0,0,"Giorgio Tavecchio kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,DEN 25,0,0,C.J. Anderson right guard for no gain (tackle by Cory James),0.610,0.060
1,14:28,2,10,DEN 25,0,0,Trevor Siemian sacked by Mario Edwards for -10 yards,0.060,-2.350
1,13:49,3,20,DEN 15,0,0,C.J. Anderson middle for 8 yards (tackle by Khalil Mack),-2.350,-1.830
1,13:16,4,12,DEN 23,0,0,"Riley Dixon punts 42 yards, returned by Jalen Richard for 3 yards (tackle by Bennie Fowler)",-1.830,-1.470
1,13:04,1,10,OAK 38,0,0,Marshawn Lynch left guard for 2 yards (tackle by Adam Gotsis),1.470,1.190
1,12:25,2,8,OAK 40,0,0,Derek Carr pass complete short right to Cordarrelle Patterson for 5 yards (tackle by Chris Harris and Brandon Marshall),1.190,1.160
1,11:41,3,3,OAK 45,0,0,Derek Carr pass incomplete deep right intended for DeAndre Washington,1.160,-0.390
1,11:36,4,3,OAK 45,0,0,"Marquette King punts 43 yards, muffed catch by Isaiah McKenzie, ball out of bounds at DEN-12",-0.390,0.350
1,11:28,1,10,DEN 12,0,0,C.J. Anderson middle for -1 yards (tackle by Khalil Mack and T.J. Carrie),-0.350,-0.850
1,10:53,2,11,DEN 11,0,0,Trevor Siemian pass complete short left to Bennie Fowler for 17 yards (tackle by Reggie Nelson),-0.850,0.810
1,10:20,1,10,DEN 28,0,0,Trevor Siemian pass incomplete deep right intended for Demaryius Thomas,0.810,0.260
1,10:13,2,10,DEN 28,0,0,C.J. Anderson middle for 3 yards (tackle by Khalil Mack),0.260,-0.030
1,9:35,3,7,DEN 31,0,0,Trevor Siemian pass complete deep right to Bennie Fowler for 18 yards (tackle by David Amerson),-0.030,2.190
1,8:46,1,10,DEN 49,0,0,Trevor Siemian pass complete short right to A.J. Derby for 29 yards (tackle by David Amerson),2.190,4.110
1,8:19,1,10,OAK 22,0,6,"Trevor Siemian pass complete short right to A.J. Derby for 22 yards, touchdown",4.110,7.000
1,8:11,,,OAK 15,0,7,Brandon McManus kicks extra point good,0.000,0.000
1,8:11,,,DEN 35,0,7,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
1,8:11,1,10,OAK 25,0,7,Marshawn Lynch middle for 4 yards (tackle by Domata Peko),0.610,0.600
1,7:31,2,6,OAK 29,0,7,"Penalty on Jared Cook: False Start, 5 yards (no play)",0.600,-0.070
1,7:11,2,11,OAK 24,0,7,"Marshawn Lynch left guard for 4 yards (tackle by Todd Davis). Penalty on Rodney Hudson: Offensive Holding, 10 yards (no play)",-0.070,-1.540
1,6:44,2,21,OAK 14,0,7,Derek Carr pass complete short left to Cordarrelle Patterson for 5 yards (tackle by Brandon Marshall and Chris Harris),-1.540,-1.510
1,5:56,3,16,OAK 19,0,7,Derek Carr pass complete short middle to Cordarrelle Patterson for 4 yards (tackle by Darian Stewart). Penalty on Donald Penn: Face Mask (15 Yards) (Declined),-1.510,-1.830
1,5:36,4,12,OAK 23,0,7,"Marquette King punts 56 yards, returned by Isaiah McKenzie for 64 yards (tackle by Erik Harris). Penalty on Kasim Edebali: Illegal Block Above the Waist (Declined), Penalty on Jamal Carter: Offensive Holding, 10 yards",-1.830,0.370
1,5:17,1,10,DEN 11,0,7,Trevor Siemian pass complete short left to Emmanuel Sanders for 15 yards (tackle by Sean Smith),-0.370,0.670
1,4:44,1,10,DEN 26,0,7,Jamaal Charles middle for 16 yards (tackle by Reggie Nelson and T.J. Carrie),0.670,1.730
1,4:08,1,10,DEN 42,0,7,Trevor Siemian pass complete short left to Emmanuel Sanders for 13 yards,1.730,2.590
1,3:43,1,10,OAK 45,0,7,Jamaal Charles right tackle for 6 yards (tackle by T.J. Carrie),2.590,2.850
1,3:03,2,4,OAK 39,0,7,"Trevor Siemian pass incomplete deep right intended for Demaryius Thomas (defended by Reggie Nelson). Penalty on Reggie Nelson: Defensive Pass Interference, 30 yards (no play)",2.850,5.140
1,2:56,1,9,OAK 9,0,7,C.J. Anderson middle for 3 yards (tackle by Mario Edwards),5.140,4.950
1,2:20,2,6,OAK 6,0,7,Trevor Siemian pass complete short right to C.J. Anderson for 1 yard (tackle by Dexter McDonald),4.950,4.260
1,1:36,3,5,OAK 5,0,7,"Penalty on Garett Bolles: False Start, 5 yards (no play)",4.260,3.130
1,1:21,3,10,OAK 10,0,7,Trevor Siemian pass incomplete,3.130,2.760
1,1:13,4,10,OAK 10,0,10,Brandon McManus 28 yard field goal good,2.760,3.000
1,1:09,,,DEN 35,0,10,"Brandon McManus kicks off 70 yards, returned by Cordarrelle Patterson for 49 yards (tackle by Andy Janovich)",0.000,-1.860
1,0:59,1,10,OAK 44,0,10,Derek Carr pass incomplete short right intended for Marshawn Lynch,1.860,1.320
1,0:54,2,10,OAK 44,0,10,Cordarrelle Patterson right guard for 2 yards (tackle by Derek Wolfe and Todd Davis),1.320,0.890
1,0:08,3,8,OAK 46,0,10,Derek Carr pass incomplete short left intended for Amari Cooper (defended by Will Parks),0.890,-0.320
1,0:03,4,8,OAK 46,0,10,"Marquette King punts 49 yards, out of bounds",-0.320,0.380
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 5,0,10,C.J. Anderson middle for 1 yard (tackle by Justin Ellis),-0.380,-0.710
2,14:21,2,9,DEN 6,0,10,C.J. Anderson left tackle for 8 yards (tackle by Sean Smith),-0.710,-0.370
2,13:42,3,1,DEN 14,0,10,C.J. Anderson right guard for 1 yard (tackle by Karl Joseph),-0.370,-0.220
2,13:02,1,10,DEN 15,0,10,Trevor Siemian pass incomplete short left intended for Isaiah McKenzie (defended by Reggie Nelson),-0.220,-0.710
2,12:58,2,10,DEN 15,0,10,Devontae Booker middle for 5 yards (tackle by Karl Joseph),-0.710,-0.760
2,12:19,3,5,DEN 20,0,10,Trevor Siemian pass incomplete short middle intended for A.J. Derby,-0.760,-2.030
2,12:14,4,5,DEN 20,0,10,"Riley Dixon punts 53 yards, returned by Jalen Richard for 5 yards (tackle by Zaire Anderson)",-2.030,-1.070
2,12:03,1,10,OAK 32,0,10,Marshawn Lynch left guard for no gain (tackle by Brandon Marshall),1.070,0.530
2,11:25,2,10,OAK 32,0,10,Derek Carr pass complete short middle to Jared Cook for 13 yards (tackle by Brandon Marshall). Penalty on Brandon Marshall: Illegal Contact (Declined),0.530,1.930
2,10:55,1,10,OAK 45,0,10,Derek Carr pass complete short right to Seth Roberts for 15 yards (tackle by Justin Simmons),1.930,2.920
2,10:31,1,10,DEN 40,0,10,DeAndre Washington middle for 4 yards (tackle by Brandon Marshall and Todd Davis),2.920,2.910
2,9:52,2,6,DEN 36,0,10,Derek Carr pass incomplete short left intended for Jared Cook (defended by Justin Simmons),2.910,2.210
2,9:46,3,6,DEN 36,0,10,Derek Carr pass complete short middle to Jared Cook for 5 yards (tackle by Will Parks),2.210,1.410
2,9:05,4,1,DEN 31,0,10,Marshawn Lynch middle for no gain (tackle by Will Parks),1.410,-1.000
2,9:01,1,10,DEN 31,0,10,Jamaal Charles middle for 9 yards (tackle by Karl Joseph),1.000,1.680
2,8:32,2,1,DEN 40,0,10,C.J. Anderson middle for 3 yards (tackle by Denico Autry),1.680,1.800
2,7:57,1,10,DEN 43,0,10,Trevor Siemian pass incomplete deep middle intended for Isaiah McKenzie,1.800,1.250
2,7:51,2,10,DEN 43,0,10,C.J. Anderson left guard for no gain (tackle by Denico Autry),1.250,0.560
2,7:10,3,10,DEN 43,0,10,Trevor Siemian pass complete short left to C.J. Anderson for 8 yards (tackle by Nicholas Morrow),0.560,0.000
2,6:23,4,2,OAK 49,0,10,"Penalty on Trevor Siemian: Delay of Game, 5 yards (no play)",0.000,-0.320
2,6:12,4,7,DEN 46,0,10,Riley Dixon punts 53 yards,-0.320,0.380
2,5:59,1,10,OAK 1,0,10,Derek Carr pass complete short right to Lee Smith for 11 yards (tackle by Aqib Talib and Darian Stewart),-0.380,-0.350
