Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
1,0:53,4,12,PIT 38,0,10,"Daniel Sepulveda punts 46 yards, fair catch by Leon Washington",-0.850,0.140
1,0:43,1,10,NYJ 16,0,10,Thomas Jones right guard for 1 yard (tackle by Casey Hampton and James Farrior),-0.140,-0.510
Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,NYJ 17,0,10,Kellen Clemens pass complete short right to Jason Pociask for 7 yards (tackle by Anthony Smith),-0.510,-0.320
2,14:33,3,2,NYJ 24,0,10,Kellen Clemens pass incomplete short right intended for Leon Washington,-0.320,-1.770
2,14:28,4,2,NYJ 24,0,10,"Ben Graham punts 48 yards, fair catch by Allen Rossum",-1.770,-0.810
2,14:20,1,10,PIT 28,0,10,Willie Parker left tackle for 14 yards (tackle by Hank Poteat),0.810,1.730
2,13:42,1,10,PIT 42,0,10,Ben Roethlisberger pass complete deep right to Santonio Holmes for 25 yards (tackle by Kerry Rhodes),1.730,3.380
2,13:05,1,10,NYJ 33,0,10,"Willie Parker right tackle for no gain (tackle by Dewayne Robertson). Penalty on Sean Mahan: Offensive Holding, 10 yards (no play)",3.380,2.720
2,12:44,1,20,NYJ 43,0,10,Ben Roethlisberger pass complete short right to Hines Ward for 22 yards (tackle by David Harris),2.720,4.170
2,12:06,1,10,NYJ 21,0,10,Willie Parker up the middle for -1 yards (tackle by Kerry Rhodes and Dewayne Robertson),4.170,3.490
2,11:27,2,11,NYJ 22,0,10,Ben Roethlisberger pass complete short left to Matt Spaeth for 6 yards (tackle by Eric Barton),3.490,3.630
2,10:41,3,5,NYJ 16,0,10,Ben Roethlisberger pass complete short right to Najeh Davenport for 9 yards (tackle by Eric Smith),3.630,5.600
2,9:54,1,7,NYJ 7,0,10,Willie Parker right tackle for no gain (tackle by Bryan Thomas),5.600,4.760
2,9:12,2,7,NYJ 7,6,10,"Ben Roethlisberger pass complete short left to Santonio Holmes for 7 yards, touchdown",4.760,7.000
2,,,,NYJ 2,7,10,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,7,10,"Jeff Reed kicks off 49 yards, returned by Justin McCareins for 3 yards (tackle by Anthony Madison)",0.000,0.540
2,8:57,1,10,NYJ 24,7,10,Kellen Clemens pass complete short right to Thomas Jones for 7 yards (tackle by Troy Polamalu),0.540,0.940
2,8:25,2,3,NYJ 31,7,10,Thomas Jones up the middle for 4 yards (tackle by Brett Keisel and Clark Haggans),0.940,1.270
2,7:44,1,10,NYJ 35,7,10,Leon Washington right guard for 2 yards (tackle by Brett Keisel),1.270,0.990
2,7:04,2,8,NYJ 37,7,10,Kellen Clemens pass incomplete short left intended for Justin McCareins,0.990,0.300
2,6:58,3,8,NYJ 37,7,10,"Kellen Clemens pass complete short left to Jerricho Cotchery for 8 yards (tackle by Deshea Townsend). Penalty on Chris Baker: Offensive Holding, 10 yards (no play)",0.300,-1.020
2,6:28,3,18,NYJ 27,7,10,Kellen Clemens pass incomplete deep right intended for Justin McCareins,-1.020,-1.570
2,6:21,4,18,NYJ 27,7,10,Ben Graham punts 54 yards,-1.570,-0.150
2,6:06,1,10,PIT 19,7,10,Najeh Davenport up the middle for 4 yards (tackle by Sione Pouha),0.150,0.210
2,5:26,2,6,PIT 23,7,10,Najeh Davenport up the middle for 2 yards (tackle by Sione Pouha and David Harris),0.210,-0.290
2,4:44,3,4,PIT 25,7,10,Ben Roethlisberger pass complete short right to Cedrick Wilson for 9 yards (tackle by Eric Smith),-0.290,1.200
2,4:12,1,10,PIT 34,7,10,"Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes. Penalty on Max Starks: Offensive Holding, 10 yards (no play)",1.200,0.540
2,4:02,1,20,PIT 24,7,10,Najeh Davenport left end for -1 yards (tackle by David Bowens and Eric Barton),0.540,-0.830
2,3:17,2,21,PIT 23,7,10,Ben Roethlisberger pass complete short left to Najeh Davenport for 2 yards (tackle by David Harris),-0.830,-1.220
2,2:30,3,19,PIT 25,7,10,Ben Roethlisberger pass incomplete deep left intended for Nate Washington is intercepted by Kerry Rhodes at NYJ-49 and returned for 2 yards (tackle by Nate Washington),-1.220,-2.320
2,2:19,1,10,PIT 49,7,10,Thomas Jones right end for 1 yard (tackle by Larry Foote and Anthony Smith),2.320,1.920
2,2:00,2,9,PIT 48,7,10,Kellen Clemens pass complete short right to Brad Smith for 8 yards (tackle by Clark Haggans),1.920,2.280
2,1:55,3,1,PIT 40,7,10,Thomas Jones left guard for 4 yards (tackle by Clark Haggans and Aaron Smith),2.280,3.180
2,1:24,1,10,PIT 36,7,10,Thomas Jones right guard for 8 yards (tackle by James Farrior),3.180,3.720
2,1:18,,,,7,10,Timeout #1 by New York Jets,0.000,3.720
2,1:18,2,2,PIT 28,7,10,Thomas Jones right tackle for 26 yards (tackle by Anthony Smith),3.720,6.740
2,0:54,,,,7,10,Timeout #2 by New York Jets,0.000,6.740
2,0:54,1,2,PIT 2,7,10,Thomas Jones left tackle for no gain (tackle by James Farrior and James Harrison),6.740,5.720
2,0:25,2,2,PIT 2,7,10,"Kellen Clemens right end for 1 yard. Kellen Clemens fumbles. Penalty on Clark Haggans: Defensive Holding, 1 yards (no play)",5.720,6.970
2,0:17,,,,7,10,Timeout #1 by Pittsburgh Steelers,0.000,6.970
2,0:17,1,1,PIT 1,7,10,Thomas Jones right guard for no gain (tackle by Tyrone Carter and Clark Haggans),6.970,5.910
2,0:08,,,,7,10,Timeout #3 by New York Jets,0.000,5.910
2,0:08,2,1,PIT 1,7,10,Kellen Clemens pass incomplete short left intended for Brad Smith (defended by Bryant McFadden),5.910,5.170
2,0:08,3,1,PIT 1,7,13,Mike Nugent 19 yard field goal good,5.170,3.000
Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,7,13,"Mike Nugent kicks off 55 yards, returned by Allen Rossum for 16 yards (tackle by Erik Coleman)",0.000,1.000
3,14:54,1,10,PIT 31,7,13,Willie Parker right tackle for 4 yards (tackle by David Harris),1.000,1.000
3,14:19,2,6,PIT 35,7,13,Ben Roethlisberger pass complete short right to Santonio Holmes for 27 yards (tackle by Darrelle Revis),1.000,3.050
3,13:40,1,10,NYJ 38,7,13,Willie Parker left tackle for 6 yards (tackle by Darrelle Revis and Kenyon Coleman),3.050,3.320
3,13:02,2,4,NYJ 32,7,13,Willie Parker left guard for 3 yards (tackle by Sione Pouha),3.320,3.010
3,12:28,3,1,NYJ 29,7,13,Najeh Davenport up the middle for 5 yards (tackle by Kenyon Coleman),3.010,3.970
3,11:54,1,10,NYJ 24,7,13,Ben Roethlisberger up the middle for 6 yards (tackle by Matt Chatham),3.970,4.290
3,11:13,2,4,NYJ 18,7,13,Willie Parker left guard for 6 yards (tackle by Darrelle Revis and David Harris),4.290,4.780
3,10:32,1,10,NYJ 12,7,13,Willie Parker right end for -2 yards (tackle by Matt Chatham and Abram Elam),4.780,3.790
3,9:48,2,12,NYJ 14,7,13,Willie Parker left guard for -3 yards (tackle by David Bowens),3.790,2.840
3,9:03,3,15,NYJ 17,7,13,Ben Roethlisberger sacked by Shaun Ellis and C.J. Mosley for -2 yards,2.840,2.180
3,8:30,4,17,NYJ 19,10,13,Jeff Reed 37 yard field goal good,2.180,3.000
3,,,,PIT 30,10,13,"Jeff Reed kicks off 47 yards, returned by Matt Chatham for 5 yards (tackle by Carey Davis)",0.000,0.810
3,8:20,1,10,NYJ 28,10,13,Kellen Clemens sacked by Larry Foote and James Farrior for -5 yards,0.810,-0.410
3,7:50,2,15,NYJ 23,10,13,Kellen Clemens pass incomplete deep right intended for Jerricho Cotchery (defended by James Farrior),-0.410,-1.090
3,7:42,3,15,NYJ 23,10,13,"Kellen Clemens pass incomplete deep left intended for Laveranues Coles. Penalty on Aaron Smith: Roughing the Passer, 15 yards (no play)",-1.090,1.470
3,7:35,1,10,NYJ 38,10,13,Thomas Jones right guard for 3 yards (tackle by James Farrior and James Harrison),1.470,1.330
3,7:06,2,7,NYJ 41,10,13,Thomas Jones left guard for 1 yard (tackle by James Farrior and James Harrison),1.330,0.760
3,6:22,3,6,NYJ 42,10,13,Kellen Clemens sacked by James Harrison for -9 yards,0.760,-1.180
3,6:00,4,15,NYJ 33,10,13,"Ben Graham punts 36 yards, returned by Allen Rossum for 1 yard (tackle by Wallace Wright)",-1.180,-1.070
3,5:50,1,10,PIT 32,10,13,Ben Roethlisberger pass complete deep right to Hines Ward for 25 yards (tackle by Hank Poteat),1.070,2.720
3,5:18,1,10,NYJ 43,10,13,Ben Roethlisberger pass incomplete deep right intended for Hines Ward,2.720,2.180
3,5:10,2,10,NYJ 43,10,13,Najeh Davenport right end for 15 yards (tackle by Eric Smith),2.180,3.710
3,4:37,1,10,NYJ 28,10,13,Ben Roethlisberger pass complete short right to Najeh Davenport for 5 yards (tackle by Shaun Ellis),3.710,3.840
3,3:53,2,5,NYJ 23,10,13,Najeh Davenport left tackle for 6 yards (tackle by Eric Barton and Kenyon Coleman),3.840,4.440
3,3:08,1,10,NYJ 17,10,13,Ben Roethlisberger pass incomplete short left intended for Najeh Davenport,4.440,3.850
3,3:03,2,10,NYJ 17,10,13,Ben Roethlisberger sacked by Dewayne Robertson for -7 yards,3.850,2.280
3,2:22,3,17,NYJ 24,10,13,Carey Davis left tackle for 10 yards (tackle by C.J. Mosley and Eric Smith),2.280,2.510
3,1:40,4,7,NYJ 14,13,13,Jeff Reed 33 yard field goal good,2.510,3.000
3,,,,PIT 30,13,13,"Jeff Reed kicks off 47 yards, returned by Jerricho Cotchery for 8 yards (tackle by William Gay)",0.000,1.000
3,1:28,1,10,NYJ 31,13,13,Thomas Jones left tackle for 18 yards (tackle by Anthony Smith),1.000,2.190
3,0:47,1,10,NYJ 49,13,13,Thomas Jones right guard for 8 yards (tackle by Clark Haggans),2.190,2.730
3,0:15,2,2,PIT 43,13,13,Thomas Jones right end for no gain (tackle by Larry Foote),2.730,2.010
Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,PIT 43,13,13,Thomas Jones right end for 4 yards (tackle by James Harrison),2.010,2.980
4,14:27,1,10,PIT 39,13,13,Thomas Jones left tackle for no gain (tackle by James Farrior and Larry Foote),2.980,2.440
4,13:53,2,10,PIT 39,13,13,Kellen Clemens pass complete short right to Brad Smith for 6 yards (tackle by Ike Taylor),2.440,2.540
4,13:22,3,4,PIT 33,13,13,Thomas Jones right guard for 2 yards (tackle by Aaron Smith and Troy Polamalu),2.540,1.400
4,13:22,4,2,PIT 31,13,13,"Penalty on Brandon Moore: False Start, 5 yards (no play)",1.400,0.880
4,12:21,4,7,PIT 36,13,13,Kellen Clemens pass incomplete short right intended for Brad Smith,0.880,-1.330
4,12:16,1,10,PIT 36,13,13,Willie Parker right guard for 3 yards (tackle by Sione Pouha and Brad Kassell),1.330,1.200
4,11:37,2,7,PIT 39,13,13,Ben Roethlisberger pass complete short right to Heath Miller for 19 yards (tackle by Abram Elam). Penalty on Darrelle Revis: Defensive Holding (Declined),1.200,2.790
4,11:22,1,10,NYJ 42,13,13,Ben Roethlisberger pass complete short left to Santonio Holmes for 5 yards (tackle by Darrelle Revis),2.790,2.920
4,10:45,2,5,NYJ 37,13,13,Najeh Davenport left end for 4 yards (tackle by Darrelle Revis and David Harris),2.920,2.740
4,10:21,3,1,NYJ 33,13,13,Najeh Davenport right guard for 4 yards (tackle by David Harris),2.740,3.640
4,9:43,1,10,NYJ 29,13,13,Ben Roethlisberger pass incomplete short right intended for Cedrick Wilson,3.640,3.100
4,9:38,2,10,NYJ 29,13,13,Willie Parker right guard for -1 yards (tackle by Eric Barton),3.100,2.280
4,8:55,3,11,NYJ 30,13,13,"Ben Roethlisberger pass incomplete deep right intended for Hines Ward. Ben Roethlisberger fumbles, recovered by Ben Roethlisberger at NYJ-36",2.280,1.410
4,8:46,4,11,NYJ 30,16,13,Jeff Reed 48 yard field goal good,1.410,3.000
4,,,,PIT 30,16,13,"Jeff Reed kicks off 43 yards, returned by Jerricho Cotchery for 2 yards (tackle by Lawrence Timmons)",0.000,0.870
4,8:35,1,10,NYJ 29,16,13,Leon Washington right end for 8 yards (tackle by Larry Foote),0.870,1.410
4,8:02,2,2,NYJ 37,16,13,Kellen Clemens pass incomplete deep left intended for Jerricho Cotchery is intercepted by Deshea Townsend at PIT-32 and returned for 23 yards (tackle by D'Brickashaw Ferguson),1.410,-2.590
4,7:50,1,10,NYJ 45,16,13,Willie Parker left tackle for 3 yards (tackle by Sione Pouha and Brad Kassell),2.590,2.450
4,7:12,2,7,NYJ 42,16,13,Willie Parker left end for -1 yards (tackle by Kenyon Coleman),2.450,1.620
4,6:28,3,8,NYJ 43,16,13,"Penalty on Willie Colon: False Start, 5 yards (no play)",1.620,0.960
4,6:06,3,13,NYJ 48,16,13,"Ben Roethlisberger sacked by Shaun Ellis for -5 yards. Ben Roethlisberger fumbles (forced by Shaun Ellis), recovered by Shaun Ellis at NYJ-48 and returned for 6 yards (tackle by Willie Colon)",0.960,-2.520
4,5:53,1,10,PIT 46,16,13,Thomas Jones right end for 3 yards (tackle by Clark Haggans),2.520,2.380
4,5:29,2,7,PIT 43,16,13,Kellen Clemens pass complete short right to Jerricho Cotchery for 5 yards (tackle by Ike Taylor),2.380,2.350
4,5:04,3,2,PIT 38,16,13,Thomas Jones left tackle for -3 yards (tackle by James Harrison),2.350,0.530
4,4:20,4,5,PIT 41,16,13,Kellen Clemens pass incomplete short left intended for Justin McCareins,0.530,-1.660
4,4:15,1,10,PIT 41,16,13,Willie Parker left guard for 2 yards (tackle by Bryan Thomas and Sione Pouha),1.660,1.390
4,3:34,2,8,PIT 43,16,13,Willie Parker left tackle for 6 yards (tackle by David Harris and Abram Elam),1.390,1.490
4,2:50,3,2,PIT 49,16,13,Ben Roethlisberger sacked by Kenyon Coleman and Dewayne Robertson for -4 yards,1.490,-0.390
4,2:43,,,,16,13,Timeout #2 by New York Jets,0.000,-0.390
4,2:43,4,6,PIT 45,16,13,"Daniel Sepulveda punts 43 yards, fair catch by Leon Washington. Penalty on Greg Warren: Offensive Holding, 10 yards (no play)",-0.390,-1.040
4,2:43,4,16,PIT 35,16,13,"Daniel Sepulveda punts 46 yards, returned by Leon Washington for 5 yards (tackle by Carey Davis). Penalty on Abram Elam: Illegal Block Above the Waist, 10 yards",-1.040,0.280
4,2:23,1,10,NYJ 14,16,13,Kellen Clemens pass complete short right to Chris Baker for 10 yards (tackle by Deshea Townsend),-0.280,0.540
4,2:16,1,10,NYJ 24,16,13,Thomas Jones left tackle for -1 yards (tackle by Deshea Townsend),0.540,-0.140
4,2:00,2,11,NYJ 23,16,13,Kellen Clemens pass complete short right to Brad Smith for 12 yards (tackle by Troy Polamalu),-0.140,1.270
4,1:55,1,10,NYJ 35,16,13,Kellen Clemens pass complete short left to Justin McCareins for 12 yards (tackle by Bryant McFadden),1.270,2.060
4,1:35,1,10,NYJ 47,16,13,"Kellen Clemens pass incomplete short left intended for Justin McCareins. Penalty on Bryant McFadden: Defensive Pass Interference, 8 yards (no play)",2.060,2.590
4,1:30,1,10,PIT 45,16,13,Kellen Clemens pass incomplete short right intended for Brad Smith,2.590,2.040
4,1:25,2,10,PIT 45,16,13,Kellen Clemens for 15 yards (tackle by Deshea Townsend),2.040,3.580
4,1:17,1,10,PIT 30,16,13,Thomas Jones left tackle for 1 yard (tackle by James Harrison and Nick Eason),3.580,3.170
4,0:57,2,9,PIT 29,16,13,Kellen Clemens pass complete short left to Justin McCareins for 10 yards (tackle by Bryant McFadden),3.170,4.310
4,0:52,1,10,PIT 19,16,13,Kellen Clemens pass complete short right to Chris Baker for 14 yards (tackle by Anthony Smith),4.310,6.060
4,0:37,1,5,PIT 5,16,13,Kellen Clemens spiked the ball,6.060,5.150
4,0:37,2,5,PIT 5,16,13,Kellen Clemens pass incomplete short left intended for Brad Smith,5.150,4.260
4,0:31,3,5,PIT 5,16,13,"Penalty on Kellen Clemens: Delay of Game, 5 yards (no play)",4.260,3.130
4,0:31,3,10,PIT 10,16,13,Kellen Clemens pass incomplete short right intended for Brad Smith (defended by Ike Taylor),3.130,2.760
4,0:26,4,10,PIT 10,16,16,Mike Nugent 28 yard field goal good,2.760,3.000
4,,,,NYJ 30,16,16,"Mike Nugent kicks off 63 yards, returned by Allen Rossum for 30 yards (tackle by Eric Smith)",0.000,1.400
4,0:16,1,10,PIT 37,16,16,Ben Roethlisberger pass complete short left to Najeh Davenport for 6 yards (tackle by Shaun Ellis),1.400,1.670
4,0:08,,,,16,16,Timeout #1 by Pittsburgh Steelers,0.000,1.670
4,0:08,2,4,PIT 43,16,16,Ben Roethlisberger pass incomplete deep middle intended for Heath Miller,1.670,0.960
4,0:03,3,4,PIT 43,16,16,Ben Roethlisberger kneels for -1 yards,0.960,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
,,,,,,,"Jets won the coin toss, Jets to receive the overtime kickoff.",,
OT,,,,PIT 30,16,16,"Jeff Reed kicks off 51 yards, returned by Leon Washington for 12 yards (tackle by James Harrison)",0.000,1.000
OT,14:56,1,10,NYJ 31,16,16,Thomas Jones right tackle for 7 yards (tackle by James Harrison),1.000,1.410
OT,14:20,2,3,NYJ 38,16,16,Kellen Clemens pass incomplete short right intended for Chris Baker,1.410,0.700
OT,14:15,3,3,NYJ 38,16,16,Kellen Clemens pass incomplete short right intended for Jerricho Cotchery (defended by Deshea Townsend),0.700,-0.850
OT,14:09,4,3,NYJ 38,16,16,"Ben Graham punts 48 yards, returned by Allen Rossum for 4 yards (tackle by Brad Kassell)",-0.850,-0.040
OT,13:56,1,10,PIT 18,16,16,Willie Parker right tackle for 3 yards (tackle by Bryan Thomas),0.040,0.010
OT,13:21,2,7,PIT 21,16,16,Ben Roethlisberger sacked by Dewayne Robertson for -7 yards,0.010,-1.820
OT,12:45,3,14,PIT 14,16,16,Carey Davis left end for 6 yards (tackle by Eric Smith),-1.820,-2.030
OT,12:14,4,8,PIT 20,16,16,"Daniel Sepulveda punts 39 yards, returned by Leon Washington for 33 yards (tackle by Anthony Madison)",-2.030,-3.840
OT,12:00,1,10,PIT 26,16,16,Thomas Jones right guard for 2 yards (tackle by Troy Polamalu),3.840,3.570
OT,11:25,2,8,PIT 24,16,16,Thomas Jones right tackle for 3 yards (tackle by Brett Keisel),3.570,3.270
OT,10:42,3,5,PIT 21,16,16,Thomas Jones left guard for 1 yard (tackle by Larry Foote and Brett Keisel),3.270,2.200
OT,10:03,4,4,PIT 20,16,19,Mike Nugent 38 yard field goal good,2.200,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
