Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darrell Henderson,LAR,12,62,0,3,44,3.7,18,1.5,0,
Malcolm Brown,LAR,7,27,0,1,17,2.4,10,1.4,0,
Jared Goff,LAR,7,23,0,0,23,3.3,0,0.0,0,
Robert Woods,LAR,2,1,0,0,1,0.5,0,0.0,0,
Josh Reynolds,LAR,1,5,0,0,4,4.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Carson,SEA,16,69,0,3,53,3.3,16,1.0,0,
Rashaad Penny,SEA,3,9,0,,7,2.3,2,0.7,0,
Russell Wilson,SEA,3,9,1,1,9,3.0,0,0.0,0,
Carlos Hyde,SEA,2,8,0,1,3,1.5,5,2.5,0,
