Quarter,Time,Tm,Detail,GNB,DET
1.0,8:48,Lions,Matt Prater 51 yard field goal,0,3
,1:50,Lions,Eric Ebron 3 yard pass from Matthew Stafford (Matt Prater kick),0,10
,1:02,Lions,Calvin Johnson 17 yard pass from Matthew Stafford (Matt Prater kick),0,17
3.0,8:54,Lions,Matt Prater 34 yard field goal,0,20
,5:44,Packers,Randall Cobb offensive fumble recovery in end zone (Mason Crosby kick),7,20
,4:06,Packers,Davante Adams 8 yard pass from Aaron Rodgers (Mason Crosby kick),14,20
4.0,7:06,Lions,Matt Prater 42 yard field goal,14,23
,3:04,Packers,Aaron Rodgers 17 yard rush (Mason Crosby kick),21,23
,0:00,Packers,Richard Rodgers 61 yard pass from Aaron Rodgers,27,23
