Quarter,Time,Down,ToGo,Location,CIN,WAS,Detail,EPB,EPA
2,12:20,1,10,WAS 23,14,0,Clinton Portis left end for 5 yards (tackle by Landon Johnson),0.480,0.610
2,11:47,2,5,WAS 28,14,0,Mark Brunell up the middle for 1 yard (tackle by Justin Smith and Matthias Askew),0.610,0.040
2,11:06,3,4,WAS 29,14,0,Mark Brunell pass incomplete intended for Rod Gardner,0.040,-1.440
2,11:00,4,4,WAS 29,14,0,Tom Tupa punts 39 yards,-1.440,-1.330
2,10:53,1,10,CIN 36,14,0,Carson Palmer pass complete to Kelley Washington for 16 yards (tackle by Shawn Springs),1.330,2.390
2,10:17,1,10,WAS 48,14,0,Carson Palmer pass complete to Kelley Washington for -5 yards (tackle by Ryan Clark),2.390,1.170
2,9:43,2,15,CIN 47,14,0,Rudi Johnson left end for 2 yards (tackle by Antonio Pierce),1.170,0.760
2,9:07,,,,14,0,Timeout #1 by Cincinnati Bengals,0.000,0.760
2,8:25,3,13,CIN 49,14,0,Carson Palmer pass complete to Chad Ochocinco for 34 yards (tackle by Ryan Clark),0.760,4.440
2,8:25,1,10,WAS 17,14,0,"Carson Palmer pass incomplete intended for Chad Ochocinco. Penalty on Carson Palmer: Intentional Grounding, 10 yards, Penalty on Bobbie Williams: Ineligible Downfield Pass (Declined)",4.440,2.540
2,8:19,2,20,WAS 27,14,0,Carson Palmer pass incomplete intended for Kenny Watson,2.540,1.880
2,8:15,3,20,WAS 27,14,0,Carson Palmer pass complete to Tony Stewart for 3 yards (tackle by Antonio Pierce),1.880,1.870
2,7:33,4,17,WAS 24,17,0,Shayne Graham 41 yard field goal good,1.870,3.000
2,,,,CIN 30,17,0,"Shayne Graham kicks off 55 yards, returned by Ladell Betts for 15 yards (tackle by Larry Stevens)",0.000,0.940
2,7:24,1,10,WAS 30,17,0,Clinton Portis left end for 4 yards (tackle by Justin Smith),0.940,0.930
2,6:49,2,6,WAS 34,17,0,Clinton Portis right end for 1 yard (tackle by Landon Johnson),0.930,0.370
2,6:06,3,5,WAS 35,17,0,Patrick Ramsey pass incomplete intended for Laveranues Coles,0.370,-1.040
2,6:02,4,5,WAS 35,17,0,"Tom Tupa punts 49 yards, returned by Deltha O'Neal for -3 yards (tackle by Ade Jimoh)",-1.040,0.320
2,5:49,1,10,CIN 13,17,0,Rudi Johnson right end for 4 yards (tackle by Lemar Marshall),-0.320,-0.300
2,5:16,2,6,CIN 17,17,0,Rudi Johnson right guard for 16 yards (tackle by Shawn Springs),-0.300,1.140
2,4:36,1,10,CIN 33,17,0,Rudi Johnson right guard for 1 yard (tackle by Joe Salave'a),1.140,0.730
2,3:58,2,9,CIN 34,17,0,Carson Palmer pass complete to Kelley Washington for 7 yards (tackle by Fred Smoot),0.730,0.960
2,3:24,3,2,CIN 41,17,0,Carson Palmer pass complete to Chad Ochocinco for 11 yards (tackle by Sean Taylor),0.960,2.390
2,2:51,1,10,WAS 48,17,0,Rudi Johnson up the middle for -2 yards (tackle by Marcus Washington),2.390,1.580
2,2:12,2,12,WAS 50,17,0,Carson Palmer pass complete to Kelley Washington for 5 yards (tackle by Antonio Pierce),1.580,1.550
2,2:00,3,7,WAS 45,17,0,Carson Palmer pass complete to T.J. Houshmandzadeh for 13 yards (tackle by Fred Smoot),1.550,3.450
2,1:24,1,10,WAS 32,17,0,Carson Palmer pass incomplete intended for Chad Ochocinco,3.450,2.900
2,1:19,,,,17,0,Timeout #2 by Cincinnati Bengals,0.000,2.900
2,1:19,2,10,WAS 32,17,0,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,2.900,2.210
2,1:14,3,10,WAS 32,17,0,Carson Palmer pass incomplete intended for Chad Ochocinco is intercepted by Walt Harris at WAS-21 and returned for 31 yards (tackle by Rich Braham),2.210,-2.390
2,1:05,1,10,CIN 48,17,0,Patrick Ramsey pass complete to Laveranues Coles for 19 yards (tackle by Tory James),2.390,3.640
2,0:38,1,10,CIN 29,17,0,Patrick Ramsey sacked by Robert Geathers for -7 yards,3.640,2.160
2,0:30,,,,17,0,Timeout #2 by Washington Redskins,0.000,2.160
2,0:30,2,17,CIN 36,17,0,Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Robert Geathers),2.160,1.490
2,0:25,3,17,CIN 36,17,0,Patrick Ramsey pass incomplete intended for Clinton Portis,1.490,0.880
2,0:19,4,17,CIN 36,17,0,Patrick Ramsey pass complete to Clinton Portis for 8 yards (tackle by Madieu Williams),0.880,-0.810
2,0:11,1,10,CIN 28,17,0,Carson Palmer kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,CIN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,17,0,"Shayne Graham kicks off 58 yards, returned by James Thrash for 18 yards (tackle by Kenny Watson). Penalty on Jason Doering: Offensive Holding, 10 yards",0.000,0.280
3,14:56,1,10,WAS 20,17,0,Patrick Ramsey pass incomplete intended for Laveranues Coles,0.280,-0.270
3,14:54,2,10,WAS 20,17,0,Patrick Ramsey pass incomplete intended for Taylor Jacobs,-0.270,-0.960
3,14:48,3,10,WAS 20,17,0,Patrick Ramsey sacked by Duane Clemons for -6 yards,-0.960,-2.470
3,14:42,4,16,WAS 14,17,0,"Tom Tupa punts 53 yards, returned by Deltha O'Neal for no gain. Deltha O'Neal fumbles (forced by Brandon Barnes), recovered by James Thrash at CIN-43. Penalty on Ladell Betts: Ineligible Downfield Kick, 5 yards (no play)",-2.470,-2.490
3,14:31,4,21,WAS 9,17,0,"Tom Tupa punts 41 yards, returned by Deltha O'Neal for 2 yards (tackle by Rock Cartwright)",-2.490,-2.390
3,14:23,1,10,WAS 48,17,0,Carson Palmer pass complete to T.J. Houshmandzadeh for 4 yards (tackle by Fred Smoot),2.390,2.390
3,13:53,2,6,WAS 44,17,0,Rudi Johnson up the middle for no gain (tackle by Joe Salave'a),2.390,1.690
3,13:18,3,6,WAS 44,17,0,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,1.690,0.330
3,13:14,4,6,WAS 44,17,0,"Kyle Larson punts 44 yards, touchback",0.330,-0.280
3,13:05,1,10,WAS 20,17,0,Clinton Portis right tackle for 10 yards (tackle by John Thornton),0.280,0.940
3,12:31,1,10,WAS 30,17,0,Patrick Ramsey pass incomplete intended for Laveranues Coles,0.940,0.390
3,12:27,2,10,WAS 30,17,0,Clinton Portis left tackle for 5 yards (tackle by Landon Johnson),0.390,0.370
3,11:47,3,5,WAS 35,17,0,Patrick Ramsey sacked by Landon Johnson for -8 yards,0.370,-1.570
3,11:22,4,13,WAS 27,17,0,"Tom Tupa punts 45 yards, returned by Deltha O'Neal for 5 yards (tackle by Ladell Betts)",-1.570,-1.140
3,11:11,1,10,CIN 33,17,0,Rudi Johnson right end for 1 yard (tackle by Ryan Clark),1.140,0.730
3,10:40,2,9,CIN 34,17,0,Carson Palmer pass complete to Chad Ochocinco for 11 yards (tackle by Ryan Clark),0.730,1.930
3,10:04,1,10,CIN 45,17,0,"Rudi Johnson left end for 12 yards (tackle by Joe Salave'a). Rudi Johnson fumbles (forced by Joe Salave'a), recovered by Marcus Washington at WAS-43 (tackle by Reggie Kelly)",1.930,-1.530
3,9:54,1,10,WAS 39,17,0,Patrick Ramsey pass incomplete intended for Chris Cooley,1.530,0.990
3,9:49,2,10,WAS 39,17,0,Patrick Ramsey pass complete to Rod Gardner for 12 yards (tackle by Deltha O'Neal),0.990,2.320
3,9:11,1,10,CIN 49,17,0,Patrick Ramsey pass incomplete intended for Laveranues Coles is intercepted by Tory James at CIN-34 and returned for 1 yard (tackle by Laveranues Coles),2.320,-1.270
3,9:04,1,10,CIN 35,17,0,Rudi Johnson up the middle for no gain (tackle by Ron Warner),1.270,0.720
3,8:29,2,10,CIN 35,17,0,Carson Palmer pass incomplete intended for Chad Ochocinco,0.720,0.040
3,8:22,3,10,CIN 35,17,0,Carson Palmer pass complete to Kevin Walter for 18 yards (tackle by Fred Smoot),0.040,2.460
3,7:45,1,10,WAS 47,17,0,Rudi Johnson right tackle for 7 yards (tackle by Sean Taylor),2.460,2.860
3,7:13,2,3,WAS 40,17,0,Rudi Johnson right tackle for 2 yards (tackle by Renaldo Wynn),2.860,2.410
3,6:39,3,1,WAS 38,17,0,Rudi Johnson up the middle for no gain (tackle by Joe Salave'a),2.410,0.720
3,6:00,4,1,WAS 38,17,0,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh (defended by Lemar Marshall),0.720,-1.530
3,5:56,1,10,WAS 39,17,0,Patrick Ramsey pass incomplete intended for Rod Gardner,1.530,0.990
3,5:50,2,10,WAS 39,17,0,Patrick Ramsey pass complete to Laveranues Coles for 8 yards (tackle by Tory James),0.990,1.360
3,5:08,3,2,WAS 47,17,0,Clinton Portis left end for 8 yards (tackle by Madieu Williams),1.360,2.590
3,4:27,1,10,CIN 45,17,0,Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Justin Smith),2.590,2.040
3,4:24,2,10,CIN 45,17,0,"Patrick Ramsey sacked by Langston Moore for -6 yards. Patrick Ramsey fumbles (forced by Langston Moore), recovered by Chris Samuels at WAS-48",2.040,0.430
3,3:39,3,17,WAS 48,17,0,Patrick Ramsey pass incomplete intended for Rod Gardner,0.430,-0.190
3,3:39,4,17,WAS 48,17,0,"Tom Tupa punts 42 yards, fair catch by Deltha O'Neal",-0.190,0.380
3,3:32,1,10,CIN 10,17,0,Carson Palmer pass complete to Jeremi Johnson for no gain,-0.380,-0.780
3,2:58,2,10,CIN 10,17,0,Rudi Johnson left end for 9 yards (tackle by Lemar Marshall and Sean Taylor),-0.780,-0.370
3,2:33,3,1,CIN 19,17,0,Rudi Johnson up the middle for no gain (tackle by Sean Taylor),-0.370,-2.140
3,1:43,4,1,CIN 19,17,0,"Kyle Larson punts 49 yards, returned by James Thrash for 9 yards (tackle by Kenny Watson)",-2.140,-1.660
3,1:32,1,10,WAS 41,17,0,Clinton Portis left tackle for 2 yards (tackle by Duane Clemons and Justin Smith),1.660,1.390
3,1:04,2,8,WAS 43,17,0,Patrick Ramsey pass complete to Taylor Jacobs for 14 yards (tackle by Deltha O'Neal),1.390,2.720
3,0:39,1,10,CIN 43,17,0,Clinton Portis left end for 4 yards (tackle by John Thornton),2.720,2.720
3,0:12,2,6,CIN 39,17,0,Patrick Ramsey pass complete to Taylor Jacobs for 4 yards (tackle by Madieu Williams),2.720,2.540
Quarter,Time,Down,ToGo,Location,CIN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CIN 35,17,0,Clinton Portis right guard for 8 yards (tackle by Kim Herring),2.540,3.780
4,14:29,1,10,CIN 27,17,0,Clinton Portis left guard for 5 yards (tackle by Madieu Williams and Landon Johnson),3.780,3.910
4,13:57,2,5,CIN 22,17,0,"Patrick Ramsey pass complete to Clinton Portis for 12 yards (tackle by Madieu Williams). Penalty on Cory Raymer: Offensive Holding, 10 yards (no play)",3.910,2.560
4,13:30,2,15,CIN 32,17,0,Patrick Ramsey up the middle for 3 yards (tackle by Langston Moore),2.560,2.280
4,12:48,3,12,CIN 29,17,0,Patrick Ramsey pass incomplete intended for Rod Gardner (defended by Deltha O'Neal),2.280,1.500
4,12:41,4,12,CIN 29,17,0,Ola Kimrin 47 yard field goal no good,1.500,-1.400
4,12:35,1,10,CIN 37,17,0,Rudi Johnson for 1 yard (tackle by Demetric Evans and Antonio Pierce),1.400,0.990
4,12:05,2,9,CIN 38,17,0,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,0.990,0.300
4,11:57,3,9,CIN 38,17,0,"Carson Palmer pass incomplete intended for Kelley Washington (defended by Fred Smoot). Penalty on Shawn Springs: Illegal Use of Hands, 5 yards (no play)",0.300,1.800
4,11:51,1,10,CIN 43,17,0,Carson Palmer pass incomplete intended for Chad Ochocinco,1.800,1.250
4,11:45,2,10,CIN 43,17,0,Carson Palmer pass incomplete intended for Tony Stewart,1.250,0.560
4,11:40,3,10,CIN 43,17,0,Carson Palmer pass complete to Kenny Watson for 9 yards (tackle by Ryan Clark),0.560,0.070
4,10:52,4,1,WAS 48,17,0,"Kyle Larson punts 34 yards, returned by James Thrash for 6 yards",0.070,-0.280
4,10:45,1,10,WAS 20,17,0,"Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Madieu Williams). Penalty on Justin Smith: Roughing the Passer, 15 yards (no play)",0.280,1.270
4,10:40,1,10,WAS 35,17,0,Patrick Ramsey pass incomplete intended for Laveranues Coles,1.270,0.720
4,10:35,2,10,WAS 35,17,0,Patrick Ramsey pass complete to Laveranues Coles for 22 yards (tackle by Tory James),0.720,2.720
4,10:03,1,10,CIN 43,17,0,Patrick Ramsey pass complete to Taylor Jacobs for 8 yards (tackle by Madieu Williams),2.720,3.260
4,9:46,2,2,CIN 35,17,0,Clinton Portis left end for 1 yard (tackle by Landon Johnson),3.260,2.680
4,9:11,3,1,CIN 34,17,0,"Clinton Portis right guard for 1 yard (tackle by Kim Herring). Penalty on Derrick Dockery: Offensive Holding, 10 yards",2.680,1.490
4,8:45,3,10,CIN 43,17,0,Patrick Ramsey pass complete to Laveranues Coles for 13 yards (tackle by Tory James),1.490,3.580
4,8:04,1,10,CIN 30,17,0,Patrick Ramsey pass complete to Clinton Portis for 3 yards (tackle by Landon Johnson),3.580,3.440
4,7:22,2,7,CIN 27,17,0,Patrick Ramsey pass complete to Laveranues Coles for 10 yards (tackle by Tory James),3.440,4.440
4,6:44,1,10,CIN 17,17,0,Patrick Ramsey pass incomplete intended for Clinton Portis,4.440,3.850
4,6:40,2,10,CIN 17,17,0,Rod Gardner pass incomplete intended for Laveranues Coles,3.850,3.070
4,6:34,3,10,CIN 17,17,0,Patrick Ramsey pass complete to Laveranues Coles for 2 yards (tackle by Tory James),3.070,2.440
4,5:49,4,8,CIN 15,17,3,Ola Kimrin 33 yard field goal good,2.440,3.000
4,,,,WAS 30,17,3,"Ola Kimrin kicks off 63 yards, returned by Deltha O'Neal for 15 yards (tackle by Chris Cooley)",0.000,0.410
4,5:41,1,10,CIN 22,17,3,Rudi Johnson left end for 1 yard (tackle by Sean Taylor),0.410,0.000
4,5:00,2,9,CIN 23,17,3,Rudi Johnson right end for 1 yard (tackle by Antonio Pierce),0.000,-0.560
4,4:53,,,,17,3,Timeout #1 by Washington Redskins,0.000,-0.560
4,4:53,3,8,CIN 24,17,3,"Penalty on Bobbie Williams: False Start, 5 yards (no play)",-0.560,-1.290
4,4:53,3,13,CIN 19,17,3,Carson Palmer pass complete to Kenny Watson for 10 yards (tackle by Marcus Washington),-1.290,-1.440
4,4:45,,,,17,3,Timeout #2 by Washington Redskins,0.000,-1.440
4,4:45,4,3,CIN 29,17,3,"Kyle Larson punts 46 yards, returned by James Thrash for 9 yards (tackle by Cliff Russell)",-1.440,-1.200
4,4:32,1,10,WAS 34,17,3,Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Deltha O'Neal),1.200,0.660
4,4:25,2,10,WAS 34,17,3,Patrick Ramsey pass complete to Darnerien McCants for 27 yards (tackle by Kim Herring),0.660,2.980
4,3:49,1,10,CIN 39,17,3,Patrick Ramsey pass complete to Darnerien McCants for 19 yards (tackle by Brian Simmons),2.980,4.240
4,3:18,1,10,CIN 20,17,3,Patrick Ramsey pass complete to Taylor Jacobs for 11 yards (tackle by Madieu Williams),4.240,5.140
4,2:39,1,9,CIN 9,17,3,Patrick Ramsey pass incomplete intended for Laveranues Coles,5.140,4.380
4,2:33,2,9,CIN 9,17,3,Patrick Ramsey pass incomplete intended for Chris Cooley (defended by Duane Clemons),4.380,3.360
4,2:29,3,9,CIN 9,17,9,"Patrick Ramsey pass complete to Chris Cooley for 9 yards, touchdown",3.360,7.000
4,,,,CIN 2,17,10,Ola Kimrin kicks extra point good,0.000,0.000
4,,,,WAS 30,17,10,"Ola Kimrin kicks onside 10 yards, recovered by Marcus Wilkins",0.000,2.920
4,2:22,1,10,WAS 40,17,10,Rudi Johnson up the middle for 2 yards (tackle by Renaldo Wynn),2.920,2.640
4,2:15,,,,17,10,Timeout #3 by Washington Redskins,0.000,2.640
4,2:15,2,8,WAS 38,17,10,Rudi Johnson up the middle for 3 yards (tackle by Marcus Washington),2.640,2.340
4,2:00,3,5,WAS 35,17,10,Rudi Johnson right guard for 1 yard (tackle by Lemar Marshall),2.340,1.080
4,2:00,4,4,WAS 34,17,10,Penalty on Kyle Larson: Delay of Game (Declined),1.080,1.080
4,1:14,4,4,WAS 34,17,10,Kyle Larson punts 23 yards,1.080,0.370
4,1:01,1,10,WAS 11,17,10,Patrick Ramsey pass complete to Clinton Portis for 14 yards (tackle by Brian Simmons),-0.370,0.610
4,1:01,1,10,WAS 25,17,10,"Patrick Ramsey pass incomplete. Penalty on Laveranues Coles: False Start, 5 yards (no play)",0.610,0.280
4,0:28,1,15,WAS 20,17,10,Patrick Ramsey pass complete to Clinton Portis for 7 yards,0.280,0.330
4,0:20,2,8,WAS 27,17,10,Patrick Ramsey pass incomplete intended for Rod Gardner (defended by Keiwan Ratliff),0.330,-0.360
4,0:15,3,8,WAS 27,17,10,Patrick Ramsey pass incomplete intended for Darnerien McCants is intercepted by Kim Herring at CIN-15,-0.360,0.220
4,0:02,1,10,CIN 15,17,10,Carson Palmer kneels for -2 yards,-0.220,-0.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
