Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
1,5:00,1,10,,3,7,James Starks left guard for 1 yard (tackle by Tony McDaniel and Bobby Wagner),2.260,1.850
1,4:24,2,9,SEA 49,3,7,Christine Michael right end for 10 yards (tackle by Steven Terrell),1.850,2.980
1,4:10,1,10,SEA 39,3,7,"Aaron Rodgers pass incomplete deep right intended for Jordy Nelson. Penalty on Tony McDaniel: Defensive Offside, 5 yards (no play)",2.980,3.710
1,4:07,1,5,SEA 34,3,7,Christine Michael right end for -1 yards (tackle by Jarran Reed),3.710,2.980
1,3:33,2,6,SEA 35,3,7,Christine Michael left tackle for 4 yards (tackle by Bobby Wagner),2.980,2.810
1,2:49,3,2,SEA 31,3,7,Aaron Rodgers left guard for -3 yards (tackle by Ahtyba Rubin),2.810,1.070
1,2:10,4,5,SEA 34,3,7,Mason Crosby 51 yard field goal no good,1.070,-1.730
1,2:05,1,10,SEA 42,3,7,Russell Wilson pass incomplete deep left intended for Jimmy Graham,1.730,1.190
1,1:58,2,10,SEA 42,3,7,Thomas Rawls middle for 3 yards (tackle by Datone Jones and Morgan Burnett),1.190,0.890
1,1:13,3,7,SEA 45,3,7,Russell Wilson pass complete short middle to Doug Baldwin for 6 yards (tackle by Damarious Randall),0.890,0.000
1,0:34,4,1,GNB 49,3,7,"Jon Ryan punts 35 yards, fair catch by Randall Cobb",0.000,0.280
1,0:27,1,10,GNB 14,3,7,Aaron Rodgers pass complete short left to Randall Cobb for 4 yards (tackle by K.J. Wright and Bobby Wagner),-0.280,-0.210
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,GNB 18,3,7,Aaron Rodgers pass complete short left to Randall Cobb for 25 yards (tackle by K.J. Wright),-0.210,1.800
2,14:38,1,10,GNB 43,3,7,Ty Montgomery right end for 4 yards (tackle by Tony McDaniel),1.800,1.790
2,14:06,2,6,GNB 47,3,7,Aaron Rodgers pass complete short left to Randall Cobb for 4 yards (tackle by DeShawn Shead and Jeremy Lane),1.790,1.620
2,13:22,3,2,SEA 49,3,7,Aaron Rodgers pass incomplete short right intended for Richard Rodgers,1.620,0.000
2,13:16,4,2,SEA 49,3,7,"Jake Schum punts 33 yards, fair catch by Tyler Lockett",0.000,0.140
2,13:08,1,10,SEA 16,3,7,Thomas Rawls middle for 3 yards (tackle by Mike Daniels and Joe Thomas),-0.140,-0.180
2,12:27,2,7,SEA 19,3,7,"Penalty on Germain Ifedi: False Start, superseded. PENALTY, 15 yards (no play)",-0.180,1.200
2,12:02,1,10,SEA 34,3,7,Russell Wilson pass incomplete short middle intended for Jimmy Graham is intercepted by Morgan Burnett at SEA-45 and returned for 19 yards,1.200,-3.840
2,11:53,1,10,SEA 26,3,7,Ty Montgomery left guard for 3 yards (tackle by Michael Bennett and Jarran Reed),3.840,3.700
2,11:09,2,7,SEA 23,3,7,Aaron Rodgers pass complete short middle to Jared Cook for 15 yards (tackle by DeShawn Shead and Bobby Wagner),3.700,5.370
2,10:23,1,8,SEA 8,3,7,Aaron Rodgers pass complete short right to Jordy Nelson for 7 yards (tackle by K.J. Wright),5.370,5.910
2,9:41,2,1,SEA 1,3,13,"Ty Montgomery left tackle for 1 yard, touchdown",5.910,7.000
2,9:36,,,SEA 15,3,14,Mason Crosby kicks extra point good,0.000,0.000
2,9:36,,,GNB 35,3,14,"Mason Crosby kicks off 69 yards, returned by Tyler Lockett for 30 yards (tackle by Josh Hawkins)",0.000,-0.670
2,9:31,1,10,SEA 26,3,14,Thomas Rawls middle for 2 yards (tackle by Mike Daniels),0.670,0.400
2,8:50,2,8,SEA 28,3,14,Russell Wilson pass incomplete short left intended for Thomas Rawls,0.400,-0.300
2,8:47,3,8,SEA 28,3,14,Russell Wilson sacked by Dean Lowry for -11 yards,-0.300,-2.320
2,8:05,4,19,SEA 17,3,14,"Jon Ryan punts 31 yards, out of bounds",-2.320,-2.390
2,7:59,1,10,SEA 48,3,14,Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards (tackle by Richard Sherman),2.390,3.120
2,7:20,1,10,SEA 37,3,14,Aaron Ripkowski right tackle for 2 yards (tackle by Cassius Marsh and Tony McDaniel),3.120,2.840
2,6:38,2,8,SEA 35,3,14,Aaron Rodgers pass complete short left to Jordy Nelson for 2 yards (tackle by Richard Sherman),2.840,2.410
2,5:53,3,6,SEA 33,3,14,Aaron Rodgers pass complete short left to Ty Montgomery for 24 yards (tackle by Steven Terrell),2.410,5.140
2,5:21,1,9,SEA 9,3,20,"Aaron Rodgers pass complete short left to Jordy Nelson for 9 yards, touchdown",5.140,7.000
2,5:15,,,SEA 15,3,21,Mason Crosby kicks extra point good,0.000,0.000
2,5:15,,,GNB 35,3,21,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
2,5:15,1,10,SEA 25,3,21,Russell Wilson pass complete short middle to Tyler Lockett for 14 yards (tackle by Quinten Rollins),0.610,1.530
2,4:43,1,10,SEA 39,3,21,Russell Wilson left end for 8 yards (tackle by Joe Thomas),1.530,2.070
2,4:12,2,2,SEA 47,3,21,Russell Wilson pass incomplete short right intended for Jermaine Kearse,2.070,1.360
2,4:03,3,2,SEA 47,3,21,Russell Wilson pass complete short middle to Tanner McEvoy for 5 yards (tackle by Damarious Randall),1.360,2.390
2,3:20,1,10,GNB 48,3,21,Thomas Rawls middle for 4 yards (tackle by Micah Hyde and Kenny Clark),2.390,2.390
2,2:43,2,6,GNB 44,3,21,Russell Wilson pass incomplete short right intended for Tyler Lockett,2.390,1.690
2,2:37,3,6,GNB 44,3,21,Russell Wilson pass incomplete short left intended for Doug Baldwin,1.690,0.330
2,2:34,4,6,GNB 44,3,21,"Jon Ryan punts 28 yards, fair catch by Randall Cobb",0.330,0.140
2,2:27,1,10,GNB 16,3,21,Ty Montgomery right end for 6 yards (tackle by Bobby Wagner),-0.140,0.280
2,2:00,2,4,GNB 22,3,21,Aaron Rodgers pass complete deep left to Davante Adams for 26 yards (tackle by DeShawn Shead),0.280,2.130
2,1:55,1,10,GNB 48,3,21,Aaron Rodgers pass incomplete deep left intended for Jared Cook (defended by DeShawn Shead),2.130,1.580
2,1:49,2,10,GNB 48,3,21,James Starks middle for 2 yards (tackle by Bobby Wagner),1.580,1.160
2,1:33,3,8,,3,21,"Aaron Rodgers pass complete short left to Jordy Nelson for 10 yards (tackle by DeShawn Shead). Penalty on GNB: Illegal Shift (Offsetting), Penalty on SEA: Defensive 12 On-field (Offsetting) (no play)",1.160,1.160
2,1:26,3,8,,3,21,Aaron Rodgers pass incomplete deep left intended for Davante Adams,1.160,-0.060
2,1:21,4,8,,3,21,"Jake Schum punts 40 yards, fair catch by Tyler Lockett",-0.060,0.380
2,1:14,1,10,SEA 10,3,21,Alex Collins middle for 5 yards (tackle by Dean Lowry),-0.380,-0.350
2,0:53,2,5,SEA 15,3,21,Russell Wilson pass complete short right to Doug Baldwin for 9 yards (tackle by Quinten Rollins),-0.350,0.540
2,0:48,1,10,SEA 24,3,21,Russell Wilson pass complete deep right to Marcel Reece for 31 yards (tackle by Micah Hyde),0.540,0.000
2,0:40,,,,3,21,Timeout #1 by Green Bay Packers,0.000,-2.590
2,0:40,1,10,GNB 45,3,21,"Russell Wilson pass incomplete deep left intended for Tyler Lockett. Penalty on Dean Lowry: Defensive Offside, 5 yards (no play)",2.590,3.320
2,0:34,1,5,GNB 40,3,21,Russell Wilson pass incomplete deep middle intended for Doug Baldwin is intercepted by Damarious Randall at GNB-0 and returned for 21 yards,3.320,-0.340
2,0:22,1,10,GNB 21,3,21,Aaron Rodgers kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,3,21,"Mason Crosby kicks off 63 yards, returned by Tyler Lockett for 32 yards (tackle by Morgan Burnett)",0.000,-1.200
3,14:52,1,10,SEA 34,3,21,Russell Wilson pass complete short middle to Thomas Rawls for 7 yards (tackle by Joe Thomas),1.200,1.600
3,14:14,2,3,SEA 41,3,21,Russell Wilson pass complete short right to Doug Baldwin for 5 yards (tackle by Ha Ha Clinton-Dix),1.600,1.990
3,13:46,1,10,SEA 46,3,21,Thomas Rawls middle for 10 yards (tackle by Ladarius Gunter),1.990,2.650
3,13:07,1,10,GNB 44,3,21,Thomas Rawls middle for 2 yards (tackle by Mike Daniels and Letroy Guion),2.650,2.380
3,12:30,2,8,GNB 42,3,21,Russell Wilson pass complete short right to Marcel Reece for 7 yards (tackle by Joe Thomas),2.380,2.610
3,11:55,3,1,GNB 35,3,21,Thomas Rawls right end for 15 yards (tackle by Jayrone Elliott and Ha Ha Clinton-Dix),2.610,4.240
3,11:14,1,10,GNB 20,3,21,Russell Wilson pass incomplete deep right intended for Jimmy Graham,4.240,3.690
3,11:09,2,10,GNB 20,3,21,Russell Wilson pass incomplete deep left intended for Jermaine Kearse is intercepted by Quinten Rollins at GNB--3,3.690,-0.280
3,11:04,1,10,GNB 20,3,21,"Randall Cobb right end for no gain (tackle by Tony McDaniel). Penalty on Mike Morgan: Face Mask (15 Yards), 15 yards (no play)",0.280,1.270
3,10:32,1,10,GNB 35,3,21,Aaron Rodgers middle for -2 yards (tackle by Michael Bennett),1.270,0.450
3,9:49,2,12,GNB 33,3,21,Ty Montgomery left guard for -3 yards (tackle by Tony McDaniel),0.450,-0.630
3,9:09,3,15,GNB 30,3,21,Aaron Rodgers pass complete short left to Ty Montgomery for 5 yards (tackle by DeShawn Shead),-0.630,-1.040
3,9:01,4,10,GNB 35,3,21,Jake Schum punts 32 yards,-1.040,-1.140
3,8:53,1,10,SEA 33,3,21,"Thomas Rawls left tackle for 1 yard (tackle by Kenny Clark). Penalty on Kenny Clark: Defensive Offside, 5 yards (no play)",1.140,1.870
3,8:36,1,5,SEA 38,3,21,Russell Wilson right end for 2 yards (tackle by Mike Daniels),1.870,1.540
3,7:52,2,3,SEA 40,3,21,Russell Wilson pass incomplete deep left intended for Doug Baldwin is intercepted by Damarious Randall at GNB-42 and returned for 26 yards,1.540,-3.450
3,7:40,1,10,SEA 32,3,21,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson (defended by DeShawn Shead),3.450,2.900
,,,,,,,"GNB challenged the incomplete pass ruling, and the play was upheld.",,
3,7:18,2,10,SEA 32,3,21,Aaron Rodgers pass complete short left to Davante Adams for 4 yards (tackle by Kam Chancellor),2.900,2.740
3,6:32,3,6,SEA 28,3,21,Aaron Rodgers pass complete short left to Davante Adams for 8 yards (tackle by DeShawn Shead),2.740,4.240
3,5:45,1,10,SEA 20,3,21,Ty Montgomery left tackle for 6 yards (tackle by Bobby Wagner),4.240,4.640
3,5:05,2,4,SEA 14,3,21,Aaron Rodgers pass incomplete short left intended for Ty Montgomery,4.640,3.890
3,4:59,3,4,SEA 14,3,21,"Aaron Rodgers pass complete short middle to Richard Rodgers for 8 yards (tackle by K.J. Wright). Penalty on K.J. Wright: Unnecessary Roughness, 3 yards",3.890,6.510
3,4:31,1,3,SEA 3,3,27,"Aaron Rodgers pass complete short left to Jordy Nelson for 3 yards, touchdown",6.510,7.000
3,4:24,,,SEA 15,3,28,Mason Crosby kicks extra point good,0.000,0.000
3,4:24,,,GNB 35,3,28,"Mason Crosby kicks off 57 yards, returned by Tyler Lockett for 23 yards (tackle by Kentrell Brice)",0.000,-1.000
3,4:20,1,10,SEA 31,3,28,Russell Wilson sacked by Datone Jones for -3 yards,1.000,0.060
3,3:18,2,13,SEA 28,3,28,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",0.060,-0.620
3,3:18,2,18,SEA 23,3,28,Russell Wilson pass complete short right to Luke Willson for 11 yards (tackle by Quinten Rollins),-0.620,0.170
3,2:38,3,7,SEA 34,3,28,Russell Wilson pass incomplete short left intended for Tyler Lockett,0.170,-1.110
3,2:34,4,7,SEA 34,3,28,"Jon Ryan punts 42 yards, returned by Micah Hyde for 10 yards (tackle by Dewey McDonald). Penalty on Josh Hawkins: Offensive Holding, 10 yards",-1.110,0.280
3,2:25,1,10,GNB 14,3,28,Christine Michael left tackle for 8 yards (tackle by Bobby Wagner and K.J. Wright),-0.280,0.420
3,1:42,2,2,GNB 22,3,28,Christine Michael right end for 2 yards (tackle by Jarran Reed),0.420,0.540
3,0:57,1,10,GNB 24,3,28,Christine Michael left end for 2 yards (tackle by Cliff Avril),0.540,0.270
3,0:16,2,8,GNB 26,3,28,Aaron Rodgers sacked by Ahtyba Rubin for -9 yards,0.270,-1.850
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,17,GNB 17,3,28,Aaron Rodgers pass complete short middle to Ty Montgomery for 16 yards (tackle by Kam Chancellor and Bobby Wagner),-1.850,0.000
4,14:11,,,,3,28,Timeout #1 by Seattle Seahawks,0.000,1.180
4,14:11,4,1,GNB 33,3,28,"Jake Schum punts 49 yards, out of bounds",-1.180,-0.040
4,14:04,1,10,SEA 18,3,28,Russell Wilson pass complete short middle to Doug Baldwin for 8 yards (tackle by Joe Thomas),0.040,0.680
4,13:36,2,2,SEA 26,3,28,Russell Wilson pass incomplete short middle intended for Doug Baldwin (defended by Quinten Rollins),0.680,-0.140
4,13:32,3,2,SEA 26,3,28,Russell Wilson pass complete short left to Alex Collins for 6 yards (tackle by Morgan Burnett and Julius Peppers),-0.140,1.070
4,13:05,1,10,SEA 32,3,28,Russell Wilson pass incomplete short left intended for Jermaine Kearse,1.070,0.530
4,13:00,2,10,SEA 32,3,28,Russell Wilson sacked by Jayrone Elliott for -8 yards,0.530,-1.220
4,12:19,3,18,SEA 24,3,28,Russell Wilson pass complete short middle to Tyler Lockett for 15 yards (tackle by Quinten Rollins and Damarious Randall),-1.220,-0.780
4,11:51,4,3,SEA 39,3,28,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,-0.780,-2.980
4,11:46,1,10,SEA 39,3,28,"Christine Michael right end for 2 yards (tackle by Tony McDaniel). Penalty on Cliff Avril: Unnecessary Roughness, 15 yards",2.980,4.110
4,11:29,1,10,SEA 22,3,28,Christine Michael left end for 2 yards (tackle by Tony McDaniel),4.110,3.830
4,10:46,2,8,SEA 20,3,28,Brett Hundley pass incomplete short right intended for Aaron Ripkowski,3.830,3.140
4,10:40,3,8,SEA 20,3,28,Brett Hundley pass incomplete deep left intended for Davante Adams,3.140,2.120
4,10:35,4,8,SEA 20,3,31,Mason Crosby 38 yard field goal good,2.120,3.000
4,10:31,,,GNB 35,3,31,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,10:31,1,10,SEA 25,3,31,Tyler Lockett right end for 13 yards (tackle by Morgan Burnett),0.610,1.470
4,10:15,1,10,SEA 38,3,31,Russell Wilson pass complete deep middle to Jimmy Graham for 16 yards (tackle by Quinten Rollins),1.470,2.520
4,9:52,1,10,GNB 46,3,31,Russell Wilson pass complete short left to Tyler Lockett for 5 yards (tackle by Ha Ha Clinton-Dix),2.520,2.650
4,9:27,2,5,GNB 41,3,31,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by Micah Hyde),2.650,3.310
4,9:02,1,10,GNB 34,3,31,Russell Wilson pass incomplete deep left intended for Jermaine Kearse,3.310,2.770
4,8:56,2,10,GNB 34,3,31,Russell Wilson pass complete short left to Alex Collins for 13 yards (tackle by Jayrone Elliott),2.770,4.170
4,8:26,1,10,GNB 21,9,31,"Russell Wilson pass complete deep left to Tanner McEvoy for 21 yards, touchdown",4.170,7.000
4,8:21,,,GNB 15,10,31,Steven Hauschka kicks extra point good,0.000,0.000
4,8:21,,,SEA 35,10,31,"Steven Hauschka kicks onside 9 yards, recovered by Richard Rodgers",0.000,-2.650
4,8:19,1,10,SEA 44,10,31,Christine Michael left tackle for 9 yards (tackle by Bobby Wagner),2.650,3.330
4,7:32,2,1,SEA 35,10,31,Aaron Ripkowski middle for no gain (tackle by Kam Chancellor and Jarran Reed),3.330,2.610
4,6:46,3,1,SEA 35,10,31,Aaron Ripkowski right guard for no gain (tackle by Bobby Wagner),2.610,1.000
4,6:04,4,1,SEA 35,10,31,Christine Michael right end for -2 yards (tackle by Kam Chancellor),1.000,-1.400
4,6:00,1,10,SEA 37,10,31,Russell Wilson pass incomplete short right intended for Troymaine Pope is intercepted by Micah Hyde at SEA-30 and returned for 11 yards,1.400,-4.310
4,5:50,1,10,SEA 19,10,37,"Jeff Janis left end for 19 yards, touchdown. Penalty on Ha Ha Clinton-Dix: Unsportsmanlike Conduct, 15 yards",4.310,7.000
4,5:43,,,SEA 15,10,38,Mason Crosby kicks extra point good,0.000,0.000
4,5:43,,,GNB 20,10,38,"Mason Crosby kicks off 78 yards, returned by Tyler Lockett for 38 yards (tackle by Mason Crosby). Penalty on Dewey McDonald: Offensive Holding, 10 yards",0.000,-0.040
4,5:36,1,10,SEA 18,10,38,Troymaine Pope left tackle for 12 yards (tackle by Joe Thomas),0.040,0.940
4,5:13,1,10,SEA 30,10,38,Alex Collins left guard for 3 yards (tackle by Joe Thomas and Kenny Clark),0.940,0.800
4,4:32,2,7,SEA 33,10,38,Alex Collins middle for 8 yards (tackle by Micah Hyde and Clay Matthews),0.800,1.660
4,4:00,1,10,SEA 41,10,38,Alex Collins middle for 2 yards (tackle by Kenny Clark),1.660,1.390
4,3:23,2,8,SEA 43,10,38,Alex Collins right end for -1 yards (tackle by Clay Matthews),1.390,0.560
4,2:42,3,9,SEA 42,10,38,Russell Wilson pass complete short left to Tanner McEvoy for 15 yards (tackle by Quinten Rollins and Micah Hyde),0.560,2.720
4,2:05,1,10,GNB 43,10,38,Russell Wilson pass complete short middle to Alex Collins for 14 yards (tackle by Joe Thomas and Morgan Burnett),2.720,3.640
4,1:57,1,10,GNB 29,10,38,Alex Collins middle for 2 yards (tackle by Jayrone Elliott and Kenny Clark),3.640,3.370
4,1:15,2,8,GNB 27,10,38,"Trevone Boykin pass complete short left to Tyler Lockett for 8 yards (tackle by Quinten Rollins). Penalty on Paul Richardson: Offensive Pass Interference, 10 yards (no play)",3.370,2.020
4,1:08,2,18,GNB 37,10,38,"Alex Collins middle for 4 yards (tackle by Christian Ringo). Alex Collins fumbles (forced by Christian Ringo), recovered by Kentrell Brice at GNB-27 (tackle by Alex Collins)",2.020,-0.740
4,1:03,1,10,GNB 27,10,38,Brett Hundley kneels for -1 yards,0.740,0.060
4,0:23,2,11,GNB 26,10,38,Brett Hundley kneels for -1 yards,0.060,-0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
