Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,21,104,1,6,57,2.7,47,2.2,0,
Ryan Tannehill,TEN,3,1,1,1,0,0.0,1,0.3,0,
Hassan Haskins,TEN,1,8,0,1,4,4.0,4,4.0,0,
Chigoziem Okonkwo,TEN,1,6,0,0,4,4.0,2,2.0,0,
Malik Willis,TEN,1,8,0,1,8,8.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,12,58,1,5,25,2.1,33,2.8,0,
Joshua Kelley,LAC,10,24,1,2,18,1.8,6,0.6,0,
DeAndre Carter,LAC,1,-10,0,0,-10,-10.0,0,0.0,0,
Justin Herbert,LAC,1,2,0,1,2,2.0,0,0.0,0,
