Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
1,6:54,3,2,SFO 35,0,7,Kevan Barlow right tackle for no gain (tackle by John Lynch and Derrick Brooks),0.560,-1.040
1,6:28,4,2,SFO 35,0,7,"Bill LaFleur punts 44 yards, fair catch by Karl Williams",-1.040,-0.340
1,6:22,1,10,TAM 21,0,7,Michael Pittman left end for -3 yards (tackle by Julian Peterson),0.340,-0.700
1,5:40,2,13,TAM 18,0,7,Brad Johnson pass complete to Michael Pittman for 7 yards (tackle by Mike Rumph),-0.700,-0.360
1,4:56,3,6,TAM 25,6,7,"Brad Johnson pass complete to Keenan McCardell for 75 yards, touchdown. Penalty on Sean Moran: Roughing the Passer, 15 yards",-0.360,7.000
1,,,,SFO 2,7,7,Martin Gramatica kicks extra point good,0.000,0.000
1,,,,TAM 45,7,7,"Martin Gramatica kicks off 47 yards, returned by Brandon Lloyd for 11 yards (tackle by Corey Ivy)",,
1,4:40,1,10,SFO 19,7,7,Garrison Hearst up the middle for 4 yards (tackle by Ryan Nece),0.150,0.210
1,4:01,2,6,SFO 23,7,7,Garrison Hearst right tackle for 18 yards (tackle by John Howell),0.210,1.660
1,3:23,1,10,SFO 41,7,7,"Penalty on Ron Stone: False Start, 5 yards (no play)",1.660,1.330
1,3:05,1,15,SFO 36,7,7,Jeff Garcia pass complete to Garrison Hearst for 26 yards (tackle by Dwight Smith),1.330,3.050
1,2:37,1,10,TAM 38,7,7,Kevan Barlow left end for 1 yard (tackle by Derrick Brooks),3.050,2.640
1,1:59,2,9,TAM 37,7,7,Kevan Barlow left guard for 12 yards (tackle by John Howell),2.640,3.910
1,1:19,1,10,TAM 25,7,7,Kevan Barlow left guard for 7 yards (tackle by John Howell),3.910,4.370
1,0:41,2,3,TAM 18,7,7,Kevan Barlow right tackle for 4 yards (tackle by Derrick Brooks),4.370,4.650
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 14,7,13,"Jeff Garcia pass complete to Tai Streets for 14 yards, touchdown",4.650,7.000
2,,,,TAM 2,7,14,Owen Pochman kicks extra point good,0.000,0.000
2,,,,SFO 30,7,14,"Owen Pochman kicks off 69 yards, returned by Aaron Stecker for 33 yards (tackle by Dwaine Carpenter). Aaron Stecker fumbles (forced by Dwaine Carpenter), recovered by Todd Yoder at TAM-42",0.000,1.730
2,14:44,1,10,TAM 42,7,14,Brad Johnson pass incomplete intended for Jameel Cook,1.730,1.190
2,14:40,2,10,TAM 42,7,14,"Brad Johnson sacked by Andre Carter for -5 yards. Brad Johnson fumbles (forced by Andre Carter), recovered by John Wade at TAM-42",1.190,0.500
2,13:58,3,10,TAM 42,7,14,Brad Johnson pass complete to Michael Pittman for 8 yards (tackle by Zack Bronson),0.500,-0.060
2,13:11,4,2,SFO 50,7,14,"Tom Tupa punts 50 yards, touchback",-0.060,-0.280
2,12:58,1,10,SFO 20,7,14,Jeff Garcia pass complete to Terrell Owens for 5 yards (tackle by Derrick Brooks),0.280,0.410
2,12:18,2,5,SFO 25,7,14,Kevan Barlow right guard for 12 yards (tackle by Warren Sapp),0.410,1.400
2,11:40,1,10,SFO 37,7,14,Jeff Garcia pass complete to Terrell Owens for 43 yards,1.400,4.240
2,11:13,1,10,TAM 20,7,14,Kevan Barlow up the middle for no gain (tackle by Anthony McFarland),4.240,3.690
2,10:37,2,10,TAM 20,7,14,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Warren Sapp),3.690,3.010
2,10:32,3,10,TAM 20,7,14,Jeff Garcia up the middle for 7 yards (tackle by Ronde Barber),3.010,2.670
2,9:45,4,3,TAM 13,7,14,"Owen Pochman 31 yard field goal no good, blocked by Warren Sapp",2.670,-0.340
2,9:40,1,10,TAM 21,7,14,Thomas Jones up the middle for 3 yards (tackle by Jeff Ulbrich),0.340,0.210
2,9:05,2,7,TAM 24,7,14,Jameel Cook right guard for -1 yards (tackle by Travis Kirschke and Jeff Ulbrich),0.210,-0.630
2,8:27,3,8,TAM 23,7,14,Brad Johnson pass complete to Jameel Cook for 5 yards (tackle by Mike Rumph),-0.630,-1.500
2,7:46,4,3,TAM 28,7,14,"Tom Tupa punts 47 yards, fair catch by Jimmy Williams",-1.500,-0.610
2,7:37,1,10,SFO 25,7,14,Jeff Garcia pass incomplete intended for Tai Streets,0.610,0.060
2,7:33,2,10,SFO 25,7,20,"Jeff Garcia pass complete to Terrell Owens for 75 yards, touchdown",0.060,7.000
2,,,,TAM 2,7,21,Owen Pochman kicks extra point good,0.000,0.000
2,,,,SFO 30,7,21,"Owen Pochman kicks off 65 yards, returned by Thomas Jones for 12 yards (tackle by Jeff Ulbrich). Penalty on Ryan Nece: Illegal Block Above the Waist, 8 yards",0.000,-0.380
2,7:13,1,10,TAM 9,7,21,Brad Johnson pass complete to Michael Pittman for 7 yards (tackle by Julian Peterson),-0.380,-0.160
2,6:36,2,3,TAM 16,7,21,Brad Johnson pass complete to Todd Yoder for 12 yards (tackle by Tony Parrish),-0.160,0.810
2,6:04,1,10,TAM 28,7,21,Brad Johnson pass complete to Karl Williams for 19 yards (tackle by Mike Rumph),0.810,2.060
2,5:21,1,10,TAM 47,7,21,Brad Johnson pass incomplete intended for Ken Dilger (defended by Chidi Ahanotu),2.060,1.520
2,5:15,2,10,TAM 47,7,21,Thomas Jones left end for 4 yards (tackle by Derek Smith),1.520,1.360
2,4:34,3,6,SFO 49,7,21,Brad Johnson pass complete to Michael Pittman for 6 yards (tackle by Rashad Holman),1.360,2.720
2,4:02,1,10,SFO 43,7,21,Brad Johnson pass incomplete intended for Jameel Cook (defended by Bryant Young),2.720,2.180
2,3:54,2,10,SFO 43,7,21,Brad Johnson pass complete to Ken Dilger for 5 yards (tackle by Jimmy Williams),2.180,2.150
2,3:13,3,5,SFO 38,7,21,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Bryant Young),2.150,0.720
2,3:06,4,5,SFO 38,7,21,Tom Tupa punts 37 yards,0.720,0.380
2,2:55,1,10,SFO 1,7,21,Jeff Garcia pass complete to Terrell Owens for 3 yards (tackle by Tim Wansley),-0.380,-0.560
2,2:19,2,7,SFO 4,7,21,Garrison Hearst up the middle for 3 yards (tackle by Ronde Barber),-0.560,-0.720
2,2:07,,,,7,21,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.720
2,2:07,3,4,SFO 7,7,21,"Jeff Garcia pass incomplete intended for Tai Streets. Penalty on Brian Kelly: Defensive Pass Interference, 26 yards (no play)",-0.720,1.140
2,2:02,1,10,SFO 33,7,21,Garrison Hearst left guard for 2 yards (tackle by Greg Spires),1.140,0.860
2,1:57,2,8,SFO 35,7,21,Jeff Garcia sacked by Ronde Barber for -7 yards,0.860,-0.760
2,1:51,,,,7,21,Timeout #2 by Tampa Bay Buccaneers,0.000,-0.760
2,1:51,3,15,SFO 28,7,21,Jeff Garcia pass incomplete intended for Tai Streets,-0.760,-1.500
2,1:46,4,15,SFO 28,7,21,Bill LaFleur punts 48 yards,-1.500,-0.540
2,1:36,1,10,TAM 24,7,21,Brad Johnson pass incomplete intended for Ken Dilger,0.540,0.000
2,1:32,2,10,TAM 24,7,21,Michael Pittman up the middle for 4 yards (tackle by Julian Peterson and Chidi Ahanotu),0.000,-0.160
2,0:53,3,6,TAM 28,7,21,Brad Johnson pass incomplete intended for Keenan McCardell,-0.160,-1.500
2,0:47,4,6,TAM 28,7,21,Tom Tupa punts 44 yards (tackle by Ryan Nece),-1.500,-1.730
2,0:38,1,10,SFO 42,7,21,Jeff Garcia pass complete to Garrison Hearst for 3 yards (tackle by Derrick Brooks),1.730,1.590
2,0:32,,,,7,21,Timeout #1 by San Francisco 49ers,0.000,1.590
2,0:32,2,7,SFO 45,7,21,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by Corey Ivy),1.590,1.550
2,0:25,,,,7,21,Timeout #2 by San Francisco 49ers,0.000,1.550
2,0:25,3,2,SFO 50,7,21,"Penalty on Terrell Owens: False Start, 5 yards (no play)",1.550,0.890
2,0:25,3,7,SFO 45,7,21,Garrison Hearst right guard for 18 yards (tackle by Derrick Brooks),0.890,3.120
2,0:12,1,10,TAM 37,7,21,Jeff Garcia spiked the ball,3.120,2.570
2,0:09,2,10,TAM 37,7,21,Jeff Garcia pass complete to Cedrick Wilson for 5 yards (tackle by Ronde Barber),2.570,2.540
2,0:03,,,,7,21,Timeout #3 by San Francisco 49ers,0.000,2.540
2,0:03,3,5,TAM 32,7,21,Owen Pochman 50 yard field goal no good,2.540,1.530
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,7,21,"Martin Gramatica kicks off 65 yards, returned by Jimmy Williams for 19 yards (tackle by Jermaine Phillips)",0.000,0.540
3,14:55,1,10,SFO 24,7,21,Garrison Hearst left tackle for 3 yards (tackle by Ryan Nece),0.540,0.400
3,14:18,2,7,SFO 27,7,21,Jeff Garcia up the middle for 4 yards (tackle by Simeon Rice),0.400,0.230
3,13:36,3,3,SFO 31,7,21,Jeff Garcia pass incomplete intended for Tai Streets,0.230,-1.310
3,13:30,4,3,SFO 31,7,21,"Bill LaFleur punts 55 yards, returned by Tim Wansley for 11 yards (tackle by Jeff Ulbrich)",-1.310,-0.610
3,13:18,1,10,TAM 25,7,21,Michael Pittman right guard for 12 yards (tackle by Tony Parrish),0.610,1.400
3,12:39,1,10,TAM 37,7,21,Michael Pittman right end for no gain (tackle by Derek Smith),1.400,0.860
3,12:06,2,10,TAM 37,7,21,Brad Johnson pass incomplete intended for Keenan McCardell,0.860,0.170
3,12:01,3,10,TAM 37,7,21,Brad Johnson pass incomplete intended for Keenan McCardell is intercepted by Mike Rumph at SFO-49 and returned for 12 yards (tackle by Ken Dilger),0.170,-2.980
3,11:53,1,10,TAM 39,7,21,Kevan Barlow left guard for 1 yard (tackle by Ryan Nece),2.980,2.580
3,11:12,2,9,TAM 38,7,21,Kevan Barlow left end for -1 yards (tackle by Dwight Smith),2.580,1.750
3,10:28,3,10,TAM 39,7,21,Jeff Garcia pass complete to Tai Streets for 15 yards (tackle by Dwight Smith),1.750,3.970
3,10:28,1,10,TAM 24,7,21,Kevan Barlow up the middle for 3 yards (tackle by Shelton Quarles),3.970,3.840
3,9:04,2,7,TAM 21,7,21,Jeff Garcia pass incomplete intended for Terrell Owens,3.840,3.140
3,8:59,3,7,TAM 21,7,21,Jeff Garcia pass incomplete intended for Tai Streets,3.140,2.060
3,8:55,4,7,TAM 21,7,21,"Owen Pochman 39 yard field goal no good, blocked by Ronde Barber",2.060,-0.940
3,8:52,1,10,TAM 30,7,21,Brad Johnson pass complete to Aaron Stecker for 3 yards (tackle by Ahmed Plummer),0.940,0.800
3,8:14,2,7,TAM 33,7,21,Brad Johnson pass complete to Jameel Cook for 10 yards (tackle by Ahmed Plummer),0.800,1.800
3,7:37,1,10,TAM 43,7,21,Brad Johnson pass complete to Michael Pittman for 14 yards (tackle by Derek Smith),1.800,2.720
3,6:49,1,10,SFO 43,7,21,Aaron Stecker right end for 12 yards (tackle by Ahmed Plummer),2.720,3.510
3,6:14,1,10,SFO 31,7,21,Brad Johnson pass complete to Thomas Jones for 5 yards (tackle by Jeff Ulbrich),3.510,3.640
3,5:30,2,5,SFO 26,7,21,"Brad Johnson pass complete to Thomas Jones for 6 yards (tackle by Jamie Winborn). Thomas Jones fumbles (forced by Jamie Winborn), recovered by Jamie Winborn at SFO-20 and returned for 13 yards (tackle by Kerry Jenkins)",3.640,-1.140
3,5:18,1,10,SFO 33,7,21,Garrison Hearst right end for 4 yards (tackle by Derrick Brooks),1.140,1.130
3,4:57,2,6,SFO 37,7,21,Garrison Hearst left guard for 17 yards (tackle by Jermaine Phillips),1.130,2.520
3,4:17,1,10,TAM 46,7,21,Jeff Garcia pass incomplete intended for Terrell Owens,2.520,1.980
3,4:17,2,10,TAM 46,7,21,Jeff Garcia pass incomplete intended for Brandon Lloyd (defended by Ronde Barber),1.980,1.290
3,4:07,3,10,TAM 46,7,21,Jeff Garcia pass complete to Garrison Hearst for 9 yards (tackle by Tim Wansley),1.290,0.790
3,3:25,4,1,TAM 37,7,21,"Jeff Garcia for no gain. Jeff Garcia fumbles, recovered by Ronde Barber at TAM-37 (tackle by Cedrick Wilson)",0.790,-1.400
3,3:20,1,10,TAM 37,7,21,Michael Pittman up the middle for 4 yards (tackle by Travis Kirschke),1.400,1.400
3,2:47,,,,7,21,Timeout #1 by San Francisco 49ers,0.000,1.400
3,2:47,2,6,TAM 41,7,21,Brad Johnson pass complete to Michael Pittman for 4 yards (tackle by Julian Peterson),1.400,1.220
3,2:09,3,2,TAM 45,7,21,Brad Johnson pass incomplete intended for Todd Yoder,1.220,-0.390
3,2:04,4,2,TAM 45,7,21,"Tom Tupa punts 38 yards, returned by Jimmy Williams for 6 yards (tackle by Vinny Ciurciu)",-0.390,-0.480
3,1:53,1,10,SFO 23,7,21,Jeff Garcia pass complete to Jed Weaver for 16 yards (tackle by Shelton Quarles),0.480,1.530
3,1:20,1,10,SFO 39,7,21,Kevan Barlow right tackle for 20 yards (tackle by Jermaine Phillips),1.530,2.850
3,0:35,1,10,TAM 41,7,21,Jeff Garcia pass complete to Terrell Owens for 9 yards (tackle by John Lynch),2.850,3.520
3,0:10,2,1,TAM 32,7,21,Fred Beasley up the middle for 3 yards (tackle by Simeon Rice),3.520,3.640
Quarter,Time,Down,ToGo,Location,TAM,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 29,7,21,Jeff Garcia pass incomplete intended for Garrison Hearst (defended by Ryan Nece),3.640,3.100
4,14:56,2,10,TAM 29,7,21,Kevan Barlow left end for 6 yards (tackle by John Lynch and Nate Webster),3.100,3.200
4,14:10,3,4,TAM 23,7,21,Jeff Garcia right end for 3 yards (tackle by Tim Wansley),3.200,2.270
4,13:38,4,1,TAM 20,7,21,Jeff Garcia up the middle for 3 yards (tackle by Warren Sapp),2.270,4.440
4,12:57,1,10,TAM 17,7,21,Kevan Barlow right guard for -1 yards (tackle by Warren Sapp and Nate Webster),4.440,3.720
4,12:07,2,11,TAM 18,7,21,Jeff Garcia pass incomplete intended for Terrell Owens,3.720,3.000
4,12:01,3,11,TAM 18,7,21,Jeff Garcia pass incomplete intended for Garrison Hearst is intercepted by Simeon Rice at TAM-25 and returned for 12 yards (tackle by Ron Stone),3.000,-1.400
4,11:54,1,10,TAM 37,7,21,Brad Johnson sacked by Chidi Ahanotu for -7 yards,1.400,-0.090
4,11:27,2,17,TAM 30,7,21,Brad Johnson pass complete to Keenan McCardell for 40 yards (tackle by Zack Bronson),-0.090,3.580
4,10:46,1,10,SFO 30,7,21,Brad Johnson right end for 1 yard (tackle by Bryant Young),3.580,3.170
4,10:09,2,9,SFO 29,7,21,Brad Johnson pass complete to Jameel Cook for 4 yards (tackle by Ahmed Plummer),3.170,3.010
4,9:38,,,,7,21,Timeout #1 by Tampa Bay Buccaneers,0.000,3.010
4,9:38,3,5,SFO 25,7,21,Brad Johnson pass incomplete intended for Keenan McCardell is intercepted by Julian Peterson at SFO-12 and returned for 31 yards (tackle by Jameel Cook),3.010,-1.800
4,9:24,1,10,SFO 43,7,21,Garrison Hearst up the middle for 7 yards (tackle by Anthony McFarland),1.800,2.200
4,8:47,2,3,SFO 50,7,21,Garrison Hearst left end for 8 yards (tackle by Ryan Nece),2.200,2.790
4,8:04,1,10,TAM 42,7,21,Garrison Hearst left guard for 3 yards (tackle by John Lynch),2.790,2.650
4,7:21,2,7,TAM 39,7,21,Garrison Hearst right guard for 1 yard (tackle by Anthony McFarland),2.650,2.080
4,6:36,3,6,TAM 38,7,21,Jeff Garcia pass complete to Cedrick Wilson for 8 yards (tackle by Tim Wansley),2.080,3.580
4,6:06,1,10,TAM 30,7,21,Garrison Hearst right tackle for -1 yards (tackle by Nate Webster),3.580,2.900
4,5:24,2,11,TAM 31,7,21,Jeff Garcia pass incomplete intended for Terrell Owens,2.900,2.210
4,5:17,3,11,TAM 31,7,21,Kevan Barlow left end for 3 yards (tackle by Derrick Brooks),2.210,1.590
4,4:27,4,8,TAM 28,7,21,"Penalty on SFO: Delay of Game, 5 yards (no play)",1.590,1.150
4,4:26,4,13,TAM 33,7,21,"Bill LaFleur punts 29 yards. Penalty on Derrick Brooks: Roughing the Kicker, 15 yards (no play)",1.150,4.370
4,4:18,1,10,TAM 18,7,21,Garrison Hearst right guard for 3 yards (tackle by Ryan Nece),4.370,4.250
4,3:39,2,7,TAM 15,7,21,Garrison Hearst right end for 1 yard (tackle by Ryan Nece),4.250,3.630
4,2:52,3,6,TAM 14,7,21,Garrison Hearst right end for 5 yards (tackle by Ronde Barber),3.630,2.980
4,2:09,4,1,TAM 9,7,24,Owen Pochman 27 yard field goal good,2.980,3.000
4,,,,SFO 30,7,24,"Owen Pochman kicks off 67 yards, returned by Aaron Stecker for 20 yards (tackle by Brandon T. Moore). Penalty on Dwayne Rudd: Low Block, 10 yards",0.000,-0.320
4,1:57,1,10,TAM 13,7,24,Michael Pittman up the middle for 12 yards (tackle by Zack Bronson),-0.320,0.610
4,1:41,1,10,TAM 25,7,24,Shaun King pass complete to Michael Pittman for no gain,0.610,0.060
4,1:35,2,10,TAM 25,7,24,Shaun King right end for 12 yards (tackle by Chidi Ahanotu),0.060,1.400
4,1:35,1,10,TAM 37,7,24,Shaun King pass complete to Michael Pittman for 9 yards (tackle by Sean Moran),1.400,2.070
4,0:49,2,1,TAM 46,7,24,Shaun King pass incomplete intended for Karl Williams,2.070,1.360
4,0:45,3,1,TAM 46,7,24,Shaun King pass incomplete intended for Will Heller,1.360,-0.320
4,0:40,4,1,TAM 46,7,24,Shaun King pass complete to Will Heller for 11 yards (tackle by Julian Peterson),-0.320,2.720
4,0:35,1,10,SFO 43,7,24,Shaun King pass complete to Keenan McCardell for 4 yards (tackle by Sean Moran),2.720,2.720
4,0:13,2,6,SFO 39,7,24,Shaun King up the middle for 6 yards (tackle by Julian Peterson),2.720,3.380
4,0:03,,,,7,24,Timeout #2 by Tampa Bay Buccaneers,0.000,3.380
4,0:03,1,10,SFO 33,7,24,Shaun King pass incomplete intended for Karl Williams,3.380,2.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
