Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Broncos,-6.0,4.11,5.68,-1.88,0.0,-5.95,-8.33,-0.56,0.0,-4.44,-3.42,-1.6,1.68,-1.63,0.53
Raiders,6.0,5.95,8.33,0.56,0.0,-4.11,-5.68,1.88,0.0,4.44,1.6,3.42,1.63,-1.68,-0.53
