Quarter,Time,Down,ToGo,Location,DEN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Matt Prater kicks off 66 yards, returned by Jacoby Ford for 21 yards (tackle by Dante Rosario)",0.000,0.280
1,14:55,1,10,OAK 20,0,0,Carson Palmer pass incomplete deep left intended for Denarius Moore,0.280,-0.270
1,14:49,2,10,OAK 20,0,0,Michael Bush right tackle for 6 yards (tackle by Von Miller),-0.270,-0.160
1,14:10,3,4,OAK 26,0,0,Carson Palmer pass incomplete short left intended for Denarius Moore,-0.160,-1.630
1,14:05,4,4,OAK 26,0,0,"Shane Lechler punts 58 yards, returned by Quan Cosby for 7 yards (tackle by Jacoby Ford)",-1.630,-0.480
1,13:54,1,10,DEN 23,0,0,Willis McGahee right guard for 2 yards (tackle by Tyvon Branch and Desmond Bryant),0.480,0.200
1,13:20,2,8,DEN 25,0,0,Tim Tebow up the middle for 4 yards (tackle by Desmond Bryant and Tommy Kelly),0.200,0.040
1,12:39,3,4,DEN 29,0,0,Tim Tebow left end for 3 yards (tackle by Kamerion Wimbley and Tyvon Branch),0.040,-1.240
1,11:51,4,1,DEN 32,0,0,"Britton Colquitt punts 41 yards, fair catch by Denarius Moore",-1.240,-0.740
1,11:43,1,10,OAK 27,0,0,Michael Bush right guard for 2 yards (tackle by D.J. Williams and Ryan McBean),0.740,0.470
1,11:13,2,8,OAK 29,0,0,"Carson Palmer pass complete short right to Jacoby Ford for 34 yards (tackle by Champ Bailey). Jacoby Ford fumbles (forced by Champ Bailey), recovered by Marcel Reece at DEN-33",0.470,3.380
1,10:21,1,10,DEN 33,0,0,Michael Bush left tackle for 14 yards (tackle by Quinton Carter and Chris Harris),3.380,4.310
1,9:35,1,10,DEN 19,0,0,Taiwan Jones left end for -1 yards (tackle by David Bruton),4.310,3.630
1,9:07,2,11,DEN 20,0,0,Carson Palmer kneels for no gain,3.630,2.940
1,8:23,3,11,DEN 20,0,0,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",2.940,2.280
1,8:14,3,16,DEN 25,0,0,"Penalty on OAK: Offensive 12 On-field, 5 yards (no play)",2.280,1.620
1,7:45,3,21,DEN 30,0,0,Carson Palmer pass incomplete deep left intended for T.J. Houshmandzadeh (defended by D.J. Williams),1.620,1.410
1,7:40,4,21,DEN 30,0,3,Sebastian Janikowski 48 yard field goal good,1.410,3.000
1,7:40,,,OAK 35,0,3,"Sebastian Janikowski kicks off 44 yards, returned by Daniel Fells for 20 yards (tackle by Rock Cartwright)",0.000,1.660
1,7:29,1,10,DEN 41,0,3,Willis McGahee right guard for 1 yard (tackle by Kamerion Wimbley),1.660,1.260
1,6:55,2,9,DEN 42,0,3,"Tim Tebow pass complete short middle to Willis McGahee for 7 yards (tackle by Darryl Blackstock). Penalty on Ryan Clady: Offensive Holding, 10 yards (no play)",1.260,-0.100
1,6:36,2,19,DEN 32,0,3,Knowshon Moreno up the middle for 3 yards (tackle by Desmond Bryant),-0.100,-0.360
1,5:59,3,16,DEN 35,0,3,Tim Tebow pass complete short middle to Knowshon Moreno for 5 yards (tackle by Lamarr Houston),-0.360,-0.720
1,5:25,4,11,DEN 40,0,3,"Britton Colquitt punts 52 yards. Penalty on Chris Harris: Illegal Touch Kick, 5 yards (no play)",-0.720,-1.040
1,5:10,4,16,DEN 35,0,3,"Britton Colquitt punts 57 yards, returned by Denarius Moore for 12 yards (tackle by Spencer Larsen)",-1.040,-0.280
1,4:58,1,10,OAK 20,0,3,Carson Palmer pass incomplete short middle intended for Marcel Reece (defended by Elvis Dumervil),0.280,-0.270
1,4:54,2,10,OAK 20,0,3,"Michael Bush up the middle for 4 yards (tackle by D.J. Williams). Penalty on Samson Satele: Offensive Holding, 10 yards (no play)",-0.270,-1.510
1,4:37,2,20,OAK 10,0,3,Michael Bush left tackle for 7 yards (tackle by Chris Harris),-1.510,-1.510
1,3:49,3,13,OAK 17,0,3,Carson Palmer sacked by Elvis Dumervil and Von Miller for -7 yards,-1.510,-2.490
1,3:25,4,20,OAK 10,0,3,"Shane Lechler punts 61 yards, returned by Quan Cosby for 6 yards (tackle by Taiwan Jones)",-2.490,-1.270
1,3:17,1,10,DEN 35,0,3,Tim Tebow pass complete short middle to Daniel Fells for 6 yards (tackle by Darryl Blackstock and Jarvis Moss),1.270,1.530
1,2:37,2,4,DEN 41,0,3,Tim Tebow left end for 32 yards (tackle by Michael Huff),1.530,3.780
1,2:07,1,10,OAK 27,0,3,Willis McGahee left tackle for no gain (tackle by Kamerion Wimbley and Aaron Curry),3.780,3.230
1,1:23,2,10,OAK 27,0,3,Tim Tebow pass incomplete deep left intended for Julius Thomas,3.230,2.540
1,1:16,2,10,OAK 27,0,3,Timeout #1 by Denver Broncos,3.230,2.540
1,1:16,3,10,OAK 27,6,3,"Tim Tebow pass complete deep middle to Eric Decker for 27 yards, touchdown",2.540,7.000
1,1:16,,,OAK 2,7,3,Matt Prater kicks extra point good,0.000,0.000
1,1:16,,,DEN 35,7,3,"Matt Prater kicks off 73 yards, touchback",0.000,0.280
1,1:11,1,10,OAK 20,7,3,Carson Palmer pass complete short right to Marcel Reece for 5 yards (tackle by Chris Harris),0.280,0.410
