Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Monty Rice,TEN,0,4,4,100.0%,43,10.8,10.8,0,111.5,3.8,15,28,3,0,0,0.0,0,8,0,0.0%
Kevin Byard,TEN,0,4,3,75.0%,18,6.0,4.5,0,83.3,2.0,5,13,0,0,0,0.0,0,5,1,16.7%
Kristian Fulton,TEN,0,4,3,75.0%,15,5.0,3.8,0,80.2,5.8,9,6,0,0,0,0.0,0,5,0,0.0%
Jack Gibbens,TEN,0,4,3,75.0%,22,7.3,5.5,0,87.5,7.8,11,11,4,0,0,0.0,0,4,0,0.0%
Amani Hooker,TEN,0,4,3,75.0%,59,19.7,14.8,0,116.7,12.3,46,13,4,0,0,0.0,0,5,0,0.0%
Joshua Kalu,TEN,0,3,2,66.7%,31,15.5,10.3,1,140.3,10.7,26,5,0,0,0,0.0,0,2,0,0.0%
Tre Avery,TEN,0,3,1,33.3%,16,16.0,5.3,0,52.1,20.0,14,2,0,0,0,0.0,0,1,0,0.0%
Roger McCreary,TEN,0,5,1,20.0%,8,8.0,1.6,0,39.6,7.6,7,1,1,0,0,0.0,0,1,0,0.0%
DeMarcus Walker,TEN,0,0,0,,,,,,,,,,1,0,2,0.0,2,0,0,
Denico Autry,TEN,0,0,0,,,,,,,,,,1,0,1,0.0,1,0,0,
Teair Tart,TEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Foyesade Oluokun,JAX,0,7,6,85.7%,68,11.3,9.7,1,146.7,5.6,36,32,3,0,0,1.0,1,13,1,7.1%
Darious Williams,JAX,0,6,4,66.7%,29,7.3,4.8,0,77.8,3.8,13,16,0,0,0,0.0,0,8,0,0.0%
Rayshawn Jenkins,JAX,0,5,3,60.0%,25,8.3,5.0,0,72.9,7.4,3,22,1,0,1,1.0,2,7,1,12.5%
Andre Cisco,JAX,0,5,3,60.0%,29,9.7,5.8,0,76.2,7.0,16,13,3,0,0,0.0,0,5,1,16.7%
Devin Lloyd,JAX,0,1,1,100.0%,7,7.0,7.0,0,95.8,7.0,7,0,1,0,0,0.0,0,2,0,0.0%
Chad Muma,JAX,0,1,1,100.0%,3,3.0,3.0,0,79.2,0.0,0,3,0,0,0,0.0,0,7,1,12.5%
Corey Peters,JAX,0,1,1,100.0%,11,11.0,11.0,0,112.5,-9.0,-9,20,0,0,0,0.0,0,7,0,0.0%
Tyson Campbell,JAX,1,2,1,50.0%,7,7.0,3.5,0,18.7,23.0,5,2,1,0,0,0.0,0,5,0,0.0%
Arden Key,JAX,0,0,0,,,,,,,,,,2,0,3,0.0,3,3,0,0.0%
Josh Allen,JAX,0,0,0,,,,,,,,,,5,0,2,1.0,3,6,0,0.0%
Roy Robertson-Harris,JAX,0,0,0,,,,,,,,,,0,0,1,1.0,2,2,0,0.0%
Tre Herndon,JAX,0,1,0,0.0%,,,0.0,,39.6,9.0,,,0,0,1,0.0,1,2,0,0.0%
Travon Walker,JAX,0,0,0,,,,,,,,,,1,0,1,0.0,1,4,0,0.0%
