Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
1,1:51,1,10,NYJ 38,0,10,Curtis Martin right end for 4 yards (tackle by Willie J. Williams),1.470,1.460
1,1:13,2,6,NYJ 42,0,10,Chad Pennington pass complete to Justin McCareins for 11 yards (tackle by Deshea Townsend),1.460,2.460
1,0:35,1,10,PIT 47,0,10,Curtis Martin up the middle for 4 yards (tackle by Aaron Smith),2.460,2.450
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,PIT 43,0,10,Chad Pennington pass complete to Anthony Becht for 13 yards (tackle by Troy Polamalu),2.450,3.580
2,14:15,1,10,PIT 30,0,10,Chad Pennington pass complete to LaMont Jordan for 6 yards (tackle by Larry Foote),3.580,3.840
2,13:48,2,4,PIT 24,0,10,LaMont Jordan left guard for 3 yards (tackle by Chris Hope),3.840,3.530
2,13:02,,,,0,10,Timeout #1 by New York Jets,0.000,3.530
2,13:02,3,1,PIT 21,0,10,LaMont Jordan right guard for 4 yards,3.530,4.440
2,12:23,1,10,PIT 17,0,10,Chad Pennington sacked by Chris Hoke for -3 yards,4.440,3.490
2,11:50,2,13,PIT 20,0,10,Curtis Martin right end for -1 yards (tackle by Willie J. Williams and James Farrior),3.490,2.680
2,11:05,3,14,PIT 21,0,10,Chad Pennington sacked by Aaron Smith for -3 yards,2.680,1.870
2,10:38,4,17,PIT 24,3,10,Doug Brien 42 yard field goal good,1.870,3.000
2,,,,NYJ 30,3,10,"Toby Gowin kicks off 65 yards, returned by Ike Taylor for 30 yards (tackle by Mark Brown)",0.000,1.270
2,10:26,1,10,PIT 35,3,10,Ben Roethlisberger left end for 3 yards (tackle by Jonathan Vilma),1.270,1.130
2,9:55,2,7,PIT 38,3,10,Jerome Bettis left guard for -3 yards (tackle by Bryan Thomas),1.130,0.040
2,9:14,3,10,PIT 35,3,10,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Dewayne Robertson),0.040,-1.040
2,9:10,4,10,PIT 35,3,10,"Chris Gardocki punts 48 yards, returned by Santana Moss for 3 yards (tackle by James Harrison). Penalty on Derrick Strait: Illegal Block Above the Waist, 10 yards",-1.040,0.380
2,8:58,1,10,NYJ 10,3,10,Chad Pennington pass complete to Justin McCareins for 30 yards (tackle by Chris Hope),-0.380,1.600
2,8:33,1,10,NYJ 40,3,10,Chad Pennington pass incomplete intended for Justin McCareins,1.600,1.050
2,8:27,2,10,NYJ 40,3,10,Chad Pennington pass complete to Santana Moss for 11 yards (tackle by Willie J. Williams),1.050,2.320
2,7:55,1,10,PIT 49,3,10,Chad Pennington pass complete to Curtis Martin for 7 yards (tackle by Larry Foote),2.320,2.730
2,7:16,2,3,PIT 42,3,10,Curtis Martin up the middle for 3 yards (tackle by James Farrior),2.730,2.980
2,6:38,1,10,PIT 39,3,10,Chad Pennington pass incomplete intended for Santana Moss (defended by Willie J. Williams),2.980,2.440
2,6:31,2,10,PIT 39,3,10,Curtis Martin left end for 5 yards (tackle by Joey Porter and Travis Kirschke),2.440,2.410
2,5:49,3,5,PIT 34,3,10,Chad Pennington pass incomplete intended for Justin McCareins (defended by Willie J. Williams),2.410,1.070
2,5:38,4,5,PIT 34,3,10,"Toby Gowin punts 34 yards, touchback",1.070,-0.280
2,5:33,1,10,PIT 20,3,10,Ben Roethlisberger pass incomplete intended for Hines Ward,0.280,-0.270
2,5:27,2,10,PIT 20,3,10,"Penalty on Plaxico Burress: False Start, 5 yards (no play)",-0.270,-1.070
2,5:27,2,15,PIT 15,3,10,Ben Roethlisberger pass complete to Hines Ward for 18 yards (tackle by David Barrett),-1.070,1.140
2,4:46,1,10,PIT 33,3,10,Jerome Bettis up the middle for 3 yards (tackle by Dewayne Robertson and Jason Ferguson),1.140,1.000
2,4:07,2,7,PIT 36,3,10,Jerome Bettis left guard for 4 yards (tackle by Dewayne Robertson and Jonathan Vilma),1.000,0.830
2,3:22,3,3,PIT 40,3,10,Ben Roethlisberger pass incomplete intended for Verron Haynes,0.830,-0.720
2,3:17,4,3,PIT 40,3,10,"Penalty on Chidi Iwuoma: False Start, 5 yards (no play)",-0.720,-1.040
2,3:17,4,8,PIT 35,9,10,"Chris Gardocki punts 40 yards, returned by Santana Moss for 75 yards, touchdown",-1.040,-7.000
2,,,,PIT 2,10,10,Doug Brien kicks extra point good,0.000,0.000
2,,,,NYJ 30,10,10,"Toby Gowin kicks off 61 yards, returned by Ike Taylor for 28 yards (tackle by Trevor Johnson)",0.000,1.400
2,2:53,1,10,PIT 37,10,10,Jerome Bettis up the middle for 13 yards (tackle by Erik Coleman),1.400,2.260
2,2:21,1,10,PIT 50,10,10,Jerome Bettis up the middle for -3 yards (tackle by Alan Harper and Eric Barton),2.260,1.310
2,2:00,2,13,PIT 47,10,10,Ben Roethlisberger pass incomplete intended for Hines Ward,1.310,0.630
2,1:55,3,13,PIT 47,10,10,Ben Roethlisberger pass complete to Antwaan Randle El for 6 yards,0.630,0.130
2,1:48,4,7,NYJ 47,10,10,"Chris Gardocki punts 31 yards, returned by Santana Moss for no gain",0.130,0.140
2,1:41,1,10,NYJ 16,10,10,Chad Pennington pass complete to Anthony Becht for 2 yards (tackle by Chris Hope),-0.140,-0.350
2,1:35,2,8,NYJ 18,10,10,Chad Pennington pass complete to Chris Baker for 2 yards (tackle by Deshea Townsend),-0.350,-0.820
2,0:50,3,6,NYJ 20,10,10,"Chad Pennington pass incomplete intended for Santana Moss (defended by James Farrior). Penalty on Willie J. Williams: Defensive Pass Interference, 5 yards (no play)",-0.820,0.610
2,0:41,1,10,NYJ 25,10,10,Chad Pennington pass complete to Curtis Martin for -4 yards (tackle by Troy Polamalu),0.610,-0.480
2,0:38,,,,10,10,Timeout #1 by Pittsburgh Steelers,0.000,-0.480
2,0:38,2,14,NYJ 21,10,10,LaMont Jordan up the middle for 20 yards (tackle by Willie J. Williams),-0.480,1.660
2,0:29,,,,10,10,Timeout #2 by New York Jets,0.000,1.660
2,0:29,1,10,NYJ 41,10,10,Chad Pennington pass complete to Santana Moss for 8 yards (tackle by Clark Haggans),1.660,2.200
2,0:21,,,,10,10,Timeout #3 by New York Jets,0.000,2.200
2,0:21,2,2,NYJ 49,10,10,Chad Pennington pass incomplete intended for Jerald Sowell,2.200,1.490
2,0:13,3,2,NYJ 49,10,10,Chad Pennington pass complete to Jerald Sowell for 16 yards (tackle by Russell Stuvaints),1.490,3.250
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,10,10,"Toby Gowin kicks off 52 yards, muffed catch by Ike Taylor, recovered by Ike Taylor and returned for no gain",,
3,14:57,1,10,PIT 27,10,10,Jerome Bettis right guard for 1 yard (tackle by Jason Ferguson and Mark Brown),0.740,0.330
3,14:22,2,9,PIT 28,10,10,Jerome Bettis up the middle for 8 yards (tackle by Jonathan Vilma and Erik Coleman),0.330,0.700
3,14:22,3,1,PIT 36,10,10,Ben Roethlisberger pass complete to Lee Mays for 11 yards (tackle by Donnie Abraham). Penalty on Jason Ferguson: Defensive Offside (Declined),0.700,2.060
3,13:16,1,10,PIT 47,10,10,Jerome Bettis left guard for 4 yards (tackle by Jonathan Vilma and Bryan Thomas),2.060,2.060
3,12:36,2,6,NYJ 49,10,10,Ben Roethlisberger sacked by Jason Ferguson for -10 yards,2.060,0.040
3,12:03,3,16,PIT 41,10,10,Ben Roethlisberger pass complete to Verron Haynes for 2 yards (tackle by Jon McGraw),0.040,-0.520
3,11:31,4,14,PIT 43,10,10,"Chris Gardocki punts 37 yards, returned by Santana Moss for 5 yards (tackle by Russell Stuvaints)",-0.520,-0.610
3,11:17,1,10,NYJ 25,10,10,Curtis Martin up the middle for 5 yards (tackle by Larry Foote),0.610,0.740
3,10:38,2,5,NYJ 30,10,10,Curtis Martin right guard for 7 yards (tackle by Willie J. Williams and Clark Haggans),0.740,1.400
3,10:01,1,10,NYJ 37,10,10,"Chad Pennington pass complete to Jerald Sowell for 1 yard (tackle by James Farrior). Penalty on Joey Porter: Roughing the Passer, 15 yards",1.400,2.460
3,9:31,1,10,PIT 47,10,10,Curtis Martin up the middle for 3 yards (tackle by Travis Kirschke and Chris Hoke),2.460,2.320
3,8:51,2,7,PIT 44,10,10,Chad Pennington pass incomplete intended for Justin McCareins (defended by Willie J. Williams),2.320,1.620
3,8:45,3,7,PIT 44,10,10,Chad Pennington pass complete to Jerald Sowell for -6 yards (tackle by James Farrior),1.620,-0.060
3,8:10,4,13,PIT 50,10,10,"Toby Gowin punts 41 yards, returned by Antwaan Randle El for 11 yards (tackle by Jerald Sowell)",-0.060,-0.280
3,7:59,1,10,PIT 20,10,10,Ben Roethlisberger pass complete to Hines Ward for 12 yards (tackle by Donnie Abraham),0.280,1.070
3,7:20,1,10,PIT 32,10,10,Jerome Bettis left tackle for 2 yards (tackle by Victor Hobson),1.070,0.800
3,6:39,2,8,PIT 34,10,10,Ben Roethlisberger pass complete to Plaxico Burress for 17 yards (tackle by David Barrett),0.800,2.320
3,6:08,1,10,NYJ 49,10,10,Jerome Bettis right tackle for -1 yards (tackle by Dewayne Robertson),2.320,1.650
3,5:30,2,11,PIT 50,10,10,Jerome Bettis right guard for 9 yards (tackle by Trevor Johnson),1.650,2.150
3,4:47,3,2,NYJ 41,10,10,Ben Roethlisberger pass complete to Lee Mays for 8 yards (tackle by David Barrett),2.150,3.380
3,4:16,1,10,NYJ 33,10,10,Ben Roethlisberger pass incomplete intended for Jerame Tuman,3.380,2.840
3,4:09,2,10,NYJ 33,16,10,"Ben Roethlisberger pass incomplete intended for Antwaan Randle El is intercepted by Reggie Tongue at NYJ-14 and returned for 86 yards, touchdown",2.840,-7.000
3,,,,PIT 2,17,10,Doug Brien kicks extra point good,0.000,0.000
3,,,,NYJ 30,17,10,"Toby Gowin kicks off 62 yards, returned by Antwaan Randle El for 20 yards (tackle by Erik Coleman). Penalty on James Harrison: Illegal Block Above the Waist, 10 yards",0.000,0.040
3,3:45,1,10,PIT 18,17,10,Ben Roethlisberger pass complete to Hines Ward for 10 yards (tackle by Terrell Buckley),0.040,0.810
3,3:22,1,10,PIT 28,17,10,Jerome Bettis left guard for 4 yards (tackle by Alan Harper and Jonathan Vilma),0.810,0.800
3,2:43,2,6,PIT 32,17,10,Ben Roethlisberger pass complete to Jerome Bettis for 21 yards (tackle by James Reed),0.800,2.460
3,1:53,1,10,NYJ 47,17,10,Duce Staley left end for 7 yards (tackle by David Barrett),2.460,2.860
3,1:11,2,3,NYJ 40,17,10,Duce Staley up the middle for 4 yards (tackle by Jon McGraw and Jonathan Vilma),2.860,3.180
3,0:27,1,10,NYJ 36,17,10,Duce Staley up the middle for 6 yards (tackle by Trevor Johnson and Jonathan Vilma),3.180,3.450
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NYJ 30,17,10,Jerome Bettis left tackle for 8 yards (tackle by Eric Barton and Victor Hobson),3.450,4.110
4,14:19,1,10,NYJ 22,17,10,"Jerome Bettis up the middle for -1 yards (tackle by Shaun Ellis). Jerome Bettis fumbles (forced by Shaun Ellis), recovered by Erik Coleman at NYJ-23 and returned for 1 yards (tackle by Jerome Bettis)",4.110,-0.540
4,14:13,1,10,NYJ 24,17,10,Curtis Martin up the middle for 1 yard (tackle by Chris Hoke and Troy Polamalu),0.540,0.130
4,13:35,2,9,NYJ 25,17,10,Chad Pennington pass complete to Chris Baker for 6 yards (tackle by Willie J. Williams),0.130,0.230
4,12:56,3,3,NYJ 31,17,10,Chad Pennington pass incomplete intended for Santana Moss,0.230,-1.310
4,12:49,4,3,NYJ 31,17,10,"Toby Gowin punts 38 yards, returned by Antwaan Randle El for 3 yards (tackle by Mark Brown)",-1.310,-1.200
4,12:41,1,10,PIT 34,17,10,Ben Roethlisberger right end for 20 yards (tackle by Mark Brown),1.200,2.520
4,12:14,1,10,NYJ 46,17,10,Jerome Bettis up the middle for 6 yards (tackle by Jonathan Vilma),2.520,2.790
4,11:37,2,4,NYJ 40,17,10,Ben Roethlisberger pass incomplete intended for Plaxico Burress (defended by David Barrett),2.790,2.080
4,11:32,3,4,NYJ 40,17,10,Ben Roethlisberger pass complete to Plaxico Burress for 11 yards (tackle by David Barrett),2.080,3.640
4,10:52,1,10,NYJ 29,17,10,Jerome Bettis up the middle for 4 yards (tackle by Trevor Johnson),3.640,3.640
4,10:13,2,6,NYJ 25,17,10,Jerome Bettis up the middle for 3 yards (tackle by Bryan Thomas),3.640,3.340
4,9:31,3,3,NYJ 22,17,10,Ben Roethlisberger pass complete to Hines Ward for 5 yards (tackle by Jon McGraw),3.340,4.440
4,8:46,1,10,NYJ 17,17,10,Duce Staley right guard for 7 yards (tackle by Reggie Tongue and Jonathan Vilma),4.440,5.100
4,8:03,2,3,NYJ 10,17,10,Duce Staley right tackle for 2 yards (tackle by Reggie Tongue and Jason Ferguson),5.100,4.800
4,7:14,3,1,NYJ 8,17,10,Jerome Bettis left guard for 1 yard (tackle by Jonathan Vilma and Reggie Tongue),4.800,5.600
4,6:43,1,7,NYJ 7,17,10,Jerome Bettis right guard for 3 yards (tackle by Jason Ferguson),5.600,5.340
4,6:04,2,4,NYJ 4,17,16,"Ben Roethlisberger pass complete to Hines Ward for 4 yards, touchdown",5.340,7.000
4,,,,NYJ 2,17,17,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,17,17,"Jeff Reed kicks off 65 yards, returned by Jerricho Cotchery for 19 yards (tackle by James Harrison)",0.000,0.540
4,5:54,1,10,NYJ 24,17,17,Curtis Martin up the middle for 4 yards (tackle by Larry Foote and Troy Polamalu),0.540,0.540
4,5:18,2,6,NYJ 28,17,17,Chad Pennington pass complete to Justin McCareins for 22 yards (tackle by Chris Hope),0.540,2.260
4,4:34,1,10,PIT 50,17,17,Jerricho Cotchery left end for no gain,2.260,1.710
4,3:49,2,10,PIT 50,17,17,Chad Pennington pass complete to Curtis Martin for 17 yards (tackle by Chris Hope),1.710,3.380
4,3:00,1,10,PIT 33,17,17,Curtis Martin up the middle for 4 yards (tackle by Chris Hoke and Chris Hope),3.380,3.380
4,2:09,2,6,PIT 29,17,17,LaMont Jordan left guard for 1 yard (tackle by Troy Polamalu and Travis Kirschke),3.380,2.810
4,2:07,,,,17,17,Timeout #1 by Pittsburgh Steelers,0.000,2.810
4,2:07,3,5,PIT 28,17,17,Chad Pennington pass incomplete intended for Wayne Chrebet,2.810,1.630
4,2:02,4,5,PIT 28,17,17,Doug Brien 47 yard field goal no good,1.630,-1.400
4,1:58,1,10,PIT 37,17,17,Ben Roethlisberger pass incomplete intended for Plaxico Burress is intercepted by David Barrett at NYJ-39 and returned for 24 yards (tackle by Hines Ward),1.400,-3.120
4,1:46,1,10,PIT 37,17,17,Curtis Martin right guard for 3 yards (tackle by Chris Hope),3.120,2.980
4,1:37,,,,17,17,Timeout #2 by Pittsburgh Steelers,0.000,2.980
4,1:37,2,7,PIT 34,17,17,Chad Pennington pass complete to Curtis Martin for 9 yards (tackle by Chris Hoke),2.980,3.910
4,0:56,1,10,PIT 25,17,17,Curtis Martin left guard for no gain,3.910,3.360
4,0:16,2,10,PIT 25,17,17,LaMont Jordan left guard for 2 yards (tackle by James Farrior and Chris Hope),3.360,2.940
4,0:06,,,,17,17,Timeout #1 by New York Jets,0.000,2.940
4,0:06,3,8,PIT 23,17,17,Chad Pennington kneels for -1 yards,2.940,1.870
4,0:04,,,,17,17,Timeout #2 by New York Jets,0.000,0.000
4,0:04,,,,17,17,Timeout #3 by Pittsburgh Steelers,0.000,1.870
4,0:04,4,9,PIT 24,17,17,Doug Brien 43 yard field goal no good,1.870,-1.370
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
,,,,,,,"Jets won the coin toss, Jets to receive the overtime kickoff.",,
OT,15:00,4,9,PIT 30,17,17,"Jeff Reed kicks off 59 yards, returned by Jerricho Cotchery for 20 yards (tackle by Brett Keisel)",-1.370,1.000
OT,14:54,1,10,NYJ 31,17,17,"Penalty on Pete Kendall: False Start, 5 yards (no play)",1.000,0.670
OT,14:45,1,15,NYJ 26,17,17,Chad Pennington pass complete to Santana Moss for 2 yards (tackle by Willie J. Williams and Clark Haggans),0.670,0.060
OT,14:13,2,13,NYJ 28,17,17,Chad Pennington pass incomplete intended for Wayne Chrebet (defended by Joey Porter),0.060,-0.630
OT,14:08,3,13,NYJ 28,17,17,Chad Pennington pass complete to Justin McCareins for 13 yards (tackle by Willie J. Williams),-0.630,1.660
OT,13:34,1,10,NYJ 41,17,17,"Curtis Martin right end for 4 yards (tackle by Willie J. Williams). Penalty on Anthony Becht: Offensive Holding, 10 yards (no play)",1.660,1.000
OT,13:05,1,20,NYJ 31,17,17,Curtis Martin right end for 10 yards (tackle by Willie J. Williams),1.000,1.120
OT,12:38,2,10,NYJ 41,17,17,Chad Pennington pass incomplete intended for Justin McCareins,1.120,0.430
OT,12:26,3,10,NYJ 41,17,17,Chad Pennington pass incomplete intended for Wayne Chrebet (defended by Clark Haggans),0.430,-0.650
OT,12:21,4,10,NYJ 41,17,17,"Toby Gowin punts 54 yards, returned by Antwaan Randle El for 8 yards (tackle by Jerricho Cotchery)",-0.650,0.320
OT,12:15,1,10,PIT 13,17,17,Ben Roethlisberger pass complete to Hines Ward for 9 yards (tackle by Donnie Abraham),-0.320,0.490
OT,11:38,2,1,PIT 22,17,17,Duce Staley left guard for 7 yards (tackle by Sam Cowart and Jonathan Vilma),0.490,0.870
OT,11:03,1,10,PIT 29,17,17,Duce Staley left tackle for 4 yards (tackle by David Barrett),0.870,0.870
OT,10:19,2,6,PIT 33,17,17,Ben Roethlisberger pass incomplete intended for Hines Ward,0.870,0.170
OT,10:13,3,6,PIT 33,17,17,Ben Roethlisberger pass complete to Hines Ward for 17 yards (tackle by Reggie Tongue),0.170,2.260
OT,9:39,1,10,,17,17,Duce Staley left end for no gain (tackle by Sam Cowart),2.260,1.710
OT,9:00,2,10,,17,17,Ben Roethlisberger pass complete to Hines Ward for 6 yards (tackle by Derrick Strait),1.710,1.820
OT,8:16,3,4,NYJ 44,17,17,Verron Haynes up the middle for 8 yards (tackle by Jonathan Vilma),1.820,3.180
OT,7:37,1,10,NYJ 36,17,17,Duce Staley up the middle for 9 yards (tackle by Donnie Abraham),3.180,3.850
OT,6:53,2,1,NYJ 27,17,17,Duce Staley left guard for 3 yards (tackle by Jonathan Vilma),3.850,3.970
OT,6:09,1,10,NYJ 24,17,17,Duce Staley right guard for 5 yards (tackle by Reggie Tongue),3.970,4.120
OT,5:25,2,5,NYJ 19,17,17,Jerome Bettis up the middle for 2 yards (tackle by Jason Ferguson and Jonathan Vilma),4.120,3.750
OT,4:42,3,3,NYJ 17,17,17,Ben Roethlisberger up the middle for 2 yards (tackle by Shaun Ellis),3.750,2.590
OT,4:01,3,3,NYJ 17,17,17,Timeout #1 by New York Jets,3.750,2.590
OT,4:01,4,1,NYJ 15,17,20,Jeff Reed 33 yard field goal good,2.590,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
