Quarter,Time,Down,ToGo,Location,CAR,JAX,Detail,EPB,EPA
1,2:10,1,10,JAX 31,0,3,Tank Bigsby up the middle for 4 yards (tackle by Vonn Bell and Yetur Gross-Matos),1.000,1.000
1,1:32,2,6,JAX 35,0,3,C.J. Beathard pass complete short right to Travis Etienne for 8 yards (tackle by Derrick Brown and Deion Jones),1.000,1.800
1,0:59,1,10,JAX 43,0,3,Travis Etienne left end for 3 yards (tackle by Brian Burns and Vonn Bell),1.800,1.660
1,0:18,2,7,JAX 46,0,3,Travis Etienne right end for 3 yards (tackle by Marquis Haynes),1.660,1.350
Quarter,Time,Down,ToGo,Location,CAR,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,JAX 49,0,3,C.J. Beathard pass incomplete short right intended for Calvin Ridley,1.350,-0.130
2,14:56,4,4,JAX 49,0,3,"Logan Cooke punts 37 yards, returned by Ihmir Smith-Marsette for 8 yards (tackle by Andrew Wingard)",-0.130,-0.410
2,14:46,1,10,CAR 22,0,3,Chuba Hubbard up the middle for 2 yards (tackle by Josh Allen),0.410,0.140
2,14:03,2,8,CAR 24,0,3,Bryce Young pass incomplete deep middle intended for Jonathan Mingo,0.140,-0.560
2,13:57,3,8,CAR 24,0,3,Bryce Young sacked by Travon Walker for -10 yards,-0.560,-2.470
2,13:11,4,18,CAR 14,0,3,Johnny Hekker punts 48 yards out of bounds,-2.470,-1.470
2,13:05,1,10,JAX 38,0,3,C.J. Beathard pass complete short right to Calvin Ridley for 14 yards (tackle by Donte Jackson and AJ Parker),1.470,2.390
2,12:30,1,10,CAR 48,0,3,C.J. Beathard pass complete short right to Travis Etienne for 8 yards (tackle by Nick Thurman),2.390,2.930
2,11:53,2,2,CAR 40,0,3,C.J. Beathard sacked by Yetur Gross-Matos for -1 yards,2.930,2.080
2,11:14,3,3,CAR 41,0,3,C.J. Beathard pass complete short right to Parker Washington for 2 yards (tackle by Xavier Woods),2.080,0.660
2,10:39,4,1,CAR 39,0,3,C.J. Beathard pass complete short right to Evan Engram for 4 yards (tackle by Deion Jones),0.660,3.250
2,10:03,1,10,CAR 35,0,3,Travis Etienne up the middle for no gain (tackle by Derrick Brown and Nick Thurman),3.250,2.700
2,9:26,2,10,CAR 35,0,3,C.J. Beathard pass incomplete short right intended for Calvin Ridley (defended by Derrick Brown),2.700,2.010
2,9:21,3,10,CAR 35,0,3,C.J. Beathard pass complete short middle to Evan Engram for 22 yards (tackle by Xavier Woods),2.010,4.710
2,8:41,1,10,CAR 13,0,3,Tank Bigsby up the middle for -3 yards (tackle by Donte Jackson and Derrick Brown),4.710,3.620
2,8:09,2,13,CAR 16,0,3,C.J. Beathard pass complete short left to Evan Engram for 8 yards (tackle by Deion Jones and AJ Parker),3.620,4.100
2,7:29,3,5,CAR 8,0,3,C.J. Beathard pass incomplete short right intended for Calvin Ridley,4.100,2.970
2,7:22,4,5,CAR 8,0,6,Brandon McManus 26 yard field goal good,2.970,3.000
2,7:18,,,JAX 35,0,6,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,7:18,1,10,CAR 25,0,6,Miles Sanders right guard for no gain (tackle by Folorunso Fatukasi and Foyesade Oluokun) (no play),0.610,0.280
2,6:50,1,15,CAR 20,0,6,Bryce Young pass complete short right to Ihmir Smith-Marsette for -4 yards (tackle by Darious Williams),0.280,-1.290
2,6:06,2,19,CAR 16,0,6,Bryce Young pass complete short left to Ihmir Smith-Marsette for 7 yards (tackle by Devin Lloyd and Rayshawn Jenkins),-1.290,-0.890
2,5:25,3,12,CAR 23,0,6,Bryce Young sacked by Josh Allen for -11 yards,-0.890,-2.490
2,4:44,4,23,CAR 12,0,6,"Johnny Hekker punts 48 yards, fair catch by Jamal Agnew at JAC-40",-2.490,-1.600
2,4:35,1,10,JAX 40,0,6,Travis Etienne left guard for 5 yards (tackle by Frankie Luvu),1.600,1.730
2,3:50,2,5,JAX 45,0,6,C.J. Beathard pass complete deep right to Jamal Agnew for 48 yards (tackle by Shaquill Griffin),1.730,5.600
2,3:37,1,7,CAR 7,0,6,C.J. Beathard pass complete short right to Brenton Strange for 1 yard (tackle by Kamu Grugier-Hill),5.600,4.950
2,2:58,2,6,CAR 6,0,6,C.J. Beathard pass incomplete short middle,4.950,4.040
2,2:53,3,6,CAR 6,0,6,C.J. Beathard pass incomplete short right intended for Calvin Ridley,4.040,2.990
2,2:48,4,6,CAR 6,0,9,Brandon McManus 24 yard field goal good,2.990,3.000
2,2:45,,,JAX 35,0,9,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,2:45,1,10,CAR 25,0,9,Chuba Hubbard up the middle for 7 yards (tackle by Travon Walker),0.610,1.010
2,2:04,2,3,CAR 32,0,9,Ihmir Smith-Marsette right end for no gain (tackle by Travon Walker),1.010,0.300
2,2:00,3,3,CAR 32,0,9,Bryce Young sacked by Josh Allen for -7 yards,0.300,-1.700
2,1:56,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:56,4,10,CAR 25,0,9,Johnny Hekker punts 48 yards out of bounds,-1.700,-0.740
2,1:48,1,10,JAX 27,0,9,C.J. Beathard pass incomplete short middle intended for Tim Jones (defended by Shaquill Griffin),0.740,0.200
2,1:43,2,10,JAX 27,0,9,C.J. Beathard pass complete short right to Evan Engram for 5 yards (tackle by Xavier Woods and Frankie Luvu),0.200,0.170
2,1:06,3,5,JAX 32,0,9,C.J. Beathard sacked by Deion Jones for -8 yards,0.170,-1.770
2,0:48,,,,,,Timeout #2 by Carolina Panthers,,
2,0:48,4,13,JAX 24,0,9,"Logan Cooke punts 50 yards, returned by Ihmir Smith-Marsette for 1 yard (tackle by Caleb Johnson). Penalty on Caleb Johnson: Horse Collar Tackle, 15 yards (accepted)",-1.770,-1.730
2,0:48,1,10,CAR 42,0,9,Bryce Young pass complete short right to Tommy Tremble for 6 yards (tackle by Foyesade Oluokun),1.730,2.000
2,0:42,2,4,CAR 48,0,9,Bryce Young pass complete short left to Adam Thielen for no gain,2.000,1.290
2,0:37,3,4,CAR 48,0,9,Bryce Young pass incomplete short right intended for Chuba Hubbard,1.290,-0.190
2,0:29,4,4,CAR 48,0,9,"Johnny Hekker punts 52 yards, touchback.",-0.190,-0.280
2,0:20,1,10,JAX 20,0,9,C.J. Beathard kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CAR,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,0,9,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CAR 25,0,9,Chuba Hubbard left guard for 1 yard (tackle by Folorunso Fatukasi),0.610,0.200
3,14:24,2,9,CAR 26,0,9,Chuba Hubbard up the middle for 4 yards (tackle by Antonio Johnson and Devin Lloyd),0.200,0.040
3,13:42,3,5,CAR 30,0,9,Bryce Young scrambles left end for 2 yards (tackle by Devin Lloyd),0.040,-1.240
3,13:02,4,3,CAR 32,0,9,"Johnny Hekker punts 49 yards, returned by Parker Washington for 15 yards (tackle by D'Shawn Jamison)",-1.240,-1.200
3,12:47,1,10,JAX 34,0,9,Tank Bigsby right end for 4 yards (tackle by DeShawn Williams),1.200,1.200
3,12:10,2,6,JAX 38,0,15,"Travis Etienne right end for 62 yards, touchdown",1.200,7.000
3,11:56,,,CAR 15,0,16,Brandon McManus kicks extra point good,0.000,0.000
3,11:56,,,JAX 35,0,16,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,11:56,1,10,CAR 25,0,16,Miles Sanders up the middle for 3 yards (tackle by Foyesade Oluokun and Jeremiah Ledbetter),0.610,0.470
3,11:16,2,7,CAR 28,0,16,Bryce Young pass complete short left to Miles Sanders for 5 yards (tackle by Foyesade Oluokun),0.470,0.430
3,10:43,3,2,CAR 33,0,16,Bryce Young pass incomplete deep left intended for Ian Thomas,0.430,-1.180
3,10:36,4,2,CAR 33,0,16,"Johnny Hekker punts 52 yards, returned by Parker Washington for 2 yards (tackle by D'Shawn Jamison)",-1.180,0.060
3,10:24,1,10,JAX 17,0,16,Travis Etienne up the middle for no gain (tackle by Derrick Brown),-0.060,-0.580
3,9:44,2,10,JAX 17,0,16,C.J. Beathard pass complete short middle to Evan Engram for 11 yards (tackle by Frankie Luvu and AJ Parker),-0.580,0.810
3,9:05,1,10,JAX 28,0,16,"C.J. Beathard for -4 yards. Penalty on Brian Burns: Face Mask (15 Yards), 15 yards (accepted) (no play)",0.810,1.800
3,8:48,1,10,JAX 43,0,16,D'Ernest Johnson left guard for -1 yards (tackle by Brian Burns and DeShawn Williams),1.800,1.120
3,8:12,2,11,JAX 42,0,16,C.J. Beathard pass complete short right to Calvin Ridley for 6 yards (tackle by AJ Parker),1.120,1.220
3,7:26,3,5,JAX 48,0,16,C.J. Beathard scrambles up the middle for 19 yards (tackle by Marquis Haynes),1.220,3.380
3,7:01,1,10,CAR 33,0,16,Travis Etienne up the middle for 1 yard (tackle by Nick Thurman),3.380,2.970
3,6:23,2,9,CAR 32,0,16,Tank Bigsby up the middle for 4 yards (tackle by Shy Tuttle),2.970,2.810
3,5:45,3,5,CAR 28,0,16,C.J. Beathard pass complete short right to Calvin Ridley for 7 yards (tackle by Shaquill Griffin),2.810,4.170
3,5:10,1,10,CAR 21,0,16,Tank Bigsby left end for -1 yards (tackle by Donte Jackson and Derrick Brown),4.170,3.490
3,4:31,2,11,CAR 22,0,16,C.J. Beathard scrambles right guard for 6 yards (tackle by Brian Burns),3.490,3.630
3,3:46,3,5,CAR 16,0,16,D'Ernest Johnson up the middle for no gain (tackle by Xavier Woods and Brian Burns),3.630,2.430
3,3:06,4,5,CAR 16,0,19,Brandon McManus 34 yard field goal good,2.430,3.000
3,3:00,,,JAX 35,0,19,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,3:00,1,10,CAR 25,0,19,Chuba Hubbard up the middle for 7 yards (tackle by Rayshawn Jenkins and Devin Lloyd),0.610,1.010
3,2:27,2,3,CAR 32,0,19,Chuba Hubbard up the middle for 5 yards (tackle by Travon Walker),1.010,1.400
3,1:44,1,10,CAR 37,0,19,Bryce Young pass complete short left to Adam Thielen for 6 yards (tackle by Tyson Campbell),1.400,1.670
3,0:58,2,4,CAR 43,0,19,Chuba Hubbard left end for 2 yards (tackle by Andre Cisco),1.670,1.220
3,0:18,3,2,CAR 45,0,19,"Penalty on Ikem Ekwonu: False Start, 4 yards (accepted) (no play)",1.220,0.700
Quarter,Time,Down,ToGo,Location,CAR,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,CAR 41,0,19,Bryce Young pass complete short right to Jonathan Mingo for 4 yards (tackle by Tre Herndon),0.700,-0.390
4,14:23,4,2,CAR 45,0,19,Bryce Young pass complete short left to Miles Sanders for 7 yards (tackle by Tre Herndon),-0.390,2.390
4,13:41,1,10,JAX 48,0,19,Bryce Young pass complete short left to Adam Thielen for 5 yards (tackle by Tyson Campbell),2.390,2.520
4,13:10,2,5,JAX 43,0,19,Bryce Young sacked by Josh Allen for -3 yards,2.520,1.420
4,12:20,3,8,JAX 46,0,19,Bryce Young sacked by Travon Walker for -4 yards,1.420,-0.060
4,11:33,4,12,JAX 50,0,19,Bryce Young pass complete deep left to DJ Chark for 18 yards (tackle by Tyson Campbell),-0.060,3.450
4,10:54,1,10,JAX 32,0,19,"Bryce Young pass complete deep middle to DJ Chark for 30 yards (tackle by Darious Williams) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Bryce Young pass incomplete deep middle intended for DJ Chark",3.450,2.900
4,10:50,2,10,JAX 32,0,19,Chuba Hubbard up the middle for 3 yards (tackle by Folorunso Fatukasi),2.900,2.610
4,10:08,3,7,JAX 29,0,19,Bryce Young pass incomplete deep right intended for DJ Chark (defended by Tyson Campbell),2.610,1.500
4,10:00,4,7,JAX 29,0,19,Bryce Young pass incomplete deep right intended for DJ Chark,1.500,-0.940
4,9:53,1,10,JAX 30,0,19,Travis Etienne right end for 1 yard (tackle by Donte Jackson),0.940,0.530
4,9:11,2,9,JAX 31,0,19,Tank Bigsby up the middle for 4 yards (tackle by Derrick Brown),0.530,0.370
4,8:30,3,5,JAX 35,0,19,Travis Etienne right end for 2 yards (tackle by Deion Jones),0.370,-0.910
4,7:36,4,3,JAX 37,0,19,Logan Cooke punts 53 yards downed by Montaric Brown,-0.910,0.380
4,7:24,1,10,CAR 10,0,19,Bryce Young pass incomplete short right intended for DJ Chark,-0.380,-0.780
4,7:20,2,10,CAR 10,0,19,Bryce Young pass incomplete deep right intended for DJ Chark,-0.780,-1.420
4,7:13,3,10,CAR 10,0,19,Bryce Young pass complete short right to Adam Thielen for 5 yards (tackle by Tre Herndon and Foyesade Oluokun),-1.420,-2.440
4,6:30,4,5,CAR 15,0,19,Bryce Young pass incomplete short right intended for Stephen Sullivan,-2.440,-4.580
4,6:24,1,10,CAR 15,0,19,Travis Etienne up the middle for no gain (tackle by Brian Burns and Frankie Luvu),4.580,3.950
4,5:47,2,10,CAR 15,0,19,Tank Bigsby up the middle for 4 yards (tackle by Shaquill Griffin and Brian Burns),3.950,3.580
4,5:24,3,7,CAR 12,0,19,"Penalty on Cam Robinson: Personal Foul / Offense, 15 yards (offset) Penalty on Derrick Brown: Personal Foul / Defense, 15 yards (offset) (no play)",3.580,3.780
4,4:46,3,6,CAR 11,0,19,Travis Etienne left end for 10 yards (tackle by Vonn Bell),3.780,6.970
4,4:18,1,1,CAR 1,0,25,"Travis Etienne up the middle for no gain. Travis Etienne fumbles, recovered by Anton Harrison at CAR-3 Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Travis Etienne up the middle for 1 yard, touchdown",6.970,7.000
4,4:16,,,CAR 15,0,26,Brandon McManus kicks extra point good,0.000,0.000
4,4:16,,,JAX 35,0,26,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,4:16,1,10,CAR 25,0,26,Bryce Young pass complete short left to Chuba Hubbard for 7 yards (tackle by Tyson Campbell),0.610,1.010
4,4:10,2,3,CAR 32,0,26,Bryce Young pass complete short left to Chuba Hubbard for 5 yards (tackle by Josh Allen and Devin Lloyd),1.010,1.400
4,3:40,1,10,CAR 37,0,26,Bryce Young pass complete short left to Chuba Hubbard for 8 yards (tackle by Tyson Campbell and Rayshawn Jenkins),1.400,1.940
4,3:08,2,2,CAR 45,0,26,Bryce Young pass deep middle intended for Tommy Tremble is intercepted by Antonio Johnson at JAC-34 and returned for 27 yards (tackle by DJ Chark and Ikem Ekwonu),1.940,-2.980
4,2:52,1,10,CAR 39,0,26,Travis Etienne right end for 3 yards (tackle by Shaquill Griffin),2.980,2.850
4,2:10,2,7,CAR 36,0,26,Tank Bigsby up the middle for 12 yards (tackle by Frankie Luvu and Vonn Bell),2.850,3.970
4,2:00,1,10,CAR 24,0,26,Matt Barkley kneels for -1 yards,3.970,3.300
4,1:18,2,11,CAR 25,0,26,Matt Barkley kneels for -1 yards,3.300,2.480
4,0:40,3,12,CAR 26,0,26,Matt Barkley kneels for -1 yards,2.480,1.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
