Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Pat Elflein,G,71,100%,0,0%,6,21%
Dakota Dozier,G,71,100%,0,0%,6,21%
Brian O'Neill,T,71,100%,0,0%,6,21%
Garrett Bradbury,C,70,99%,0,0%,2,7%
Kirk Cousins,QB,70,99%,0,0%,0,0%
Kyle Rudolph,TE,68,96%,0,0%,6,21%
Adam Thielen,WR,58,82%,0,0%,0,0%
Rashod Hill,T,52,73%,0,0%,6,21%
Dalvin Cook,RB,44,62%,0,0%,0,0%
Stefon Diggs,WR,44,62%,0,0%,0,0%
Irv Smith Jr.,TE,38,54%,0,0%,8,28%
C.J. Ham,FB,34,48%,0,0%,18,62%
Alexander Mattison,RB,21,30%,0,0%,0,0%
Olabisi Johnson,WR,20,28%,0,0%,5,17%
Riley Reiff,T,20,28%,0,0%,4,14%
Tyler Conklin,TE,11,15%,0,0%,13,45%
Laquon Treadwell,WR,7,10%,0,0%,5,17%
Ameer Abdullah,RB,6,8%,0,0%,18,62%
Danielle Hunter,DE,1,1%,49,77%,11,38%
Dan Bailey,K,1,1%,0,0%,13,45%
Britton Colquitt,P,1,1%,0,0%,9,31%
Austin Cutting,LS,1,1%,0,0%,9,31%
Brett Jones,C,1,1%,0,0%,6,21%
Anthony Harris,FS,0,0%,63,98%,8,28%
Harrison Smith,SS,0,0%,61,95%,5,17%
Eric Kendricks,LB,0,0%,61,95%,5,17%
Anthony Barr,LB,0,0%,60,94%,5,17%
Trae Waynes,CB,0,0%,54,84%,5,17%
Everson Griffen,DE,0,0%,53,83%,5,17%
Xavier Rhodes,CB,0,0%,51,80%,0,0%
Linval Joseph,NT,0,0%,38,59%,4,14%
Mackensie Alexander,CB,0,0%,33,52%,0,0%
Shamar Stephen,DT,0,0%,32,50%,4,14%
Jayron Kearse,FS,0,0%,25,39%,15,52%
Mike Hughes,CB,0,0%,25,39%,10,34%
Jaleel Johnson,NT,0,0%,24,38%,2,7%
Stephen Weatherly,DE,0,0%,22,34%,15,52%
Ifeadi Odenigbo,DE,0,0%,19,30%,1,3%
Hercules Mata'afa,DE,0,0%,19,30%,0,0%
Eric Wilson,LB,0,0%,8,13%,18,62%
Cameron Smith,LB,0,0%,3,5%,12,41%
Marcus Epps,SS,0,0%,3,5%,8,28%
Marcus Sherels,CB,0,0%,1,2%,10,34%
Kris Boyd,CB,0,0%,0,0%,18,62%
Mike Boone,RB,0,0%,0,0%,18,62%
