Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Alshon Jeffery,PHI,12,10,76,1,7,44,4.4,32,3.2,5.0,0,,0,0.0,0,120.8
Dallas Goedert,PHI,8,5,48,0,2,12,2.4,36,7.2,5.8,0,,0,0.0,2,39.6
Nelson Agholor,PHI,7,4,42,0,2,12,3.0,30,7.5,14.6,0,,0,0.0,0,74.7
Zach Ertz,PHI,9,4,54,0,2,51,12.8,3,0.8,10.2,0,,1,11.1,0,64.1
Miles Sanders,PHI,3,3,86,1,2,40,13.3,46,15.3,13.3,0,,0,0.0,0,158.3
Mack Hollins,PHI,2,0,0,0,,0,,0,,17.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Stefon Diggs,MIN,11,7,167,3,5,127,18.1,40,5.7,22.7,0,,2,18.2,1,108.9
Adam Thielen,MIN,8,6,57,1,3,33,5.5,24,4.0,9.4,0,,0,0.0,0,133.9
Kyle Rudolph,MIN,3,3,36,0,2,3,1.0,33,11.0,1.0,0,,0,0.0,0,116.7
Dalvin Cook,MIN,2,2,13,0,1,-4,-2.0,17,8.5,-2.0,0,,0,0.0,0,93.7
Irv Smith Jr.,MIN,2,2,29,0,1,19,9.5,10,5.0,9.5,0,,0,0.0,0,118.7
Olabisi Johnson,MIN,1,1,16,0,1,16,16.0,0,0.0,16.0,0,,0,0.0,0,118.7
Laquon Treadwell,MIN,1,1,15,0,1,15,15.0,0,0.0,15.0,0,,0,0.0,0,118.7
