Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
2,13:42,1,7,CLE 7,16,7,LeGarrette Blount right guard for 2 yards (tackle by Christian Kirksey),5.600,5.150
2,12:58,2,5,CLE 5,16,7,Tom Brady pass complete short right to Julian Edelman for no gain,5.150,4.260
2,12:15,3,5,CLE 5,22,7,"Tom Brady pass complete short middle to Martellus Bennett for 5 yards, touchdown",4.260,7.000
2,12:15,,,CLE 5,23,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,12:15,,,NWE 35,23,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
2,12:10,1,10,CLE 25,23,7,"Terrelle Pryor left end for 1 yard (tackle by Jamie Collins). Terrelle Pryor fumbles (forced by Jamie Collins), recovered by Terrelle Pryor at CLE-26",0.610,0.200
2,11:35,2,9,CLE 26,23,7,Terrelle Pryor pass incomplete short right intended for Rashard Higgins,0.200,-0.490
2,11:28,3,9,CLE 26,23,7,Charlie Whitehurst pass complete short right to Gary Barnidge for 11 yards (tackle by Patrick Chung),-0.490,1.400
2,10:48,1,10,CLE 37,23,7,Isaiah Crowell left end for -6 yards (tackle by Devin McCourty),1.400,0.050
2,10:05,2,16,CLE 31,23,7,Isaiah Crowell left tackle for 2 yards (tackle by Elandon Roberts),0.050,-0.360
2,9:23,3,14,CLE 33,23,7,Charlie Whitehurst pass incomplete short right intended for Andrew Hawkins,-0.360,-1.180
2,9:20,4,14,CLE 33,23,7,"Britton Colquitt punts 40 yards, fair catch by Julian Edelman",-1.180,-0.740
2,9:12,1,10,NWE 27,23,7,D.J. Foster left end for no gain (tackle by Christian Kirksey),0.740,0.200
2,8:40,2,10,NWE 27,23,7,D.J. Foster right guard for 4 yards (tackle by Danny Shelton and Cam Johnson),0.200,0.040
2,8:01,3,6,NWE 31,23,7,Tom Brady pass complete deep right to Chris Hogan for 63 yards (tackle by Joe Haden),0.040,5.830
2,7:21,1,6,CLE 6,23,7,Tom Brady pass incomplete short left intended for Julian Edelman,5.830,4.950
2,7:16,2,6,CLE 6,23,7,D.J. Foster left guard for 5 yards (tackle by Demario Davis),4.950,5.170
2,6:46,3,1,CLE 1,23,7,LeGarrette Blount left guard for no gain (tackle by Christian Kirksey),5.170,3.550
2,6:07,4,1,CLE 1,23,7,LeGarrette Blount left guard for no gain (tackle by Demario Davis and Ibraheim Campbell),3.550,0.380
2,6:03,1,10,CLE 2,23,7,Isaiah Crowell left guard for no gain (tackle by Elandon Roberts),-0.380,-0.780
2,5:28,2,10,CLE 2,23,7,"Charlie Whitehurst pass incomplete deep right intended for Terrelle Pryor. Penalty on Malcolm Butler: Defensive Pass Interference, 21 yards (no play)",-0.780,-0.780
2,5:22,2,10,CLE 2,23,7,Timeout #1 by Cleveland Browns,-0.780,0.480
2,5:22,1,10,CLE 23,23,7,Charlie Whitehurst pass incomplete short left intended for Isaiah Crowell,0.480,-0.070
2,5:14,2,10,CLE 23,23,7,Duke Johnson left guard for 2 yards (tackle by Jabaal Sheard and Dont'a Hightower),-0.070,-0.490
2,4:33,3,8,CLE 25,23,7,Charlie Whitehurst right guard for 2 yards (tackle by Jabaal Sheard),-0.490,-1.570
2,3:55,4,6,CLE 27,23,7,"Britton Colquitt punts 37 yards, fair catch by Julian Edelman",-1.570,-1.400
2,3:48,1,10,NWE 37,23,7,Tom Brady pass incomplete short left intended for Malcolm Mitchell (defended by Jamar Taylor),1.400,0.860
2,3:40,2,10,NWE 37,23,7,Tom Brady pass incomplete short middle intended for Julian Edelman,0.860,0.170
2,3:38,3,10,NWE 37,23,7,Tom Brady pass complete short right to Malcolm Mitchell for 5 yards,0.170,-0.590
2,3:10,4,5,NWE 42,23,7,"Ryan Allen punts 46 yards, returned by Duke Johnson for 8 yards (tackle by Barkevious Mingo)",-0.590,-0.280
2,2:59,1,10,CLE 20,23,7,Duke Johnson right guard for -1 yards (tackle by Alan Branch),0.280,-0.460
2,2:18,2,11,CLE 19,23,7,Charlie Whitehurst pass complete short middle to Duke Johnson for 6 yards (tackle by Patrick Chung and Elandon Roberts),-0.460,-0.460
2,2:10,2,11,CLE 19,23,7,Timeout #1 by New England Patriots,-0.460,-0.300
2,2:09,3,5,CLE 25,23,7,Charlie Whitehurst pass incomplete deep left intended for Gary Barnidge,-0.300,-1.700
2,2:05,4,5,CLE 25,23,7,"Britton Colquitt punts 49 yards, returned by Julian Edelman for 12 yards (tackle by Dominique Alexander)",-1.700,-1.470
2,1:51,1,10,NWE 38,23,7,Tom Brady pass complete short left to Julian Edelman for 4 yards (tackle by Demario Davis),1.470,1.460
2,1:46,2,6,NWE 42,23,7,James White right guard for 8 yards (tackle by Derrick Kindred),1.460,2.260
2,1:27,1,10,,23,7,Tom Brady pass complete short middle to Danny Amendola for 7 yards (tackle by Demario Davis),2.260,2.660
2,1:06,2,3,CLE 43,23,7,James White right guard for 4 yards (tackle by Christian Kirksey),2.660,2.980
2,0:45,1,10,CLE 39,23,7,Tom Brady pass complete short right to Rob Gronkowski for 7 yards (tackle by Derrick Kindred),2.980,3.390
2,0:24,2,3,CLE 32,23,7,Tom Brady pass incomplete short right intended for Rob Gronkowski,3.390,2.680
2,0:21,3,3,CLE 32,23,7,Tom Brady pass incomplete short right intended for Julian Edelman,2.680,1.290
2,0:17,4,3,CLE 32,23,7,Stephen Gostkowski 50 yard field goal no good,1.290,-1.600
2,0:12,1,10,CLE 40,23,7,Charlie Whitehurst pass complete short middle to Duke Johnson for 15 yards (tackle by Patrick Chung),1.600,1.600
2,0:05,1,10,CLE 40,23,7,Timeout #2 by Cleveland Browns,1.600,2.590
2,0:05,1,10,NWE 45,23,7,Charlie Whitehurst pass incomplete deep right intended for Ricardo Louis (defended by Jonathan Jones),2.590,2.040
Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,23,7,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NWE 25,23,7,Tom Brady pass incomplete deep right intended for Rob Gronkowski,0.610,0.060
3,14:55,2,10,NWE 25,23,7,Tom Brady pass complete short left to James White for 8 yards (tackle by Jordan Poyer),0.060,0.430
3,14:24,3,2,NWE 33,23,7,"Tom Brady pass incomplete short left intended for James White (defended by Christian Kirksey). Penalty on Christian Kirksey: Defensive Holding, 5 yards (no play)",0.430,1.470
3,14:19,1,10,NWE 38,23,7,Tom Brady pass complete short left to Malcolm Mitchell for 2 yards (tackle by Jamar Taylor),1.470,1.190
3,13:39,2,8,NWE 40,23,7,Tom Brady pass incomplete deep middle intended for Julian Edelman,1.190,0.500
3,13:32,3,8,NWE 40,23,7,Tom Brady pass complete short right to Rob Gronkowski for 12 yards (tackle by Jamar Taylor). Penalty on Christian Kirksey: Defensive Holding (Declined),0.500,2.390
3,13:19,1,10,CLE 48,23,7,James White left tackle for 8 yards (tackle by Ibraheim Campbell),2.390,2.930
3,12:50,2,2,CLE 40,23,7,James White right end for 3 yards (tackle by Joe Schobert),2.930,3.120
3,12:28,1,10,CLE 37,29,7,"Tom Brady pass complete deep right to Martellus Bennett for 37 yards, touchdown",3.120,7.000
3,12:28,,,CLE 37,30,7,Stephen Gostkowski kicks extra point good,0.000,0.000
3,12:28,,,NWE 35,30,7,"Stephen Gostkowski kicks off 62 yards, returned by Tracy Howard for 21 yards (tackle by Jordan Richards)",0.000,-0.540
3,12:20,1,10,CLE 24,30,7,Isaiah Crowell right guard for 2 yards (tackle by Woodrow Hamilton),0.540,0.270
3,11:42,2,8,CLE 26,30,7,Charlie Whitehurst pass complete short left to Terrelle Pryor for 1 yard (tackle by Elandon Roberts),0.270,-0.300
3,10:59,3,7,CLE 27,30,7,"Charlie Whitehurst pass complete short middle to Terrelle Pryor for 13 yards (tackle by Logan Ryan). Penalty on Cyrus Jones: Disqualification, 15 yards",-0.300,2.590
3,10:45,1,10,NWE 45,30,7,Duke Johnson left guard for 2 yards (tackle by Jabaal Sheard),2.590,2.310
3,10:11,2,8,NWE 43,30,7,Charlie Whitehurst pass incomplete short middle intended for Gary Barnidge (defended by Jabaal Sheard),2.310,1.620
3,10:04,3,8,NWE 43,30,7,Charlie Whitehurst pass complete short left to Terrelle Pryor for 15 yards,1.620,3.710
3,9:42,1,10,NWE 28,30,7,Isaiah Crowell right tackle for -2 yards (tackle by Elandon Roberts),3.710,2.900
3,9:00,2,12,NWE 30,30,7,Charlie Whitehurst sacked by Malcom Brown for -9 yards,2.900,1.020
3,8:17,3,21,NWE 39,30,7,Charlie Whitehurst pass incomplete short left intended for Duke Johnson is intercepted by Patrick Chung at NWE-30 and returned for 4 yards,1.020,-1.200
3,8:06,1,10,NWE 34,30,7,"Tom Brady pass incomplete short left intended for Martellus Bennett (defended by Tank Carder). Penalty on David Andrews: Offensive Holding, 10 yards (no play)",1.200,0.540
3,8:02,1,20,NWE 24,30,7,Tom Brady pass incomplete short left intended for Martellus Bennett (defended by Demario Davis),0.540,-0.690
3,8:00,2,20,NWE 24,30,7,Tom Brady pass complete short right to James White for 9 yards (tackle by Jordan Poyer),-0.690,-0.160
3,7:27,3,11,NWE 33,30,7,Tom Brady sacked by Jamie Meder for -3 yards,-0.160,-1.370
3,6:53,4,14,NWE 30,30,7,"Ryan Allen punts 52 yards, returned by Duke Johnson for 14 yards (tackle by Nate Ebner). Penalty on CLE: Offensive Holding, 10 yards",-1.370,-0.280
3,6:44,1,10,CLE 20,30,7,Charlie Whitehurst pass complete short middle to Andrew Hawkins for 5 yards (tackle by Elandon Roberts),0.280,0.410
3,6:05,2,5,CLE 25,30,7,Charlie Whitehurst pass incomplete short right intended for Malcolm Johnson,0.410,-0.300
3,6:00,3,5,CLE 25,30,7,Charlie Whitehurst pass incomplete short right intended for Ricardo Louis,-0.300,-1.700
3,5:55,4,5,CLE 25,30,7,"Britton Colquitt punts 50 yards, returned by Julian Edelman for no gain",-1.700,-0.610
3,5:42,1,10,NWE 25,30,7,LeGarrette Blount left guard for 4 yards (tackle by Cam Johnson),0.610,0.600
3,5:15,2,6,NWE 29,30,7,LeGarrette Blount right tackle for 2 yards (tackle by Christian Kirksey and Demario Davis),0.600,0.170
3,4:37,3,4,NWE 31,30,7,Tom Brady right end for 4 yards (tackle by Emmanuel Ogbah),0.170,1.270
3,3:58,1,10,NWE 35,30,7,LeGarrette Blount right tackle for 2 yards (tackle by Christian Kirksey),1.270,0.990
3,3:18,2,8,NWE 37,30,7,Chris Hogan left end for 2 yards (tackle by Joe Haden),0.990,0.560
3,2:42,3,6,NWE 39,30,7,Tom Brady pass incomplete short middle intended for Martellus Bennett (defended by Briean Boddy-Calhoun),0.560,-0.780
3,2:36,4,6,NWE 39,30,7,"Ryan Allen punts 46 yards, returned by Joe Haden for 5 yards (tackle by Nate Ebner)",-0.780,-0.280
3,2:27,1,10,CLE 20,30,7,Isaiah Crowell left guard for no gain (tackle by Woodrow Hamilton and Malcom Brown),0.280,-0.270
3,1:47,2,10,CLE 20,30,7,Charlie Whitehurst pass complete deep middle to Andrew Hawkins for 24 yards (tackle by Devin McCourty),-0.270,1.860
3,1:08,1,10,CLE 44,30,7,Charlie Whitehurst pass complete deep middle to Gary Barnidge for 31 yards (tackle by Devin McCourty),1.860,3.910
3,0:30,1,10,NWE 25,30,7,Charlie Whitehurst pass complete short right to Gary Barnidge for 7 yards (tackle by Elandon Roberts),3.910,4.370
3,0:05,2,3,NWE 18,30,7,Isaiah Crowell left guard for 6 yards (tackle by Jonathan Jones),4.370,4.780
Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 12,30,7,"Charlie Whitehurst pass incomplete short right intended for Connor Hamlett (defended by Patrick Chung). Penalty on John Greco: Offensive Holding, 10 yards (no play)",4.780,4.110
4,14:56,1,20,NWE 22,30,7,Isaiah Crowell right tackle for 5 yards (tackle by Jamie Collins),4.110,3.420
4,14:05,2,15,NWE 17,30,13,"Charlie Whitehurst pass complete deep middle to Connor Hamlett for 17 yards, touchdown",3.420,7.000
4,14:05,2,,NWE 17,30,13,"Two Point Attempt: Charlie Whitehurst pass incomplete intended for Terrelle Pryor, conversion fails",3.420,-1.000
4,14:05,,,CLE 35,30,13,"Cody Parkey kicks off 59 yards, returned by Devin McCourty for 9 yards (tackle by George Atkinson)",0.000,0.220
4,14:02,1,10,NWE 15,30,13,Tom Brady pass complete short left to Martellus Bennett for 3 yards (tackle by Derrick Kindred),-0.220,-0.280
4,13:20,2,7,NWE 18,30,13,Tom Brady pass complete short right to Danny Amendola for 4 yards (tackle by Jamar Taylor),-0.280,-0.510
4,12:39,3,3,NWE 22,30,13,Tom Brady pass complete short middle to Martellus Bennett for 13 yards (tackle by Derrick Kindred),-0.510,1.270
4,12:00,1,10,NWE 35,30,13,LeGarrette Blount right guard for no gain (tackle by Joe Haden),1.270,0.720
4,11:20,2,10,NWE 35,30,13,Tom Brady pass complete deep right to Rob Gronkowski for 37 yards (tackle by Christian Kirksey),0.720,3.710
4,10:52,1,10,CLE 28,30,13,"LeGarrette Blount for no gain (tackle by Christian Kirksey). Penalty on Rob Gronkowski: Offensive Holding, 10 yards (no play)",3.710,3.050
4,10:33,1,20,CLE 38,30,13,James White right guard for 3 yards (tackle by Christian Kirksey and Jamie Meder),3.050,2.220
4,9:51,2,17,CLE 35,30,13,"Tom Brady for 10 yards (tackle by Demario Davis). Penalty on Danny Shelton: Illegal Use of Hands, 5 yards",2.220,4.240
4,9:20,1,10,CLE 20,30,13,LeGarrette Blount right guard for -3 yards (tackle by Cam Johnson),4.240,3.290
4,8:39,2,13,CLE 23,30,13,Tom Brady pass incomplete short right intended for Chris Hogan,3.290,2.610
4,8:33,3,13,CLE 23,30,13,Tom Brady pass complete short right to James White for 10 yards (tackle by Christian Kirksey),2.610,2.670
4,7:45,4,3,CLE 13,33,13,Stephen Gostkowski 31 yard field goal good,2.670,3.000
4,7:45,,,NWE 35,33,13,"Stephen Gostkowski kicks off 62 yards, returned by Tracy Howard for 14 yards (tackle by Patrick Chung)",0.000,0.060
4,7:38,1,10,CLE 17,33,13,Charlie Whitehurst pass incomplete short middle intended for Gary Barnidge,-0.060,-0.580
4,7:34,2,10,CLE 17,33,13,Charlie Whitehurst pass complete short right to Ricardo Louis for 8 yards (tackle by Patrick Chung),-0.580,-0.240
4,6:56,3,2,CLE 25,33,13,Charlie Whitehurst sacked by Malcom Brown for -5 yards,-0.240,-2.030
4,6:07,4,7,CLE 20,33,13,"Britton Colquitt punts 43 yards, fair catch by Danny Amendola",-2.030,-1.400
4,6:02,1,10,NWE 37,33,13,LeGarrette Blount left guard for 3 yards (tackle by Christian Kirksey),1.400,1.260
4,5:26,2,7,NWE 40,33,13,LeGarrette Blount right guard for no gain (tackle by Jamar Taylor and Stephen Paea),1.260,1.260
4,5:20,2,7,NWE 40,33,13,Timeout #1 by Cleveland Browns,1.260,0.560
4,5:20,3,7,NWE 40,33,13,Jimmy Garoppolo pass incomplete short right intended for James White,0.560,-0.720
4,5:16,4,7,NWE 40,33,13,Ryan Allen punts 46 yards,-0.720,0.280
4,5:06,1,10,CLE 14,33,13,Charlie Whitehurst pass complete deep right to Gary Barnidge for 20 yards (tackle by Devin McCourty),-0.280,1.200
4,4:40,1,10,CLE 34,33,13,Charlie Whitehurst pass complete short right to Terrelle Pryor for 9 yards (tackle by Logan Ryan),1.200,1.870
4,4:35,2,1,CLE 43,33,13,Isaiah Crowell right guard for 2 yards (tackle by Trey Flowers),1.870,1.930
4,4:06,1,10,CLE 45,33,13,Charlie Whitehurst pass incomplete short left intended for Andrew Hawkins,1.930,1.380
4,3:57,2,10,CLE 45,33,13,Terrelle Pryor pass complete short right to Ricardo Louis for 5 yards (tackle by Devin McCourty). Penalty on John Greco: Ineligible Downfield Pass (Declined),1.380,1.360
4,3:51,3,5,,33,13,Terrelle Pryor for 2 yards (tackle by Patrick Chung),1.360,1.360
4,3:42,3,5,,33,13,Timeout #1 by New England Patriots,1.360,0.070
4,3:40,4,3,NWE 48,33,13,Terrelle Pryor pass incomplete deep middle intended for Ricardo Louis,0.070,-2.130
4,3:35,1,10,NWE 48,33,13,D.J. Foster left tackle for 3 yards (tackle by Christian Kirksey),2.130,2.130
4,3:28,1,10,NWE 48,33,13,Timeout #2 by Cleveland Browns,2.130,1.990
4,3:28,2,7,CLE 49,33,13,D.J. Foster right guard for 4 yards (tackle by Christian Kirksey and Danny Shelton),1.990,1.990
4,3:21,2,7,CLE 49,33,13,Timeout #3 by Cleveland Browns,1.990,1.820
4,3:21,3,3,CLE 45,33,13,Matt Slater left end for 5 yards (tackle by Joe Haden and Demario Davis),1.820,2.920
4,2:35,1,10,CLE 40,33,13,D.J. Foster left end for 1 yard (tackle by Christian Kirksey and Tyrone Holmes),2.920,2.510
4,1:59,2,9,CLE 39,33,13,Jimmy Garoppolo kneels for -1 yards,2.510,1.680
4,1:17,3,10,CLE 40,33,13,Jimmy Garoppolo kneels for -2 yards,1.680,0.460
4,0:37,4,12,CLE 42,33,13,"Ryan Allen punts 19 yards, out of bounds",0.460,-0.480
4,0:31,1,10,CLE 23,33,13,Charlie Whitehurst kneels for -1 yards,0.480,-0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
