Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Shayne Graham kicks off 68 yards, returned by Josh Cribbs for 29 yards (tackle by Emanuel Cook)",0.000,0.670
1,15:00,1,10,CLE 26,0,0,Seneca Wallace pass complete short right to Jordan Cameron for 3 yards (tackle by Lardarius Webb),0.670,0.540
1,14:27,2,7,CLE 29,0,0,Peyton Hillis right guard for 6 yards (tackle by Terrence Cody and Bernard Pollard),0.540,0.630
1,13:50,3,1,CLE 35,0,0,Peyton Hillis right guard for 1 yard (tackle by Haloti Ngata),0.630,1.330
1,13:29,1,10,CLE 36,0,0,Peyton Hillis left guard for 3 yards (tackle by Terrence Cody),1.330,1.200
1,12:55,2,7,CLE 39,0,0,Seneca Wallace pass complete short right to Evan Moore for 11 yards (tackle by Ed Reed),1.200,2.260
1,12:10,1,10,CLE 50,0,0,Peyton Hillis right guard for 11 yards (tackle by Jameel McClain and Cary Williams),2.260,2.980
1,11:35,1,10,BAL 39,0,0,Peyton Hillis left guard for 5 yards (tackle by Brandon McKinney),2.980,3.120
1,11:04,2,5,BAL 34,0,0,Peyton Hillis left guard for 4 yards (tackle by Bernard Pollard and Haloti Ngata),3.120,2.940
1,10:21,3,1,BAL 30,0,0,Seneca Wallace pass incomplete short right intended for Mohamed Massaquoi is intercepted by Lardarius Webb at BAL-32 and returned for 4 yards,2.940,-1.330
1,10:13,1,10,BAL 36,0,0,"Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Mike Adams). Penalty on Mike Adams: Defensive Pass Interference, 60 yards (no play)",1.330,6.280
1,10:03,1,4,CLE 4,0,0,"Penalty on Matt Birk: False Start, 5 yards (no play)",6.280,5.140
1,10:03,1,9,CLE 9,0,0,Joe Flacco pass incomplete short right intended for Torrey Smith (defended by Joe Haden),5.140,4.380
1,9:59,2,9,CLE 9,0,0,Ray Rice left tackle for 4 yards (tackle by Phil Taylor and Sheldon Brown),4.380,4.260
1,9:16,3,5,CLE 5,0,6,"Joe Flacco pass complete short middle to Ed Dickson for 5 yards, touchdown",4.260,7.000
1,,,,CLE 2,0,7,Shayne Graham kicks extra point good,0.000,0.000
1,,,,BAL 35,0,7,"Shayne Graham kicks off 61 yards, returned by Josh Cribbs for 25 yards (tackle by Kris Wilson)",0.000,0.870
1,9:06,1,10,CLE 29,0,7,Peyton Hillis left tackle for 5 yards (tackle by Haloti Ngata and Terrence Cody),0.870,1.000
1,8:23,2,5,CLE 34,0,7,Seneca Wallace pass complete short middle to Greg Little for 7 yards (tackle by Ed Reed),1.000,1.660
1,7:44,1,10,CLE 41,0,7,Seneca Wallace pass incomplete deep right intended for Mohamed Massaquoi,1.660,1.120
1,7:36,2,10,CLE 41,0,7,Peyton Hillis left tackle for no gain (tackle by Ray Lewis),1.120,0.430
1,7:00,3,10,CLE 41,0,7,Seneca Wallace pass complete short right to Mohamed Massaquoi for 8 yards (tackle by Jimmy Smith),0.430,-0.130
1,6:20,4,2,CLE 49,0,7,Brad Maynard punts 43 yards,-0.130,0.380
1,6:07,1,10,BAL 8,0,7,Ray Rice right guard for 1 yard (tackle by Ahtyba Rubin),-0.380,-0.710
1,5:31,2,9,BAL 9,0,7,Ray Rice right tackle for 10 yards (tackle by Kaluka Maiava),-0.710,0.150
1,4:52,1,10,BAL 19,0,7,Ray Rice left tackle for 5 yards (tackle by Phil Taylor),0.150,0.340
1,4:12,2,5,BAL 24,0,7,Joe Flacco pass incomplete short right intended for Lee Evans,0.340,-0.420
1,4:06,3,5,BAL 24,0,7,Joe Flacco pass complete short left to Torrey Smith for 29 yards (tackle by Mike Adams),-0.420,2.460
1,3:34,,,,0,7,Timeout #1 by Baltimore Ravens,0.000,2.460
1,3:34,1,10,CLE 47,0,7,Joe Flacco pass incomplete short left intended for Torrey Smith,2.460,1.910
1,3:27,2,10,CLE 47,0,7,Ricky Williams left tackle for 14 yards (tackle by Mike Adams),1.910,3.380
1,2:51,1,10,CLE 33,0,7,Joe Flacco sacked by Ahtyba Rubin for -10 yards,3.380,1.490
1,2:20,2,20,CLE 43,0,7,Joe Flacco pass complete short right to Ray Rice for 4 yards (tackle by Auston English),1.490,1.350
1,1:42,3,16,CLE 39,0,7,Joe Flacco pass complete short left to Torrey Smith for 9 yards (tackle by Buster Skrine),1.350,1.410
1,1:42,4,7,CLE 30,0,10,Shayne Graham 48 yard field goal good,1.410,3.000
1,,,,BAL 35,0,10,"Shayne Graham kicks off 63 yards, returned by Josh Cribbs for 20 yards (tackle by Kris Wilson)",0.000,0.410
1,0:52,1,10,CLE 22,0,10,Seneca Wallace pass complete short right to Greg Little for 12 yards (tackle by Lardarius Webb),0.410,1.200
1,0:31,1,10,CLE 34,0,10,Peyton Hillis left guard for no gain (tackle by Brandon McKinney and Bernard Pollard),1.200,0.660
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,CLE 34,0,10,Peyton Hillis left guard for 4 yards (tackle by Ray Lewis and Cary Williams),0.660,0.500
2,14:19,3,6,CLE 38,0,10,Seneca Wallace sacked by Brendon Ayanbadejo for -7 yards,0.500,-1.310
2,13:57,4,13,CLE 31,0,10,"Brad Maynard punts 51 yards, fair catch by Lardarius Webb",-1.310,-0.040
2,13:50,1,10,BAL 18,0,10,Ray Rice left tackle for 2 yards (tackle by Scott Paxson and Brian Schaefering),0.040,-0.130
2,13:17,2,8,BAL 20,0,10,Ray Rice right end for 8 yards (tackle by Usama Young),-0.130,0.810
2,12:51,1,10,BAL 28,0,10,Ray Rice left tackle for 11 yards (tackle by Sheldon Brown),0.810,1.530
2,12:14,1,10,BAL 39,0,10,Joe Flacco pass complete short middle to Ray Rice for 2 yards (tackle by Ahtyba Rubin),1.530,1.260
2,11:35,2,8,BAL 41,0,10,Ricky Williams right guard for 3 yards (tackle by Kaluka Maiava and D'Qwell Jackson),1.260,0.960
2,10:57,3,5,BAL 44,0,10,Joe Flacco pass complete short left to Ed Dickson for 9 yards (tackle by Sheldon Brown),0.960,2.460
2,10:27,1,10,CLE 47,0,10,Joe Flacco pass complete short right to Vonta Leach for 5 yards (tackle by Usama Young),2.460,2.590
2,9:45,2,5,CLE 42,0,10,Ricky Williams right tackle for no gain (tackle by Scott Paxson and D'Qwell Jackson),2.590,1.880
2,9:05,3,5,CLE 42,0,16,"Joe Flacco pass complete deep right to Ray Rice for 42 yards, touchdown",1.880,7.000
2,,,,CLE 2,0,17,Shayne Graham kicks extra point good,0.000,0.000
2,,,,BAL 35,0,17,"Shayne Graham kicks off 53 yards, returned by Josh Cribbs for 22 yards (tackle by Tom Zbikowski)",0.000,1.200
2,8:53,1,10,CLE 34,0,17,Peyton Hillis right guard for 13 yards (tackle by Cary Williams and Dannell Ellerbe),1.200,2.060
2,8:17,1,10,CLE 47,0,17,Seneca Wallace pass incomplete short left intended for Peyton Hillis (defended by Jameel McClain),2.060,1.520
2,8:14,2,10,CLE 47,0,17,Seneca Wallace pass incomplete short right intended for Evan Moore,1.520,0.830
2,8:10,,,,0,17,Timeout #1 by Cleveland Browns,0.000,0.830
2,8:10,3,10,CLE 47,0,17,Seneca Wallace left tackle for 5 yards (tackle by Pernell McPhee),0.830,0.070
2,7:28,4,5,BAL 48,0,17,"Brad Maynard punts 42 yards, muffed catch by Lardarius Webb, recovered by Lardarius Webb and returned for no gain",0.070,0.380
2,7:09,1,10,BAL 6,0,17,Ricky Williams left guard for 2 yards (tackle by D'Qwell Jackson),-0.380,-0.630
2,6:33,2,8,BAL 8,0,17,Ricky Williams right tackle for 5 yards (tackle by Kaluka Maiava),-0.630,-0.600
2,5:49,3,3,BAL 13,0,17,Ricky Williams up the middle for 5 yards (tackle by Chris Gocong and Ahtyba Rubin),-0.600,0.040
2,5:08,1,10,BAL 18,0,17,"Penalty on Vonta Leach: False Start, 5 yards (no play)",0.040,-0.450
2,4:49,1,15,BAL 13,0,17,Ray Rice left guard for 6 yards (tackle by D'Qwell Jackson),-0.450,-0.320
2,4:12,2,9,BAL 19,0,17,Ray Rice left guard for 2 yards (tackle by D'Qwell Jackson),-0.320,-0.790
2,3:35,3,7,BAL 21,0,17,Joe Flacco pass incomplete short right intended for Torrey Smith,-0.790,-1.960
2,3:30,4,7,BAL 21,0,17,"Sam Koch punts 53 yards. Penalty on Brian Smith: Offensive Holding, 10 yards",-1.960,0.140
2,3:21,1,10,CLE 16,0,17,Peyton Hillis left guard for -1 yards (tackle by Terrell Suggs),-0.140,-0.780
2,2:45,2,11,CLE 15,0,17,Seneca Wallace pass complete short right to Greg Little for 12 yards (tackle by Jimmy Smith),-0.780,0.740
2,2:10,1,10,CLE 27,0,17,Seneca Wallace pass incomplete short right intended for Josh Cribbs (defended by Jimmy Smith),0.740,0.200
2,2:04,2,10,CLE 27,0,17,Peyton Hillis left guard for 14 yards (tackle by Dannell Ellerbe and Chris Carr),0.200,1.660
2,1:57,1,10,CLE 41,0,17,"Seneca Wallace pass incomplete deep left intended for Josh Cribbs (defended by Chris Carr). Penalty on Chris Carr: Defensive Pass Interference, 30 yards (no play)",1.660,3.640
2,1:51,1,10,BAL 29,0,17,Seneca Wallace pass incomplete short right intended for Greg Little,3.640,3.100
2,1:46,2,10,BAL 29,0,17,Seneca Wallace pass incomplete short middle intended for Evan Moore,3.100,2.410
2,1:42,,,,0,17,Timeout #2 by Cleveland Browns,0.000,2.410
2,1:42,3,10,BAL 29,0,17,Seneca Wallace pass complete short left to Chris Ogbonnaya for 12 yards (tackle by Ray Lewis),2.410,4.440
2,1:15,1,10,BAL 17,0,17,Seneca Wallace pass complete short right to Greg Little for 9 yards (tackle by Brendon Ayanbadejo),4.440,5.480
2,0:57,,,,0,17,Timeout #3 by Cleveland Browns,0.000,5.480
2,0:57,2,1,BAL 8,0,17,Peyton Hillis right guard for 3 yards (tackle by Arthur Jones and Jarret Johnson),5.480,6.060
2,0:34,1,5,BAL 5,0,17,Seneca Wallace pass complete short right to Evan Moore for 2 yards (tackle by Bernard Pollard),6.060,5.530
2,0:11,2,3,BAL 3,0,17,Peyton Hillis right tackle for no gain (tackle by Bernard Pollard and Haloti Ngata),5.530,4.720
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,0,17,"Phil Dawson kicks off 64 yards, returned by David Reed for 30 yards (tackle by Josh Cribbs)",0.000,1.000
3,14:56,1,10,BAL 31,0,17,Ray Rice right tackle for 6 yards (tackle by Auston English),1.000,1.270
3,14:21,2,4,BAL 37,0,17,Ray Rice left guard for 8 yards (tackle by Mike Adams),1.270,1.930
3,13:46,1,10,BAL 45,0,17,Ray Rice left guard for 3 yards (tackle by Ahtyba Rubin),1.930,1.790
3,13:07,2,7,BAL 48,0,17,Joe Flacco pass incomplete short right intended for Ed Dickson,1.790,1.090
3,13:01,3,7,BAL 48,0,17,Joe Flacco pass incomplete deep right intended for Torrey Smith,1.090,-0.190
3,12:57,4,7,BAL 48,0,17,Sam Koch punts 29 yards,-0.190,-0.480
3,12:49,1,10,CLE 23,0,17,Peyton Hillis right guard for 2 yards (tackle by Ray Lewis),0.480,0.200
3,12:20,2,8,CLE 25,0,17,Seneca Wallace pass complete short right to Carlton Mitchell for 6 yards (tackle by Jimmy Smith),0.200,0.300
3,11:35,3,2,CLE 31,0,17,Seneca Wallace pass incomplete short left intended for Jordan Cameron (defended by Lardarius Webb),0.300,-1.310
3,11:30,4,2,CLE 31,0,17,"Brad Maynard punts 43 yards, returned by Lardarius Webb for no gain",-1.310,-0.670
3,11:22,1,10,BAL 26,0,17,Ray Rice left guard for 2 yards (tackle by Chris Gocong and Phil Taylor),0.670,0.400
3,10:42,2,8,BAL 28,0,17,Joe Flacco pass incomplete deep left intended for Ed Dickson,0.400,-0.300
3,10:35,3,8,BAL 28,0,17,Joe Flacco pass incomplete short left intended for Ed Dickson,-0.300,-1.500
3,10:31,4,8,BAL 28,0,17,"Sam Koch punts 48 yards, fair catch by Josh Cribbs",-1.500,-0.540
3,10:24,1,10,CLE 24,0,17,"Penalty on Joe Thomas: False Start, 5 yards (no play)",0.540,0.130
3,10:24,1,15,CLE 19,0,17,Seneca Wallace pass incomplete short middle intended for Greg Little (defended by Lardarius Webb),0.130,-0.740
3,10:18,2,15,CLE 19,0,17,Seneca Wallace pass complete short left to Peyton Hillis for no gain,-0.740,-1.430
3,9:32,3,15,CLE 19,0,17,Seneca Wallace sacked by Paul Kruger for -1 yards,-1.430,-2.240
3,9:10,4,16,CLE 18,0,17,"Brad Maynard punts 40 yards, fair catch by Lardarius Webb",-2.240,-1.730
3,9:02,1,10,BAL 42,0,17,Ricky Williams left tackle for 5 yards (tackle by Phil Taylor),1.730,1.860
3,8:25,2,5,BAL 47,0,17,Ricky Williams left tackle for 3 yards (tackle by Kaluka Maiava),1.860,1.550
3,7:46,3,2,CLE 50,0,17,Joe Flacco pass complete short right to Ricky Williams for 18 yards (tackle by Kaluka Maiava),1.550,3.450
3,7:16,1,10,CLE 32,0,17,Ray Rice left guard for 7 yards (tackle by D'Qwell Jackson and Chris Gocong),3.450,3.850
