Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,PHI 30,0,0,"David Akers kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,ATL 20,0,0,Warrick Dunn left guard for no gain (tackle by Mike Patterson),0.280,-0.270
1,14:24,2,10,ATL 20,0,0,Warrick Dunn left tackle for 2 yards (tackle by Mike Patterson),-0.270,-0.690
1,13:46,3,8,ATL 22,0,0,Michael Vick pass incomplete deep left intended for Warrick Dunn (defended by Brian Dawkins),-0.690,-1.900
1,13:35,4,8,ATL 22,0,0,"Michael Koenen punts 28 yards, out of bounds",-1.900,-2.260
1,13:29,1,10,,0,0,Jeff Garcia pass complete short right to Brian Westbrook for 29 yards (tackle by Chris Crocker),2.260,4.170
1,12:54,1,10,ATL 21,0,0,"Penalty on Reggie Brown: False Start, 5 yards (no play)",4.170,3.840
1,12:29,1,15,ATL 26,0,0,Jeff Garcia pass incomplete short left intended for Donte' Stallworth,3.840,2.950
1,12:26,2,15,ATL 26,0,0,Brian Westbrook left tackle for 3 yards (tackle by Chris Crocker),2.950,2.680
1,11:44,3,12,ATL 23,0,0,Jeff Garcia pass incomplete short middle intended for Donte' Stallworth (defended by Lawyer Milloy),2.680,1.930
1,11:39,4,12,ATL 23,0,3,David Akers 41 yard field goal good,1.930,3.000
1,11:35,,,PHI 30,0,3,"David Akers kicks off 68 yards, returned by Allen Rossum for 21 yards (tackle by Jason Avant)",0.000,0.480
1,11:29,1,10,ATL 23,0,3,Warrick Dunn middle for 4 yards (tackle by Mike Patterson),0.480,0.470
1,11:00,2,6,ATL 27,0,3,Michael Vick pass complete short left to Roddy White for 3 yards (tackle by Brian Dawkins),0.470,0.170
1,10:20,3,3,ATL 30,0,3,"Michael Vick pass incomplete deep left intended for Roddy White. Penalty on Roderick Hood: Defensive Pass Interfere, 35 yards (no play)",0.170,3.250
1,10:14,1,10,PHI 35,0,3,Warrick Dunn middle for 4 yards (tackle by Sean Considine),3.250,3.240
1,9:39,2,6,PHI 31,0,3,Michael Vick pass complete short left to Michael Jenkins for 16 yards (tackle by Brian Dawkins),3.240,4.580
1,9:01,1,10,PHI 15,0,3,Warrick Dunn right end for 8 yards (tackle by Dhani Jones and Brian Dawkins),4.580,5.410
1,8:21,2,2,PHI 7,6,3,"Michael Vick pass complete short right to Warrick Dunn for 7 yards, touchdown",5.410,7.000
1,8:21,,,PHI 2,7,3,Morten Andersen kicks extra point good,0.000,0.000
1,8:11,,,ATL 30,7,3,"Michael Koenen kicks off 66 yards, returned by Reno Mahe for 17 yards (tackle by John Leake)",0.000,0.340
1,8:05,1,10,PHI 21,7,3,Correll Buckhalter right tackle for 1 yard (tackle by Chauncey Davis),0.340,-0.070
1,7:30,2,9,PHI 22,7,3,"A.J. Feeley pass incomplete short right intended for Correll Buckhalter. Penalty on Demorrio Williams: Roughing the Passer, 15 yards (no play)",-0.070,1.400
1,7:26,1,10,PHI 37,7,3,"Penalty on Matt Schobel: Illegal Formation, 5 yards (no play)",1.400,1.070
1,6:58,1,15,PHI 32,7,3,A.J. Feeley pass incomplete short left intended for Jason Avant (defended by Roderick Coleman),1.070,0.180
1,6:55,2,15,PHI 32,7,3,Ryan Moats right tackle for 2 yards (tackle by Paul Carrington),0.180,-0.230
1,6:18,3,13,PHI 34,7,3,A.J. Feeley pass complete deep right to Hank Baskett for 28 yards (tackle by Jimmy Williams and Lawyer Milloy),-0.230,3.050
1,5:40,1,10,ATL 38,7,3,"Ryan Moats left end for 13 yards (tackle by Chris Crocker). Penalty on Darrell Shropshire: Illegal Use of Hands, 5 yards",3.050,4.240
1,5:14,1,10,ATL 20,7,3,A.J. Feeley pass complete short left to Hank Baskett for 11 yards (tackle by Chris Crocker),4.240,5.140
1,4:39,1,9,ATL 9,7,3,Ryan Moats middle for 1 yard (tackle by Keith Brooking),5.140,4.570
1,3:59,2,8,ATL 8,7,3,Ryan Moats left end for -1 yards (tackle by Jimmy Williams),4.570,3.360
1,3:59,3,9,ATL 9,7,3,"Penalty on A.J. Feeley: Delay of Game, 5 yards (no play)",3.360,3.000
1,2:56,3,14,ATL 14,7,9,"A.J. Feeley pass complete short middle to Matt Schobel for 14 yards, touchdown",3.000,7.000
1,2:56,,,ATL 2,7,10,David Akers kicks extra point good,0.000,0.000
1,2:52,,,PHI 30,7,10,"David Akers kicks off 63 yards, returned by Allen Rossum for 20 yards (tackle by Matt McCoy)",0.000,0.740
1,2:44,1,10,ATL 27,7,10,Michael Vick left end for 3 yards (tackle by Sean Considine),0.740,0.600
1,2:08,2,7,ATL 30,7,10,Jerious Norwood middle for 6 yards (tackle by Torrance Daniels and Omar Gaither),0.600,0.700
1,1:30,3,1,ATL 36,7,10,Jerious Norwood left guard for no gain (tackle by Brodrick Bunkley),0.700,-0.980
1,1:11,4,1,ATL 36,7,10,"Michael Koenen punts 33 yards, fair catch by Reno Mahe",-0.980,-1.000
1,1:04,1,10,PHI 31,7,10,"Penalty on Matt Schobel: Offensive Pass Interfere, 10 yards (no play)",1.000,0.340
1,0:42,1,20,PHI 21,7,10,Ryan Moats right guard for 1 yard (tackle by Demorrio Williams and Keith Brooking),0.340,-0.760
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,19,PHI 22,7,10,"Penalty on Matt Schobel: False Start, 5 yards (no play)",-0.760,-1.570
2,15:00,2,24,PHI 17,7,10,"Penalty on Todd Herremans: False Start, 5 yards (no play)",-1.570,-2.170
2,15:00,2,29,PHI 12,7,10,A.J. Feeley pass complete short middle to Thomas Tapeh for 6 yards (tackle by Keith Brooking),-2.170,-2.190
2,14:16,3,23,PHI 18,7,10,A.J. Feeley pass incomplete deep left intended for Greg Lewis,-2.190,-2.240
2,14:10,4,23,PHI 18,7,10,Dirk Johnson punts 39 yards,-2.240,-1.800
2,13:56,1,10,ATL 43,7,10,Michael Vick pass incomplete deep right intended for Roddy White (defended by Sean Considine),1.800,1.250
2,13:49,2,10,ATL 43,7,10,Jerious Norwood middle for 6 yards (tackle by Dhani Jones and Omar Gaither),1.250,1.350
