Quarter,Time,Tm,Detail,NYJ,MIA
1.0,10:49,Jets,Chris Ivory 3 yard rush (Nick Folk kick),7,0
,4:36,Jets,Nick Folk 22 yard field goal,10,0
2.0,8:47,Jets,Nick Folk 48 yard field goal,13,0
,7:07,Dolphins,Jake Stoneburner 8 yard pass from Ryan Tannehill (Andrew Franks kick),13,7
,0:33,Jets,Eric Decker 10 yard pass from Ryan Fitzpatrick (Nick Folk kick),20,7
3.0,10:25,Jets,Zac Stacy 2 yard rush (Nick Folk kick),27,7
4.0,10:01,Dolphins,Kenny Stills 10 yard pass from Ryan Tannehill (Andrew Franks kick),27,14
