Quarter,Time,Down,ToGo,Location,MIN,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 41,14,7,Chester Taylor left tackle for 3 yards (tackle by Reggie Torbor),1.660,1.530
2,14:24,2,7,MIN 44,14,7,Tarvaris Jackson right end for 6 yards (tackle by Justin Tuck),1.530,1.620
2,13:51,3,1,,14,7,Chester Taylor right guard for 2 yards (tackle by Osi Umenyiora and Barry Cofield),1.620,2.390
2,13:12,1,10,NYG 48,14,7,Chester Taylor left tackle for no gain (tackle by Gibril Wilson and Antonio Pierce),2.390,1.850
2,12:36,2,10,NYG 48,14,7,Chester Taylor right guard for 3 yards (tackle by Gibril Wilson),1.850,1.550
2,11:58,3,7,NYG 45,14,7,Tarvaris Jackson sacked by Osi Umenyiora for -2 yards,1.550,0.130
2,11:34,4,9,NYG 47,14,7,"Chris Kluwe punts 47 yards, touchback",0.130,-0.280
2,11:21,1,10,NYG 20,14,7,Reuben Droughns left guard for 1 yard (tackle by Ben Leber),0.280,-0.130
2,10:39,2,9,NYG 21,14,7,"Reuben Droughns left end for no gain (tackle by Fred Evans and Kevin Williams). Penalty on David Diehl: Offensive Holding, 10 yards (no play)",-0.130,-1.440
2,10:15,2,19,NYG 11,14,7,Eli Manning pass incomplete short middle intended for Reuben Droughns,-1.440,-2.470
2,10:08,3,19,NYG 11,14,7,Eli Manning pass incomplete deep middle intended for Plaxico Burress is intercepted by Dwight Smith at NYG-27 and returned for 19 yards (tackle by Chris Snee). Penalty on David Diehl: Illegal Formation (Declined),-2.470,-5.370
2,9:58,1,8,NYG 8,20,7,"Chester Taylor left tackle for 8 yards, touchdown",5.370,7.000
2,,,,NYG 2,21,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,21,7,"Ryan Longwell kicks off 68 yards, returned by Ahmad Bradshaw for 14 yards (tackle by Eric Frampton)",0.000,-0.140
2,9:42,1,10,NYG 16,21,7,Reuben Droughns right end for 2 yards (tackle by Pat Williams),-0.140,-0.350
2,9:09,2,8,NYG 18,21,7,Eli Manning pass incomplete deep middle intended for Amani Toomer,-0.350,-1.070
2,8:57,3,8,NYG 18,21,7,"Eli Manning pass complete short right to Jeremy Shockey for 6 yards (tackle by E.J. Henderson). Penalty on Dwight Smith: Defensive Offside, 5 yards (no play)",-1.070,-0.450
2,8:33,3,3,NYG 23,21,7,Reuben Droughns right tackle for 1 yard (tackle by Spencer Johnson). Penalty on David Diehl: Illegal Formation (Declined),-0.450,-1.770
2,8:13,4,2,NYG 24,21,7,Jeff Feagles punts 41 yards,-1.770,-1.270
2,8:03,1,10,MIN 35,21,7,Chester Taylor left guard for 3 yards (tackle by Gibril Wilson and Justin Tuck),1.270,1.130
2,7:33,2,7,MIN 38,21,7,Tarvaris Jackson pass complete short left to Chester Taylor for 11 yards (tackle by Barry Cofield),1.130,2.190
2,6:51,1,10,MIN 49,21,7,Tarvaris Jackson pass complete short right to Sidney Rice for 13 yards (tackle by Aaron Ross),2.190,3.050
2,6:08,1,10,NYG 38,21,7,Chester Taylor right guard for 1 yard (tackle by Kawika Mitchell),3.050,2.640
2,5:32,2,9,NYG 37,21,7,Tarvaris Jackson pass complete short right to Sidney Rice for 9 yards (tackle by Aaron Ross),2.640,3.710
2,5:09,1,10,NYG 28,21,7,Mewelde Moore right end for 2 yards (tackle by Michael Strahan and James Butler),3.710,3.440
2,4:24,2,8,NYG 26,21,7,Chester Taylor up the middle for 1 yard (tackle by Antonio Pierce),3.440,2.870
2,3:52,3,7,NYG 25,21,7,Tarvaris Jackson sacked by Fred Robbins and Justin Tuck for -3 yards,2.870,1.590
2,3:22,4,10,NYG 28,24,7,Ryan Longwell 46 yard field goal good,1.590,3.000
2,,,,MIN 30,24,7,"Ryan Longwell kicks off 68 yards, returned by Ahmad Bradshaw for 25 yards (tackle by Heath Farwell)",0.000,0.740
2,3:08,1,10,NYG 27,24,7,Eli Manning pass incomplete short left intended for Sinorice Moss,0.740,0.200
2,3:02,2,10,NYG 27,24,7,Eli Manning pass complete short right to Sinorice Moss for 13 yards (tackle by Marcus McCauley),0.200,1.600
2,2:37,1,10,NYG 40,24,7,Reuben Droughns up the middle for 2 yards (tackle by Pat Williams),1.600,1.320
2,2:15,2,8,NYG 42,24,7,Eli Manning pass incomplete short middle intended for Amani Toomer (defended by Charles Gordon),1.320,0.630
2,2:03,3,8,NYG 42,24,7,"Penalty on Chris Snee: False Start, 5 yards (no play)",0.630,-0.030
2,2:03,3,13,NYG 37,24,7,Eli Manning pass incomplete short right intended for Patrick Pass,-0.030,-0.910
2,1:58,4,13,NYG 37,24,7,"Jeff Feagles punts 42 yards, fair catch by Mewelde Moore",-0.910,-0.340
2,1:50,1,10,MIN 21,24,7,Chester Taylor left end for 4 yards (tackle by Michael Johnson),0.340,0.340
2,1:10,2,6,MIN 25,24,7,Chester Taylor up the middle for 3 yards (tackle by Fred Robbins and Antonio Pierce),0.340,0.040
2,1:02,,,,24,7,Timeout #1 by New York Giants,0.000,0.040
2,1:02,3,3,MIN 28,24,7,Chester Taylor left guard for no gain (tackle by Michael Strahan),0.040,-1.500
2,0:58,,,,24,7,Timeout #2 by New York Giants,0.000,-1.500
2,0:58,4,3,MIN 28,24,7,Chris Kluwe punts 41 yards,-1.500,-1.000
2,0:45,1,10,NYG 31,24,7,Eli Manning pass incomplete short middle intended for Reuben Droughns,1.000,0.460
2,0:39,2,10,NYG 31,24,7,Eli Manning pass incomplete deep middle intended for Jeremy Shockey,0.460,-0.230
2,0:33,3,10,NYG 31,24,7,Eli Manning pass incomplete short middle intended for Jeremy Shockey (defended by Charles Gordon),-0.230,-1.310
2,0:27,4,10,NYG 31,24,7,Jeff Feagles punts 51 yards,-1.310,-0.040
2,0:13,1,10,MIN 18,24,7,Tarvaris Jackson kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,MIN,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,24,7,"Ryan Longwell kicks off 65 yards, returned by Ahmad Bradshaw for 17 yards (tackle by Heath Farwell)",0.000,0.410
3,14:54,1,10,NYG 22,24,7,Reuben Droughns right tackle for -1 yards (tackle by Kenechi Udeze and Pat Williams),0.410,-0.270
3,14:16,2,11,NYG 21,24,7,Eli Manning pass incomplete deep right intended for Plaxico Burress,-0.270,-0.960
3,14:07,3,11,NYG 21,24,7,Eli Manning pass complete deep middle to Amani Toomer for 24 yards (tackle by E.J. Henderson),-0.960,1.930
3,13:28,1,10,NYG 45,24,7,Ahmad Bradshaw left end for 11 yards (tackle by Dwight Smith),1.930,2.650
3,12:56,1,10,MIN 44,24,7,Ahmad Bradshaw up the middle for 3 yards (tackle by Pat Williams),2.650,2.520
3,12:18,2,7,MIN 41,24,7,Eli Manning pass complete short left to Jeremy Shockey for 11 yards (tackle by Dwight Smith),2.520,3.580
3,11:35,1,10,MIN 30,24,7,Eli Manning pass incomplete short right intended for Jeremy Shockey,3.580,3.030
3,11:25,2,10,MIN 30,24,7,Eli Manning pass incomplete deep left intended for Plaxico Burress (defended by Cedric Griffin),3.030,2.340
3,11:18,3,10,MIN 30,24,7,Eli Manning pass incomplete short right intended for Madison Hedgecock,2.340,1.410
3,11:12,4,10,MIN 30,24,10,Lawrence Tynes 48 yard field goal good,1.410,3.000
3,,,,NYG 30,24,10,"Lawrence Tynes kicks off 69 yards, returned by Troy Williamson for 22 yards (tackle by Gerris Wilkinson)",0.000,0.480
3,11:01,1,10,MIN 23,24,10,Chester Taylor right guard for 6 yards (tackle by Osi Umenyiora),0.480,0.740
3,10:30,2,4,MIN 29,24,10,Tarvaris Jackson sacked by Fred Robbins for 0 yards,0.740,0.040
3,9:42,3,4,MIN 29,24,10,Tarvaris Jackson up the middle for 19 yards (tackle by Gibril Wilson),0.040,2.130
3,8:57,1,10,MIN 48,24,10,Tarvaris Jackson pass complete short middle to Chester Taylor for 1 yard (tackle by Gibril Wilson),2.130,1.720
3,8:16,2,9,MIN 49,24,10,Chester Taylor right guard for 5 yards (tackle by Osi Umenyiora and Antonio Pierce),1.720,1.680
3,7:38,3,4,NYG 46,24,10,Tarvaris Jackson pass complete short right to Bobby Wade for 5 yards (tackle by Kevin Dockery),1.680,2.850
3,7:03,1,10,NYG 41,24,10,Chester Taylor left guard for 3 yards (tackle by Justin Tuck and Antonio Pierce),2.850,2.710
3,6:28,2,7,NYG 38,24,10,Tarvaris Jackson left end for 11 yards (tackle by Barry Cofield),2.710,3.780
3,5:39,1,10,NYG 27,24,10,Chester Taylor right guard for 3 yards (tackle by Gibril Wilson and Russell Davis),3.780,3.640
3,4:56,2,7,NYG 24,24,10,Chester Taylor left end for 3 yards (tackle by Kevin Dockery and James Butler),3.640,3.340
3,4:21,3,4,NYG 21,24,10,"Penalty on Fred Robbins: Encroachment, 5 yards (no play)",3.340,4.510
3,4:02,1,10,NYG 16,24,10,"Penalty on Jim Kleinsasser: False Start, 5 yards (no play)",4.510,4.170
3,3:41,1,15,NYG 21,24,10,Tarvaris Jackson pass complete short middle to Visanthe Shiancoe for 13 yards (tackle by Kevin Dockery),4.170,5.350
3,3:05,2,2,NYG 8,24,10,Chester Taylor up the middle for 1 yard (tackle by Barry Cofield),5.350,4.850
3,2:31,3,1,NYG 7,24,10,Chester Taylor left guard for -1 yards (tackle by Gibril Wilson),4.850,2.990
3,1:49,4,2,NYG 8,27,10,Ryan Longwell 26 yard field goal good,2.990,3.000
3,,,,MIN 30,27,10,"Ryan Longwell kicks off 68 yards, returned by Ahmad Bradshaw for 28 yards (tackle by Heath Farwell)",0.000,0.940
3,1:37,1,10,NYG 30,27,10,Eli Manning pass complete short right to Jeremy Shockey for 5 yards (tackle by Kevin Williams),0.940,1.070
3,1:08,2,5,NYG 35,27,10,Ahmad Bradshaw right end for 4 yards (tackle by E.J. Henderson),1.070,0.890
3,0:35,3,1,NYG 39,27,10,Reuben Droughns left guard for 4 yards (tackle by Spencer Johnson),0.890,1.800
3,0:09,1,10,NYG 43,27,10,Eli Manning pass incomplete short left intended for Ahmad Bradshaw,1.800,1.250
3,0:07,2,10,NYG 43,27,10,Eli Manning pass incomplete short left intended for Kevin Boss (defended by Dwight Smith),1.250,0.560
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
3,0:02,3,10,NYG 43,27,10,Eli Manning pass complete deep left to Plaxico Burress for 32 yards (tackle by Cedric Griffin),0.560,3.910
Quarter,Time,Down,ToGo,Location,MIN,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 25,27,10,Eli Manning pass incomplete deep left intended for Plaxico Burress,3.910,3.360
4,14:54,2,10,MIN 25,27,10,Eli Manning pass complete short middle to Plaxico Burress for 14 yards (tackle by Cedric Griffin),3.360,4.840
4,14:09,1,10,MIN 11,27,10,Eli Manning pass incomplete (defended by Kevin Williams),4.840,4.140
4,14:03,2,10,MIN 11,27,10,Eli Manning pass incomplete short left intended for Reuben Droughns,4.140,3.130
4,13:57,3,10,MIN 11,33,10,"Eli Manning pass incomplete short left intended for Jeremy Shockey is intercepted by Dwight Smith at MIN-7 and returned for 93 yards, touchdown",3.130,-7.000
4,,,,NYG 2,34,10,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,34,10,"Ryan Longwell kicks off 66 yards, returned by Ahmad Bradshaw for 20 yards (tackle by Vinny Ciurciu)",0.000,0.540
4,13:34,1,10,NYG 24,34,10,Eli Manning pass complete short left to Amani Toomer for 6 yards (tackle by Charles Gordon),0.540,0.810
4,13:10,2,4,NYG 30,40,10,"Eli Manning pass incomplete short middle intended for Jeremy Shockey is intercepted by Chad Greenway at NYG-37 and returned for 37 yards, touchdown",0.810,-7.000
4,,,,NYG 2,41,10,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,41,10,"Ryan Longwell kicks off 68 yards, returned by Ahmad Bradshaw for 22 yards (tackle by Dontarrious Thomas)",0.000,0.540
4,12:51,1,10,NYG 24,41,10,Eli Manning pass complete short middle to Jeremy Shockey for 8 yards (tackle by Charles Gordon),0.540,1.080
4,12:29,2,2,NYG 32,41,10,Eli Manning pass complete short right to Reuben Droughns for 6 yards (tackle by Marcus McCauley),1.080,1.470
4,12:02,1,10,NYG 38,41,10,Eli Manning pass incomplete deep left intended for Amani Toomer,1.470,0.920
4,11:57,2,10,NYG 38,41,10,Eli Manning pass complete short right to Plaxico Burress for 7 yards (tackle by Marcus McCauley),0.920,1.160
4,11:26,3,3,NYG 45,41,10,Eli Manning pass incomplete short right intended for Kevin Boss (defended by Ben Leber),1.160,-0.390
4,11:20,4,3,NYG 45,41,10,Jeff Feagles punts 51 yards,-0.390,0.380
4,11:05,1,10,MIN 4,41,10,Chester Taylor up the middle for 6 yards (tackle by Justin Tuck),-0.380,-0.340
4,10:29,2,4,MIN 10,41,10,Chester Taylor up the middle for -1 yards (tackle by Michael Johnson),-0.340,-0.840
4,9:40,3,5,MIN 9,41,10,Chester Taylor up the middle for -6 yards (tackle by Michael Johnson),-0.840,-2.490
4,8:59,4,11,MIN 3,41,10,"Chris Kluwe punts 41 yards, returned by R.W. McQuarters for no gain",-2.490,-2.650
4,8:45,1,10,MIN 44,41,10,Ahmad Bradshaw right tackle for 11 yards (tackle by E.J. Henderson),2.650,3.380
4,8:21,1,10,MIN 33,41,10,Eli Manning pass complete short right to Sinorice Moss for 6 yards (tackle by Spencer Johnson),3.380,3.650
4,7:55,2,4,MIN 27,41,10,Eli Manning sacked by Fred Evans for -8 yards,3.650,1.880
4,7:31,3,12,MIN 35,41,10,Eli Manning pass complete deep right to Amani Toomer for 22 yards (tackle by Marcus McCauley),1.880,4.710
4,7:01,1,10,MIN 13,41,10,Eli Manning pass complete short left to Plaxico Burress for 3 yards (tackle by Charles Gordon),4.710,4.580
4,6:38,2,7,MIN 10,41,10,Reuben Droughns right guard for 4 yards (tackle by Marcus McCauley),4.580,4.560
4,6:04,3,3,MIN 6,41,16,"Eli Manning pass complete short right to Plaxico Burress for 6 yards, touchdown",4.560,7.000
4,,,,MIN 2,41,17,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,41,17,"Lawrence Tynes kicks off 62 yards, returned by Charles Gordon for 21 yards (tackle by Gerris Wilkinson)",0.000,0.870
4,5:46,1,10,MIN 29,41,17,Chester Taylor left guard for 4 yards (tackle by Chase Blackburn),0.870,0.870
4,5:38,,,,41,17,Timeout #1 by New York Giants,0.000,0.870
4,5:38,2,6,MIN 33,41,17,Tarvaris Jackson right end for 3 yards (tackle by Justin Tuck),0.870,0.560
4,5:27,,,,41,17,Timeout #2 by New York Giants,0.000,0.560
4,5:27,3,3,MIN 36,41,17,Tarvaris Jackson pass complete short right to Jeff Dugan for no gain,0.560,-0.980
4,5:20,,,,41,17,Timeout #3 by New York Giants,0.000,-0.980
4,5:20,4,3,MIN 36,41,17,"Chris Kluwe punts 48 yards, returned by R.W. McQuarters for 12 yards (tackle by Cullen Loeffler)",-0.980,-0.810
4,5:09,1,10,NYG 28,41,17,Eli Manning pass complete deep left to Sinorice Moss for 20 yards (tackle by Cedric Griffin),0.810,2.130
4,4:51,1,10,NYG 48,41,17,Eli Manning sacked by Spencer Johnson for -5 yards,2.130,0.910
4,4:22,2,15,NYG 43,41,17,Eli Manning pass complete short middle to Plaxico Burress for 11 yards (tackle by E.J. Henderson),0.910,1.680
4,3:54,3,4,MIN 46,41,17,Eli Manning pass incomplete short right intended for Sinorice Moss (defended by Marcus McCauley),1.680,0.200
4,3:47,4,4,MIN 46,41,17,Eli Manning sacked by Ben Leber for -26 yards,0.200,-3.710
4,3:38,1,10,NYG 28,41,17,Chester Taylor right guard for 4 yards (tackle by Chase Blackburn),3.710,3.710
4,3:02,2,6,NYG 24,41,17,Chester Taylor left guard for 13 yards (tackle by R.W. McQuarters),3.710,4.840
4,2:19,1,10,NYG 11,41,17,Chester Taylor left guard for 2 yards (tackle by Dave Tollefson),4.840,4.510
4,2:00,2,8,NYG 9,41,17,Chester Taylor right tackle for -2 yards (tackle by Reggie Torbor and Dave Tollefson),4.510,3.130
4,1:21,3,10,NYG 11,41,17,Mewelde Moore left guard for 2 yards (tackle by Russell Davis),3.130,2.830
4,0:39,4,8,NYG 9,41,17,Mewelde Moore right guard for 8 yards (tackle by R.W. McQuarters and Kevin Dockery),2.830,4.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
